Player,Team,Pos,G,MP,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,FT,FTA,FT%,ORB,TRB,AST,STL,BLK,TOV,PF,PTS
Tully Bevilaqua,IND,G,30,876,30,30,876,64,158,.405,30,89,.337,34,69,.493,17,28,.607,12,68,65,59,4,35,73,175
Sue Bird,SEA,G,33,1111,33,33,1111,172,390,.441,47,137,.343,125,253,.494,74,85,.871,14,84,169,39,3,88,61,465
Nikki Blue,WAS,G,26,537,26,22,537,33,102,.324,14,32,.438,19,70,.271,19,25,.760,15,41,73,19,2,42,59,99
Shannon Bobbitt,LAS,G,26,552,26,17,552,35,127,.276,20,71,.282,15,56,.268,16,22,.727,16,64,90,25,1,63,40,106
LaToya Bond,IND,G,32,325,32,1,325,26,90,.289,9,42,.214,17,48,.354,13,16,.813,7,31,27,15,4,33,56,74
Kara Braxton,DET,C-F,33,590,33,10,590,107,258,.415,0,2,.000,107,256,.418,81,109,.743,48,168,27,14,24,54,84,295
Kiesha Brown,LAS,G,32,530,32,17,530,52,146,.356,23,67,.343,29,79,.367,31,34,.912,8,59,66,19,0,39,41,158
Rebekkah Brunson,SAC,F,30,779,30,30,779,135,270,.500,0,0,,135,270,.500,57,85,.671,87,213,13,36,20,51,82,327
Latasha Byears,HOU,G-F,11,46,11,0,46,8,17,.471,0,0,,8,17,.471,2,3,.667,5,12,1,3,0,1,16,18
Dominique Canty,CHI,G,28,737,28,28,737,71,180,.394,1,6,.167,70,174,.402,83,124,.669,24,71,115,28,3,54,74,226
Jamie Carey,CON,G,33,499,33,3,499,47,111,.423,34,83,.410,13,28,.464,9,10,.900,4,40,47,8,1,22,24,137
Essence Carson,NYL,G,34,646,34,30,646,92,245,.376,8,29,.276,84,216,.389,31,46,.674,25,76,31,32,8,35,49,223
Swin Cash*,SEA,F,31,927,31,28,927,114,293,.389,1,8,.125,113,285,.396,122,158,.772,46,167,58,21,32,69,72,351
Iziane Castro Marques,ATL,F-G,29,671,29,20,671,96,272,.353,29,94,.309,67,178,.376,48,59,.814,10,65,52,27,6,57,39,269
Tamika Catchings*,IND,F,25,694,25,17,694,101,258,.391,38,88,.432,63,170,.371,92,115,.800,48,157,83,49,11,61,74,332
Quianna Chaney,CHI,G,28,241,28,0,241,23,83,.277,12,50,.240,11,33,.333,10,12,.833,4,28,24,15,3,23,19,68
Shameka Christon,NYL,G,31,947,31,31,947,153,385,.397,71,175,.406,82,210,.390,111,134,.828,31,94,51,35,17,61,93,488
Willnett Crockett,PHO,F,5,41,5,1,41,3,8,.375,0,0,,3,8,.375,3,5,.600,4,11,0,4,1,1,14,9
Monique Currie,WAS,F,34,972,34,34,972,135,337,.401,24,64,.375,111,273,.407,109,132,.826,32,141,86,30,12,87,121,403
Helen Darling,SAS,G,31,580,31,14,580,33,123,.268,12,60,.200,21,63,.333,30,38,.789,13,73,54,33,3,45,67,108
Jessica Davenport,NYL,C,14,154,14,3,154,28,59,.475,0,0,,28,59,.475,9,15,.600,12,40,4,4,10,18,27,65
Anna DeForge,MIN,G,34,847,34,34,847,106,271,.391,47,129,.364,59,142,.415,29,38,.763,24,103,59,27,5,31,52,288
Jennifer Derevjanik,PHO,G,17,145,17,0,145,5,19,.263,1,8,.125,4,11,.364,3,4,.750,5,17,27,2,4,10,17,14
Erika de Souza,ATL,F-C,12,277,12,8,277,48,82,.585,0,0,,48,82,.585,16,26,.615,39,79,8,17,21,20,48,112
Tamecka Dixon,HOU,G,24,634,24,20,634,89,221,.403,2,13,.154,87,208,.418,36,42,.857,23,76,44,25,3,48,63,216
Scholanda Dorrell,SAC,G,29,535,29,3,535,66,163,.405,11,30,.367,55,133,.414,55,79,.696,10,32,24,32,6,66,53,198
Katie Douglas,IND,G-F,33,1134,33,33,1134,170,458,.371,57,176,.324,113,282,.401,119,149,.799,41,135,106,53,11,100,54,516
Megan Duffy,NYL,G,6,45,6,0,45,2,6,.333,1,4,.250,1,2,.500,6,6,1.000,0,2,3,0,0,5,6,11
Candice Dupree,CHI,F,34,1119,34,34,1119,208,455,.457,1,7,.143,207,448,.462,138,177,.780,74,267,77,35,44,98,78,555
Margo Dydek,LAS,C,2,14,2,0,14,2,5,.400,0,0,,2,5,.400,0,0,,2,3,0,0,0,0,0,4
Shyra Ely-Gash,SEA,F,34,389,34,1,389,47,115,.409,4,11,.364,43,104,.413,15,24,.625,30,90,16,12,5,29,56,113
Barbara Farris,PHO,F-C,34,553,34,8,553,44,93,.473,0,0,,44,93,.473,30,43,.698,38,130,8,20,4,35,87,118
Allison Feaster,IND,F,33,301,33,0,301,30,89,.337,23,75,.307,7,14,.500,2,2,1.000,9,23,26,5,3,14,23,85
Marie Ferdinand-Harris,LAS,G,33,680,33,25,680,91,246,.370,12,44,.273,79,202,.391,82,92,.891,30,85,43,25,4,41,71,276
Tye'sha Fluker,CHI,C,26,231,26,2,231,25,65,.385,1,3,.333,24,62,.387,19,25,.760,11,34,10,6,8,18,40,70
Cheryl Ford,DET,F,24,637,24,24,637,89,185,.481,0,0,,89,185,.481,65,116,.560,74,208,22,24,9,23,70,243
Sylvia Fowles,CHI,C,17,430,17,14,430,77,148,.520,0,0,,77,148,.520,24,41,.585,28,127,5,18,36,38,32,178
A'Quonesia Franklin,SAC,G,34,351,34,0,351,19,70,.271,6,24,.250,13,46,.283,9,14,.643,5,45,59,16,1,26,44,53
Kerri Gardin,CON,F,34,540,34,15,540,47,133,.353,21,56,.375,26,77,.338,22,41,.537,38,111,41,29,7,45,56,137
Andrea Gardner,WAS,F-C,22,178,22,0,178,22,58,.379,0,0,,22,58,.379,13,24,.542,23,50,6,3,0,11,26,57
Katie Gearlds,SEA,G-F,34,468,34,3,468,59,158,.373,36,92,.391,23,66,.348,17,23,.739,5,44,21,11,3,15,28,171
Kamela Gissendanner,LAS,F,2,14,2,0,14,0,4,.000,0,1,.000,0,3,.000,0,0,,2,2,0,0,0,1,2,0
Chrissy Givens,DET,G,3,10,3,0,10,0,2,.000,0,0,,0,2,.000,2,2,1.000,0,0,2,0,0,2,2,2
Yolanda Griffith*,SEA,C-F,30,658,30,30,658,67,145,.462,0,0,,67,145,.462,83,128,.648,77,189,45,43,17,51,110,217
Sandrine Gruda,CON,F-C,31,476,31,1,476,81,178,.455,0,0,,81,178,.455,31,57,.544,44,110,28,19,26,41,56,193
Becky Hammon*,SAS,G,33,1101,33,33,1101,171,438,.390,77,220,.350,94,218,.431,163,174,.937,13,91,161,43,7,104,60,582
Lindsey Harding,MIN,G,24,591,24,11,591,51,139,.367,2,25,.080,49,114,.430,50,72,.694,9,56,76,27,4,55,56,154
Laura Harper,SAC,F-C,34,560,34,1,560,64,135,.474,0,0,,64,135,.474,60,103,.583,68,137,12,15,20,48,80,188
Vanessa Hayden,MIN,C,30,304,30,0,304,65,146,.445,0,0,,65,146,.445,27,44,.614,42,105,12,14,14,26,82,157
Kristin Haynie,ATL,G,33,486,33,3,486,30,95,.316,10,32,.313,20,63,.317,24,32,.750,15,56,82,30,4,47,41,94
Doneeka Lewis,IND,G,8,56,8,0,56,7,20,.350,2,7,.286,5,13,.385,0,0,,2,6,2,3,1,6,2,16
Roneeka Hodges,HOU,G,15,274,15,6,274,41,97,.423,26,70,.371,15,27,.556,2,2,1.000,5,29,18,5,3,8,11,110
Ebony Hoffman,IND,F,33,1013,33,33,1013,141,303,.465,26,57,.456,115,246,.467,34,41,.829,94,258,61,47,26,79,121,342
Sequoia Holmes,HOU,G,17,203,17,3,203,16,62,.258,4,17,.235,12,45,.267,16,22,.727,12,35,11,8,1,14,19,52
Amber Holt,CON,F,34,714,34,34,714,81,199,.407,25,76,.329,56,123,.455,35,45,.778,37,105,65,15,5,31,67,222
Alexis Hornbuckle,DET,G,34,747,34,0,747,63,178,.354,16,45,.356,47,133,.353,42,66,.636,53,138,71,79,10,49,97,184
Charde Houston,MIN,F,33,581,33,0,581,116,236,.492,0,0,,116,236,.492,60,81,.741,27,122,28,30,13,55,70,292
Sandora Irvin,SAS,F,21,116,21,0,116,9,28,.321,1,4,.250,8,24,.333,7,11,.636,10,36,2,3,5,7,19,26
Lauren Jackson*,SEA,F-C,21,694,21,21,694,149,330,.452,28,95,.295,121,235,.515,99,106,.934,39,147,26,31,33,40,67,425
Tiffany Jackson-Jones,NYL,F,25,496,25,0,496,81,157,.516,0,0,,81,157,.516,46,73,.630,47,143,26,24,8,48,46,208
Cathy Joens,CHI,G-F,26,272,26,0,272,34,91,.374,24,65,.369,10,26,.385,7,8,.875,5,35,14,5,2,23,26,99
Shannon Johnson,HOU,G,33,1014,33,32,1014,80,211,.379,31,97,.320,49,114,.430,62,83,.747,31,107,168,52,9,79,84,253
Temeka Johnson,LAS,G,23,393,23,8,393,35,101,.347,0,10,.000,35,91,.385,26,36,.722,12,43,71,24,2,37,38,96
Vickie Johnson,SAS,G-F,32,892,32,32,892,87,198,.439,11,39,.282,76,159,.478,28,36,.778,39,169,115,26,5,49,42,213
Asjha Jones,CON,F,33,963,33,33,963,223,461,.484,5,23,.217,218,438,.498,110,139,.791,73,201,81,20,26,74,85,561
Crystal Kelly,SAC,F,33,551,33,4,551,62,138,.449,0,1,.000,62,137,.453,119,140,.850,47,109,15,18,5,41,61,243
Laurie Koehn,WAS,G,30,144,30,0,144,24,61,.393,23,55,.418,1,6,.167,0,2,.000,4,11,3,0,0,10,9,71
Cathrine Kraayeveld,NYL,F,34,961,34,34,961,114,298,.383,62,165,.376,52,133,.391,36,51,.706,50,209,49,28,26,55,95,326
Jennifer Lacy,ATL,F,33,605,33,22,605,74,190,.389,4,21,.190,70,169,.414,37,55,.673,35,89,27,18,6,37,97,189
Crystal Langhorne,WAS,F-C,34,529,34,6,529,68,109,.624,0,0,,68,109,.624,28,51,.549,53,136,15,15,6,36,54,164
Erlana Larkins,NYL,F,27,335,27,0,335,48,94,.511,0,0,,48,94,.511,33,56,.589,38,73,18,10,7,35,54,129
Ivory Latta,ATL,G,34,960,34,31,960,124,343,.362,55,160,.344,69,183,.377,85,106,.802,13,72,123,45,1,61,83,388
Edwige Lawson-Wade,SAS,G,30,280,30,1,280,36,80,.450,22,47,.468,14,33,.424,6,9,.667,9,31,26,12,0,25,29,100
Kara Lawson,SAC,G,32,829,32,32,829,139,343,.405,60,139,.432,79,204,.387,53,58,.914,16,82,67,28,2,48,41,391
Betty Lennox,ATL,G,34,1010,34,33,1010,207,499,.415,63,176,.358,144,323,.446,118,138,.855,36,143,81,45,3,114,92,595
Lisa Leslie*,LAS,C,33,1059,33,33,1059,188,406,.463,4,17,.235,184,389,.473,117,177,.661,84,293,80,49,97,119,117,497
Nancy Lieberman*,DET,G,1,9,1,0,9,0,1,.000,0,0,,0,1,.000,0,0,,0,0,2,0,0,2,0,0
Sancho Lyttle,HOU,F,27,489,27,9,489,92,158,.582,0,0,,92,158,.582,38,51,.745,49,166,24,37,26,33,64,222
Mwadi Mabika,HOU,G,20,327,20,11,327,30,99,.303,17,62,.274,13,37,.351,15,21,.714,10,37,17,10,0,12,39,92
Hamchetou Maiga-Ba,HOU,F,26,590,26,22,590,87,177,.492,1,2,.500,86,175,.491,27,39,.692,30,84,38,32,8,56,64,202
Raffaella Masciadri,LAS,F,29,412,29,1,412,47,135,.348,16,68,.235,31,67,.463,16,20,.800,15,40,16,8,1,16,35,126
Katie Mattera,ATL,C,33,462,33,4,462,77,144,.535,0,0,,77,144,.535,66,88,.750,43,130,10,3,27,58,91,220
Kelly Mazzante,PHO,G,34,641,34,2,641,68,205,.332,56,169,.331,12,36,.333,5,6,.833,15,66,38,24,2,18,44,197
Janel McCarville,NYL,F-C,31,816,31,31,816,168,314,.535,0,8,.000,168,306,.549,89,115,.774,52,168,66,45,26,67,78,425
Chasity Melvin,CHI,C-F,34,759,34,18,759,98,221,.443,1,3,.333,97,218,.445,81,132,.614,85,172,50,31,10,48,99,278
Coco Miller,WAS,G,34,710,34,6,710,77,217,.355,15,53,.283,62,164,.378,10,16,.625,46,85,47,26,5,58,63,179
Kelly Miller,PHO,G,34,945,34,34,945,107,262,.408,20,52,.385,87,210,.414,49,58,.845,50,148,135,22,4,84,66,283
DeLisha Milton-Jones,LAS,F,31,1016,31,31,1016,165,344,.480,29,81,.358,136,263,.517,72,93,.774,64,196,73,34,18,99,109,431
Leilani Mitchell,NYL,G,34,518,34,5,518,39,105,.371,19,47,.404,20,58,.345,34,42,.810,14,57,97,17,3,39,43,131
Jessica Moore,LAS,F-C,28,309,28,2,309,14,43,.326,0,0,,14,43,.326,11,16,.688,17,45,17,4,5,17,48,39
Loree Moore,NYL,G,29,809,29,29,809,55,161,.342,24,83,.289,31,78,.397,20,24,.833,30,112,132,44,4,77,71,154
Navonda Moore,MIN,G,16,125,16,0,125,15,47,.319,3,9,.333,12,38,.316,15,27,.556,7,15,5,4,3,3,18,48
Bernice Mosby,WAS,F,24,183,24,1,183,20,51,.392,0,0,,20,51,.392,8,12,.667,17,53,2,2,7,12,20,48
Chelsea Newton,SAC,G,26,393,26,0,393,38,95,.400,2,7,.286,36,88,.409,39,51,.765,13,35,28,30,1,25,56,117
Bernadette Ngoyisa,IND,C,31,226,31,1,226,30,63,.476,0,0,,30,63,.476,23,32,.719,20,53,7,6,7,31,46,83
Chioma Nnamaka,ATL,G,12,84,12,0,84,6,26,.231,2,11,.182,4,15,.267,2,3,.667,6,12,2,5,0,4,11,16
Deanna Nolan,DET,G-F,34,1144,34,34,1144,216,465,.465,43,115,.374,173,350,.494,63,73,.863,26,133,150,42,10,73,68,538
Yuko Oga,PHO,G,23,180,23,0,180,20,57,.351,0,10,.000,20,47,.426,16,17,.941,5,17,14,7,0,22,13,56
Nicole Ohlde,MIN,F-C,34,559,34,34,559,73,161,.453,0,0,,73,161,.453,51,65,.785,44,112,45,10,22,50,88,197
Kristen O'Neill,SEA,G-F,11,31,11,0,31,0,4,.000,0,2,.000,0,2,.000,0,0,,0,3,1,0,0,1,4,0
Danielle Page,CON,F,3,12,3,0,12,3,5,.600,0,0,,3,5,.600,0,0,,2,6,0,0,0,2,3,6
Murriel Page,LAS,F,27,243,27,1,243,16,49,.327,2,8,.250,14,41,.341,8,12,.667,13,35,14,5,1,11,33,42
Candace Parker,LAS,F-C,33,1109,33,33,1109,231,442,.523,11,26,.423,220,416,.529,137,187,.733,84,313,113,42,75,93,91,610
Florina Pascalau,SEA,C,3,9,3,0,9,0,1,.000,0,0,,0,1,.000,0,0,,1,1,0,0,0,1,1,0
Ticha Penicheiro,SAC,G,33,856,33,33,856,83,222,.374,8,28,.286,75,194,.387,110,136,.809,19,99,172,67,4,87,80,284
Jia Perkins,CHI,G,34,1083,34,34,1083,213,485,.439,45,123,.366,168,362,.464,106,119,.891,45,138,94,63,10,61,76,577
Erin Perperoglou,SAS,F,34,907,34,23,907,76,178,.427,28,65,.431,48,113,.425,64,83,.771,33,111,58,36,21,51,98,244
Erin Phillips,CON,G,8,86,8,0,86,13,28,.464,6,12,.500,7,16,.438,9,11,.818,9,17,3,4,1,6,7,41
Plenette Pierson,DET,F,28,649,28,0,649,122,267,.457,0,2,.000,122,265,.460,88,117,.752,64,136,63,24,34,48,99,332
Cappie Pondexter,PHO,G,32,1002,32,32,1002,234,567,.413,41,131,.313,193,436,.443,170,201,.846,26,119,135,38,5,93,82,679
Elaine Powell,DET,G,16,313,16,16,313,24,49,.490,1,2,.500,23,47,.489,9,12,.750,18,50,35,6,1,18,21,58
Nicole Powell,SAC,F,34,944,34,33,944,161,437,.368,78,190,.411,83,247,.336,63,75,.840,41,150,46,40,6,62,78,463
Armintie Herrington,CHI,G,34,763,34,11,763,84,192,.438,0,1,.000,84,191,.440,65,125,.520,58,126,59,36,12,49,79,233
LaToya Sanders,PHO,F-C,29,377,29,7,377,43,96,.448,0,0,,43,96,.448,42,51,.824,52,102,9,10,44,27,71,128
Brooke Queenan,CHI,F,8,36,8,0,36,1,8,.125,0,2,.000,1,6,.167,0,0,,1,4,2,0,0,5,5,2
Allie Quigley,PHO,G,14,100,14,0,100,13,39,.333,2,11,.182,11,28,.393,1,2,.500,6,11,4,6,1,6,9,29
Noelle Quinn,MIN,G,32,533,32,25,533,47,118,.398,10,32,.313,37,86,.430,12,18,.667,12,69,81,21,2,46,33,116
Kristen Rasmussen,MIN,F,31,393,31,0,393,27,72,.375,8,23,.348,19,49,.388,17,23,.739,32,85,27,12,6,19,48,79
Ruth Riley,SAS,C,30,580,30,3,580,63,145,.434,9,28,.321,54,117,.462,18,21,.857,14,108,31,14,41,52,101,153
Ashley Robinson,SEA,C,33,329,33,1,329,13,43,.302,0,0,,13,43,.302,3,10,.300,29,72,12,12,20,28,62,29
Adrianne Ross,SAS,G,4,7,4,0,7,0,2,.000,0,0,,0,2,.000,2,2,1.000,0,1,0,0,0,0,2,2
Leah Rush,CHI,F,2,12,2,0,12,0,2,.000,0,1,.000,0,1,.000,3,4,.750,0,0,0,0,0,2,4,3
Sheri Sam,DET,G-F,32,478,32,15,478,34,110,.309,6,21,.286,28,89,.315,18,26,.692,29,91,38,19,3,31,36,92
Nakia Sanford,WAS,C-F,34,795,34,28,795,90,199,.452,0,0,,90,199,.452,49,123,.398,77,193,40,21,11,83,138,229
Olayinka Sanni,DET,F-C,31,325,31,9,325,41,82,.500,0,1,.000,41,81,.506,24,37,.649,26,64,6,11,7,40,59,106
Kelly Santos,SEA,F,22,134,22,1,134,16,41,.390,0,0,,16,41,.390,15,23,.652,10,28,5,4,2,10,26,47
Kelly Schumacher,DET,C,7,89,7,0,89,6,16,.375,0,2,.000,6,14,.429,2,2,1.000,4,20,5,2,3,8,13,14
Olympia Scott,PHO,C,6,69,6,0,69,8,22,.364,0,0,,8,22,.364,0,0,,2,19,3,1,6,6,23,16
K.B. Sharp,CHI,G,34,598,34,6,598,40,90,.444,9,28,.321,31,62,.500,19,29,.655,7,45,49,13,0,29,27,108
Brooke Smith,PHO,F-C,10,134,10,0,134,16,28,.571,0,0,,16,28,.571,9,13,.692,10,36,9,2,3,9,29,41
Katie Smith*,DET,G,34,1152,34,34,1152,157,410,.383,76,211,.360,81,199,.407,110,124,.887,10,94,137,32,3,80,70,500
Kim Smith,SAC,F,21,143,21,0,143,12,47,.255,1,12,.083,11,35,.314,8,12,.667,5,14,5,7,2,9,22,33
Tangela Smith,PHO,C,25,722,25,25,722,111,266,.417,16,46,.348,95,220,.432,39,45,.867,50,176,28,28,29,41,98,277
Wanisha Smith,DET,G,1,0,1,0,0,0,0,,0,0,,0,0,,0,0,,0,0,0,0,0,0,0,0
Michelle Snow,HOU,C,34,856,34,34,856,126,237,.532,1,2,.500,125,235,.532,83,119,.697,74,230,42,18,30,62,111,336
Sidney Spencer,LAS,G,33,451,33,2,451,63,155,.406,31,81,.383,32,74,.432,17,18,.944,28,62,18,14,4,23,48,174
Ann Strother,ATL,G-F,21,160,21,0,160,12,34,.353,7,19,.368,5,15,.333,8,12,.667,5,13,7,5,3,3,17,39
Tammy Sutton-Brown,IND,C,33,956,33,33,956,143,289,.495,0,1,.000,143,288,.497,103,153,.673,63,208,17,20,57,69,113,389
Ketia Swanier,CON,G,25,231,25,6,231,13,47,.277,7,30,.233,6,17,.353,8,10,.800,5,29,26,14,1,20,17,41
Sheryl Swoopes*,SEA,F-G,29,706,29,25,706,75,192,.391,14,63,.222,61,129,.473,41,59,.695,26,126,60,43,9,31,44,205
Diana Taurasi,PHO,G,34,1083,34,34,1083,258,579,.446,89,247,.360,169,332,.509,215,247,.870,26,172,121,46,46,83,125,820
Christi Thomas,LAS,F-C,20,159,20,0,159,12,34,.353,1,6,.167,11,28,.393,4,8,.500,10,40,6,2,8,8,33,29
Tina Thompson*,HOU,F,30,1074,30,29,1074,188,455,.413,56,138,.406,132,317,.416,110,128,.859,48,208,65,33,20,113,74,542
Erin Thorn,NYL,G,32,380,32,5,380,36,106,.340,19,71,.268,17,35,.486,10,11,.909,2,20,36,7,2,20,22,101
Barbara Turner,CON,G-F,34,663,34,6,663,80,192,.417,44,118,.373,36,74,.486,69,89,.775,23,108,52,12,14,40,62,273
Krystal Vaughn,WAS,F,15,78,15,0,78,3,19,.158,0,2,.000,3,17,.176,6,10,.600,4,15,0,2,2,10,6,12
DeMya Walker,SAC,F,7,52,7,0,52,5,11,.455,0,0,,5,11,.455,1,2,.500,4,6,1,5,0,10,10,11
Marcedes Walker,HOU,C,2,11,2,0,11,0,4,.000,0,0,,0,4,.000,0,2,.000,5,7,1,0,1,4,3,0
Ann Wauters,SAS,C,32,980,32,31,980,195,366,.533,11,31,.355,184,335,.549,70,98,.714,47,239,56,36,38,70,75,471
Kendra Wecker,WAS,F,9,48,9,0,48,2,17,.118,1,7,.143,1,10,.100,0,0,,4,11,7,3,0,7,5,5
Lindsay Whalen*,CON,G,31,908,31,31,908,141,306,.461,27,80,.338,114,226,.504,126,157,.803,33,174,166,45,1,58,87,435
Erica White,HOU,G,34,426,34,2,426,25,88,.284,1,7,.143,24,81,.296,70,78,.897,14,47,47,23,3,49,60,121
Tan White,IND,G,33,894,33,22,894,119,325,.366,39,120,.325,80,205,.390,51,60,.850,27,101,80,43,14,85,88,328
Tamika Whitmore,CON,F,34,911,34,33,911,160,392,.408,34,108,.315,126,284,.444,75,96,.781,40,161,47,20,13,68,95,429
Khadijah Whittington,IND,F,22,186,22,0,186,17,44,.386,0,0,,17,44,.386,9,17,.529,10,34,6,9,11,12,42,43
Candice Wiggins,MIN,G,30,824,30,1,824,137,340,.403,37,121,.306,100,219,.457,161,197,.817,39,97,90,54,7,57,113,472
Brittany Wilkins,SAS,C,1,0,1,0,0,0,0,,0,0,,0,0,,0,0,,0,0,0,0,0,0,0,0
Adrian Williams-Strong,SAC,C-F,34,687,34,33,687,86,196,.439,0,0,,86,196,.439,35,57,.614,68,167,20,19,8,54,73,207
Le'coe Willingham,PHO,F,34,834,34,27,834,139,244,.570,5,27,.185,134,217,.618,60,81,.741,86,202,29,22,7,46,116,343
Lisa Willis,NYL,G,34,458,34,2,458,59,140,.421,44,94,.468,15,46,.326,29,30,.967,8,58,14,29,5,31,45,191
Tamika Williams,CON,F,34,374,34,1,374,30,72,.417,0,2,.000,30,70,.429,24,41,.585,48,99,13,10,1,26,40,84
Tanisha Wright,SEA,G,34,808,34,14,808,108,250,.432,4,24,.167,104,226,.460,48,61,.787,32,116,84,31,8,78,94,268
Brooke Wyckoff,CHI,F,34,594,34,23,594,25,73,.342,16,51,.314,9,22,.409,9,16,.563,14,79,47,14,19,35,80,75
Sophia Young-Malcolm,SAS,F,33,1054,33,33,1054,207,433,.478,0,3,.000,207,430,.481,162,206,.786,52,186,75,53,17,57,86,576
Tamera Young,ATL,F,33,745,33,15,745,80,240,.333,13,40,.325,67,200,.335,67,97,.691,44,139,41,30,10,59,97,240
Sharnee Zoll,MIN,G,6,30,6,0,30,2,8,.250,1,3,.333,1,5,.200,5,6,.833,1,3,3,1,0,3,2,10
Alison Bales,TOT,C,31,515,31,9,515,44,110,.400,3,8,.375,41,102,.402,28,40,.700,27,124,13,20,43,13,55,119
Tasha Humphrey,TOT,C,30,509,30,23,509,96,206,.466,26,68,.382,70,138,.507,31,39,.795,35,112,31,17,8,45,91,249
Amber Jacobs,TOT,G,11,143,11,3,143,6,23,.261,5,15,.333,1,8,.125,3,4,.750,2,9,17,3,0,16,14,20
Camille Smith,TOT,F,32,663,32,15,663,96,191,.503,9,25,.360,87,166,.524,46,72,.639,47,123,36,28,13,60,86,247
Stacey Lovelace,TOT,C,22,302,22,9,302,38,96,.396,12,29,.414,26,67,.388,13,19,.684,21,61,16,18,10,22,40,101
Kristen Mann,TOT,F,18,254,18,8,254,19,48,.396,4,9,.444,15,39,.385,5,5,1.000,10,23,15,9,5,15,23,47
Taj McWilliams-Franklin,TOT,F-C,33,1047,33,33,1047,174,344,.506,8,26,.308,166,318,.522,66,85,.776,76,238,54,47,30,84,80,422
Shay Murphy,TOT,G,17,138,17,3,138,14,48,.292,5,20,.250,9,28,.321,4,6,.667,13,26,8,6,2,11,19,37
Ashley Shields,TOT,G,10,56,10,0,56,8,29,.276,3,11,.273,5,18,.278,5,8,.625,0,3,3,2,0,7,6,24
Crystal Smith,TOT,G,29,392,29,4,392,39,110,.355,14,38,.368,25,72,.347,29,36,.806,10,28,25,14,2,34,43,121
Kasha Terry,TOT,C-F,22,299,22,8,299,37,81,.457,0,0,,37,81,.457,20,33,.606,28,69,12,10,11,43,55,94
LaToya Thomas,TOT,F,20,187,20,0,187,23,53,.434,5,9,.556,18,44,.409,4,9,.444,10,30,4,3,1,20,19,55
Alison Bales,IND,C,14,126,14,0,126,14,36,.389,2,5,.400,12,31,.387,7,9,.778,7,22,2,5,14,3,18,37
Tasha Humphrey,DET,C,22,297,22,16,297,62,124,.500,15,39,.385,47,85,.553,21,22,.955,25,63,22,13,6,24,59,160
Amber Jacobs,WAS,G,6,82,6,3,82,3,12,.250,3,10,.300,0,2,.000,1,2,.500,1,7,11,3,0,8,7,10
Camille Smith,ATL,F,13,221,13,2,221,21,50,.420,4,10,.400,17,40,.425,16,27,.593,18,40,9,10,7,18,34,62
Stacey Lovelace,ATL,C,15,258,15,7,258,36,89,.404,10,24,.417,26,65,.400,9,13,.692,20,54,15,17,10,18,34,91
Kristen Mann,ATL,F,13,223,13,8,223,18,44,.409,4,8,.500,14,36,.389,5,5,1.000,9,19,14,8,4,14,23,45
Taj McWilliams-Franklin,WAS,F-C,26,862,26,26,862,147,280,.525,7,25,.280,140,255,.549,46,63,.730,59,191,41,44,25,75,62,347
Shay Murphy,MIN,G,2,5,2,0,5,1,5,.200,0,0,,1,5,.200,0,0,,2,2,0,0,0,0,2,2
