Player,Team,Pos,G,MP,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,FT,FTA,FT%,ORB,TRB,AST,STL,BLK,TOV,PF,PTS
Rebekah Gardner,CHI,G,35,760,35,2,760,116,214,.542,15,42,.357,101,172,.587,48,60,.800,44,115,44,49,19,55,81,295
Allisha Gray,DAL,G,33,1086,33,33,1086,146,345,.423,64,157,.408,82,188,.436,83,104,.798,29,159,84,37,24,42,78,439
Chelsea Gray,LVA,G,35,1039,35,35,1039,183,373,.491,34,100,.340,149,273,.546,81,89,.910,10,112,212,57,10,80,54,481
Megan Gustafson,PHO,C,33,318,33,0,318,50,91,.549,12,26,.462,38,65,.585,13,17,.765,17,64,17,6,5,24,62,125
Dearica Hamby,LVA,F,34,901,34,32,901,116,249,.466,16,73,.219,100,176,.568,67,93,.720,48,240,38,36,5,50,68,315
Isabelle Harrison,DAL,F,35,644,35,18,644,116,249,.466,2,2,1.000,114,247,.462,72,83,.867,48,150,46,26,5,46,73,306
Tyasha Harris,DAL,G,35,552,35,5,552,69,165,.418,17,54,.315,52,111,.468,19,24,.792,6,32,99,13,4,39,35,174
Tianna Hawkins,WAS,F,25,320,25,0,320,44,114,.386,14,53,.264,30,61,.492,20,21,.952,15,59,20,9,2,30,43,122
Tiffany Hayes,ATL,G,11,303,11,11,303,66,121,.545,18,42,.429,48,79,.608,28,41,.683,3,40,23,8,1,22,33,178
Ruthy Hebard,CHI,F,24,232,24,0,232,25,49,.510,0,0,,25,49,.510,6,8,.750,8,41,12,8,3,13,29,56
Destanni Henderson,IND,G,36,589,36,5,589,71,177,.401,26,71,.366,45,106,.425,23,32,.719,27,57,89,27,3,60,32,191
Natisha Hiedeman,CON,G,36,901,36,31,901,118,274,.431,69,168,.411,49,106,.462,24,30,.800,6,63,118,42,4,47,66,329
Naz Hillmon,ATL,F,34,674,34,12,674,59,123,.480,0,2,.000,59,121,.488,32,39,.821,52,172,41,22,10,40,51,150
Myisha Hines-Allen,WAS,F,34,656,34,15,656,114,275,.415,29,79,.367,85,196,.434,45,64,.703,37,179,66,26,10,58,56,302
Joyner Holmes,CON,F,26,205,26,0,205,19,61,.311,5,22,.227,14,39,.359,10,13,.769,6,35,12,8,2,19,20,53
Natasha Howard,NYL,F,35,1048,35,35,1048,206,427,.482,30,92,.326,176,335,.525,88,123,.715,69,256,81,45,35,113,110,530
Rhyne Howard,ATL,G,34,1066,34,34,1066,184,509,.361,85,248,.343,99,261,.379,99,125,.792,27,154,96,54,26,53,87,552
Lexie Hull,IND,G,26,334,26,4,334,28,105,.267,8,43,.186,20,62,.323,36,40,.900,11,40,18,15,2,18,47,100
Sabrina Ionescu,NYL,G,36,1163,36,36,1163,211,513,.411,83,249,.333,128,264,.485,121,130,.931,35,254,228,39,10,109,76,626
Briann January,SEA,G,36,608,36,5,608,46,122,.377,23,74,.311,23,48,.479,19,23,.826,7,36,85,23,8,53,59,134
Marine Johannes,NYL,G,24,612,24,10,612,83,179,.464,55,126,.437,28,53,.528,20,23,.870,5,40,82,14,3,44,38,241
Brionna Jones,CON,F,36,905,36,7,905,186,327,.569,0,6,.000,186,321,.579,124,147,.844,95,185,44,44,13,54,94,496
Jonquel Jones,CON,C,33,871,33,32,871,176,343,.513,41,111,.369,135,232,.582,89,111,.802,85,283,59,35,38,85,89,482
Tina Krajisnik,CHI,C,2,5,2,0,5,0,1,.000,0,0,,0,1,.000,0,0,,0,0,2,1,0,0,2,0
Awak Kuier,DAL,F,33,416,33,0,416,34,86,.395,4,21,.190,30,65,.462,19,31,.613,24,83,29,13,29,19,26,91
Betnijah Laney,NYL,G-F,9,255,9,6,255,38,90,.422,11,29,.379,27,61,.443,14,16,.875,1,30,25,4,1,24,24,101
Jantel Lavender,SEA,F,27,329,27,4,329,45,110,.409,5,24,.208,40,86,.465,8,12,.667,26,89,24,3,4,24,30,103
Jewell Loyd,SEA,G,36,1090,36,36,1090,201,508,.396,84,218,.385,117,290,.403,100,112,.893,20,95,121,39,7,78,64,586
Marina Mabrey,DAL,G,34,951,34,32,951,178,424,.420,61,174,.351,117,250,.468,47,69,.681,20,124,125,28,13,83,86,464
Rui Machida,WAS,G,36,463,36,2,463,26,84,.310,7,34,.206,19,50,.380,6,9,.667,6,40,93,16,2,38,25,65
Ezi Magbegor,SEA,F-C,33,817,33,23,817,133,242,.550,10,29,.345,123,213,.577,39,53,.736,53,184,45,29,58,46,95,315
Anneli Maley,CHI,F,4,44,4,0,44,3,6,.500,2,3,.667,1,3,.333,0,0,,3,7,3,3,1,1,6,8
Kayla McBride,MIN,G,31,923,31,31,923,137,338,.405,47,132,.356,90,206,.437,90,99,.909,16,87,64,32,2,45,43,411
Angel McCoughtry,MIN,F-G,2,20,2,2,20,3,8,.375,0,1,.000,3,7,.429,6,6,1.000,0,6,2,1,2,3,3,12
Teaira McCowan,DAL,C,33,623,33,15,623,139,231,.602,0,0,,139,231,.602,84,140,.600,98,232,25,11,22,56,102,362
Aari McDonald,ATL,G,36,876,36,6,876,131,319,.411,48,142,.338,83,177,.469,88,101,.871,15,81,93,52,1,77,78,398
Emma Meesseman,CHI,F,36,1030,36,36,1030,194,340,.571,13,38,.342,181,302,.599,47,53,.887,62,200,137,50,30,51,90,448
Nikolina Milic,MIN,F,31,364,31,4,364,74,135,.548,6,22,.273,68,113,.602,31,42,.738,46,93,23,10,8,42,57,185
Kelsey Mitchell,IND,G,31,1010,31,31,1010,196,447,.438,72,176,.409,124,271,.458,105,122,.861,14,60,129,28,7,73,72,569
Tiffany Mitchell,IND,G,34,553,34,8,553,82,182,.451,12,31,.387,70,151,.464,45,52,.865,20,41,40,28,2,30,46,221
Beatrice Mompremier,ATL,F,21,175,21,0,175,20,44,.455,0,0,,20,44,.455,5,13,.385,20,59,8,2,12,15,28,45
Olivia Nelson-Ododa,LAS,C,30,436,30,6,436,47,84,.560,0,0,,47,84,.560,26,37,.703,34,89,11,9,24,30,77,120
Arike Ogunbowale,DAL,G,30,941,30,30,941,204,510,.400,83,236,.352,121,274,.442,99,124,.798,18,98,108,45,3,54,65,590
Chiney Ogwumike,LAS,F-C,26,478,26,7,478,69,148,.466,8,18,.444,61,130,.469,36,51,.706,52,142,28,19,9,37,71,182
Nneka Ogwumike,LAS,F,34,1068,34,34,1068,249,458,.544,21,57,.368,228,401,.569,95,115,.826,48,225,68,57,15,62,80,614
Michaela Onyenwere,NYL,F,34,466,34,1,466,49,130,.377,15,50,.300,34,80,.425,46,55,.836,13,70,13,14,8,25,69,159
Candace Parker,CHI,F-C,32,904,32,32,904,159,347,.458,42,135,.311,117,212,.552,62,76,.816,30,275,145,31,31,78,70,422
Cheyenne Parker,ATL,F,36,942,36,35,942,176,352,.500,12,55,.218,164,297,.552,62,78,.795,59,222,71,37,32,72,98,426
Shey Peddy,PHO,G,34,974,34,24,974,117,280,.418,48,146,.329,69,134,.515,56,63,.889,45,128,117,54,7,48,62,338
Raina Perez,SEA,G,1,2,1,0,2,0,0,,0,0,,0,0,,0,0,,0,0,1,0,0,0,0,0
Theresa Plaisance,LVA,F,31,401,31,2,401,43,116,.371,31,89,.348,12,27,.444,7,10,.700,16,80,15,8,13,20,41,124
Kelsey Plum,LVA,G,36,1182,36,36,1182,244,531,.460,113,269,.420,131,262,.500,125,149,.839,9,96,184,36,2,94,90,726
Khayla Pointer,IND,G,10,58,10,0,58,7,12,.583,1,4,.250,6,8,.750,7,14,.500,1,8,2,2,0,9,2,22
Aerial Powers,MIN,G,35,943,35,31,943,170,441,.385,33,107,.308,137,334,.410,132,162,.815,46,164,100,42,11,90,63,505
Epiphanny Prince,SEA,G,33,406,33,0,406,44,124,.355,21,59,.356,23,65,.354,21,25,.840,6,32,58,21,3,15,30,130
Allie Quigley,CHI,G,34,895,34,34,895,130,304,.428,50,141,.355,80,163,.491,76,80,.950,18,86,97,24,7,45,50,386
DiDi Richards,NYL,G-F,14,155,14,0,155,11,36,.306,3,11,.273,8,25,.320,7,10,.700,5,24,20,1,5,13,25,32
Danielle Robinson,IND,G,31,732,31,30,732,85,203,.419,9,40,.225,76,163,.466,51,60,.850,12,89,119,22,5,51,44,230
Iliana Rupert,LVA,C,17,223,17,0,223,25,54,.463,14,38,.368,11,16,.688,1,3,.333,11,39,15,7,0,9,35,65
Mercedes Russell,SEA,C,5,54,5,0,54,4,8,.500,0,0,,4,8,.500,2,3,.667,2,9,1,0,0,7,7,10
Satou Sabally,DAL,F,11,239,11,6,239,41,103,.398,10,43,.233,31,60,.517,32,35,.914,9,53,23,5,2,25,35,124
Karlie Samuelson,PHO,G,1,10,1,0,10,1,3,.333,1,3,.333,0,0,,0,0,,0,3,1,0,0,1,1,3
Katie Lou Samuelson,LAS,F,32,943,32,29,943,107,287,.373,56,159,.352,51,128,.398,41,49,.837,17,95,62,33,7,34,52,311
Jessica Shepard,MIN,F,36,941,36,22,941,108,215,.502,6,23,.261,102,192,.531,69,94,.734,72,266,107,14,12,62,75,291
Aisha Sheppard,LVA,G,23,174,23,0,174,10,42,.238,9,33,.273,1,9,.111,6,8,.750,6,14,7,5,1,7,26,35
Jennie Simms,PHO,G,23,303,23,4,303,30,63,.476,4,19,.211,26,44,.591,15,19,.789,13,51,20,12,1,24,38,79
Hannah Sjerven,MIN,C,3,9,3,0,9,0,1,.000,0,0,,0,1,.000,0,0,,0,0,0,0,1,0,2,0
Destiny Slocum,ATL,G,3,41,3,0,41,4,11,.364,3,9,.333,1,2,.500,3,5,.600,0,4,4,0,0,5,4,14
Kamiah Smalls,MIN,G,3,34,3,0,34,2,8,.250,0,4,.000,2,4,.500,0,0,,0,5,6,4,0,4,6,4
Alanna Smith,IND,F,9,116,9,1,116,14,42,.333,6,25,.240,8,17,.471,5,7,.714,8,24,5,8,6,8,17,39
Kianna Smith,LAS,G,11,113,11,0,113,11,35,.314,5,18,.278,6,17,.353,2,2,1.000,5,9,6,4,0,4,11,29
NaLyssa Smith,IND,F,32,983,32,32,983,160,382,.419,37,97,.381,123,285,.432,76,123,.618,70,253,45,15,8,76,93,433
Azura Stevens,CHI,F-C,35,768,35,8,768,150,318,.472,42,116,.362,108,202,.535,29,39,.744,21,137,28,17,39,26,61,371
Breanna Stewart,SEA,F,34,1052,34,34,1052,255,540,.472,67,177,.379,188,363,.518,164,196,.837,46,257,97,54,31,43,72,741
Kiah Stokes,LVA,C,31,475,31,4,475,26,61,.426,5,24,.208,21,37,.568,13,16,.813,28,135,20,14,25,18,39,70
Brittney Sykes,LAS,G,32,921,32,24,921,152,351,.433,14,52,.269,138,299,.462,87,113,.770,23,117,118,65,22,84,84,405
Stephanie Talbot,SEA,F,34,548,34,1,548,64,138,.464,29,73,.397,35,65,.538,14,24,.583,23,107,45,23,11,36,44,171
Diana Taurasi,PHO,G,31,962,31,31,962,150,402,.373,92,273,.337,58,129,.450,127,142,.894,8,106,120,22,18,84,89,519
Sparkle Taylor,CHI,G,2,25,2,0,25,5,6,.833,0,1,.000,5,5,1.000,1,1,1.000,0,2,0,0,0,1,3,11
Alyssa Thomas,CON,F,36,1154,36,36,1154,188,376,.500,0,2,.000,188,374,.503,108,148,.730,74,294,218,62,7,103,101,484
Jasmine Thomas,CON,G,5,109,5,5,109,8,30,.267,5,13,.385,3,17,.176,12,13,.923,2,11,15,3,1,7,7,33
Sam Thomas,PHO,G-F,24,118,24,0,118,4,19,.211,1,15,.067,3,4,.750,1,1,1.000,2,5,6,6,2,4,12,10
Kayla Thornton,DAL,F,36,1050,36,35,1050,97,207,.469,25,77,.325,72,130,.554,68,82,.829,65,211,65,39,20,42,97,287
Kristi Toliver,LAS,G,11,218,11,10,218,19,51,.373,13,36,.361,6,15,.400,14,16,.875,0,8,34,4,0,25,14,65
Brianna Turner,PHO,F,35,1168,35,35,1168,68,112,.607,0,0,,68,112,.607,15,30,.500,69,238,80,44,56,50,80,151
Courtney Vandersloot,CHI,G,32,849,32,32,849,136,283,.481,29,79,.367,107,204,.525,75,98,.765,23,124,207,38,16,87,53,376
Kia Vaughn,ATL,C,29,401,29,1,401,32,80,.400,0,1,.000,32,79,.405,9,13,.692,30,93,25,10,8,34,50,73
Victoria Vivians,IND,G-F,35,940,35,30,940,126,375,.336,44,157,.280,82,218,.376,46,62,.742,23,125,85,37,9,72,83,342
Jasmine Walker,LAS,F,32,281,32,1,281,19,76,.250,10,50,.200,9,26,.346,3,3,1.000,12,48,6,6,3,15,30,51
Megan Walker,ATL,F,12,115,12,0,115,14,38,.368,7,19,.368,7,19,.368,4,6,.667,3,9,5,3,0,12,8,39
Shatori Walker-Kimbrough,WAS,G,35,705,35,3,705,80,199,.402,26,75,.347,54,124,.435,55,61,.902,10,64,53,37,10,39,43,241
Kristy Wallace,ATL,G,29,602,29,18,602,66,162,.407,25,68,.368,41,94,.436,33,42,.786,18,68,63,17,6,44,58,190
Erica Wheeler,ATL,G,30,789,30,30,789,98,276,.355,24,73,.329,74,203,.365,31,41,.756,19,93,118,32,2,76,74,251
Sami Whitcomb,NYL,G,35,746,35,6,746,74,201,.368,59,168,.351,15,33,.455,20,23,.870,10,82,82,25,5,49,57,227
Courtney Williams,CON,G,34,950,34,34,950,165,387,.426,22,65,.338,143,322,.444,27,36,.750,30,156,111,33,14,57,54,379
Elizabeth Williams,WAS,C-F,30,447,30,0,447,68,141,.482,0,0,,68,141,.482,25,43,.581,45,115,14,18,19,19,44,161
Gabby Williams,SEA,F,36,920,36,36,920,108,243,.444,18,70,.257,90,173,.520,35,45,.778,43,179,111,54,13,52,59,269
Riquna Williams,LVA,G,21,377,21,0,377,45,118,.381,34,93,.366,11,25,.440,16,21,.762,5,42,25,9,3,6,35,140
Jocelyn Willoughby,NYL,F-G,11,121,11,4,121,11,26,.423,3,11,.273,8,15,.533,4,8,.500,2,18,4,5,2,9,8,29
A'ja Wilson,LVA,C,36,1080,36,36,1080,260,519,.501,31,83,.373,229,436,.525,152,187,.813,66,339,75,52,70,61,76,703
Han Xu,NYL,C,32,538,32,0,538,109,221,.493,16,36,.444,93,185,.503,39,49,.796,38,115,30,17,21,23,31,273
Jackie Young,LVA,G,34,1129,34,34,1129,191,401,.476,50,116,.431,141,285,.495,110,128,.859,43,148,132,48,8,43,81,542
Li Yueru,CHI,C,16,82,16,0,82,8,18,.444,0,0,,8,18,.444,12,12,1.000,5,24,2,2,2,13,9,28
Emma Cannon,TOT,F,24,334,24,2,334,60,114,.526,9,18,.500,51,96,.531,35,48,.729,22,75,13,14,2,16,48,164
Tina Charles,TOT,C,34,983,34,26,983,198,433,.457,39,110,.355,159,323,.492,67,81,.827,51,249,67,25,23,73,96,502
Crystal Dangerfield,TOT,G,33,711,33,27,711,66,166,.398,23,71,.324,43,95,.453,25,34,.735,14,66,85,18,4,31,43,180
Kaela Davis,TOT,F,7,55,7,0,55,13,21,.619,4,6,.667,9,15,.600,4,5,.800,3,9,1,2,0,6,9,34
Rennia Davis,TOT,G-F,8,43,8,0,43,5,13,.385,0,2,.000,5,11,.455,0,0,,3,8,1,2,0,4,3,10
AD Durr,TOT,G,25,368,25,2,368,60,152,.395,23,57,.404,37,95,.389,31,39,.795,7,30,30,10,4,22,32,174
Reshanda Gray,TOT,F,27,237,27,0,237,25,57,.439,3,14,.214,22,43,.512,6,9,.667,16,53,11,7,5,27,56,59
Bria Hartley,TOT,G,13,123,13,0,123,14,37,.378,7,17,.412,7,20,.350,4,6,.667,1,12,14,4,0,10,7,39
Moriah Jefferson,TOT,G,31,809,31,30,809,117,259,.452,36,76,.474,81,183,.443,53,65,.815,11,75,147,36,4,68,67,323
Jazmine Jones,TOT,G,8,47,8,0,47,2,8,.250,0,3,.000,2,5,.400,2,5,.400,0,2,1,2,0,3,5,6
Stephanie Jones,TOT,F,5,27,5,0,27,3,8,.375,1,2,.500,2,6,.333,2,2,1.000,1,2,2,1,0,0,5,9
Odyssey Sims,TOT,G,7,145,7,0,145,17,53,.321,4,15,.267,13,38,.342,10,15,.667,2,13,20,8,2,12,11,48
Yvonne Turner,TOT,G,9,139,9,2,139,12,37,.324,3,7,.429,9,30,.300,9,11,.818,3,14,18,3,0,13,12,36
Evina Westbrook,TOT,G,20,205,20,2,205,20,53,.377,5,20,.250,15,33,.455,11,15,.733,1,20,23,8,7,15,18,56
Kiana Williams,TOT,G,4,30,4,0,30,2,8,.250,1,4,.250,1,4,.250,0,0,,0,2,5,0,0,2,1,5
Emma Cannon,PHO,F,1,6,1,0,6,1,1,1.000,0,0,,1,1,1.000,1,2,.500,0,2,1,0,0,0,0,3
Tina Charles,PHO,C,16,530,16,16,530,104,236,.441,24,66,.364,80,170,.471,44,55,.800,15,116,34,13,12,39,43,276
Crystal Dangerfield,IND,G,3,49,3,0,49,6,14,.429,2,6,.333,4,8,.500,4,4,1.000,1,3,10,0,2,3,1,18
Kaela Davis,CHI,F,1,10,1,0,10,0,1,.000,0,0,,0,1,.000,0,0,,0,1,1,0,0,2,3,0
Rennia Davis,MIN,G-F,1,3,1,0,3,1,1,1.000,0,0,,1,1,1.000,0,0,,0,0,0,0,0,1,0,2
AD Durr,NYL,G,10,70,10,0,70,3,17,.176,1,9,.111,2,8,.250,7,8,.875,0,1,4,5,2,5,4,14
Reshanda Gray,SEA,F,11,85,11,0,85,10,20,.500,2,3,.667,8,17,.471,5,6,.833,11,24,1,2,0,9,19,27
Bria Hartley,IND,G,10,87,10,0,87,9,26,.346,3,9,.333,6,17,.353,4,6,.667,1,10,10,1,0,9,5,25
Moriah Jefferson,DAL,G,1,4,1,0,4,0,0,,0,0,,0,0,,0,0,,0,0,0,0,0,0,0,0
Jazmine Jones,CON,G,7,44,7,0,44,2,7,.286,0,2,.000,2,5,.400,2,5,.400,0,1,1,2,0,3,5,6
Stephanie Jones,WAS,F,3,19,3,0,19,3,7,.429,1,2,.500,2,5,.400,0,0,,1,2,1,1,0,0,4,7
Odyssey Sims,MIN,G,2,54,2,0,54,7,23,.304,1,4,.250,6,19,.316,4,9,.444,1,7,7,1,2,5,4,19
Yvonne Turner,MIN,G,4,88,4,2,88,8,26,.308,3,7,.429,5,19,.263,6,7,.857,2,10,10,2,0,12,10,25
Evina Westbrook,MIN,G,14,173,14,2,173,14,44,.318,2,14,.143,12,30,.400,6,9,.667,1,20,20,6,6,12,14,36
Kiana Williams,SEA,G,3,27,3,0,27,2,8,.250,1,4,.250,1,4,.250,0,0,,0,2,5,0,0,2,1,5
Emma Cannon,IND,F,23,328,23,2,328,59,113,.522,9,18,.500,50,95,.526,34,46,.739,22,73,12,14,2,16,48,161
Kaela Davis,SEA,F,1,18,1,0,18,4,7,.571,2,3,.667,2,4,.500,1,1,1.000,1,2,0,2,0,1,4,11
Rennia Davis,IND,G-F,7,40,7,0,40,4,12,.333,0,2,.000,4,10,.400,0,0,,3,8,1,2,0,3,3,8
Moriah Jefferson,MIN,G,30,805,30,30,805,117,259,.452,36,76,.474,81,183,.443,53,65,.815,11,75,147,36,4,68,67,323
Kaela Davis,PHO,F,5,27,5,0,27,9,13,.692,2,3,.667,7,10,.700,3,4,.750,2,6,0,0,0,3,2,23
Odyssey Sims,CON,G,5,91,5,0,91,10,30,.333,3,11,.273,7,19,.368,6,6,1.000,1,6,13,7,0,7,7,29
Crystal Dangerfield,NYL,G,30,662,30,27,662,60,152,.395,21,65,.323,39,87,.448,21,30,.700,13,63,75,18,2,28,42,162
Stephanie Jones,CON,F,2,8,2,0,8,0,1,.000,0,0,,0,1,.000,2,2,1.000,0,0,1,0,0,0,1,2
Kiana Williams,CON,G,1,3,1,0,3,0,0,,0,0,,0,0,,0,0,,0,0,0,0,0,0,0,0
Yvonne Turner,ATL,G,2,16,2,0,16,0,1,.000,0,0,,0,1,.000,1,2,.500,1,2,1,1,0,1,0,1
Yvonne Turner,PHO,G,3,35,3,0,35,4,10,.400,0,0,,4,10,.400,2,2,1.000,0,2,7,0,0,0,2,10
Jazmine Jones,WAS,G,1,3,1,0,3,0,1,.000,0,1,.000,0,0,,0,0,,0,1,0,0,0,0,0,0
AD Durr,ATL,G,15,298,15,2,298,57,135,.422,22,48,.458,35,87,.402,24,31,.774,7,29,26,5,2,17,28,160
Bria Hartley,CON,G,3,36,3,0,36,5,11,.455,4,8,.500,1,3,.333,0,0,,0,2,4,3,0,1,2,14
Reshanda Gray,PHO,F,16,152,16,0,152,15,37,.405,1,11,.091,14,26,.538,1,3,.333,5,29,10,5,5,18,37,32
Evina Westbrook,WAS,G,6,32,6,0,32,6,9,.667,3,6,.500,3,3,1.000,5,6,.833,0,0,3,2,1,3,4,20
Tina Charles,SEA,C,18,453,18,10,453,94,197,.477,15,44,.341,79,153,.516,23,26,.885,36,133,33,12,11,34,53,226
