Player,Team,Pos,G,MP,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,FT,FTA,FT%,ORB,TRB,AST,STL,BLK,TOV,PF,PTS
Sydney Carter,CON,G,15,259,15,1,259,21,60,.350,4,19,.211,17,41,.415,16,20,.800,5,22,27,7,4,25,17,62
Swin Cash*,CHI,F,34,961,34,34,961,118,284,.415,17,63,.270,101,221,.457,64,75,.853,43,191,74,31,20,64,101,317
Iziane Castro Marques,CON,F-G,28,441,28,9,441,58,165,.352,15,46,.326,43,119,.361,37,51,.725,13,47,29,13,4,37,35,168
Tamika Catchings*,IND,F,30,942,30,30,942,179,452,.396,36,112,.321,143,340,.421,136,158,.861,45,213,71,85,31,51,74,530
Tina Charles,CON,C,29,951,29,29,951,218,545,.400,0,3,.000,218,542,.402,85,113,.752,98,293,42,27,28,64,57,521
Karima Christmas-Kelly,IND,F-G,34,913,34,28,913,101,271,.373,30,100,.300,71,171,.415,60,74,.811,64,141,37,63,11,42,81,292
Shameka Christon,SAS,G,33,740,33,14,740,82,267,.307,50,156,.321,32,111,.288,33,38,.868,10,55,24,16,11,24,55,247
Layshia Clarendon,IND,G,30,582,30,4,582,55,166,.331,7,27,.259,48,139,.345,9,22,.409,18,54,55,16,1,40,66,126
Alysha Clark,SEA,F,33,505,33,0,505,48,106,.453,16,41,.390,32,65,.492,19,25,.760,32,82,12,14,5,35,50,131
Courtney Clements,ATL,G,26,244,26,0,244,20,99,.202,9,39,.231,11,60,.183,9,12,.750,11,24,8,4,2,7,25,58
Marissa Coleman,LAS,G-F,34,595,34,3,595,58,135,.430,20,50,.400,38,85,.447,21,33,.636,32,100,34,24,5,31,43,157
Monique Currie,WAS,F,34,881,34,34,881,121,302,.401,22,64,.344,99,238,.416,92,113,.814,33,169,51,39,8,62,100,356
Elena Delle Donne,CHI,F-G,30,941,30,30,941,172,404,.426,42,96,.438,130,308,.422,157,169,.929,42,167,53,20,54,39,47,543
Erika de Souza,ATL,F-C,34,1016,34,34,1016,187,338,.553,0,0,,187,338,.553,63,93,.677,90,337,43,45,61,55,90,437
Skylar Diggins-Smith,TUL,G,32,845,32,21,845,89,271,.328,19,78,.244,70,193,.363,75,90,.833,15,61,123,41,8,92,65,272
Katie Douglas,IND,G-F,4,143,4,4,143,21,54,.389,7,27,.259,14,27,.519,11,11,1.000,5,11,6,7,2,11,3,60
Candice Dupree,PHO,F,32,1057,32,32,1057,204,396,.515,0,3,.000,204,393,.519,78,87,.897,48,204,61,34,13,65,58,486
Kelly Faris,CON,G,24,338,24,3,338,18,49,.367,7,25,.280,11,24,.458,7,9,.778,12,53,16,7,5,15,32,50
Sylvia Fowles,CHI,C,32,1001,32,32,1001,198,338,.586,0,0,,198,338,.586,124,181,.685,117,369,12,29,78,66,66,520
Briana Gilbreath-Butler,PHO,G,34,763,34,30,763,60,152,.395,13,51,.255,47,101,.465,15,24,.625,26,109,50,23,15,25,61,148
Sasha Goodlett,IND,C,25,187,25,1,187,19,53,.358,0,0,,19,53,.358,6,7,.857,16,40,4,2,2,10,17,44
Angel Goodrich,TUL,G,31,680,31,16,680,58,137,.423,8,32,.250,50,105,.476,12,22,.545,14,57,91,38,2,52,35,136
Kalana Greene,CON,G,34,888,34,31,888,70,172,.407,4,26,.154,66,146,.452,30,41,.732,38,126,50,38,13,36,56,174
Kelsey Griffin,CON,F,34,864,34,34,864,109,246,.443,12,39,.308,97,207,.469,66,90,.733,61,170,32,42,23,34,93,296
Brittney Griner,PHO,C,27,699,27,27,699,139,250,.556,0,0,,139,250,.556,63,87,.724,37,171,28,13,81,47,80,341
Becky Hammon*,SAS,G,1,12,1,1,12,1,3,.333,0,1,.000,1,2,.500,0,0,,0,1,1,0,0,3,0,2
Lindsey Harding,LAS,G,33,1011,33,33,1011,134,304,.441,4,22,.182,130,282,.461,88,116,.759,17,89,170,34,13,82,60,360
Amber Harris,MIN,F,30,263,30,1,263,27,72,.375,2,14,.143,25,58,.431,15,21,.714,11,44,20,4,6,15,26,71
Tianna Hawkins,SEA,F,33,321,33,0,321,48,91,.527,5,21,.238,43,70,.614,11,13,.846,17,52,6,9,4,22,59,112
Tiffany Hayes,ATL,G,23,513,23,4,513,80,197,.406,23,61,.377,57,136,.419,76,102,.745,20,86,39,27,3,40,52,259
Aneika Henry-Morello,ATL,F-C,34,434,34,1,434,54,120,.450,0,0,,54,120,.450,26,34,.765,44,134,16,9,17,26,41,134
Allison Hightower,CON,G,21,672,21,21,672,108,255,.424,24,66,.364,84,189,.444,28,40,.700,9,65,63,24,7,31,56,268
Tayler Hill,WAS,G,34,593,34,7,593,63,192,.328,35,105,.333,28,87,.322,59,70,.843,8,58,51,23,3,38,30,220
Roneeka Hodges,TUL,G,33,567,33,8,567,58,150,.387,41,114,.360,17,36,.472,7,8,.875,2,40,33,17,2,17,30,164
Ebony Hoffman,LAS,F,33,412,33,0,412,46,108,.426,1,14,.071,45,94,.479,8,9,.889,14,64,33,16,11,22,73,101
Quanitra Hollingsworth,WAS,C,7,42,7,0,42,5,9,.556,0,0,,5,9,.556,2,4,.500,2,10,2,2,2,1,8,12
Chelsea Hopkins,SAS,G,4,58,4,0,58,1,17,.059,1,4,.250,0,13,.000,3,4,.750,2,8,10,3,0,5,3,6
Alexis Hornbuckle,PHO,G,30,373,30,1,373,30,92,.326,10,36,.278,20,56,.357,21,30,.700,9,51,38,11,3,38,61,91
Charde Houston,PHO,F,34,586,34,6,586,78,195,.400,9,50,.180,69,145,.476,35,45,.778,20,77,44,17,12,56,101,200
Tiffany Jackson-Jones,TUL,F,19,393,19,10,393,33,84,.393,0,0,,33,84,.393,17,26,.654,37,86,13,25,4,27,41,83
Jasmine James,PHO,G,16,190,16,1,190,18,54,.333,0,8,.000,18,46,.391,13,18,.722,5,23,28,14,1,19,18,49
Briann January,IND,G,32,946,32,32,946,110,316,.348,35,98,.357,75,218,.344,60,74,.811,12,77,118,34,6,79,84,315
Rachel Jarry,MIN,F,27,184,27,0,184,16,36,.444,6,10,.600,10,26,.385,7,9,.778,7,19,11,5,4,13,27,45
Chucky Jeffery,NYL,G,2,6,2,0,6,0,2,.000,0,1,.000,0,1,.000,2,2,1.000,0,1,0,2,0,0,0,2
Glory Johnson,TUL,F,29,875,29,28,875,152,341,.446,1,3,.333,151,338,.447,130,174,.747,95,258,33,30,12,60,71,435
Shenise Johnson,SAS,G,33,901,33,24,901,144,365,.395,23,84,.274,121,281,.431,53,67,.791,40,128,79,42,6,60,55,364
Temeka Johnson,SEA,G,32,877,32,32,877,114,266,.429,21,57,.368,93,209,.445,77,88,.875,13,82,127,28,3,85,68,326
Lynetta Kizer,PHO,F,27,266,27,0,266,31,69,.449,0,1,.000,31,68,.456,9,14,.643,21,57,6,11,5,21,55,71
Cathrine Kraayeveld,SAS,F,22,285,22,0,285,16,55,.291,11,40,.275,5,15,.333,3,4,.750,9,42,12,9,4,10,20,46
Jennifer Lacy,TUL,F,32,450,32,7,450,45,139,.324,18,71,.254,27,68,.397,18,22,.818,12,43,21,7,6,23,60,126
Natasha Lacy,CON,G,3,50,3,1,50,2,18,.111,0,1,.000,2,17,.118,3,3,1.000,3,15,6,4,0,4,1,7
Crystal Langhorne,WAS,F-C,34,973,34,34,973,169,328,.515,1,8,.125,168,320,.525,69,106,.651,81,245,45,31,10,79,65,408
Erlana Larkins,IND,F,34,1022,34,34,1022,103,189,.545,0,0,,103,189,.545,63,89,.708,104,265,64,48,11,47,100,269
Ivory Latta,WAS,G,34,1072,34,34,1072,158,403,.392,72,182,.396,86,221,.389,83,92,.902,12,88,150,29,1,64,67,471
Jantel Lavender,LAS,F,34,571,34,3,571,107,211,.507,0,0,,107,211,.507,32,37,.865,49,154,18,19,22,37,52,246
Kara Lawson,CON,G,9,271,9,6,271,45,103,.437,22,48,.458,23,55,.418,12,14,.857,8,33,38,5,1,22,14,124
Camille Smith,SEA,F,34,1030,34,34,1030,121,277,.437,13,46,.283,108,231,.468,114,142,.803,65,161,47,42,9,81,89,369
Sancho Lyttle,ATL,F,6,180,6,6,180,37,70,.529,2,5,.400,35,65,.538,10,15,.667,14,51,15,14,8,13,17,86
Anne Marie Armstrong,ATL,G-F,9,25,9,0,25,2,4,.500,2,4,.500,0,0,,0,0,,1,4,0,1,0,1,2,6
A'dia Mathies,LAS,G,30,276,30,0,276,24,68,.353,4,16,.250,20,52,.385,16,25,.640,7,20,23,9,2,17,35,68
Janel McCarville,MIN,F-C,32,700,32,32,700,79,162,.488,6,14,.429,73,148,.493,37,46,.804,38,137,92,32,21,42,59,201
Angel McCoughtry,ATL,F-G,33,1036,33,32,1036,246,596,.413,23,113,.204,223,483,.462,196,238,.824,58,176,146,89,24,134,90,711
Nadirah McKenith,WAS,G,32,282,32,0,282,29,78,.372,7,22,.318,22,56,.393,25,34,.735,4,36,33,19,2,22,21,90
Emma Meesseman,WAS,F,34,498,34,1,498,66,148,.446,0,2,.000,66,146,.452,17,21,.810,40,106,42,19,24,29,54,149
Leilani Mitchell,NYL,G,34,633,34,9,633,54,133,.406,32,85,.376,22,48,.458,30,35,.857,18,71,66,26,4,34,37,170
Alex Montgomery,NYL,G-F,34,782,34,0,782,86,224,.384,13,43,.302,73,181,.403,22,26,.846,36,177,57,22,8,57,75,207
Renee Montgomery,CON,G,23,625,23,18,625,81,222,.365,36,110,.327,45,112,.402,35,39,.897,7,41,71,18,1,56,39,233
Jessica Moore,WAS,F-C,2,8,2,0,8,0,1,.000,0,0,,0,1,.000,0,0,,0,2,0,0,0,1,2,0
Lindsey Moore,MIN,G,23,130,23,0,130,8,31,.258,3,12,.250,5,19,.263,3,4,.750,0,13,24,3,0,12,5,22
Maya Moore,MIN,F,34,1068,34,34,1068,233,458,.509,72,159,.453,161,299,.538,90,102,.882,59,210,101,59,33,57,97,628
Shay Murphy,CHI,G,34,379,34,0,379,38,130,.292,10,58,.172,28,72,.389,19,24,.792,29,64,10,21,0,13,32,105
Nneka Ogwumike,LAS,F,34,878,34,34,878,192,339,.566,2,5,.400,190,334,.569,109,132,.826,95,258,45,50,33,66,101,495
Jenna O'Hea,LAS,F,29,398,29,0,398,28,64,.438,20,40,.500,8,24,.333,10,15,.667,12,50,31,10,6,17,38,86
Courtney Paris,TUL,C,23,276,23,2,276,41,89,.461,0,1,.000,41,88,.466,6,9,.667,41,95,11,7,16,12,36,88
Candace Parker,LAS,F-C,31,889,31,31,889,208,422,.493,9,35,.257,199,387,.514,131,172,.762,44,269,117,40,57,71,42,556
Jia Perkins,SAS,G,34,1037,34,33,1037,181,452,.400,45,116,.388,136,336,.405,64,74,.865,26,107,69,80,10,49,58,471
Devereaux Peters,MIN,F,34,631,34,2,631,59,149,.396,0,0,,59,149,.396,23,27,.852,52,156,37,24,34,30,56,141
Erin Phillips,IND,G,18,383,18,6,383,36,98,.367,23,48,.479,13,50,.260,12,16,.750,4,19,29,15,1,14,22,107
Plenette Pierson,NYL,F,32,883,32,27,883,147,367,.401,0,7,.000,147,360,.408,77,107,.720,63,186,80,16,20,79,68,371
Jeanette Pohlen-Mavunga,IND,G,13,191,13,0,191,13,38,.342,9,24,.375,4,14,.286,6,6,1.000,6,25,4,6,1,10,11,41
Cappie Pondexter,NYL,G,30,1027,30,30,1027,171,475,.360,38,103,.369,133,372,.358,127,156,.814,15,135,119,31,4,104,50,507
Chelsea Poppens,SAS,F,8,63,8,0,63,4,9,.444,0,0,,4,9,.444,1,4,.250,9,17,1,1,0,2,11,9
Nicole Powell,TUL,F,32,715,32,20,715,73,180,.406,38,105,.362,35,75,.467,22,27,.815,31,119,41,24,6,29,54,206
Armintie Herrington,ATL,G,28,838,28,26,838,78,167,.467,0,0,,78,167,.467,39,66,.591,43,95,67,65,3,52,55,195
Epiphanny Prince,CHI,G,31,930,31,31,930,148,394,.376,61,154,.396,87,240,.363,108,120,.900,18,84,93,51,12,43,45,465
Allie Quigley,CHI,G,34,318,34,0,318,48,152,.316,17,54,.315,31,98,.316,16,18,.889,7,24,22,12,4,20,23,129
Noelle Quinn,SEA,G,34,870,34,15,870,70,198,.354,13,56,.232,57,142,.401,32,38,.842,21,165,56,28,8,42,39,185
Ruth Riley,ATL,C,16,121,16,0,121,6,19,.316,2,5,.400,4,14,.286,4,6,.667,3,12,3,3,4,8,25,18
Ashley Robinson,SEA,C,21,200,21,0,200,13,29,.448,0,0,,13,29,.448,6,10,.600,11,29,7,1,8,23,32,32
Danielle Robinson,SAS,G,25,812,25,25,812,115,259,.444,0,6,.000,115,253,.455,51,64,.797,19,78,168,34,4,64,49,281
Sugar Rodgers,MIN,G,28,212,28,0,212,19,60,.317,10,32,.313,9,28,.321,4,7,.571,11,40,14,15,9,12,32,52
Tierra Ruffin-Pratt,WAS,G,34,503,34,0,503,51,142,.359,1,7,.143,50,135,.370,47,60,.783,33,95,26,22,8,22,57,150
Nakia Sanford,SEA,C-F,15,153,15,0,153,8,27,.296,0,0,,8,27,.296,9,16,.563,12,30,8,1,4,12,28,25
Katie Smith*,NYL,G,34,904,34,30,904,76,203,.374,28,89,.315,48,114,.421,28,33,.848,9,64,61,24,6,43,53,208
Michelle Snow,WAS,C,34,571,34,18,571,73,154,.474,0,0,,73,154,.474,28,34,.824,50,163,20,16,25,34,78,174
Shekinna Stricklen,SEA,F,34,797,34,21,797,131,319,.411,54,157,.344,77,162,.475,25,39,.641,28,96,28,25,13,40,54,341
Carolyn Swords,CHI,C,16,181,16,2,181,26,42,.619,0,0,,26,42,.619,7,9,.778,16,41,10,8,12,14,33,59
Diana Taurasi,PHO,G,32,1032,32,32,1032,200,439,.456,69,199,.347,131,240,.546,182,213,.854,18,134,197,22,15,116,103,651
Penny Taylor,PHO,F,10,161,10,3,161,25,53,.472,8,19,.421,17,34,.500,26,27,.963,6,21,17,8,1,6,7,84
Jasmine Thomas,ATL,G,34,935,34,29,935,120,334,.359,16,74,.216,104,260,.400,32,46,.696,24,103,106,29,9,71,63,288
Krystal Thomas,PHO,C,34,477,34,3,477,33,64,.516,0,0,,33,64,.516,13,31,.419,39,140,7,8,17,32,90,79
Tina Thompson*,SEA,F,34,976,34,34,976,154,376,.410,60,162,.370,94,214,.439,111,127,.874,40,198,39,18,22,50,79,479
Erin Thorn,IND,G,6,67,6,0,67,2,12,.167,1,6,.167,1,6,.167,2,2,1.000,0,3,4,2,1,5,2,7
Joslyn Tinkle,SEA,F,6,11,6,0,11,0,3,.000,0,2,.000,0,1,.000,0,0,,1,3,0,0,0,0,1,0
Kristi Toliver,LAS,G,34,1019,34,34,1019,181,396,.457,49,128,.383,132,268,.493,69,83,.831,18,87,114,43,6,65,86,480
Courtney Vandersloot,CHI,G,33,985,33,33,985,106,268,.396,17,56,.304,89,212,.420,60,72,.833,10,106,184,46,28,82,86,289
Kia Vaughn,WAS,C,34,680,34,15,680,99,233,.425,0,1,.000,99,232,.427,35,46,.761,50,176,22,24,37,52,78,233
Ashley Walker,CON,F-C,7,55,7,0,55,5,17,.294,2,8,.250,3,9,.333,1,1,1.000,9,16,2,2,3,6,4,13
Lindsay Whalen*,MIN,G,34,1005,34,34,1005,198,407,.486,1,9,.111,197,398,.495,108,138,.783,22,148,197,26,2,74,67,505
Tan White,CON,G,22,549,22,12,549,84,255,.329,15,76,.197,69,179,.385,20,27,.741,17,61,44,34,6,52,59,203
Davellyn Whyte,SAS,G,29,433,29,4,433,42,130,.323,18,60,.300,24,70,.343,28,37,.757,18,55,52,20,7,42,36,130
Candice Wiggins,TUL,G,32,876,32,31,876,103,284,.363,57,157,.363,46,127,.362,61,77,.792,27,92,63,39,7,59,93,324
Kamiko Williams,NYL,G,34,453,34,18,453,39,121,.322,6,23,.261,33,98,.337,4,7,.571,16,73,32,24,8,30,38,88
Le'coe Willingham,ATL,F,34,755,34,28,755,56,132,.424,14,46,.304,42,86,.488,15,21,.714,45,142,27,27,11,42,83,141
Riquna Williams,TUL,G,27,612,27,6,612,139,350,.397,45,118,.381,94,232,.405,99,110,.900,14,64,49,27,7,40,59,422
Julie Wojta,SAS,G-F,3,25,3,0,25,2,2,1.000,0,0,,2,2,1.000,2,3,.667,2,6,1,3,0,3,1,6
Monica Wright,MIN,G,33,743,33,3,743,110,257,.428,10,39,.256,100,218,.459,68,86,.791,20,96,76,34,6,58,90,298
Tanisha Wright,SEA,G,34,1050,34,34,1050,146,332,.440,13,46,.283,133,286,.465,100,117,.855,29,127,138,38,7,98,90,405
Tamera Young,CHI,F,33,596,33,8,596,81,190,.426,0,1,.000,81,189,.429,23,38,.605,43,125,21,17,5,22,61,185
Toni Young,NYL,F,31,344,31,10,344,58,122,.475,0,1,.000,58,121,.479,12,18,.667,24,58,14,9,10,26,57,128
Shavonte Zellous,IND,G,29,908,29,29,908,146,352,.415,39,112,.348,107,240,.446,96,123,.780,27,100,48,27,21,54,93,427
Sharnee Zoll,CHI,G,19,184,19,0,184,6,28,.214,0,6,.000,6,22,.273,5,8,.625,0,14,33,3,0,16,15,17
Jasmine Hassell,TOT,F,22,162,22,0,162,13,47,.277,0,1,.000,13,46,.283,8,17,.471,10,19,8,4,1,7,22,34
DeLisha Milton-Jones,TOT,F,26,622,26,17,622,82,206,.398,5,24,.208,77,182,.423,43,61,.705,37,109,49,19,10,42,67,212
Kayla Pedersen,TOT,F,34,431,34,5,431,39,101,.386,0,1,.000,39,100,.390,23,34,.676,32,100,31,21,14,28,52,101
Samantha Prahalis,TOT,G,11,109,11,2,109,8,25,.320,0,5,.000,8,20,.400,2,2,1.000,1,10,17,4,1,13,18,18
Avery Warley-Talbert,TOT,C,22,215,22,5,215,17,41,.415,0,0,,17,41,.415,8,10,.800,25,69,2,8,7,11,33,42
Jasmine Hassell,IND,F,18,153,18,0,153,12,45,.267,0,1,.000,12,44,.273,8,17,.471,10,19,7,4,1,7,21,32
DeLisha Milton-Jones,SAS,F,15,409,15,15,409,59,140,.421,3,14,.214,56,126,.444,17,28,.607,28,73,30,14,7,25,43,138
Kayla Pedersen,TUL,F,9,162,9,5,162,16,38,.421,0,0,,16,38,.421,3,6,.500,13,35,14,7,8,8,12,35
Samantha Prahalis,PHO,G,8,101,8,2,101,8,25,.320,0,5,.000,8,20,.400,2,2,1.000,1,8,16,3,1,10,17,18
Avery Warley-Talbert,NYL,C,8,102,8,5,102,10,25,.400,0,0,,10,25,.400,4,6,.667,11,39,1,5,1,6,15,24
Jasmine Hassell,SEA,F,4,9,4,0,9,1,2,.500,0,0,,1,2,.500,0,0,,0,0,1,0,0,0,1,2
DeLisha Milton-Jones,NYL,F,11,213,11,2,213,23,66,.348,2,10,.200,21,56,.375,26,33,.788,9,36,19,5,3,17,24,74
Kayla Pedersen,CON,F,25,269,25,0,269,23,63,.365,0,1,.000,23,62,.371,20,28,.714,19,65,17,14,6,20,40,66
Samantha Prahalis,NYL,G,3,8,3,0,8,0,0,,0,0,,0,0,,0,0,,0,2,1,1,0,3,1,0
Avery Warley-Talbert,CHI,C,14,113,14,0,113,7,16,.438,0,0,,7,16,.438,4,4,1.000,14,30,1,3,6,5,18,18
