Player,Team,Pos,G,MP,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,FT,FTA,FT%,ORB,TRB,AST,STL,BLK,TOV,PF,PTS
Yelena Leuchanka,CHA,C,4,38,4,0,38,5,10,.500,0,0,,5,10,.500,2,4,.500,2,5,3,0,1,1,5,12
Tynesha Lewis,MIN,G,19,202,19,0,202,19,55,.345,1,11,.091,18,44,.409,7,10,.700,10,27,18,12,5,16,16,46
Stacey Lovelace,CHI,C,34,628,34,6,628,95,229,.415,19,63,.302,76,166,.458,44,56,.786,48,136,22,19,20,53,69,253
Sancho Lyttle,HOU,F,29,381,29,2,381,40,87,.460,0,0,,40,87,.460,26,42,.619,40,114,8,25,4,18,61,106
Mwadi Mabika,LAS,G,32,677,32,32,677,92,244,.377,32,96,.333,60,148,.405,56,63,.889,17,64,48,19,6,37,77,272
Megan Mahoney,CON,F,31,351,31,1,351,26,85,.306,7,29,.241,19,56,.339,17,19,.895,15,66,24,7,1,25,38,76
Hamchetou Maiga-Ba,SAC,F,34,535,34,7,535,75,158,.475,0,1,.000,75,157,.478,27,48,.563,35,73,30,32,9,45,80,177
Kristen Mann,MIN,F,33,893,33,33,893,92,238,.387,36,96,.375,56,142,.394,25,34,.735,23,113,94,19,7,50,71,245
Katie Mattera,SAS,C,34,632,34,14,632,100,214,.467,0,0,,100,214,.467,65,105,.619,74,209,14,12,26,69,104,265
Kelly Mazzante,CHA,G,34,721,34,0,721,105,277,.379,64,167,.383,41,110,.373,28,33,.848,23,99,64,47,6,48,37,302
Janel McCarville,CHA,F-C,30,423,30,3,423,54,118,.458,0,0,,54,118,.458,28,44,.636,40,105,25,17,20,28,51,136
Nikki McCray,CHI,G,11,83,11,2,83,8,22,.364,1,5,.200,7,17,.412,5,7,.714,2,5,5,7,1,10,8,22
Taj McWilliams-Franklin,CON,F-C,32,996,32,32,996,164,329,.498,1,8,.125,163,321,.508,81,110,.736,104,306,80,35,31,78,75,410
Chasity Melvin,WAS,C-F,34,1003,34,34,1003,153,294,.520,0,2,.000,153,292,.524,99,151,.656,84,224,45,34,26,62,109,405
Coco Miller,WAS,G,34,658,34,4,658,84,171,.491,12,30,.400,72,141,.511,26,29,.897,36,91,59,34,4,49,73,206
Kelly Miller,PHO,G,27,814,27,24,814,109,259,.421,30,79,.380,79,180,.439,48,62,.774,41,144,94,28,6,73,74,296
DeLisha Milton-Jones,WAS,F,23,675,23,20,675,125,265,.472,34,79,.430,91,186,.489,51,63,.810,23,112,48,35,17,67,87,335
Liz Moeggenberg,CHI,F,27,273,27,1,273,20,63,.317,4,12,.333,16,51,.314,14,30,.467,27,46,17,10,6,15,14,58
Jessica Moore,LAS,F-C,34,655,34,33,655,59,136,.434,0,2,.000,59,134,.440,29,38,.763,35,98,24,22,9,28,79,147
Loree Moore,NYL,G,34,952,34,29,952,68,201,.338,35,96,.365,33,105,.314,37,51,.725,31,144,122,61,10,64,89,208
Tamara Moore,LAS,G,34,637,34,33,637,68,145,.469,17,49,.347,51,96,.531,53,66,.803,16,71,65,33,8,38,59,206
Astou Ndiaye-Diatta,HOU,F,11,127,11,3,127,16,35,.457,0,0,,16,35,.457,3,6,.500,10,30,8,1,1,10,14,35
Emmeline Ndongue,LAS,C,17,111,17,0,111,7,27,.259,0,0,,7,27,.259,6,13,.462,15,26,3,7,8,6,23,20
Chelsea Newton,CHI,G,27,648,27,11,648,52,155,.335,13,49,.265,39,106,.368,59,80,.738,19,71,58,36,7,40,69,176
Christelle N'Garsanet,NYL,C,15,92,15,0,92,8,29,.276,0,2,.000,8,27,.296,11,25,.440,11,18,5,5,2,8,10,27
Bernadette Ngoyisa,CHI,C,30,626,30,23,626,122,231,.528,0,0,,122,231,.528,58,98,.592,65,170,28,14,7,60,89,302
Deanna Nolan,DET,G-F,34,1090,34,34,1090,172,425,.405,39,113,.345,133,312,.426,85,100,.850,32,153,124,47,11,86,79,468
Nicole Ohlde,MIN,F-C,34,872,34,34,872,120,265,.453,0,1,.000,120,264,.455,87,131,.664,61,190,54,20,25,74,99,327
Irina Osipova,DET,C,2,12,2,0,12,0,0,,0,0,,0,0,,2,2,1.000,1,1,0,0,0,1,1,2
Murriel Page,LAS,F,34,689,34,4,689,66,140,.471,0,3,.000,66,137,.482,35,46,.761,40,121,33,17,9,30,63,167
Sabrina Palie,DET,G,11,51,11,0,51,5,25,.200,2,5,.400,3,20,.150,0,0,,4,4,6,1,1,10,9,12
Wendy Palmer,SEA,F,5,120,5,2,120,16,33,.485,1,3,.333,15,30,.500,14,19,.737,13,38,3,5,3,10,17,47
Ticha Penicheiro,SAC,G,34,848,34,34,848,58,171,.339,6,31,.194,52,140,.371,61,77,.792,10,91,116,58,2,67,56,183
Jia Perkins,CHI,G,30,839,30,27,839,105,299,.351,18,65,.277,87,234,.372,54,67,.806,33,107,97,43,13,56,72,282
Erin Perperoglou,SAC,F,34,665,34,12,665,117,218,.537,0,2,.000,117,216,.542,96,128,.750,78,134,35,33,14,55,92,330
Bridget Pettis,PHO,G,11,67,11,0,67,5,19,.263,1,8,.125,4,11,.364,3,6,.500,5,9,10,3,0,2,11,14
Erin Phillips,CON,G,34,615,34,13,615,57,145,.393,24,70,.343,33,75,.440,44,50,.880,20,73,80,29,2,38,38,182
Tari Phillips,HOU,F-C,21,223,21,2,223,20,52,.385,0,0,,20,52,.385,19,29,.655,12,47,4,9,5,23,37,59
Plenette Pierson,DET,F,34,566,34,0,566,82,180,.456,0,3,.000,82,177,.463,56,80,.700,44,132,24,18,14,37,84,220
Cappie Pondexter,PHO,G,32,1067,32,32,1067,219,495,.442,47,126,.373,172,369,.466,139,163,.853,37,107,98,37,4,45,84,624
Nicole Powell,SAC,F,34,891,34,34,891,116,309,.375,55,156,.353,61,153,.399,40,49,.816,25,131,61,42,15,47,82,327
Brooke Queenan,CON,F,4,10,4,0,10,0,1,.000,0,0,,0,1,.000,2,2,1.000,0,0,0,0,0,1,0,2
Kristen Rasmussen,PHO,F,34,908,34,32,908,64,125,.512,6,14,.429,58,111,.523,12,20,.600,72,208,72,28,27,33,98,146
Ruth Riley,DET,C,34,876,34,34,876,115,252,.456,3,9,.333,112,243,.461,16,18,.889,36,165,52,18,49,54,110,249
Crystal Robinson,WAS,F,27,723,27,27,723,74,184,.402,26,92,.283,48,92,.522,25,31,.806,18,70,49,33,0,27,83,199
Nykesha Sales,CON,F-G,22,609,22,20,609,109,254,.429,32,80,.400,77,174,.443,36,50,.720,21,82,60,26,6,29,43,286
Sheri Sam,CHA,G-F,34,989,34,34,989,137,343,.399,21,78,.269,116,265,.438,64,102,.627,53,172,90,55,3,73,78,359
Nakia Sanford,WAS,C-F,34,888,34,19,888,112,216,.519,0,0,,112,216,.519,77,125,.616,69,203,36,28,21,72,118,301
Kelly Schumacher,NYL,C,21,539,21,21,539,58,141,.411,2,8,.250,56,133,.421,45,63,.714,38,116,23,3,25,35,68,163
Olympia Scott,IND,C,21,155,21,0,155,23,53,.434,0,1,.000,23,52,.442,4,8,.500,8,33,7,7,2,15,29,50
K.B. Sharp,IND,G,23,153,23,0,153,8,35,.229,3,15,.200,5,20,.250,3,3,1.000,3,9,23,7,0,8,3,22
Charlotte Smith,IND,F,18,173,18,2,173,12,39,.308,8,22,.364,4,17,.235,3,4,.750,9,24,7,3,1,13,21,35
Crystal Smith,PHO,G,22,197,22,0,197,21,47,.447,7,19,.368,14,28,.500,11,12,.917,4,22,22,17,0,18,24,60
Katie Smith*,DET,G,34,1140,34,34,1140,123,302,.407,59,161,.366,64,141,.454,93,102,.912,19,92,112,25,4,65,78,398
Kim Smith,SAC,F,31,313,31,0,313,28,84,.333,13,32,.406,15,52,.288,5,9,.556,11,39,20,9,0,22,33,74
Tangela Smith,CHA,C,34,971,34,34,971,178,423,.421,31,85,.365,147,338,.435,58,78,.744,48,180,50,41,29,70,100,445
Belinda Snell,PHO,G,30,250,30,0,250,35,90,.389,20,63,.317,15,27,.556,10,10,1.000,11,39,19,15,3,17,28,100
Michelle Snow,HOU,C,34,994,34,34,994,178,349,.510,0,0,,178,349,.510,86,129,.667,78,269,47,33,38,88,121,442
Dawn Staley*,HOU,G,34,1024,34,34,1024,84,200,.420,53,124,.427,31,76,.408,29,36,.806,14,75,133,35,5,76,50,250
Tiffany Stansbury,LAS,F-C,4,22,4,0,22,3,8,.375,0,0,,3,8,.375,0,0,,6,7,2,1,2,2,4,6
Mandisa Stevenson,PHO,F-C,2,18,2,0,18,1,5,.200,1,1,1.000,0,4,.000,0,0,,1,2,0,1,1,2,3,3
Ann Strother,PHO,G-F,8,39,8,0,39,6,14,.429,4,10,.400,2,4,.500,0,0,,2,5,2,1,2,0,3,16
Laura Summerton,CON,C,33,359,33,3,359,32,74,.432,3,15,.200,29,59,.492,16,27,.593,12,36,19,3,2,20,38,83
Tammy Sutton-Brown,CHA,C,30,802,30,30,802,118,242,.488,0,0,,118,242,.488,99,155,.639,70,176,20,26,55,71,105,335
Sheryl Swoopes*,HOU,F-G,31,1111,31,31,1111,180,436,.413,25,90,.278,155,346,.448,97,127,.764,34,183,115,64,9,74,46,482
Diana Taurasi,PHO,G,34,1152,34,34,1152,298,660,.452,121,305,.397,177,355,.499,143,183,.781,25,122,139,42,27,79,100,860
Penny Taylor,PHO,F,20,536,20,8,536,98,220,.445,24,65,.369,74,155,.477,57,66,.864,32,113,51,29,9,29,57,277
Nikki Teasley,WAS,G,34,980,34,34,980,118,318,.371,52,151,.344,66,167,.395,76,92,.826,13,89,183,44,11,77,81,364
Zane Tamane,WAS,C,16,102,16,0,102,14,26,.538,0,0,,14,26,.538,1,2,.500,11,27,1,3,3,4,18,29
Kasha Terry,IND,C-F,10,54,10,0,54,11,19,.579,0,0,,11,19,.579,1,5,.200,4,14,0,0,3,8,14,23
Christi Thomas,LAS,F-C,27,541,27,1,541,65,133,.489,4,20,.200,61,113,.540,30,47,.638,43,143,26,20,14,42,80,164
LaToya Thomas,SAS,F,19,369,19,0,369,56,124,.452,0,0,,56,124,.452,45,59,.763,27,82,22,14,7,27,49,157
Tina Thompson*,HOU,F,21,696,21,21,696,139,304,.457,40,96,.417,99,208,.476,74,92,.804,31,118,47,20,13,52,53,392
Shona Thorburn,MIN,G,22,143,22,0,143,5,27,.185,1,8,.125,4,19,.211,5,8,.625,4,18,19,4,2,14,11,16
Erin Thorn,NYL,G,27,378,27,1,378,55,132,.417,28,65,.431,27,67,.403,28,31,.903,9,38,33,6,1,20,22,166
Iciss Tillis,NYL,F-C,25,256,25,0,256,32,89,.360,6,29,.207,26,60,.433,16,22,.727,21,55,11,10,4,21,46,86
Barbara Turner,SEA,G-F,34,622,34,9,622,71,159,.447,10,40,.250,61,119,.513,64,77,.831,26,86,48,13,6,47,56,216
Daliborka Vilipic,LAS,F-C,2,12,2,0,12,0,2,.000,0,0,,0,2,.000,0,0,,0,2,0,0,1,1,2,0
Kamila Vodichkova,PHO,F-C,28,736,28,27,736,111,250,.444,0,7,.000,111,243,.457,50,65,.769,46,187,41,28,19,53,89,272
Ayana Walker,CHA,F,25,182,25,0,182,17,37,.459,0,0,,17,37,.459,12,21,.571,11,31,3,10,10,4,31,46
DeMya Walker,SAC,F,23,435,23,8,435,79,181,.436,0,0,,79,181,.436,55,84,.655,55,92,32,15,7,36,53,213
Kendra Wecker,SAS,F,34,578,34,11,578,75,214,.350,19,56,.339,56,158,.354,21,27,.778,22,84,47,11,3,32,42,190
Lindsay Whalen*,CON,G,33,861,33,33,861,88,226,.389,8,62,.129,80,164,.488,112,124,.903,17,122,153,34,2,79,56,296
Tan White,IND,G,34,736,34,0,736,113,304,.372,19,88,.216,94,216,.435,57,76,.750,32,82,52,27,9,51,66,302
Tamika Whitmore,IND,F,34,1058,34,34,1058,199,435,.457,15,38,.395,184,397,.463,115,140,.821,53,165,61,46,12,94,91,528
Brittany Wilkins,SAC,C,4,15,4,0,15,3,7,.429,0,0,,3,7,.429,0,0,,0,0,1,0,0,2,5,6
Adrian Williams-Strong,MIN,C-F,32,486,32,0,486,60,134,.448,0,1,.000,60,133,.451,37,69,.536,40,149,8,25,8,19,60,157
Angelina Williams,DET,G,21,130,21,0,130,14,43,.326,2,8,.250,12,35,.343,11,17,.647,3,13,12,7,6,15,9,41
Le'coe Willingham,CON,F,29,209,29,0,209,25,53,.472,6,10,.600,19,43,.442,7,13,.538,20,55,17,5,0,15,23,63
Lisa Willis,LAS,G,24,319,24,0,319,35,91,.385,19,52,.365,16,39,.410,22,31,.710,13,43,10,26,0,17,25,111
Tamika Williams,MIN,F,31,671,31,30,671,65,147,.442,1,9,.111,64,138,.464,16,36,.444,73,174,21,16,1,37,44,147
Tanisha Wright,SEA,G,33,507,33,0,507,42,119,.353,2,14,.143,40,105,.381,38,45,.844,19,60,41,11,2,52,53,124
Brooke Wyckoff,CHI,F,15,343,15,13,343,16,66,.242,10,43,.233,6,23,.261,8,10,.800,15,40,33,14,12,16,40,50
Sophia Young-Malcolm,SAS,F,34,1057,34,34,1057,154,370,.416,0,4,.000,154,366,.421,100,137,.730,85,257,50,57,13,45,70,408
Shanna Zolman,SAS,G,34,549,34,0,549,83,219,.379,48,127,.378,35,92,.380,12,18,.667,7,41,34,11,4,38,21,226
Ambrosia Anderson,TOT,F,4,10,4,0,10,0,1,.000,0,0,,0,1,.000,0,0,,1,4,0,1,0,1,0,0
Kayte Christensen,TOT,F,17,140,17,0,140,9,22,.409,0,0,,9,22,.409,3,4,.750,11,33,6,3,1,16,35,21
Elaine Powell,TOT,G,25,370,25,3,370,29,76,.382,0,5,.000,29,71,.408,25,38,.658,14,38,52,16,3,35,37,83
Ashley Robinson,TOT,C,29,324,29,5,324,18,54,.333,1,2,.500,17,52,.327,5,16,.313,34,79,13,8,16,22,53,42
Ambrosia Anderson,CON,F,1,1,1,0,1,0,0,,0,0,,0,0,,0,0,,0,2,0,0,0,0,0,0
Kayte Christensen,HOU,F,6,87,6,0,87,8,16,.500,0,0,,8,16,.500,2,2,1.000,9,19,4,0,0,11,21,18
Elaine Powell,CHI,G,14,253,14,3,253,26,60,.433,0,3,.000,26,57,.456,17,24,.708,7,25,37,13,3,26,26,69
Ashley Robinson,CHI,C,12,125,12,5,125,9,29,.310,1,1,1.000,8,28,.286,2,6,.333,16,34,6,2,8,10,19,21
Ambrosia Anderson,NYL,F,3,9,3,0,9,0,1,.000,0,0,,0,1,.000,0,0,,1,2,0,1,0,1,0,0
Kayte Christensen,PHO,F,11,53,11,0,53,1,6,.167,0,0,,1,6,.167,1,2,.500,2,14,2,3,1,5,14,3
Elaine Powell,DET,G,11,117,11,0,117,3,16,.188,0,2,.000,3,14,.214,8,14,.571,7,13,15,3,0,9,11,14
Ashley Robinson,SEA,C,17,199,17,0,199,9,25,.360,0,1,.000,9,24,.375,3,10,.300,18,45,7,6,8,12,34,21
