Rk,Player,Age,Tm,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,G_prev,G_prev_total,Seasons Played,Previous Season,PS_PTS,PS_TRB,PS_AST,PS_STL,PS_BLK,PS_MP,PS_G,PS_FGA,PS_FG,PS_TOV,PS_3P,PS_3PA,PS_2P,PS_3P%,PS_2PA,PS_2P%,PS_FT%
64,Domantas Sabonis,26,SAC,C,79,79,34.6,7.3,11.9,0.615,0.4,1.1,0.373,6.9,10.8,0.639,0.632,4.1,5.5,0.742,3.2,9.1,12.3,7.3,0.8,0.5,2.9,3.5,19.1,62.0,415,6,2021-22,18.9,12.1,5.2,1.0,0.4,34.5,62.0,12.5,7.1,3.1,0.6,2.0,6.5,0.312,10.5,0.623,0.741
65,Jaren Jackson Jr.,23,MEM,C,63,63,28.4,6.6,13.0,0.506,1.6,4.5,0.355,5.0,8.6,0.585,0.567,3.8,4.9,0.788,1.7,5.0,6.8,1.0,1.0,3.0,1.7,3.6,18.6,78.0,204,3,2021-22,16.3,5.8,1.1,0.9,2.3,27.3,78.0,13.3,5.5,1.7,1.6,5.1,3.9,0.319,8.1,0.476,0.823
66,Franz Wagner,21,ORL,SF,80,80,32.6,6.8,14.0,0.485,1.6,4.5,0.361,5.2,9.5,0.544,0.543,3.4,4.0,0.842,0.9,3.2,4.1,3.5,1.0,0.2,2.1,2.3,18.6,79.0,79,1,2021-22,15.2,4.5,2.9,0.9,0.4,30.7,79.0,12.3,5.8,1.5,1.2,3.4,4.6,0.354,8.9,0.511,0.863
67,Devin Vassell,22,SAS,SG,38,32,31.0,6.9,15.7,0.439,2.7,7.0,0.387,4.2,8.7,0.48,0.525,2.1,2.6,0.78,0.2,3.7,3.9,3.6,1.1,0.4,1.5,1.5,18.5,71.0,133,2,2021-22,12.3,4.3,1.9,1.1,0.6,27.3,71.0,10.8,4.6,0.8,1.9,5.4,2.7,0.361,5.4,0.492,0.838
68,Myles Turner,26,IND,C,62,62,29.4,6.5,11.8,0.548,1.5,4.0,0.373,5.0,7.8,0.638,0.612,3.5,4.5,0.783,1.4,6.1,7.5,1.4,0.6,2.3,1.7,3.5,18.0,42.0,431,7,2021-22,12.9,7.1,1.0,0.7,2.8,29.4,42.0,9.4,4.8,1.3,1.5,4.4,3.3,0.333,5.0,0.662,0.752
69,Deandre Ayton,24,PHO,C,67,67,30.4,7.8,13.2,0.589,0.1,0.4,0.292,7.7,12.9,0.597,0.592,2.3,3.0,0.76,2.6,7.4,10.0,1.7,0.6,0.8,1.8,2.8,18.0,58.0,236,4,2021-22,17.2,10.2,1.4,0.7,0.7,29.5,58.0,12.0,7.6,1.6,0.1,0.3,7.5,0.368,11.7,0.642,0.746
70,D'Angelo Russell,26,2TM,PG,71,71,32.5,6.3,13.4,0.469,2.7,6.9,0.396,3.5,6.5,0.548,0.572,2.5,3.0,0.829,0.5,2.5,3.0,6.2,1.0,0.4,2.6,2.0,17.8,65.0,424,7,2021-22,18.1,3.3,7.1,1.0,0.3,32.0,65.0,15.0,6.2,2.5,2.7,8.0,3.5,0.34,7.0,0.492,0.825
70,D'Angelo Russell,26,MIN,PG,54,54,32.9,6.3,13.5,0.465,2.7,7.0,0.391,3.5,6.4,0.546,0.567,2.6,3.1,0.856,0.5,2.5,3.1,6.2,1.1,0.4,2.7,2.2,17.9,65.0,424,7,2021-22,18.1,3.3,7.1,1.0,0.3,32.0,65.0,15.0,6.2,2.5,2.7,8.0,3.5,0.34,7.0,0.492,0.825
70,D'Angelo Russell,26,LAL,PG,17,17,30.9,6.3,13.0,0.484,2.7,6.5,0.414,3.6,6.5,0.555,0.588,2.1,2.9,0.735,0.4,2.5,2.9,6.1,0.6,0.5,2.3,1.4,17.4,65.0,424,7,2021-22,18.1,3.3,7.1,1.0,0.3,32.0,65.0,15.0,6.2,2.5,2.7,8.0,3.5,0.34,7.0,0.492,0.825
71,Spencer Dinwiddie,29,2TM,SG,79,79,34.5,5.8,13.3,0.438,2.3,6.2,0.369,3.5,7.1,0.498,0.524,3.4,4.2,0.812,0.4,3.1,3.4,6.5,0.8,0.3,1.8,2.4,17.3,67.0,387,5,2021-22,13.7,4.2,5.2,0.7,0.2,29.6,67.0,11.0,4.6,1.6,1.7,4.9,2.9,0.339,6.0,0.479,0.774
71,Spencer Dinwiddie,29,DAL,SG,53,53,34.1,6.0,13.1,0.455,2.6,6.4,0.405,3.4,6.7,0.504,0.555,3.2,3.9,0.821,0.4,2.7,3.1,5.3,0.7,0.3,1.7,2.3,17.7,67.0,387,5,2021-22,13.7,4.2,5.2,0.7,0.2,29.6,67.0,11.0,4.6,1.6,1.7,4.9,2.9,0.339,6.0,0.479,0.774
71,Spencer Dinwiddie,29,BRK,PG,26,26,35.3,5.5,13.7,0.404,1.7,5.7,0.289,3.9,8.0,0.488,0.465,3.8,4.7,0.797,0.3,3.8,4.1,9.1,1.1,0.3,2.1,2.4,16.5,67.0,387,5,2021-22,13.7,4.2,5.2,0.7,0.2,29.6,67.0,11.0,4.6,1.6,1.7,4.9,2.9,0.339,6.0,0.479,0.774
72,Nikola Vučević,32,CHI,C,82,82,33.5,7.3,14.0,0.52,1.5,4.2,0.349,5.8,9.8,0.594,0.573,1.6,1.9,0.835,1.9,9.1,11.0,3.2,0.7,0.7,1.7,2.2,17.6,73.0,741,11,2021-22,17.6,11.0,3.2,1.0,1.0,33.1,73.0,15.8,7.5,1.9,1.4,4.5,6.1,0.314,11.3,0.537,0.76
73,Michael Porter Jr.,24,DEN,SF,62,62,29.0,6.4,13.2,0.487,3.0,7.3,0.414,3.4,5.9,0.579,0.602,1.5,1.9,0.8,1.0,4.5,5.5,1.0,0.6,0.5,1.1,1.9,17.4,9.0,125,2,2020-21,19.0,7.3,1.1,0.7,0.9,31.3,61.0,13.4,7.3,1.3,2.8,6.3,4.5,0.445,7.1,0.628,0.791
74,Gary Trent Jr.,24,TOR,SG,66,44,32.1,6.1,14.2,0.433,2.5,6.8,0.369,3.6,7.3,0.493,0.522,2.6,3.1,0.839,0.5,2.2,2.6,1.6,1.6,0.2,0.8,1.5,17.4,70.0,204,3,2021-22,18.3,2.7,2.0,1.7,0.3,35.0,70.0,15.5,6.4,1.0,3.0,7.8,3.4,0.383,7.7,0.445,0.853
75,Andrew Wiggins,27,GSW,SF,37,37,32.2,6.8,14.3,0.473,2.4,6.1,0.396,4.4,8.2,0.53,0.557,1.2,1.9,0.611,1.6,3.4,5.0,2.3,1.2,0.8,1.3,2.9,17.1,73.0,598,8,2021-22,17.2,4.5,2.2,1.0,0.7,31.9,73.0,14.0,6.5,1.5,2.2,5.5,4.4,0.393,8.5,0.513,0.634
76,Norman Powell,29,LAC,SG,60,8,26.1,5.7,11.8,0.479,1.9,4.8,0.397,3.8,7.1,0.534,0.559,3.8,4.6,0.812,0.4,2.5,2.9,1.8,0.8,0.3,1.7,2.1,17.0,45.0,421,7,2021-22,19.0,3.2,2.1,0.9,0.5,32.4,45.0,13.4,6.2,1.5,2.4,5.6,3.8,0.419,7.8,0.491,0.811
77,Buddy Hield,30,IND,SF,80,73,31.0,5.9,13.0,0.458,3.6,8.5,0.425,2.3,4.5,0.518,0.596,1.3,1.6,0.822,0.8,4.2,5.0,2.8,1.2,0.3,1.7,2.0,16.8,81.0,468,6,2021-22,15.6,4.4,2.8,0.9,0.3,30.9,81.0,13.6,5.5,1.9,3.2,8.8,2.3,0.366,4.7,0.482,0.874
78,OG Anunoby,25,TOR,SF,67,67,35.6,6.3,13.2,0.476,2.1,5.5,0.387,4.2,7.7,0.539,0.556,2.1,2.5,0.838,1.4,3.5,5.0,2.0,1.9,0.7,2.0,3.0,16.8,48.0,301,5,2021-22,17.1,5.5,2.6,1.5,0.5,36.0,48.0,14.5,6.4,1.7,2.4,6.6,4.0,0.363,7.9,0.511,0.754
79,Bennedict Mathurin,20,IND,SG,78,17,28.5,5.3,12.2,0.434,1.3,4.0,0.323,4.0,8.2,0.488,0.487,4.8,5.8,0.828,1.1,3.0,4.1,1.5,0.6,0.2,1.9,2.1,16.7,0.0,0,0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
80,Christian Wood,27,DAL,C,67,17,25.9,5.9,11.5,0.515,1.6,4.2,0.376,4.3,7.3,0.594,0.583,3.2,4.2,0.772,1.3,6.0,7.3,1.8,0.4,1.1,1.8,2.5,16.6,68.0,222,3,2021-22,17.9,10.1,2.3,0.8,1.0,30.8,68.0,12.9,6.5,1.9,1.9,4.9,4.5,0.39,8.0,0.57,0.623
81,Cameron Johnson,26,2TM,PF,42,41,28.5,5.3,11.3,0.47,2.5,6.1,0.404,2.9,5.2,0.548,0.579,2.4,2.9,0.842,0.8,3.6,4.4,1.9,1.2,0.3,0.9,2.0,15.5,66.0,183,3,2021-22,12.5,4.1,1.5,0.9,0.2,26.2,66.0,9.2,4.2,0.7,2.5,5.9,1.7,0.425,3.3,0.523,0.86
81,Cameron Johnson,26,PHO,PF,17,16,25.2,4.8,10.2,0.474,2.6,5.8,0.455,2.2,4.4,0.5,0.604,1.6,1.9,0.818,0.8,3.0,3.8,1.5,0.9,0.4,0.6,1.7,13.9,66.0,183,3,2021-22,12.5,4.1,1.5,0.9,0.2,26.2,66.0,9.2,4.2,0.7,2.5,5.9,1.7,0.425,3.3,0.523,0.86
81,Cameron Johnson,26,BRK,PF,25,25,30.8,5.6,12.0,0.468,2.3,6.2,0.372,3.3,5.8,0.572,0.565,3.0,3.5,0.851,0.8,4.0,4.8,2.1,1.4,0.3,1.1,2.2,16.6,66.0,183,3,2021-22,12.5,4.1,1.5,0.9,0.2,26.2,66.0,9.2,4.2,0.7,2.5,5.9,1.7,0.425,3.3,0.523,0.86
82,Josh Giddey,20,OKC,PF,76,76,31.1,7.1,14.7,0.482,1.0,3.1,0.325,6.1,11.6,0.524,0.516,1.4,1.9,0.731,1.9,5.9,7.9,6.2,0.8,0.4,2.8,1.9,16.6,54.0,54,1,2021-22,12.5,7.8,6.4,0.9,0.4,31.5,54.0,12.4,5.2,3.2,1.0,3.9,4.2,0.263,8.5,0.492,0.709
83,Aaron Gordon,27,DEN,PF,68,68,30.2,6.3,11.2,0.564,0.9,2.5,0.347,5.4,8.6,0.628,0.603,2.8,4.6,0.608,2.4,4.1,6.6,3.0,0.8,0.8,1.4,1.9,16.3,75.0,528,8,2021-22,15.0,5.9,2.5,0.6,0.6,31.7,75.0,11.1,5.8,1.8,1.2,3.5,4.6,0.335,7.7,0.605,0.743
84,Jaden Ivey,20,DET,SG,74,73,31.1,5.5,13.3,0.416,1.6,4.7,0.343,3.9,8.6,0.457,0.477,3.6,4.8,0.747,1.0,2.9,3.9,5.2,0.8,0.2,3.2,3.3,16.3,0.0,0,0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
85,Evan Mobley,21,CLE,PF,79,79,34.4,6.6,12.0,0.554,0.3,1.3,0.216,6.4,10.7,0.595,0.566,2.6,3.8,0.674,2.4,6.6,9.0,2.8,0.8,1.5,1.8,2.8,16.2,69.0,69,1,2021-22,15.0,8.3,2.5,0.8,1.7,33.8,69.0,12.0,6.1,1.9,0.3,1.3,5.8,0.25,10.7,0.541,0.663
86,RaiQuan Gray,23,BRK,PF,1,0,35.0,6.0,12.0,0.5,2.0,5.0,0.4,4.0,7.0,0.571,0.583,2.0,2.0,1.0,3.0,6.0,9.0,7.0,0.0,1.0,4.0,5.0,16.0,0.0,0,0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
87,Russell Westbrook,34,2TM,PG,73,24,29.1,5.9,13.6,0.436,1.2,3.9,0.311,4.7,9.7,0.487,0.481,2.8,4.3,0.656,1.2,4.6,5.8,7.5,1.0,0.5,3.5,2.2,15.9,78.0,1021,14,2021-22,18.5,7.4,7.1,1.0,0.3,34.3,78.0,15.8,7.0,3.8,1.0,3.4,6.0,0.298,12.4,0.485,0.667
87,Russell Westbrook,34,LAL,PG,52,3,28.7,5.8,14.0,0.417,1.2,4.1,0.296,4.6,9.9,0.467,0.46,3.0,4.6,0.655,1.1,5.0,6.2,7.5,1.0,0.4,3.5,2.3,15.9,78.0,1021,14,2021-22,18.5,7.4,7.1,1.0,0.3,34.3,78.0,15.8,7.0,3.8,1.0,3.4,6.0,0.298,12.4,0.485,0.667
87,Russell Westbrook,34,LAC,PG,21,21,30.2,6.1,12.5,0.489,1.2,3.5,0.356,4.9,9.0,0.54,0.538,2.4,3.6,0.658,1.4,3.4,4.9,7.6,1.1,0.5,3.4,2.0,15.8,78.0,1021,14,2021-22,18.5,7.4,7.1,1.0,0.3,34.3,78.0,15.8,7.0,3.8,1.0,3.4,6.0,0.298,12.4,0.485,0.667
88,Brook Lopez,34,MIL,C,78,78,30.4,6.1,11.5,0.531,1.7,4.7,0.374,4.4,6.9,0.637,0.606,1.9,2.4,0.784,2.0,4.7,6.7,1.3,0.5,2.5,1.4,2.6,15.9,13.0,868,11,2020-21,12.3,5.0,0.7,0.6,1.5,27.2,70.0,9.1,4.6,0.9,1.4,4.0,3.2,0.338,5.1,0.632,0.845
89,P.J. Washington,24,CHO,PF,73,73,32.6,5.9,13.4,0.444,2.0,5.9,0.348,3.9,7.5,0.518,0.52,1.7,2.4,0.73,1.0,3.9,4.9,2.4,0.9,1.1,1.5,2.6,15.7,65.0,187,3,2021-22,10.3,5.2,2.3,0.9,0.9,27.2,65.0,8.2,3.8,1.3,1.7,4.6,2.2,0.365,3.6,0.606,0.716
90,De'Andre Hunter,25,ATL,SF,67,67,31.7,5.7,12.3,0.461,1.5,4.3,0.35,4.2,8.0,0.521,0.522,2.6,3.1,0.826,0.7,3.6,4.2,1.4,0.5,0.3,1.2,3.0,15.4,53.0,139,2,2021-22,13.4,3.3,1.3,0.7,0.4,29.8,53.0,10.8,4.8,1.3,1.4,3.7,3.4,0.379,7.2,0.474,0.765
91,Skylar Mays,25,POR,PG,6,6,31.5,5.7,11.3,0.5,2.0,4.3,0.462,3.7,7.0,0.524,0.588,2.0,2.2,0.923,0.3,2.8,3.2,8.3,1.0,0.2,1.7,1.8,15.3,28.0,61,0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
92,Scottie Barnes,21,TOR,SF,77,76,34.8,6.0,13.2,0.456,0.8,2.9,0.281,5.2,10.3,0.505,0.487,2.5,3.2,0.772,2.3,4.3,6.6,4.8,1.1,0.8,2.0,2.2,15.3,74.0,74,1,2021-22,15.3,7.5,3.5,1.1,0.7,35.4,74.0,12.6,6.2,1.8,0.8,2.6,5.4,0.301,10.0,0.543,0.735
93,Wendell Carter Jr.,23,ORL,C,57,54,29.6,5.6,10.8,0.525,1.4,3.9,0.356,4.2,6.8,0.624,0.591,2.5,3.4,0.738,2.1,6.6,8.7,2.3,0.5,0.6,1.9,2.8,15.2,62.0,203,4,2021-22,15.0,10.5,2.8,0.6,0.7,29.9,62.0,11.0,5.8,1.9,1.1,3.5,4.7,0.327,7.6,0.615,0.691
94,Kevin Huerter,24,SAC,SG,75,75,29.4,5.6,11.5,0.485,2.7,6.8,0.402,2.9,4.7,0.604,0.603,1.3,1.7,0.725,0.6,2.8,3.3,2.9,1.1,0.3,1.3,2.4,15.2,74.0,274,4,2021-22,12.1,3.4,2.7,0.7,0.4,29.6,74.0,10.3,4.7,1.2,2.2,5.6,2.5,0.389,4.7,0.53,0.808
95,Khris Middleton,31,MIL,SF,33,19,24.3,5.4,12.3,0.436,1.5,4.9,0.315,3.8,7.4,0.516,0.499,2.8,3.1,0.902,0.8,3.4,4.2,4.9,0.7,0.2,2.2,2.1,15.1,66.0,651,8,2021-22,20.1,5.4,5.4,1.2,0.3,32.4,66.0,15.5,6.8,2.9,2.5,6.6,4.4,0.373,8.9,0.494,0.89
96,Harrison Barnes,30,SAC,PF,82,82,32.5,4.6,9.6,0.473,1.6,4.3,0.374,3.0,5.3,0.553,0.556,4.3,5.0,0.847,1.1,3.4,4.5,1.6,0.7,0.1,1.0,1.3,15.0,77.0,747,10,2021-22,16.4,5.6,2.4,0.7,0.2,33.6,77.0,10.8,5.1,1.5,1.8,4.7,3.2,0.394,6.2,0.525,0.826
97,Malcolm Brogdon,30,BOS,PG,67,0,26.0,5.3,10.9,0.484,2.0,4.4,0.444,3.3,6.5,0.51,0.574,2.4,2.7,0.87,0.6,3.6,4.2,3.7,0.7,0.3,1.5,1.6,14.9,36.0,333,6,2021-22,19.1,5.1,5.9,0.8,0.4,33.5,36.0,15.1,6.8,2.1,1.6,5.2,5.1,0.312,9.9,0.518,0.856
98,Immanuel Quickley,23,NYK,SG,81,21,28.9,5.2,11.6,0.448,2.1,5.6,0.37,3.1,6.0,0.521,0.537,2.5,3.1,0.819,0.7,3.4,4.2,3.4,1.0,0.2,1.2,2.0,14.9,78.0,142,2,2021-22,11.3,3.2,3.5,0.7,0.0,23.1,78.0,9.3,3.6,1.3,1.8,5.1,1.9,0.346,4.2,0.448,0.881
99,Saddiq Bey,23,2TM,SF,77,37,27.6,4.6,10.9,0.422,2.0,5.4,0.361,2.6,5.4,0.483,0.513,2.7,3.1,0.861,1.3,3.4,4.7,1.5,0.9,0.2,0.9,1.6,13.8,82.0,152,2,2021-22,16.1,5.4,2.8,0.9,0.2,33.0,82.0,13.9,5.5,1.2,2.6,7.4,2.9,0.346,6.4,0.454,0.827
99,Saddiq Bey,23,DET,SF,52,30,28.8,4.7,11.7,0.404,1.9,5.6,0.345,2.8,6.0,0.46,0.488,3.5,4.0,0.861,1.1,3.5,4.7,1.6,1.0,0.2,1.0,1.7,14.8,82.0,152,2,2021-22,16.1,5.4,2.8,0.9,0.2,33.0,82.0,13.9,5.5,1.2,2.6,7.4,2.9,0.346,6.4,0.454,0.827
99,Saddiq Bey,23,ATL,SF,25,7,25.2,4.3,9.2,0.47,2.0,5.0,0.4,2.3,4.2,0.552,0.578,1.0,1.2,0.862,1.6,3.2,4.8,1.4,0.8,0.0,0.7,1.5,11.6,82.0,152,2,2021-22,16.1,5.4,2.8,0.9,0.2,33.0,82.0,13.9,5.5,1.2,2.6,7.4,2.9,0.346,6.4,0.454,0.827
100,Alperen Sengun,20,HOU,C,75,72,28.9,5.9,10.7,0.553,0.3,0.8,0.333,5.6,9.9,0.57,0.565,2.7,3.8,0.715,3.2,5.8,9.0,3.9,0.9,0.9,2.6,3.4,14.8,0.0,0,0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
101,Gordon Hayward,32,CHO,SF,50,50,31.5,5.5,11.6,0.475,1.0,3.2,0.325,4.5,8.4,0.532,0.52,2.6,3.2,0.811,0.7,3.6,4.3,4.1,0.8,0.2,2.0,1.4,14.7,49.0,734,11,2021-22,15.9,4.6,3.6,1.0,0.4,31.9,49.0,12.6,5.8,1.7,1.8,4.5,4.0,0.391,8.1,0.496,0.846
102,Tobias Harris,30,PHI,SF,74,74,32.9,5.7,11.4,0.501,1.7,4.4,0.389,4.0,7.0,0.57,0.575,1.5,1.7,0.876,0.9,4.8,5.7,2.5,0.9,0.5,1.2,2.0,14.7,73.0,753,11,2021-22,17.2,6.8,3.5,0.6,0.6,34.8,73.0,14.0,6.8,1.6,1.4,3.8,5.4,0.367,10.2,0.525,0.842
103,Trey Murphy III,22,NOP,SF,79,65,31.0,4.9,10.1,0.484,2.6,6.3,0.406,2.3,3.8,0.611,0.61,2.2,2.4,0.905,0.7,2.8,3.6,1.4,1.1,0.5,0.8,2.0,14.5,62.0,62,1,2021-22,5.4,2.4,0.6,0.4,0.1,13.9,62.0,4.5,1.8,0.3,1.1,3.0,0.6,0.382,1.5,0.418,0.882
104,Tim Hardaway Jr.,30,DAL,SF,71,45,30.3,4.8,11.9,0.401,3.0,7.7,0.385,1.8,4.2,0.431,0.527,1.8,2.3,0.77,0.3,3.2,3.5,1.8,0.7,0.2,0.8,1.7,14.4,42.0,586,9,2021-22,14.2,3.7,2.2,0.9,0.1,29.6,42.0,12.6,5.0,0.8,2.4,7.2,2.5,0.336,5.4,0.473,0.757
105,Jarrett Allen,24,CLE,C,68,68,32.6,5.9,9.2,0.644,0.0,0.1,0.1,5.9,9.1,0.653,0.645,2.4,3.3,0.733,3.3,6.5,9.8,1.7,0.8,1.2,1.4,2.3,14.3,56.0,341,5,2021-22,16.1,10.8,1.6,0.8,1.3,32.3,56.0,9.7,6.6,1.7,0.0,0.2,6.6,0.1,9.6,0.688,0.708
106,Dillon Brooks,27,MEM,SF,73,73,30.3,5.4,13.6,0.396,2.0,6.0,0.326,3.4,7.6,0.451,0.468,1.6,2.1,0.779,0.6,2.7,3.3,2.6,0.9,0.2,1.4,3.3,14.3,32.0,272,3,2020-21,17.2,2.9,2.3,1.2,0.4,29.8,67.0,15.4,6.4,1.8,1.9,5.6,4.5,0.344,9.8,0.461,0.815
107,Collin Sexton,24,UTA,PG,48,15,23.9,4.9,9.8,0.506,1.0,2.5,0.393,3.9,7.2,0.546,0.558,3.4,4.1,0.819,0.8,1.4,2.2,2.9,0.6,0.1,1.8,2.3,14.3,11.0,218,3,2020-21,24.3,3.1,4.4,1.0,0.2,35.3,60.0,18.4,8.8,2.8,1.6,4.4,7.1,0.371,14.0,0.508,0.815
108,Bobby Portis,27,MIL,PF,70,22,26.0,5.7,11.5,0.496,1.4,3.7,0.37,4.3,7.8,0.555,0.555,1.4,1.8,0.768,2.2,7.4,9.6,1.5,0.4,0.2,1.2,1.6,14.1,72.0,453,7,2021-22,14.6,9.1,1.2,0.7,0.7,28.2,72.0,12.1,5.8,1.3,1.8,4.7,3.9,0.393,7.4,0.533,0.752
109,Jonas Valančiūnas,30,NOP,C,79,79,24.9,5.6,10.3,0.547,0.5,1.4,0.349,5.2,8.9,0.577,0.57,2.3,2.8,0.826,2.8,7.3,10.2,1.8,0.3,0.7,2.0,3.1,14.1,74.0,695,10,2021-22,17.8,11.4,2.6,0.6,0.8,30.3,74.0,12.7,6.9,2.4,0.8,2.1,6.1,0.361,10.5,0.581,0.82
110,Jalen Williams,21,OKC,SG,75,62,30.3,5.5,10.6,0.521,1.0,2.7,0.356,4.5,7.9,0.579,0.567,2.1,2.5,0.812,1.1,3.4,4.5,3.3,1.4,0.5,1.6,2.5,14.1,0.0,0,0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
111,Bogdan Bogdanović,30,ATL,SG,54,9,27.9,5.1,11.3,0.447,2.7,6.7,0.406,2.4,4.6,0.506,0.566,1.2,1.4,0.831,0.4,2.6,3.1,2.8,0.8,0.3,1.2,1.6,14.0,63.0,316,5,2021-22,15.1,4.0,3.1,1.1,0.2,29.3,63.0,12.6,5.4,1.1,2.7,7.3,2.7,0.368,5.3,0.516,0.843
112,Mike Conley,35,2TM,PG,67,66,30.3,3.9,9.1,0.428,2.0,5.2,0.385,1.9,3.9,0.486,0.539,2.1,2.5,0.834,0.5,2.2,2.7,6.7,1.1,0.2,1.5,2.1,11.9,72.0,958,14,2021-22,13.7,3.0,5.3,1.3,0.3,28.6,72.0,11.0,4.8,1.7,2.3,5.8,2.4,0.408,5.2,0.464,0.796
112,Mike Conley,35,UTA,PG,43,42,29.7,3.6,8.7,0.408,1.8,5.0,0.362,1.8,3.8,0.469,0.511,1.8,2.2,0.813,0.4,2.1,2.5,7.7,1.0,0.2,1.7,2.2,10.7,72.0,958,14,2021-22,13.7,3.0,5.3,1.3,0.3,28.6,72.0,11.0,4.8,1.7,2.3,5.8,2.4,0.408,5.2,0.464,0.796
112,Mike Conley,35,MIN,PG,24,24,31.4,4.5,9.8,0.46,2.4,5.8,0.42,2.1,4.0,0.515,0.583,2.6,3.0,0.863,0.7,2.5,3.1,5.0,1.2,0.2,1.2,1.9,14.0,72.0,958,14,2021-22,13.7,3.0,5.3,1.3,0.3,28.6,72.0,11.0,4.8,1.7,2.3,5.8,2.4,0.408,5.2,0.464,0.796
113,Markelle Fultz,24,ORL,PG,60,60,29.6,5.8,11.3,0.514,0.5,1.5,0.31,5.4,9.9,0.544,0.534,1.9,2.4,0.783,1.2,2.8,3.9,5.7,1.5,0.4,2.3,2.2,14.0,18.0,131,1,2019-20,12.1,3.3,5.1,1.3,0.2,27.7,72.0,10.7,5.0,2.0,0.5,1.9,4.5,0.267,8.8,0.507,0.73
114,Chris Paul,37,PHO,PG,59,59,32.0,5.0,11.3,0.44,1.7,4.4,0.375,3.3,6.9,0.482,0.513,2.3,2.7,0.831,0.5,3.8,4.3,8.9,1.5,0.4,1.9,2.1,13.9,65.0,1155,17,2021-22,14.7,4.4,10.8,1.9,0.3,32.9,65.0,11.3,5.6,2.4,1.0,3.1,4.6,0.317,8.3,0.559,0.837
115,Luguentz Dort,23,OKC,SF,74,73,30.7,4.6,11.8,0.388,1.8,5.5,0.33,2.8,6.3,0.44,0.466,2.7,3.5,0.772,1.7,2.9,4.6,2.1,1.0,0.3,1.2,3.3,13.7,51.0,139,3,2021-22,17.2,4.2,1.7,0.9,0.4,32.6,51.0,14.2,5.7,1.7,2.5,7.7,3.2,0.332,6.6,0.487,0.843
116,Malik Monk,24,SAC,SG,77,0,22.3,4.6,10.3,0.448,1.9,5.2,0.359,2.8,5.2,0.538,0.538,2.4,2.7,0.889,0.4,2.2,2.6,3.9,0.6,0.3,1.9,1.6,13.5,76.0,309,5,2021-22,13.8,3.4,2.9,0.8,0.4,28.1,76.0,10.9,5.1,1.6,2.3,5.8,2.9,0.391,5.1,0.568,0.795
117,Rudy Gobert,30,MIN,C,70,70,30.7,5.1,7.8,0.659,0.0,0.0,0.0,5.1,7.8,0.663,0.659,3.1,4.9,0.644,3.3,8.3,11.6,1.2,0.8,1.4,1.7,3.0,13.4,66.0,611,9,2021-22,15.6,14.7,1.1,0.7,2.1,32.1,66.0,7.7,5.5,1.8,0.0,0.1,5.5,0.0,7.6,0.718,0.69
118,Malik Beasley,26,2TM,SG,81,27,25.8,4.6,11.6,0.395,2.9,8.1,0.357,1.7,3.4,0.484,0.52,0.6,0.8,0.769,0.4,3.1,3.5,1.5,0.8,0.1,1.1,1.3,12.7,79.0,336,5,2021-22,12.1,2.9,1.5,0.5,0.2,25.0,79.0,10.8,4.2,0.5,3.0,8.1,1.2,0.377,2.7,0.432,0.817
118,Malik Beasley,26,UTA,SG,55,13,26.8,4.8,12.2,0.396,3.1,8.6,0.359,1.7,3.6,0.485,0.522,0.7,0.8,0.841,0.5,3.1,3.6,1.7,0.8,0.1,1.1,1.4,13.4,79.0,336,5,2021-22,12.1,2.9,1.5,0.5,0.2,25.0,79.0,10.8,4.2,0.5,3.0,8.1,1.2,0.377,2.7,0.432,0.817
118,Malik Beasley,26,LAL,SG,26,14,23.9,4.0,10.3,0.392,2.5,7.2,0.353,1.5,3.1,0.481,0.515,0.5,0.8,0.619,0.3,3.0,3.3,1.2,0.8,0.0,1.2,1.2,11.1,79.0,336,5,2021-22,12.1,2.9,1.5,0.5,0.2,25.0,79.0,10.8,4.2,0.5,3.0,8.1,1.2,0.377,2.7,0.432,0.817
