Rk,Player,Pos,Age,Tm,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,G_prev,G_prev_total,Seasons Played,Previous Season,PS_PTS,PS_TRB,PS_AST,PS_STL,PS_BLK,PS_MP,PS_G,PS_FGA,PS_FG,PS_TOV,PS_3P,PS_3PA,PS_2P,PS_3P%,PS_2PA,PS_2P%,PS_FT%
15,James Anderson,SG,22,SAS,51,2,11.8,1.3,3.4,0.379,0.4,1.3,0.279,0.9,2.1,0.443,0.434,0.8,1.0,0.75,0.3,1.2,1.5,0.8,0.2,0.0,0.6,0.7,3.7,26.0,26,0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
16,Ryan Anderson,PF,23,ORL,61,61,32.2,5.4,12.4,0.439,2.7,6.9,0.393,2.7,5.5,0.496,0.548,2.5,2.8,0.877,3.7,4.0,7.7,0.9,0.8,0.4,0.9,2.4,16.1,64.0,193,3,2010-11,10.6,5.5,0.8,0.5,0.6,22.3,64.0,8.2,3.5,0.8,2.1,5.3,1.4,0.393,2.9,0.5,0.812
17,Carmelo Anthony,SF,27,NYK,55,55,34.1,8.0,18.6,0.43,1.2,3.7,0.335,6.8,14.9,0.454,0.463,5.4,6.7,0.804,1.6,4.7,6.3,3.6,1.1,0.4,2.6,2.8,22.6,77.0,591,8,2010-11,25.6,7.3,2.9,0.9,0.6,35.7,77.0,19.5,8.9,2.7,1.2,3.3,7.6,0.378,16.3,0.47,0.838
18,Joel Anthony,C,29,MIA,64,51,21.1,1.3,2.4,0.559,0.0,0.0,,1.3,2.4,0.559,0.559,0.8,1.1,0.69,1.6,2.3,3.9,0.1,0.6,1.3,0.7,2.0,3.4,75.0,244,3,2010-11,2.0,3.5,0.3,0.1,1.2,19.5,75.0,1.3,0.7,0.5,0.0,0.0,0.7,,1.3,0.535,0.644
19,Gilbert Arenas,PG,30,MEM,17,0,12.4,1.5,3.8,0.406,0.8,2.3,0.333,0.8,1.5,0.52,0.508,0.4,0.6,0.7,0.1,0.9,1.1,1.1,0.6,0.1,0.7,2.1,4.2,70.0,535,7,2010-11,10.8,2.7,3.9,1.1,0.3,25.7,70.0,10.5,3.8,2.5,1.4,4.7,2.5,0.297,5.8,0.423,0.784
20,Trevor Ariza,SF,26,NOH,41,41,32.9,4.1,9.8,0.417,0.7,2.1,0.333,3.4,7.7,0.44,0.453,1.9,2.5,0.775,1.0,4.2,5.2,3.3,1.7,0.6,1.9,1.8,10.8,75.0,458,6,2010-11,11.0,5.4,2.2,1.6,0.4,34.7,75.0,10.2,4.0,1.6,1.1,3.6,2.9,0.303,6.5,0.45,0.701
21,Ömer Aşık,C,25,CHI,66,2,14.7,1.2,2.4,0.506,0.0,0.0,,1.2,2.4,0.506,0.506,0.7,1.6,0.456,1.9,3.4,5.3,0.5,0.5,1.0,1.0,1.8,3.1,82.0,82,1,2010-11,2.8,3.7,0.4,0.2,0.7,12.1,82.0,1.7,1.0,0.8,0.0,0.0,1.0,,1.7,0.553,0.503
22,D.J. Augustin,PG,24,CHA,48,46,29.3,3.8,10.1,0.376,1.3,3.7,0.341,2.5,6.4,0.396,0.438,2.2,2.5,0.875,0.5,1.8,2.3,6.4,0.8,0.0,2.3,1.4,11.1,82.0,234,3,2010-11,14.4,2.7,6.1,0.7,0.0,33.6,82.0,11.7,4.9,1.9,1.4,4.1,3.5,0.333,7.6,0.461,0.906
23,Gustavo Ayón,PF,26,NOH,54,24,20.1,2.6,4.8,0.536,0.0,0.0,0.0,2.6,4.8,0.538,0.536,0.7,1.2,0.619,1.6,3.3,4.9,1.4,1.0,0.9,0.9,2.2,5.9,0.0,0,0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
24,Jeff Ayres,C,24,IND,20,1,5.3,0.8,1.8,0.417,0.0,0.0,,0.8,1.8,0.417,0.417,0.2,0.4,0.571,0.6,1.1,1.7,0.2,0.2,0.1,0.1,0.8,1.7,0.0,39,1,2009-10,2.7,2.5,0.0,0.2,0.4,10.4,39.0,1.7,1.1,0.3,0.0,0.0,1.1,,1.7,0.662,0.9
25,Kelenna Azubuike,SG,28,DAL,3,0,6.0,1.0,2.7,0.375,0.3,1.0,0.333,0.7,1.7,0.4,0.438,0.0,0.0,,0.0,0.0,0.0,0.0,0.3,0.0,1.3,0.3,2.3,0.0,205,3,2008-09,14.4,5.0,1.6,0.8,0.7,32.1,74.0,11.4,5.3,1.3,1.3,2.8,4.0,0.448,8.6,0.469,0.808
26,Luke Babbitt,SF,22,POR,40,4,13.4,1.8,4.3,0.41,1.1,2.5,0.43,0.7,1.8,0.384,0.535,0.4,0.5,0.85,0.4,2.0,2.4,0.4,0.3,0.1,0.7,1.2,5.1,24.0,24,0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
27,Renaldo Balkman,SF,27,NYK,14,0,8.2,1.1,2.3,0.5,0.1,0.6,0.222,1.0,1.6,0.609,0.531,0.6,0.8,0.727,0.4,1.4,1.9,0.4,0.3,0.2,0.4,1.0,3.0,8.0,207,3,2008-09,5.0,3.8,0.6,0.9,0.4,14.7,53.0,3.7,2.1,0.7,0.0,0.1,2.0,0.286,3.6,0.568,0.646
28,Leandro Barbosa,SG,29,TOT,64,0,21.6,4.2,10.0,0.425,1.0,2.7,0.382,3.2,7.3,0.441,0.476,1.6,1.9,0.815,0.5,1.5,2.0,1.5,0.9,0.1,1.5,2.1,11.1,58.0,524,8,2010-11,13.3,1.7,2.1,0.9,0.1,24.1,58.0,11.3,5.1,1.4,1.2,3.7,3.8,0.338,7.6,0.505,0.796
28,Leandro Barbosa,SG,29,TOR,42,0,22.5,4.7,10.8,0.436,1.0,2.6,0.36,3.8,8.2,0.461,0.48,1.8,2.2,0.835,0.5,1.4,1.9,1.5,0.9,0.2,1.6,2.4,12.2,58.0,524,8,2010-11,13.3,1.7,2.1,0.9,0.1,24.1,58.0,11.3,5.1,1.4,1.2,3.7,3.8,0.338,7.6,0.505,0.796
28,Leandro Barbosa,SG,29,IND,22,0,19.8,3.3,8.3,0.399,1.1,2.7,0.424,2.2,5.6,0.387,0.467,1.1,1.5,0.758,0.5,1.7,2.2,1.5,0.9,0.0,1.2,1.5,8.9,58.0,524,8,2010-11,13.3,1.7,2.1,0.9,0.1,24.1,58.0,11.3,5.1,1.4,1.2,3.7,3.8,0.338,7.6,0.505,0.796
29,J.J. Barea,PG,27,MIN,41,11,25.2,4.1,10.2,0.4,1.3,3.5,0.371,2.8,6.7,0.415,0.463,1.9,2.4,0.776,0.3,2.4,2.8,5.7,0.5,0.0,2.5,1.5,11.3,81.0,315,4,2010-11,9.5,2.0,3.9,0.4,0.0,20.6,81.0,8.0,3.5,1.7,0.8,2.3,2.7,0.349,5.7,0.476,0.847
30,Andrea Bargnani,C,26,TOR,31,31,33.3,6.7,15.6,0.432,1.1,3.7,0.296,5.6,11.9,0.474,0.467,4.9,5.6,0.873,0.8,4.8,5.5,2.0,0.6,0.5,2.2,1.7,19.5,66.0,367,5,2010-11,21.4,5.2,1.8,0.5,0.7,35.7,66.0,17.8,8.0,2.3,1.2,3.4,6.8,0.345,14.4,0.472,0.82
31,Matt Barnes,SF,31,LAL,63,16,22.9,2.8,6.1,0.452,0.7,2.2,0.333,2.0,4.0,0.518,0.512,1.5,2.0,0.742,1.5,3.9,5.5,2.0,0.6,0.8,1.2,2.4,7.8,53.0,497,8,2010-11,6.7,4.3,1.3,0.7,0.4,19.2,53.0,5.3,2.5,1.1,0.6,2.0,1.8,0.318,3.2,0.564,0.779
32,Earl Barron,C,30,GSW,2,0,4.5,1.0,2.0,0.5,0.0,0.0,,1.0,2.0,0.5,0.5,0.0,0.0,,0.5,0.0,0.5,0.0,0.0,0.0,0.0,2.5,2.0,21.0,110,1,2007-08,7.1,4.3,0.6,0.4,0.2,19.3,46.0,7.1,2.9,1.0,0.0,0.3,2.8,0.077,6.8,0.417,0.701
33,Brandon Bass,PF,26,BOS,59,39,31.7,5.1,10.7,0.479,0.0,0.0,,5.1,10.7,0.479,0.479,2.2,2.8,0.81,1.6,4.6,6.2,0.9,0.6,0.9,1.1,2.3,12.5,76.0,336,4,2010-11,11.2,5.6,0.8,0.4,0.7,26.1,76.0,8.5,4.4,1.3,0.0,0.0,4.4,0.0,8.5,0.516,0.815
34,Tony Battie,C,35,PHI,27,11,10.9,0.7,1.9,0.373,0.0,0.0,0.0,0.7,1.9,0.38,0.373,0.1,0.1,1.0,0.3,2.2,2.5,0.6,0.1,0.2,0.1,1.0,1.6,38.0,573,8,2010-11,2.6,2.6,0.3,0.1,0.4,9.9,38.0,2.5,1.2,0.3,0.1,0.1,1.1,0.667,2.4,0.462,0.571
35,Shane Battier,SF,33,MIA,65,10,23.1,1.7,4.5,0.387,1.0,2.8,0.339,0.8,1.7,0.468,0.493,0.4,0.6,0.622,0.9,1.5,2.4,1.3,1.0,0.5,0.6,1.6,4.8,82.0,767,10,2010-11,7.6,4.5,2.3,0.8,1.0,29.0,82.0,6.2,2.8,1.0,1.2,3.3,1.5,0.382,3.0,0.525,0.688
36,Nicolas Batum,SF,23,POR,59,34,30.4,4.9,10.9,0.451,1.8,4.6,0.391,3.1,6.2,0.496,0.534,2.3,2.7,0.836,1.4,3.2,4.6,1.4,1.0,1.0,1.5,1.8,13.9,80.0,196,3,2010-11,12.4,4.5,1.5,0.9,0.6,31.5,80.0,10.1,4.6,1.0,1.5,4.3,3.1,0.345,5.8,0.535,0.841
37,Jerryd Bayless,PG,23,TOR,31,11,22.7,3.8,8.9,0.424,1.4,3.4,0.423,2.4,5.5,0.424,0.504,2.4,2.8,0.852,0.3,1.9,2.1,3.8,0.8,0.1,1.7,2.3,11.4,71.0,198,3,2010-11,9.2,2.3,3.7,0.5,0.1,21.1,71.0,7.3,3.1,1.8,0.7,2.1,2.4,0.336,5.2,0.456,0.806
38,Michael Beasley,SF,23,MIN,47,7,23.1,4.7,10.6,0.445,0.8,2.1,0.376,3.9,8.4,0.462,0.483,1.3,2.0,0.642,0.8,3.6,4.4,1.0,0.4,0.4,1.7,1.8,11.5,73.0,232,3,2010-11,19.2,5.6,2.2,0.7,0.7,32.3,73.0,17.1,7.7,2.7,0.8,2.2,6.9,0.366,14.8,0.463,0.753
39,Rodrigue Beaubois,PG,23,DAL,53,12,21.7,3.5,8.4,0.422,0.7,2.5,0.288,2.8,5.9,0.479,0.465,1.1,1.3,0.841,0.4,2.5,2.8,2.9,1.1,0.5,1.3,1.8,8.9,28.0,84,1,2009-10,7.1,1.4,1.3,0.5,0.2,12.5,56.0,5.3,2.8,1.0,0.8,2.0,2.0,0.409,3.4,0.582,0.808
40,Marco Belinelli,SG,25,NOH,66,55,29.8,4.3,10.4,0.417,1.6,4.3,0.377,2.7,6.1,0.445,0.495,1.5,2.0,0.783,0.3,2.3,2.6,1.5,0.7,0.1,1.0,1.7,11.8,80.0,221,3,2010-11,10.5,1.9,1.2,0.5,0.1,24.5,80.0,8.6,3.8,1.0,1.7,4.1,2.1,0.414,4.6,0.458,0.784
41,Raja Bell,SG,35,UTA,34,33,23.4,2.4,5.1,0.466,1.0,2.6,0.391,1.4,2.6,0.54,0.563,0.6,0.7,0.84,0.2,1.3,1.4,1.1,0.4,0.1,0.6,2.3,6.4,68.0,667,9,2010-11,8.0,2.6,1.7,0.8,0.2,30.8,68.0,6.9,2.8,0.9,1.0,2.8,1.8,0.352,4.0,0.449,0.892
42,Keith Benson,C,23,GSW,3,0,3.0,0.0,0.3,0.0,0.0,0.0,,0.0,0.3,0.0,0.0,0.0,0.0,,0.7,0.3,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
43,Mike Bibby,PG,33,NYK,39,4,14.3,0.9,3.2,0.282,0.7,2.2,0.318,0.2,1.0,0.205,0.391,0.2,0.2,0.75,0.1,1.4,1.5,2.1,0.5,0.1,0.5,1.2,2.6,80.0,748,10,2010-11,8.6,2.4,3.3,0.6,0.1,28.6,80.0,7.2,3.1,1.3,1.9,4.4,1.2,0.44,2.9,0.417,0.629
44,Andris Biedriņš,C,25,GSW,47,35,15.7,0.8,1.4,0.609,0.0,0.0,,0.8,1.4,0.609,0.609,0.0,0.2,0.111,1.0,2.8,3.7,0.3,0.5,1.0,0.3,2.7,1.7,59.0,410,5,2010-11,5.0,7.2,1.0,0.9,0.9,23.7,59.0,4.5,2.4,1.0,0.0,0.0,2.4,,4.5,0.534,0.323
45,Chauncey Billups,SG,35,LAC,20,20,30.4,4.2,11.4,0.364,2.4,6.3,0.384,1.8,5.2,0.34,0.469,4.3,4.8,0.895,0.2,2.3,2.5,4.0,0.5,0.2,1.9,2.0,15.0,72.0,767,10,2010-11,16.8,2.6,5.4,1.0,0.2,32.1,72.0,11.0,4.7,2.5,2.0,5.0,2.7,0.402,6.0,0.448,0.916
46,Bismack Biyombo,C,19,CHA,63,41,23.1,2.0,4.4,0.464,0.0,0.0,,2.0,4.4,0.464,0.464,1.1,2.3,0.483,1.8,4.0,5.8,0.4,0.3,1.8,1.1,2.3,5.2,0.0,0,0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
47,DeJuan Blair,PF,22,SAS,64,62,21.3,4.2,7.9,0.534,0.0,0.0,0.0,4.2,7.9,0.535,0.534,1.1,1.9,0.613,2.4,3.1,5.5,1.2,0.9,0.2,1.4,2.6,9.5,81.0,163,2,2010-11,8.3,7.0,1.0,1.2,0.5,21.4,81.0,7.2,3.6,1.4,0.0,0.0,3.6,0.0,7.2,0.503,0.657
48,Steve Blake,PG,31,LAL,53,5,23.3,1.9,5.1,0.377,1.0,3.0,0.335,0.9,2.1,0.436,0.476,0.4,0.5,0.778,0.2,1.4,1.6,3.3,0.7,0.0,1.4,1.4,5.2,79.0,578,8,2010-11,4.0,2.0,2.2,0.5,0.0,20.0,79.0,3.9,1.4,0.9,0.9,2.4,0.5,0.378,1.4,0.327,0.867
49,Andray Blatche,PF,25,WAS,26,13,24.1,3.6,9.4,0.38,0.1,0.3,0.286,3.5,9.2,0.382,0.384,1.3,1.9,0.673,1.6,4.2,5.8,1.1,0.8,0.7,1.4,2.1,8.5,64.0,383,5,2010-11,16.8,8.2,2.3,1.5,0.8,33.9,64.0,15.0,6.7,2.7,0.1,0.3,6.6,0.222,14.7,0.449,0.777
50,Eric Bledsoe,PG,22,LAC,40,1,11.6,1.2,3.2,0.389,0.2,0.8,0.2,1.1,2.4,0.448,0.413,0.7,1.1,0.636,0.6,1.1,1.6,1.7,0.8,0.4,1.2,1.5,3.3,81.0,81,1,2010-11,6.7,2.8,3.6,1.1,0.3,22.7,81.0,6.0,2.5,2.4,0.4,1.4,2.1,0.276,4.6,0.47,0.744
51,Keith Bogans,SF,31,NJN,5,1,18.8,1.6,4.2,0.381,0.6,2.4,0.25,1.0,1.8,0.556,0.452,0.4,1.0,0.4,1.0,1.2,2.2,0.6,0.4,0.0,0.6,3.0,4.2,82.0,586,8,2010-11,4.4,1.8,1.2,0.5,0.1,17.8,82.0,3.7,1.5,0.5,1.1,2.9,0.4,0.38,0.9,0.486,0.656
52,Andrew Bogut,C,27,MIL,12,12,30.3,5.1,11.3,0.449,0.0,0.1,0.0,5.1,11.3,0.452,0.449,1.2,1.9,0.609,1.8,6.5,8.3,2.6,1.0,2.0,2.0,3.0,11.3,65.0,396,6,2010-11,12.8,11.1,2.0,0.7,2.6,35.3,65.0,11.4,5.6,1.9,0.0,0.1,5.6,0.0,11.4,0.497,0.442
53,Matt Bonner,PF,31,SAS,65,2,20.4,2.4,5.4,0.44,1.6,3.8,0.42,0.8,1.5,0.49,0.59,0.2,0.3,0.762,0.4,2.8,3.3,0.9,0.2,0.3,0.2,1.0,6.6,66.0,496,7,2010-11,7.3,3.6,0.9,0.4,0.3,21.7,66.0,5.6,2.6,0.4,1.6,3.5,1.0,0.457,2.1,0.475,0.744
54,Trevor Booker,PF,24,WAS,50,32,25.2,3.6,6.8,0.531,0.0,0.0,0.5,3.6,6.8,0.531,0.532,1.1,1.9,0.602,2.4,4.1,6.5,0.8,1.0,0.9,1.2,2.8,8.4,65.0,65,1,2010-11,5.3,3.9,0.5,0.4,0.6,16.4,65.0,3.9,2.1,0.6,0.0,0.0,2.1,0.0,3.9,0.552,0.673
55,Carlos Boozer,PF,30,CHI,66,66,29.5,6.8,12.8,0.532,0.0,0.0,0.0,6.8,12.7,0.533,0.532,1.4,2.1,0.693,1.7,6.8,8.5,1.9,1.0,0.4,1.7,2.5,15.0,59.0,569,8,2010-11,17.5,9.6,2.5,0.8,0.3,31.9,59.0,14.3,7.3,2.5,0.0,0.0,7.3,,14.3,0.51,0.701
56,Chris Bosh,PF,27,MIA,57,57,35.2,6.9,14.2,0.487,0.2,0.6,0.286,6.7,13.5,0.496,0.493,4.0,4.9,0.821,1.6,6.3,7.9,1.8,0.9,0.8,2.1,2.2,18.0,77.0,586,8,2010-11,18.7,8.3,1.9,0.8,0.6,36.3,77.0,13.7,6.8,1.8,0.1,0.3,6.7,0.24,13.4,0.502,0.815
57,Earl Boykins,PG,35,HOU,8,0,13.9,1.5,4.5,0.333,0.3,1.1,0.222,1.3,3.4,0.37,0.361,1.6,1.9,0.867,0.0,1.4,1.4,2.1,0.1,0.0,0.9,0.6,4.9,57.0,586,9,2010-11,7.2,1.0,2.5,0.7,0.1,15.1,57.0,6.2,2.7,0.9,0.5,1.2,2.3,0.38,4.9,0.459,0.841
58,Craig Brackins,PF,24,PHI,14,1,6.3,0.6,2.4,0.273,0.2,0.6,0.333,0.4,1.7,0.25,0.318,0.1,0.1,0.5,0.4,0.7,1.1,0.6,0.0,0.1,0.3,0.4,1.6,3.0,3,0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
59,Avery Bradley,PG,21,BOS,64,28,21.4,3.1,6.3,0.498,0.3,0.8,0.407,2.8,5.4,0.511,0.525,1.0,1.2,0.795,0.5,1.3,1.8,1.4,0.7,0.2,1.2,1.7,7.6,31.0,31,0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
60,Elton Brand,C,32,PHI,60,60,28.9,4.8,9.7,0.494,0.0,0.0,0.0,4.8,9.7,0.495,0.494,1.4,1.9,0.733,2.4,4.7,7.2,1.6,1.0,1.6,1.1,2.9,11.0,81.0,645,8,2010-11,15.0,8.3,1.5,1.1,1.3,34.7,81.0,12.1,6.2,1.2,0.0,0.0,6.2,0.0,12.1,0.512,0.78
61,Corey Brewer,SF,25,DEN,59,17,21.8,3.4,7.8,0.434,0.6,2.2,0.26,2.8,5.7,0.5,0.47,1.5,2.2,0.692,0.7,1.8,2.5,1.5,1.2,0.3,0.9,1.9,8.9,69.0,245,3,2010-11,8.0,2.5,1.3,1.4,0.2,21.9,69.0,7.1,2.8,1.3,0.4,1.6,2.4,0.268,5.4,0.434,0.708
62,Ronnie Brewer,SG,26,CHI,66,43,24.8,2.9,6.7,0.427,0.3,1.0,0.275,2.6,5.7,0.455,0.448,0.8,1.5,0.56,1.1,2.4,3.5,2.1,1.1,0.3,0.9,1.0,6.9,81.0,352,5,2010-11,6.2,3.2,1.7,1.3,0.3,22.0,81.0,5.3,2.5,0.7,0.1,0.3,2.5,0.222,4.9,0.498,0.654
63,Jon Brockman,PF,24,MIL,35,0,6.8,0.4,1.3,0.333,0.0,0.0,0.0,0.4,1.3,0.341,0.333,0.2,0.4,0.467,0.9,1.2,2.1,0.3,0.1,0.0,0.3,0.9,1.1,63.0,115,2,2010-11,2.2,2.9,0.3,0.2,0.0,10.7,63.0,1.5,0.8,0.4,0.0,0.0,0.8,,1.5,0.511,0.678
64,MarShon Brooks,SG,23,NJN,56,47,29.4,4.9,11.4,0.428,0.8,2.7,0.313,4.1,8.8,0.463,0.465,2.0,2.6,0.764,1.3,2.3,3.6,2.3,0.9,0.3,2.1,2.1,12.6,0.0,0,0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
65,Derrick Brown,SF,24,CHA,65,17,22.2,3.3,6.3,0.518,0.1,0.4,0.25,3.2,5.9,0.535,0.526,1.4,2.2,0.667,1.5,2.2,3.6,1.0,0.7,0.2,0.8,1.5,8.1,49.0,106,2,2010-11,3.8,2.0,0.7,0.4,0.2,11.8,49.0,2.7,1.5,0.7,0.1,0.2,1.4,0.5,2.5,0.57,0.533
66,Kwame Brown,C,29,GSW,9,3,20.8,2.3,4.4,0.525,0.0,0.0,,2.3,4.4,0.525,0.525,1.7,3.8,0.441,1.8,4.6,6.3,0.4,0.9,0.0,1.6,2.3,6.3,66.0,576,10,2010-11,7.9,6.8,0.7,0.4,0.6,26.0,66.0,5.7,2.9,1.0,0.0,0.0,2.9,,5.7,0.517,0.589
67,Shannon Brown,SG,26,PHO,59,19,23.7,4.3,10.1,0.42,1.2,3.2,0.362,3.1,6.9,0.446,0.477,1.4,1.7,0.808,0.6,2.0,2.7,1.2,0.7,0.3,1.1,1.1,11.0,82.0,256,3,2010-11,8.7,1.9,1.2,0.8,0.2,19.1,82.0,7.8,3.3,0.9,0.9,2.6,2.4,0.349,5.3,0.462,0.911
