Rk,Player,Pos,Age,Tm,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,G_prev,G_prev_total,Seasons Played,Previous Season,PS_PTS,PS_TRB,PS_AST,PS_STL,PS_BLK,PS_MP,PS_G,PS_FGA,PS_FG,PS_TOV,PS_3P,PS_3PA,PS_2P,PS_3P%,PS_2PA,PS_2P%,PS_FT%
98,Stephen Curry,PG,28,GSW,79,79,33.4,8.5,18.3,0.468,4.1,10.0,0.411,4.4,8.3,0.537,0.58,4.1,4.6,0.898,0.8,3.7,4.5,6.6,1.8,0.2,3.0,2.3,25.3,79.0,495,6,2015-16,30.1,5.4,6.7,2.1,0.2,34.2,79.0,20.2,10.2,3.3,5.1,11.2,5.1,0.454,9.0,0.566,0.908
99,Troy Daniels,SG,25,MEM,67,3,17.7,2.8,7.4,0.374,2.1,5.3,0.389,0.7,2.1,0.336,0.513,0.6,0.8,0.796,0.3,1.2,1.5,0.7,0.3,0.1,0.7,1.3,8.2,43.0,95,2,2015-16,5.6,1.3,0.5,0.3,0.1,11.1,43.0,4.3,2.1,0.6,1.4,2.8,0.7,0.484,1.5,0.462,0.556
100,Anthony Davis,C,23,NOP,75,75,36.1,10.3,20.3,0.505,0.5,1.8,0.299,9.7,18.6,0.524,0.518,6.9,8.6,0.802,2.3,9.5,11.8,2.1,1.3,2.2,2.4,2.2,28.0,61.0,260,4,2015-16,24.3,10.3,1.9,1.3,2.0,35.5,61.0,18.6,9.2,2.0,0.6,1.8,8.6,0.324,16.9,0.511,0.758
101,Deyonta Davis,C,20,MEM,36,0,6.6,0.7,1.3,0.511,0.0,0.0,,0.7,1.3,0.511,0.511,0.3,0.5,0.556,0.6,1.1,1.7,0.1,0.1,0.5,0.2,1.1,1.6,0.0,0,0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
102,Ed Davis,PF,27,POR,46,12,17.2,1.6,3.1,0.528,0.0,0.0,,1.6,3.1,0.528,0.528,1.1,1.8,0.617,2.1,3.2,5.3,0.6,0.3,0.5,0.8,3.0,4.3,81.0,435,6,2015-16,6.5,7.4,1.1,0.7,0.9,20.8,81.0,4.2,2.5,0.8,0.0,0.0,2.5,,4.2,0.611,0.559
103,Dewayne Dedmon,C,27,SAS,76,37,17.5,2.1,3.4,0.622,0.0,0.0,,2.1,3.4,0.622,0.622,0.9,1.2,0.699,1.7,4.8,6.5,0.6,0.5,0.8,0.8,2.4,5.1,58.0,148,2,2015-16,4.4,3.9,0.2,0.4,0.8,12.2,58.0,3.1,1.7,0.6,0.0,0.0,1.7,,3.1,0.559,0.75
104,Sam Dekker,PF,22,HOU,77,2,18.4,2.6,5.6,0.473,0.8,2.4,0.321,1.9,3.1,0.591,0.543,0.5,0.9,0.559,1.2,2.5,3.7,1.0,0.5,0.3,0.5,1.1,6.5,3.0,3,0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
105,Malcolm Delaney,PG,27,ATL,73,2,17.1,2.0,5.3,0.374,0.4,1.5,0.236,1.6,3.8,0.428,0.407,1.0,1.3,0.806,0.1,1.5,1.7,2.6,0.5,0.0,1.3,1.5,5.4,0.0,0,0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
106,Matthew Dellavedova,PG,26,MIL,76,54,26.1,2.7,7.0,0.39,1.0,2.8,0.367,1.7,4.2,0.404,0.463,1.1,1.3,0.854,0.3,1.6,1.9,4.7,0.7,0.0,1.8,2.0,7.6,76.0,215,3,2015-16,7.5,2.1,4.4,0.6,0.1,24.6,76.0,6.7,2.7,1.5,1.3,3.1,1.4,0.41,3.6,0.401,0.864
107,Luol Deng,SF,31,LAL,56,49,26.5,2.9,7.6,0.387,0.9,2.9,0.309,2.0,4.6,0.436,0.447,0.8,1.1,0.73,1.1,4.1,5.3,1.3,0.9,0.4,0.8,1.1,7.6,74.0,823,12,2015-16,12.3,6.0,1.9,1.0,0.4,32.4,74.0,10.1,4.6,1.1,1.2,3.5,3.4,0.344,6.6,0.513,0.755
108,DeMar DeRozan,SG,27,TOR,74,74,35.4,9.7,20.9,0.467,0.4,1.7,0.266,9.3,19.2,0.484,0.477,7.4,8.7,0.842,0.9,4.3,5.2,3.9,1.1,0.2,2.4,1.8,27.3,78.0,521,7,2015-16,23.5,4.5,4.0,1.0,0.3,35.9,78.0,17.7,7.9,2.2,0.6,1.8,7.3,0.338,15.9,0.458,0.85
109,Cheick Diallo,PF,20,NOP,17,0,11.7,2.1,4.5,0.474,0.0,0.0,,2.1,4.5,0.474,0.474,0.9,1.2,0.714,1.4,2.9,4.3,0.2,0.2,0.4,0.4,1.0,5.1,0.0,0,0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
110,Boris Diaw,PF,34,UTA,73,33,17.6,2.0,4.5,0.446,0.3,1.1,0.247,1.7,3.4,0.512,0.477,0.4,0.5,0.743,0.6,1.5,2.2,2.3,0.2,0.1,1.2,1.1,4.6,76.0,991,13,2015-16,6.4,3.1,2.3,0.3,0.3,18.2,76.0,5.0,2.7,1.3,0.3,0.9,2.3,0.362,4.1,0.564,0.737
111,Gorgui Dieng,PF,27,MIN,82,82,32.4,4.0,8.1,0.502,0.2,0.5,0.372,3.9,7.5,0.511,0.514,1.7,2.0,0.814,2.3,5.6,7.9,1.9,1.1,1.2,1.3,3.1,10.0,82.0,215,3,2015-16,10.1,7.1,1.7,1.1,1.2,27.1,82.0,7.1,3.8,1.7,0.1,0.2,3.7,0.3,6.8,0.54,0.827
112,Spencer Dinwiddie,PG,23,BRK,59,18,22.6,2.3,5.1,0.444,0.6,1.7,0.376,1.6,3.4,0.478,0.507,2.1,2.7,0.792,0.5,2.3,2.8,3.1,0.7,0.4,1.1,2.0,7.3,12.0,46,0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
113,Toney Douglas,PG,30,MEM,24,0,16.4,1.8,4.9,0.368,0.3,1.8,0.167,1.5,3.1,0.48,0.397,1.0,1.2,0.828,0.5,2.0,2.5,2.3,0.8,0.2,0.9,2.1,4.9,61.0,370,6,2015-16,8.7,2.3,2.6,1.1,0.1,20.7,61.0,7.3,3.0,1.0,1.3,3.3,1.7,0.399,4.0,0.421,0.848
114,Goran Dragić,PG,30,MIA,73,73,33.7,7.3,15.4,0.475,1.6,4.0,0.405,5.7,11.4,0.499,0.527,4.1,5.2,0.79,0.8,3.0,3.8,5.8,1.2,0.2,2.9,2.7,20.3,72.0,574,8,2015-16,14.1,3.8,5.8,1.0,0.2,32.8,72.0,12.2,5.8,2.6,0.9,2.8,4.9,0.312,9.3,0.527,0.727
115,Andre Drummond,C,23,DET,81,81,29.7,6.0,11.2,0.53,0.0,0.1,0.286,5.9,11.2,0.532,0.531,1.7,4.4,0.386,4.3,9.5,13.8,1.1,1.5,1.1,1.9,2.9,13.6,81.0,304,4,2015-16,16.2,14.8,0.8,1.5,1.4,32.9,81.0,13.1,6.8,1.9,0.0,0.1,6.8,0.333,13.0,0.522,0.355
116,Jared Dudley,PF,31,PHO,64,7,21.3,2.5,5.4,0.454,1.2,3.2,0.379,1.3,2.2,0.559,0.565,0.7,1.0,0.662,0.5,3.0,3.5,1.9,0.7,0.3,1.1,2.4,6.8,81.0,676,9,2015-16,7.9,3.5,2.1,0.9,0.2,25.9,81.0,6.0,2.9,1.0,1.2,2.9,1.6,0.42,3.1,0.534,0.735
117,Mike Dunleavy,SF,36,TOT,53,2,15.9,1.8,4.2,0.423,1.0,2.5,0.396,0.8,1.6,0.465,0.543,0.7,0.8,0.8,0.3,1.8,2.2,0.9,0.3,0.1,0.5,1.3,5.2,31.0,933,12,2014-15,9.4,3.9,1.8,0.6,0.3,29.2,63.0,7.6,3.3,1.0,1.7,4.2,1.6,0.407,3.5,0.468,0.805
117,Mike Dunleavy,SF,36,CLE,23,2,15.9,1.6,3.9,0.4,0.9,2.5,0.351,0.7,1.4,0.485,0.511,0.6,0.8,0.737,0.2,1.8,2.0,0.9,0.3,0.1,0.6,1.4,4.6,31.0,933,12,2014-15,9.4,3.9,1.8,0.6,0.3,29.2,63.0,7.6,3.3,1.0,1.7,4.2,1.6,0.407,3.5,0.468,0.805
117,Mike Dunleavy,SF,36,ATL,30,0,15.8,1.9,4.3,0.438,1.1,2.6,0.429,0.8,1.8,0.453,0.565,0.7,0.9,0.846,0.4,1.8,2.3,1.0,0.3,0.2,0.5,1.2,5.6,31.0,933,12,2014-15,9.4,3.9,1.8,0.6,0.3,29.2,63.0,7.6,3.3,1.0,1.7,4.2,1.6,0.407,3.5,0.468,0.805
118,Kris Dunn,PG,22,MIN,78,7,17.1,1.5,4.0,0.377,0.3,0.9,0.288,1.2,3.1,0.404,0.411,0.5,0.8,0.61,0.3,1.8,2.1,2.4,1.0,0.5,1.1,2.3,3.8,0.0,0,0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
119,Kevin Durant,PF,28,GSW,62,62,33.4,8.9,16.5,0.537,1.9,5.0,0.375,7.0,11.5,0.608,0.594,5.4,6.2,0.875,0.6,7.6,8.3,4.8,1.1,1.6,2.2,1.9,25.1,72.0,641,8,2015-16,28.2,8.2,5.0,1.0,1.2,35.8,72.0,19.2,9.7,3.5,2.6,6.7,7.1,0.387,12.5,0.569,0.898
120,Jarell Eddie,SF,25,PHO,5,0,12.4,1.2,3.8,0.316,0.8,3.2,0.25,0.4,0.6,0.667,0.421,1.6,1.8,0.889,0.2,1.2,1.4,0.0,0.2,0.0,0.2,0.2,4.8,26.0,26,0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
121,Henry Ellenson,PF,20,DET,19,2,7.7,1.2,3.4,0.359,0.5,1.8,0.286,0.7,1.5,0.448,0.438,0.2,0.4,0.5,0.4,1.7,2.2,0.4,0.1,0.1,0.7,0.3,3.2,0.0,0,0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
122,Wayne Ellington,SG,29,MIA,62,13,24.2,3.7,9.0,0.416,2.4,6.4,0.378,1.3,2.6,0.509,0.55,0.6,0.7,0.86,0.3,1.8,2.1,1.1,0.6,0.1,0.5,1.1,10.5,76.0,453,7,2015-16,7.7,2.3,1.1,0.6,0.1,21.3,76.0,7.4,2.9,0.6,1.3,3.5,1.6,0.358,3.9,0.416,0.857
123,Monta Ellis,SG,31,IND,74,33,27.0,3.3,7.5,0.443,0.6,1.8,0.319,2.8,5.7,0.483,0.482,1.3,1.7,0.727,0.3,2.5,2.8,3.2,1.1,0.4,1.8,2.0,8.5,81.0,759,10,2015-16,13.8,3.3,4.7,1.9,0.5,33.8,81.0,12.6,5.4,2.5,1.1,3.5,4.3,0.309,9.1,0.472,0.786
124,Joel Embiid,C,22,PHI,31,31,25.4,6.5,13.8,0.466,1.2,3.2,0.367,5.3,10.7,0.495,0.508,6.2,7.9,0.783,2.0,5.9,7.8,2.1,0.9,2.5,3.8,3.6,20.2,0.0,0,0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
125,James Ennis III,SF,26,MEM,64,28,23.5,2.3,5.0,0.455,0.8,2.1,0.372,1.5,2.9,0.516,0.534,1.3,1.7,0.782,1.1,3.0,4.0,1.0,0.7,0.3,0.9,2.6,6.7,22.0,84,1,2014-15,5.0,2.8,0.8,0.4,0.3,17.0,62.0,4.0,1.6,0.6,0.5,1.5,1.1,0.326,2.5,0.461,0.84
126,Tyler Ennis,PG,22,TOT,53,2,11.1,1.7,3.9,0.433,0.5,1.3,0.386,1.2,2.6,0.457,0.498,0.4,0.5,0.84,0.2,0.7,0.8,1.6,0.5,0.0,0.8,1.1,4.3,46.0,79,1,2015-16,4.5,1.6,2.1,0.5,0.0,14.2,46.0,4.1,1.8,1.0,0.3,0.8,1.5,0.333,3.2,0.48,0.735
126,Tyler Ennis,PG,22,HOU,31,0,6.3,0.8,2.1,0.391,0.2,0.5,0.375,0.6,1.5,0.396,0.438,0.1,0.1,0.667,0.1,0.5,0.6,1.1,0.2,0.0,0.8,0.9,1.9,46.0,79,1,2015-16,4.5,1.6,2.1,0.5,0.0,14.2,46.0,4.1,1.8,1.0,0.3,0.8,1.5,0.333,3.2,0.48,0.735
126,Tyler Ennis,PG,22,LAL,22,2,17.8,3.0,6.5,0.451,1.0,2.5,0.389,2.0,4.1,0.489,0.524,0.9,1.0,0.864,0.2,1.0,1.2,2.4,0.9,0.1,1.0,1.3,7.7,46.0,79,1,2015-16,4.5,1.6,2.1,0.5,0.0,14.2,46.0,4.1,1.8,1.0,0.3,0.8,1.5,0.333,3.2,0.48,0.735
127,Tyreke Evans,SF,27,TOT,40,6,19.7,3.8,9.3,0.405,1.1,3.0,0.356,2.7,6.3,0.429,0.462,1.7,2.3,0.75,0.3,3.1,3.4,3.1,0.9,0.2,1.5,1.5,10.3,25.0,433,6,2014-15,16.6,5.3,6.6,1.3,0.5,34.1,79.0,14.7,6.6,3.1,0.9,2.9,5.7,0.304,11.9,0.482,0.694
127,Tyreke Evans,SF,27,NOP,26,0,18.2,3.5,8.7,0.401,0.8,2.7,0.3,2.7,6.0,0.446,0.447,1.7,2.2,0.776,0.2,3.1,3.3,3.5,0.9,0.2,1.5,1.6,9.5,25.0,433,6,2014-15,16.6,5.3,6.6,1.3,0.5,34.1,79.0,14.7,6.6,3.1,0.9,2.9,5.7,0.304,11.9,0.482,0.694
127,Tyreke Evans,SF,27,SAC,14,6,22.4,4.2,10.2,0.413,1.5,3.4,0.438,2.7,6.8,0.4,0.486,1.7,2.4,0.706,0.5,3.1,3.6,2.4,0.9,0.4,1.6,1.4,11.6,25.0,433,6,2014-15,16.6,5.3,6.6,1.3,0.5,34.1,79.0,14.7,6.6,3.1,0.9,2.9,5.7,0.304,11.9,0.482,0.694
128,Dante Exum,PG,21,UTA,66,26,18.6,2.3,5.5,0.427,0.7,2.3,0.295,1.7,3.2,0.519,0.488,0.9,1.1,0.795,0.5,1.5,2.0,1.7,0.3,0.2,1.2,2.2,6.2,0.0,82,1,2014-15,4.8,1.6,2.4,0.5,0.2,22.2,82.0,5.1,1.8,1.4,1.0,3.2,0.8,0.314,1.9,0.408,0.625
129,Kenneth Faried,PF,27,DEN,61,34,21.2,3.7,6.8,0.548,0.0,0.1,0.0,3.7,6.7,0.556,0.548,2.1,3.1,0.693,3.0,4.6,7.6,0.9,0.7,0.7,1.0,2.0,9.6,67.0,348,5,2015-16,12.5,8.7,1.2,0.5,0.9,25.3,67.0,9.3,5.2,1.4,0.0,0.0,5.2,0.5,9.3,0.558,0.613
130,Jordan Farmar,PG,30,SAC,2,0,17.5,2.0,6.0,0.333,2.0,4.5,0.444,0.0,1.5,0.0,0.5,0.0,0.0,,0.5,1.0,1.5,4.5,1.0,0.0,1.5,0.5,6.0,12.0,502,8,2014-15,4.6,1.2,1.9,0.6,0.1,14.7,36.0,4.4,1.7,0.9,1.0,2.7,0.7,0.361,1.7,0.426,0.909
131,Derrick Favors,PF,25,UTA,50,39,23.7,4.1,8.3,0.487,0.1,0.2,0.3,4.0,8.1,0.491,0.49,1.3,2.2,0.615,1.8,4.3,6.1,1.1,0.9,0.8,1.2,2.1,9.5,62.0,429,6,2015-16,16.4,8.1,1.5,1.2,1.5,32.0,62.0,13.1,6.7,1.7,0.0,0.1,6.7,0.0,13.0,0.518,0.709
132,Kay Felder,PG,21,CLE,42,0,9.2,1.5,3.8,0.392,0.2,0.5,0.318,1.3,3.2,0.404,0.415,0.8,1.2,0.714,0.1,0.9,1.0,1.4,0.4,0.2,0.7,0.9,4.0,0.0,0,0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
133,Cristiano Felício,C,24,CHI,66,0,15.8,1.9,3.3,0.579,0.0,0.0,,1.9,3.3,0.579,0.579,0.9,1.4,0.645,1.9,2.8,4.7,0.6,0.4,0.3,0.5,1.7,4.8,31.0,31,0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
134,Raymond Felton,PG,32,LAC,80,11,21.3,2.8,6.4,0.43,0.6,1.8,0.319,2.2,4.6,0.473,0.475,0.6,0.8,0.781,0.4,2.3,2.7,2.4,0.8,0.3,1.0,1.6,6.7,80.0,776,10,2015-16,9.5,3.2,3.6,0.9,0.2,27.4,80.0,8.5,3.5,1.5,0.8,2.7,2.7,0.282,5.9,0.463,0.847
135,Yogi Ferrell,PG,23,TOT,46,29,26.0,3.5,8.6,0.406,1.5,3.8,0.386,2.0,4.7,0.422,0.492,1.6,1.9,0.831,0.4,2.0,2.4,3.7,0.9,0.2,1.5,2.0,10.0,0.0,0,0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
135,Yogi Ferrell,PG,23,BRK,10,0,15.1,1.8,4.9,0.367,0.8,2.7,0.296,1.0,2.2,0.455,0.449,1.0,1.6,0.625,0.4,0.8,1.2,1.7,0.2,0.2,1.4,1.1,5.4,0.0,0,0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
135,Yogi Ferrell,PG,23,DAL,36,29,29.1,3.9,9.6,0.412,1.7,4.1,0.403,2.3,5.4,0.418,0.499,1.8,2.0,0.877,0.4,2.3,2.8,4.3,1.1,0.2,1.6,2.2,11.3,0.0,0,0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
136,Dorian Finney-Smith,PF,23,DAL,81,35,20.3,1.5,4.1,0.372,0.7,2.4,0.293,0.8,1.8,0.479,0.456,0.6,0.8,0.754,0.7,2.1,2.7,0.8,0.6,0.3,0.6,1.5,4.3,0.0,0,0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
137,Bryn Forbes,SG,23,SAS,36,0,7.9,1.0,2.8,0.364,0.5,1.5,0.321,0.5,1.3,0.413,0.449,0.1,0.2,0.833,0.1,0.6,0.6,0.6,0.0,0.0,0.3,0.6,2.6,0.0,0,0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
138,Evan Fournier,SG,24,ORL,68,66,32.9,6.0,13.7,0.439,1.9,5.3,0.356,4.1,8.4,0.491,0.508,3.3,4.1,0.805,0.6,2.4,3.1,3.0,1.0,0.1,2.1,2.6,17.2,79.0,251,4,2015-16,15.4,2.8,2.7,1.2,0.0,32.5,79.0,11.8,5.4,1.7,2.0,4.9,3.5,0.4,6.8,0.506,0.836
139,Randy Foye,SG,33,BRK,69,40,18.6,1.7,4.7,0.363,1.0,2.9,0.33,0.7,1.8,0.418,0.466,0.8,0.9,0.857,0.1,2.1,2.2,2.0,0.5,0.1,1.2,1.4,5.2,81.0,683,10,2015-16,5.9,1.9,2.0,0.5,0.4,20.3,81.0,6.0,2.1,1.1,0.9,3.1,1.2,0.3,2.9,0.405,0.824
140,Tim Frazier,PG,26,NOP,65,35,23.5,2.5,6.2,0.403,0.6,2.0,0.313,1.9,4.2,0.446,0.453,1.5,2.0,0.76,0.5,2.1,2.7,5.2,0.9,0.1,1.6,2.0,7.1,51.0,62,1,2015-16,5.1,2.2,3.2,0.6,0.0,14.5,51.0,4.5,1.9,1.3,0.3,0.9,1.6,0.333,3.5,0.442,0.716
141,Enes Freedom,C,24,OKC,72,0,21.3,5.6,10.2,0.545,0.1,0.5,0.132,5.5,9.7,0.568,0.549,3.1,4.0,0.786,2.7,4.0,6.7,0.9,0.4,0.5,1.7,2.1,14.3,82.0,373,5,2015-16,12.7,8.1,0.4,0.3,0.4,21.0,82.0,8.8,5.0,1.4,0.1,0.3,4.9,0.476,8.5,0.579,0.797
142,Channing Frye,C,33,CLE,74,15,18.9,3.2,7.0,0.458,1.9,4.5,0.409,1.4,2.5,0.546,0.589,0.9,1.0,0.851,0.5,3.4,3.9,0.6,0.4,0.5,0.7,1.9,9.1,70.0,727,10,2015-16,6.1,3.3,1.0,0.4,0.4,17.1,70.0,5.0,2.2,0.6,1.3,3.4,0.9,0.387,1.6,0.545,0.857
143,Danilo Gallinari,SF,28,DEN,63,63,33.9,5.3,11.9,0.447,2.0,5.1,0.389,3.3,6.8,0.491,0.531,5.5,6.1,0.902,0.6,4.5,5.2,2.1,0.6,0.2,1.3,1.5,18.2,53.0,397,6,2015-16,19.5,5.3,2.5,0.8,0.4,34.7,53.0,13.2,5.4,1.5,1.6,4.5,3.8,0.364,8.7,0.434,0.868
144,Langston Galloway,PG,25,TOT,74,2,20.2,2.8,7.4,0.38,1.6,4.2,0.39,1.2,3.2,0.367,0.49,0.7,0.9,0.797,0.4,1.7,2.1,1.3,0.6,0.1,0.6,1.3,7.9,82.0,127,2,2015-16,7.6,3.5,2.5,0.9,0.3,24.8,82.0,7.2,2.8,0.7,0.9,2.7,1.9,0.344,4.4,0.423,0.754
144,Langston Galloway,PG,25,NOP,55,0,20.4,3.0,8.0,0.374,1.8,4.9,0.377,1.2,3.1,0.37,0.489,0.7,0.9,0.769,0.4,1.8,2.2,1.2,0.7,0.1,0.5,1.4,8.6,82.0,127,2,2015-16,7.6,3.5,2.5,0.9,0.3,24.8,82.0,7.2,2.8,0.7,0.9,2.7,1.9,0.344,4.4,0.423,0.754
144,Langston Galloway,PG,25,SAC,19,2,19.7,2.2,5.5,0.404,1.0,2.1,0.475,1.2,3.4,0.359,0.495,0.6,0.6,0.917,0.4,1.5,1.8,1.5,0.3,0.1,0.9,1.1,6.0,82.0,127,2,2015-16,7.6,3.5,2.5,0.9,0.3,24.8,82.0,7.2,2.8,0.7,0.9,2.7,1.9,0.344,4.4,0.423,0.754
145,Patricio Garino,SG,23,ORL,5,0,8.6,0.0,1.4,0.0,0.0,1.0,0.0,0.0,0.4,0.0,0.0,0.0,0.0,,0.2,1.2,1.4,0.0,0.0,0.0,0.6,0.8,0.0,0.0,0,0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
146,Marc Gasol,C,32,MEM,74,74,34.2,7.2,15.7,0.459,1.4,3.6,0.388,5.8,12.1,0.48,0.503,3.8,4.5,0.837,0.8,5.5,6.3,4.6,0.9,1.3,2.2,2.3,19.5,52.0,569,8,2015-16,16.6,7.0,3.8,1.0,1.3,34.4,52.0,13.6,6.3,2.3,0.0,0.1,6.3,0.667,13.5,0.463,0.829
147,Pau Gasol,C,36,SAS,64,39,25.4,4.7,9.4,0.502,0.9,1.6,0.538,3.9,7.8,0.494,0.548,2.0,2.9,0.707,1.7,6.2,7.8,2.3,0.4,1.1,1.3,1.7,12.4,72.0,1055,15,2015-16,16.5,11.0,4.1,0.6,2.0,31.8,72.0,13.8,6.5,2.3,0.3,1.0,6.2,0.348,12.9,0.478,0.792
148,Rudy Gay,SF,30,SAC,30,30,33.8,6.7,14.7,0.455,1.4,3.8,0.372,5.3,11.0,0.483,0.502,3.9,4.6,0.855,1.2,5.2,6.3,2.8,1.5,0.9,2.5,2.6,18.7,70.0,723,10,2015-16,17.2,6.5,1.7,1.4,0.7,34.0,70.0,14.4,6.7,2.0,1.1,3.1,5.6,0.344,11.3,0.495,0.78
149,Michael Gbinije,SG,24,DET,9,0,3.6,0.1,1.1,0.1,0.0,0.4,0.0,0.1,0.7,0.167,0.1,0.2,0.2,1.0,0.2,0.1,0.3,0.2,0.0,0.0,0.0,0.2,0.4,0.0,0,0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
150,Alonzo Gee,SF,29,DEN,13,0,6.8,0.2,1.1,0.214,0.0,0.2,0.0,0.2,0.8,0.273,0.214,0.4,0.7,0.556,0.3,0.8,1.2,0.5,0.4,0.1,0.3,1.1,0.8,73.0,404,6,2015-16,4.5,3.4,1.0,0.9,0.2,22.4,73.0,3.5,1.8,0.8,0.2,0.8,1.6,0.283,2.7,0.59,0.667
151,Paul George,SF,26,IND,75,75,35.9,8.3,18.0,0.461,2.6,6.6,0.393,5.7,11.4,0.501,0.534,4.5,5.0,0.898,0.8,5.8,6.6,3.3,1.6,0.4,2.9,2.7,23.7,81.0,373,5,2015-16,23.1,7.0,4.1,1.9,0.4,34.8,81.0,17.9,7.5,3.3,2.6,7.0,4.9,0.371,10.9,0.447,0.86
152,Marcus Georges-Hunt,SG,22,ORL,5,0,9.6,0.4,1.4,0.286,0.2,0.4,0.5,0.2,1.0,0.2,0.357,1.8,2.0,0.9,0.2,1.6,1.8,0.6,0.2,0.0,0.4,1.0,2.8,0.0,0,0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
153,Jonathan Gibson,PG,29,DAL,17,0,13.6,2.1,5.6,0.368,0.9,2.6,0.333,1.2,2.9,0.4,0.447,1.2,1.7,0.724,0.1,1.2,1.3,1.5,0.5,0.0,1.2,1.2,6.2,0.0,0,0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
154,Taj Gibson,PF,31,TOT,78,71,25.5,4.7,9.1,0.515,0.0,0.2,0.231,4.6,8.9,0.52,0.517,1.4,2.0,0.715,2.0,4.2,6.2,0.9,0.5,0.8,1.3,2.1,10.8,73.0,507,7,2015-16,8.6,6.9,1.5,0.6,1.1,26.5,73.0,6.8,3.6,1.1,0.0,0.0,3.6,0.0,6.8,0.529,0.692
154,Taj Gibson,PF,31,CHI,55,55,27.3,5.0,9.6,0.521,0.0,0.2,0.167,5.0,9.4,0.529,0.523,1.5,2.2,0.714,2.2,4.8,6.9,1.1,0.5,0.9,1.4,2.2,11.6,73.0,507,7,2015-16,8.6,6.9,1.5,0.6,1.1,26.5,73.0,6.8,3.6,1.1,0.0,0.0,3.6,0.0,6.8,0.529,0.692
154,Taj Gibson,PF,31,OKC,23,16,21.2,3.9,7.8,0.497,0.0,0.0,1.0,3.8,7.7,0.494,0.5,1.2,1.7,0.718,1.7,2.8,4.5,0.6,0.6,0.7,1.2,1.7,9.0,73.0,507,7,2015-16,8.6,6.9,1.5,0.6,1.1,26.5,73.0,6.8,3.6,1.1,0.0,0.0,3.6,0.0,6.8,0.529,0.692
155,Manu Ginóbili,SG,39,SAS,69,0,18.7,2.5,6.4,0.39,1.3,3.3,0.392,1.2,3.1,0.387,0.491,1.2,1.6,0.804,0.4,1.9,2.3,2.7,1.2,0.2,1.4,1.7,7.5,58.0,923,13,2015-16,9.6,2.5,3.1,1.1,0.2,19.6,58.0,7.5,3.4,1.7,1.2,3.1,2.2,0.391,4.4,0.496,0.813
