Rk,Player,Pos,Age,Tm,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,G_prev,G_prev_total,Seasons Played,Previous Season,PS_PTS,PS_TRB,PS_AST,PS_STL,PS_BLK,PS_MP,PS_G,PS_FGA,PS_FG,PS_TOV,PS_3P,PS_3PA,PS_2P,PS_3P%,PS_2PA,PS_2P%,PS_FT%
45,Patrick Beverley,SG,28,HOU,67,67,30.7,3.4,8.1,0.42,1.6,4.3,0.382,1.8,3.8,0.463,0.521,1.1,1.4,0.768,1.4,4.4,5.9,4.2,1.5,0.4,1.5,3.3,9.5,71.0,224,4,2015-16,9.9,3.5,3.4,1.3,0.4,28.7,71.0,8.4,3.6,1.3,1.7,4.4,1.9,0.4,4.0,0.472,0.682
46,Bismack Biyombo,C,24,ORL,81,27,22.1,2.2,4.2,0.528,0.0,0.0,,2.2,4.2,0.528,0.528,1.5,2.9,0.534,1.9,5.1,7.0,0.9,0.3,1.1,1.2,2.5,6.0,82.0,366,5,2015-16,5.5,8.0,0.4,0.2,1.6,22.0,82.0,3.5,1.9,0.9,0.0,0.0,1.9,0.0,3.5,0.544,0.628
47,Nemanja Bjelica,PF,28,MIN,65,1,18.3,2.3,5.5,0.424,0.9,2.7,0.316,1.5,2.8,0.531,0.503,0.7,0.9,0.738,0.9,2.9,3.8,1.2,0.6,0.3,0.9,2.4,6.2,60.0,60,1,2015-16,5.1,3.5,1.4,0.4,0.4,17.9,60.0,3.9,1.8,0.8,0.8,2.1,1.0,0.384,1.8,0.564,0.727
48,Tarik Black,C,25,LAL,67,16,16.3,2.2,4.4,0.51,0.0,0.0,0.5,2.2,4.4,0.51,0.512,1.2,1.6,0.752,2.1,3.0,5.1,0.6,0.4,0.7,0.9,2.6,5.7,39.0,102,2,2015-16,3.4,4.0,0.4,0.4,0.5,12.7,39.0,2.7,1.5,0.6,0.0,0.0,1.5,,2.7,0.548,0.422
49,Eric Bledsoe,PG,27,PHO,66,66,33.0,6.8,15.7,0.434,1.6,4.7,0.335,5.2,11.0,0.477,0.485,5.9,6.9,0.847,0.8,4.1,4.8,6.3,1.4,0.5,3.4,2.5,21.1,31.0,352,5,2014-15,17.0,5.2,6.1,1.6,0.6,34.6,81.0,12.9,5.8,3.4,1.1,3.4,4.7,0.324,9.6,0.491,0.8
50,Bojan Bogdanović,SF,27,TOT,81,54,25.7,4.6,10.4,0.445,1.8,4.8,0.367,2.9,5.6,0.512,0.53,2.7,3.0,0.893,0.5,3.0,3.4,1.4,0.4,0.1,1.6,1.8,13.7,79.0,157,2,2015-16,11.2,3.2,1.3,0.4,0.1,26.8,79.0,9.5,4.1,1.5,1.6,4.3,2.5,0.382,5.2,0.474,0.833
50,Bojan Bogdanović,SF,27,BRK,55,54,26.9,4.9,11.1,0.44,1.8,5.0,0.357,3.1,6.1,0.509,0.521,2.7,3.0,0.874,0.4,3.2,3.6,1.6,0.4,0.1,1.7,1.8,14.2,79.0,157,2,2015-16,11.2,3.2,1.3,0.4,0.1,26.8,79.0,9.5,4.1,1.5,1.6,4.3,2.5,0.382,5.2,0.474,0.833
50,Bojan Bogdanović,SF,27,WAS,26,0,23.1,4.1,9.0,0.457,1.7,4.4,0.391,2.4,4.6,0.521,0.553,2.7,2.9,0.934,0.5,2.5,3.1,0.8,0.4,0.2,1.5,1.8,12.7,79.0,157,2,2015-16,11.2,3.2,1.3,0.4,0.1,26.8,79.0,9.5,4.1,1.5,1.6,4.3,2.5,0.382,5.2,0.474,0.833
51,Andrew Bogut,C,32,TOT,27,21,21.6,1.4,3.0,0.469,0.0,0.0,0.0,1.4,3.0,0.475,0.469,0.1,0.4,0.273,2.1,6.0,8.1,1.8,0.5,0.9,1.6,3.2,2.9,70.0,644,9,2015-16,5.4,7.0,2.3,0.5,1.6,20.7,70.0,4.0,2.5,1.2,0.0,0.0,2.5,1.0,4.0,0.626,0.48
51,Andrew Bogut,C,32,DAL,26,21,22.4,1.5,3.1,0.469,0.0,0.0,0.0,1.5,3.1,0.475,0.469,0.1,0.4,0.273,2.2,6.2,8.4,1.9,0.5,1.0,1.7,3.2,3.0,70.0,644,9,2015-16,5.4,7.0,2.3,0.5,1.6,20.7,70.0,4.0,2.5,1.2,0.0,0.0,2.5,1.0,4.0,0.626,0.48
51,Andrew Bogut,C,32,CLE,1,0,1.0,0.0,0.0,,0.0,0.0,,0.0,0.0,,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,70.0,644,9,2015-16,5.4,7.0,2.3,0.5,1.6,20.7,70.0,4.0,2.5,1.2,0.0,0.0,2.5,1.0,4.0,0.626,0.48
52,Joel Bolomboy,PF,23,UTA,12,0,4.4,0.8,1.3,0.563,0.1,0.3,0.25,0.7,1.0,0.667,0.594,0.3,0.5,0.5,0.3,1.1,1.4,0.2,0.1,0.2,0.2,0.1,1.8,0.0,0,0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
53,Devin Booker,SG,20,PHO,78,78,35.0,7.8,18.3,0.423,1.9,5.2,0.363,5.9,13.2,0.447,0.475,4.7,5.7,0.832,0.6,2.6,3.2,3.4,0.9,0.3,3.1,3.1,22.1,76.0,76,1,2015-16,13.8,2.5,2.6,0.6,0.3,27.7,76.0,11.4,4.8,2.1,1.3,3.8,3.5,0.343,7.6,0.464,0.84
54,Trevor Booker,PF,29,BRK,71,43,24.7,4.3,8.3,0.516,0.4,1.1,0.321,3.9,7.2,0.546,0.537,1.0,1.5,0.673,2.0,6.0,8.0,1.9,1.1,0.4,1.8,2.1,10.0,79.0,393,6,2015-16,5.9,5.7,1.1,0.7,0.5,20.7,79.0,4.9,2.4,1.0,0.2,0.5,2.3,0.293,4.4,0.513,0.67
55,Avery Bradley,SG,26,BOS,55,55,33.4,6.5,14.1,0.463,2.0,5.0,0.39,4.6,9.1,0.504,0.533,1.2,1.7,0.731,1.2,4.9,6.1,2.2,1.2,0.2,1.6,2.6,16.3,76.0,358,5,2015-16,15.2,2.9,2.1,1.5,0.3,33.4,76.0,13.4,6.0,1.4,1.9,5.4,4.1,0.361,8.1,0.505,0.78
56,Corey Brewer,SF,30,TOT,82,11,15.6,1.8,4.2,0.422,0.3,1.4,0.229,1.5,2.8,0.522,0.461,0.6,0.8,0.735,0.4,1.6,2.0,1.2,0.7,0.2,0.7,1.6,4.5,82.0,629,8,2015-16,7.2,2.4,1.3,1.0,0.2,20.4,82.0,6.7,2.6,1.0,0.7,2.7,1.8,0.272,4.0,0.46,0.75
56,Corey Brewer,SF,30,HOU,58,8,15.9,1.6,3.9,0.414,0.4,1.6,0.234,1.2,2.3,0.541,0.463,0.6,0.8,0.727,0.4,1.6,2.0,1.1,0.6,0.2,0.6,1.8,4.2,82.0,629,8,2015-16,7.2,2.4,1.3,1.0,0.2,20.4,82.0,6.7,2.6,1.0,0.7,2.7,1.8,0.272,4.0,0.46,0.75
56,Corey Brewer,SF,30,LAL,24,3,14.9,2.2,5.0,0.438,0.2,1.0,0.208,2.0,4.0,0.495,0.459,0.8,1.0,0.75,0.5,1.7,2.2,1.5,1.0,0.3,0.8,1.2,5.4,82.0,629,8,2015-16,7.2,2.4,1.3,1.0,0.2,20.4,82.0,6.7,2.6,1.0,0.7,2.7,1.8,0.272,4.0,0.46,0.75
57,Malcolm Brogdon,SG,24,MIL,75,28,26.4,3.9,8.5,0.457,1.0,2.6,0.404,2.8,5.9,0.48,0.518,1.5,1.7,0.865,0.6,2.2,2.8,4.2,1.1,0.2,1.5,1.9,10.2,0.0,0,0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
58,Aaron Brooks,PG,32,IND,65,0,13.8,1.9,4.6,0.403,0.7,2.0,0.375,1.1,2.6,0.424,0.483,0.5,0.6,0.8,0.3,0.8,1.1,1.9,0.4,0.1,1.0,1.4,5.0,69.0,548,8,2015-16,7.1,1.5,2.6,0.4,0.1,16.1,69.0,6.8,2.7,1.2,1.0,2.7,1.8,0.357,4.1,0.43,0.766
59,Anthony Brown,SF,24,TOT,11,0,14.5,1.6,4.5,0.36,0.6,2.5,0.259,1.0,2.1,0.478,0.43,0.0,0.0,,0.7,2.3,3.0,0.7,0.5,0.1,0.5,1.4,3.9,29.0,29,0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
59,Anthony Brown,SF,24,NOP,9,0,15.9,1.6,4.6,0.341,0.7,2.7,0.25,0.9,1.9,0.471,0.415,0.0,0.0,,0.7,2.2,2.9,0.7,0.6,0.1,0.6,1.4,3.8,29.0,29,0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
59,Anthony Brown,SF,24,ORL,2,0,8.0,2.0,4.5,0.444,0.5,1.5,0.333,1.5,3.0,0.5,0.5,0.0,0.0,,1.0,2.5,3.5,1.0,0.0,0.0,0.5,1.0,4.5,29.0,29,0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
60,Bobby Brown,PG,32,HOU,25,0,4.9,0.9,2.4,0.383,0.6,1.4,0.4,0.4,1.0,0.36,0.5,0.1,0.1,1.0,0.0,0.2,0.2,0.6,0.0,0.0,0.2,0.2,2.5,0.0,113,2,2009-10,4.8,0.8,2.0,0.3,0.0,11.5,45.0,5.3,2.0,1.0,0.6,2.2,1.4,0.265,3.1,0.446,0.867
61,Jaylen Brown,SF,20,BOS,78,20,17.2,2.5,5.4,0.454,0.6,1.7,0.341,1.9,3.7,0.507,0.508,1.1,1.6,0.685,0.6,2.2,2.8,0.8,0.4,0.2,0.9,1.8,6.6,0.0,0,0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
62,Nicolás Brussino,SG,23,DAL,54,2,9.6,1.0,2.6,0.369,0.5,1.8,0.305,0.4,0.9,0.5,0.472,0.3,0.4,0.773,0.5,1.3,1.8,0.9,0.3,0.1,0.5,0.8,2.8,0.0,0,0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
63,Reggie Bullock,SF,25,DET,31,5,15.1,1.7,4.1,0.422,0.9,2.4,0.384,0.8,1.8,0.473,0.531,0.2,0.2,0.714,0.4,1.6,2.1,0.9,0.6,0.1,0.3,0.7,4.5,37.0,116,3,2015-16,3.3,1.8,0.7,0.3,0.1,11.6,37.0,2.6,1.2,0.2,0.6,1.4,0.6,0.415,1.2,0.467,0.933
64,Trey Burke,PG,24,WAS,57,0,12.3,2.0,4.5,0.455,0.5,1.2,0.443,1.5,3.2,0.459,0.516,0.4,0.5,0.759,0.1,0.7,0.8,1.8,0.2,0.1,0.8,0.9,5.0,64.0,210,3,2015-16,10.6,1.8,2.3,0.5,0.1,21.3,64.0,9.9,4.1,1.3,1.4,4.0,2.7,0.344,5.9,0.46,0.817
65,Alec Burks,SG,25,UTA,42,0,15.5,2.4,5.9,0.399,0.6,1.8,0.329,1.8,4.1,0.43,0.45,1.4,1.9,0.769,0.4,2.5,2.9,0.7,0.4,0.1,0.8,1.2,6.7,31.0,259,3,2013-14,14.0,3.3,2.7,0.9,0.2,28.1,78.0,10.7,4.9,1.9,0.6,1.8,4.2,0.35,8.8,0.48,0.748
66,Jimmy Butler,SF,27,CHI,76,75,37.0,7.5,16.5,0.455,1.2,3.3,0.367,6.3,13.2,0.477,0.492,7.7,8.9,0.865,1.7,4.5,6.2,5.5,1.9,0.4,2.1,1.5,23.9,67.0,323,5,2015-16,20.9,5.3,4.8,1.6,0.6,36.9,67.0,15.4,7.0,2.0,1.0,3.1,6.1,0.312,12.4,0.489,0.832
67,Bruno Caboclo,SF,21,TOR,9,0,4.4,0.7,1.8,0.375,0.2,0.7,0.333,0.4,1.1,0.4,0.438,0.0,0.0,,0.6,0.6,1.1,0.4,0.2,0.1,0.2,0.4,1.6,6.0,14,0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
68,José Calderón,PG,35,TOT,41,13,13.1,1.3,3.3,0.41,0.5,1.6,0.313,0.9,1.7,0.5,0.485,0.3,0.3,0.917,0.4,1.4,1.8,2.1,0.3,0.0,1.0,0.9,3.4,72.0,748,11,2015-16,7.6,3.2,4.1,0.9,0.1,28.1,72.0,6.3,2.9,1.2,1.2,2.8,1.7,0.414,3.5,0.496,0.875
68,José Calderón,PG,35,LAL,24,11,12.2,1.3,3.2,0.416,0.5,1.4,0.353,0.8,1.8,0.465,0.494,0.2,0.2,1.0,0.3,1.4,1.8,2.1,0.3,0.0,1.1,0.9,3.3,72.0,748,11,2015-16,7.6,3.2,4.1,0.9,0.1,28.1,72.0,6.3,2.9,1.2,1.2,2.8,1.7,0.414,3.5,0.496,0.875
68,José Calderón,PG,35,ATL,17,2,14.5,1.4,3.4,0.404,0.5,1.8,0.267,0.9,1.6,0.556,0.474,0.4,0.5,0.875,0.4,1.5,1.9,2.2,0.2,0.0,0.9,0.8,3.6,72.0,748,11,2015-16,7.6,3.2,4.1,0.9,0.1,28.1,72.0,6.3,2.9,1.2,1.2,2.8,1.7,0.414,3.5,0.496,0.875
69,Kentavious Caldwell-Pope,SG,23,DET,76,75,33.3,4.9,12.2,0.399,2.0,5.8,0.35,2.9,6.5,0.442,0.481,2.0,2.4,0.832,0.7,2.5,3.3,2.5,1.2,0.2,1.1,1.6,13.8,76.0,238,3,2015-16,14.5,3.7,1.8,1.4,0.2,36.7,76.0,12.6,5.3,1.4,1.5,4.9,3.8,0.309,7.8,0.489,0.811
70,Isaiah Canaan,SG,25,CHI,39,0,15.2,1.6,4.4,0.364,0.6,2.4,0.266,1.0,2.0,0.481,0.436,0.8,0.8,0.909,0.2,1.1,1.3,0.9,0.6,0.0,0.5,0.9,4.6,77.0,146,2,2015-16,11.0,2.3,1.8,0.7,0.2,25.5,77.0,9.4,3.4,1.2,2.3,6.3,1.1,0.363,3.1,0.354,0.833
71,Clint Capela,C,22,HOU,65,59,23.9,5.6,8.7,0.643,0.0,0.0,,5.6,8.7,0.643,0.643,1.4,2.7,0.531,2.7,5.4,8.1,1.0,0.5,1.2,1.3,2.8,12.6,77.0,89,1,2015-16,7.0,6.4,0.6,0.8,1.2,19.1,77.0,5.2,3.0,0.8,0.0,0.0,3.0,0.0,5.1,0.583,0.379
72,DeMarre Carroll,SF,30,TOR,72,72,26.1,3.1,7.6,0.4,1.5,4.4,0.341,1.5,3.2,0.483,0.499,1.2,1.6,0.761,0.9,2.9,3.8,1.0,1.1,0.4,0.8,2.0,8.9,26.0,342,4,2014-15,12.6,5.3,1.7,1.3,0.2,31.3,70.0,9.3,4.5,1.1,1.7,4.3,2.8,0.395,5.0,0.567,0.702
73,Vince Carter,SF,40,MEM,73,15,24.6,2.6,6.7,0.394,1.5,4.1,0.378,1.1,2.7,0.418,0.508,1.2,1.6,0.765,0.5,2.6,3.1,1.8,0.8,0.5,0.7,2.2,8.0,60.0,1067,15,2015-16,6.6,2.4,0.9,0.6,0.3,16.8,60.0,5.7,2.2,0.6,1.0,2.8,1.2,0.349,2.9,0.425,0.833
74,Michael Carter-Williams,PG,25,CHI,45,19,18.8,2.5,6.8,0.366,0.3,1.4,0.234,2.2,5.4,0.401,0.391,1.3,1.7,0.753,0.5,2.9,3.4,2.5,0.8,0.5,1.5,2.3,6.6,54.0,190,3,2015-16,11.5,5.1,5.2,1.5,0.8,30.5,54.0,10.3,4.6,2.8,0.3,1.0,4.4,0.273,9.3,0.472,0.654
75,Omri Casspi,PF,28,TOT,36,2,17.9,2.1,4.6,0.47,0.4,1.2,0.349,1.7,3.4,0.512,0.515,0.5,0.8,0.586,0.8,2.4,3.1,1.0,0.6,0.1,0.8,1.4,5.2,69.0,463,7,2015-16,11.8,5.9,1.4,0.8,0.2,27.2,69.0,9.0,4.3,1.4,1.6,4.0,2.7,0.409,5.0,0.537,0.648
75,Omri Casspi,PF,28,SAC,22,2,18.0,2.4,5.3,0.453,0.5,1.3,0.379,1.9,4.0,0.477,0.5,0.5,1.0,0.571,0.9,3.2,4.1,1.2,0.5,0.0,0.8,1.0,5.9,69.0,463,7,2015-16,11.8,5.9,1.4,0.8,0.2,27.2,69.0,9.0,4.3,1.4,1.6,4.0,2.7,0.409,5.0,0.537,0.648
75,Omri Casspi,PF,28,NOP,1,0,24.0,5.0,9.0,0.556,2.0,4.0,0.5,3.0,5.0,0.6,0.667,0.0,0.0,,1.0,1.0,2.0,0.0,0.0,0.0,2.0,3.0,12.0,69.0,463,7,2015-16,11.8,5.9,1.4,0.8,0.2,27.2,69.0,9.0,4.3,1.4,1.6,4.0,2.7,0.409,5.0,0.537,0.648
75,Omri Casspi,PF,28,MIN,13,0,17.1,1.5,2.9,0.5,0.2,0.8,0.2,1.3,2.2,0.607,0.526,0.4,0.6,0.625,0.5,1.1,1.5,0.8,1.0,0.2,0.8,1.8,3.5,69.0,463,7,2015-16,11.8,5.9,1.4,0.8,0.2,27.2,69.0,9.0,4.3,1.4,1.6,4.0,2.7,0.409,5.0,0.537,0.648
76,Willie Cauley-Stein,C,23,SAC,75,21,18.9,3.4,6.4,0.53,0.0,0.0,0.0,3.4,6.4,0.532,0.53,1.3,2.0,0.669,1.1,3.4,4.5,1.1,0.7,0.6,0.9,2.0,8.1,66.0,66,1,2015-16,7.0,5.3,0.6,0.7,1.0,21.4,66.0,5.1,2.9,0.7,0.0,0.0,2.9,0.0,5.1,0.567,0.648
77,Tyson Chandler,C,34,PHO,47,46,27.6,3.3,4.9,0.671,0.0,0.0,,3.3,4.9,0.671,0.671,1.9,2.6,0.734,3.3,8.2,11.5,0.6,0.7,0.5,1.4,2.7,8.4,66.0,986,14,2015-16,7.2,8.7,1.0,0.5,0.7,24.5,66.0,4.8,2.8,1.4,0.0,0.0,2.8,0.0,4.7,0.585,0.62
78,Wilson Chandler,SF,29,DEN,71,33,30.9,6.1,13.2,0.461,1.5,4.6,0.337,4.5,8.6,0.527,0.52,2.0,2.7,0.727,1.5,5.0,6.5,2.0,0.7,0.4,1.6,2.4,15.7,0.0,445,6,2014-15,13.9,6.1,1.7,0.7,0.4,31.7,78.0,12.5,5.4,1.4,1.8,5.2,3.6,0.342,7.3,0.49,0.775
79,Marquese Chriss,PF,19,PHO,82,75,21.3,3.5,7.7,0.449,0.9,2.7,0.321,2.6,5.0,0.52,0.506,1.4,2.2,0.624,1.2,3.1,4.2,0.7,0.8,0.9,1.3,3.2,9.2,0.0,0,0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
80,Rakeem Christmas,PF,25,IND,29,0,7.6,0.7,1.5,0.442,0.0,0.0,,0.7,1.5,0.442,0.442,0.7,1.0,0.724,0.9,1.0,1.9,0.1,0.1,0.2,0.3,1.3,2.0,1.0,1,0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
81,Semaj Christon,PG,24,OKC,64,1,15.2,1.2,3.5,0.345,0.2,1.0,0.19,1.0,2.5,0.406,0.372,0.3,0.5,0.548,0.3,1.1,1.4,2.0,0.4,0.1,0.7,1.2,2.9,0.0,0,0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
82,Ian Clark,SG,25,GSW,77,0,14.8,2.7,5.6,0.487,0.8,2.1,0.374,1.9,3.5,0.556,0.558,0.6,0.8,0.759,0.3,1.3,1.6,1.2,0.5,0.1,0.7,1.0,6.8,66.0,119,1,2015-16,3.6,1.0,1.0,0.3,0.2,8.8,66.0,3.1,1.3,0.7,0.5,1.3,0.9,0.357,1.8,0.5,0.824
83,Jordan Clarkson,SG,24,LAL,82,19,29.2,5.8,13.1,0.445,1.4,4.3,0.329,4.4,8.7,0.503,0.5,1.6,2.0,0.798,0.6,2.4,3.0,2.6,1.1,0.1,2.0,1.8,14.7,79.0,138,2,2015-16,15.5,4.0,2.4,1.1,0.1,32.3,79.0,13.9,6.0,1.7,1.4,4.1,4.6,0.347,9.8,0.468,0.804
84,Norris Cole,PG,28,OKC,13,0,9.6,1.2,4.0,0.308,0.2,1.0,0.231,1.0,3.0,0.333,0.337,0.6,0.8,0.8,0.0,0.8,0.8,1.1,0.6,0.0,0.5,1.4,3.3,45.0,347,5,2015-16,10.6,3.4,3.7,0.8,0.1,26.6,45.0,10.8,4.4,1.7,0.7,2.3,3.6,0.324,8.5,0.427,0.8
85,Darren Collison,PG,29,SAC,68,64,30.3,5.0,10.5,0.476,1.1,2.6,0.417,3.9,7.9,0.495,0.527,2.2,2.5,0.86,0.3,1.9,2.2,4.6,1.0,0.1,1.7,1.8,13.2,74.0,495,7,2015-16,14.0,2.3,4.3,1.0,0.1,30.0,74.0,10.5,5.1,1.8,1.2,2.9,3.9,0.401,7.6,0.519,0.858
86,Nick Collison,PF,36,OKC,20,0,6.4,0.7,1.2,0.609,0.0,0.1,0.0,0.7,1.1,0.636,0.609,0.3,0.4,0.625,0.5,1.1,1.6,0.6,0.1,0.1,0.2,0.9,1.7,59.0,875,12,2015-16,2.1,2.9,0.9,0.3,0.3,11.8,59.0,1.8,0.8,0.8,0.0,0.0,0.8,0.0,1.8,0.467,0.697
87,Mike Conley,PG,29,MEM,69,68,33.2,6.7,14.6,0.46,2.5,6.1,0.408,4.2,8.6,0.497,0.545,4.6,5.3,0.859,0.4,3.0,3.5,6.3,1.3,0.3,2.3,1.8,20.5,56.0,637,9,2015-16,15.3,2.9,6.1,1.2,0.3,31.4,56.0,12.4,5.3,1.5,1.4,3.8,3.9,0.363,8.6,0.449,0.834
88,Pat Connaughton,SG,24,POR,39,1,8.1,0.9,1.8,0.514,0.4,0.8,0.515,0.5,1.0,0.513,0.632,0.2,0.2,0.778,0.3,1.1,1.3,0.7,0.2,0.1,0.4,0.6,2.5,34.0,34,0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
89,Quinn Cook,PG,23,TOT,14,0,13.4,2.4,4.7,0.5,0.8,1.9,0.423,1.6,2.9,0.55,0.583,0.1,0.4,0.4,0.1,0.4,0.5,1.9,0.3,0.0,0.9,0.9,5.6,0.0,0,0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
89,Quinn Cook,PG,23,DAL,5,0,15.4,2.2,5.0,0.44,1.0,2.8,0.357,1.2,2.2,0.545,0.54,0.0,0.4,0.0,0.0,0.6,0.6,2.4,0.2,0.0,1.6,1.2,5.4,0.0,0,0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
89,Quinn Cook,PG,23,NOP,9,0,12.3,2.4,4.6,0.537,0.7,1.3,0.5,1.8,3.2,0.552,0.61,0.2,0.3,0.667,0.1,0.3,0.4,1.6,0.3,0.0,0.6,0.8,5.8,0.0,0,0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
90,DeMarcus Cousins,C,26,TOT,72,72,34.2,9.0,19.9,0.452,1.8,5.0,0.361,7.2,14.8,0.483,0.498,7.2,9.3,0.772,2.1,8.9,11.0,4.6,1.4,1.3,3.7,3.9,27.0,65.0,415,6,2015-16,26.9,11.5,3.3,1.6,1.4,34.6,65.0,20.5,9.2,3.8,1.1,3.2,8.2,0.333,17.3,0.473,0.718
90,DeMarcus Cousins,C,26,SAC,55,55,34.4,9.2,20.3,0.452,1.7,4.9,0.356,7.5,15.5,0.482,0.494,7.7,10.0,0.77,2.1,8.5,10.6,4.8,1.4,1.3,3.8,3.7,27.8,65.0,415,6,2015-16,26.9,11.5,3.3,1.6,1.4,34.6,65.0,20.5,9.2,3.8,1.1,3.2,8.2,0.333,17.3,0.473,0.718
90,DeMarcus Cousins,C,26,NOP,17,17,33.8,8.4,18.5,0.452,2.1,5.6,0.375,6.2,12.8,0.486,0.51,5.5,7.1,0.777,2.2,10.2,12.4,3.9,1.5,1.1,3.6,4.4,24.4,65.0,415,6,2015-16,26.9,11.5,3.3,1.6,1.4,34.6,65.0,20.5,9.2,3.8,1.1,3.2,8.2,0.333,17.3,0.473,0.718
91,Robert Covington,SF,26,PHI,67,67,31.6,4.4,10.9,0.399,2.0,6.1,0.333,2.3,4.8,0.484,0.492,2.1,2.6,0.822,1.4,5.1,6.5,1.5,1.9,1.0,2.0,3.0,12.9,67.0,144,2,2015-16,12.8,6.3,1.4,1.6,0.6,28.4,67.0,10.6,4.1,2.1,2.5,7.2,1.6,0.353,3.4,0.452,0.791
92,Allen Crabbe,SG,24,POR,79,7,28.5,3.8,8.2,0.468,1.7,3.8,0.444,2.1,4.4,0.49,0.572,1.3,1.6,0.847,0.2,2.6,2.9,1.2,0.7,0.3,0.8,2.2,10.7,81.0,147,2,2015-16,10.3,2.7,1.2,0.8,0.2,26.0,81.0,8.4,3.8,0.8,1.4,3.5,2.5,0.393,4.9,0.506,0.867
93,Jamal Crawford,SG,36,LAC,82,1,26.3,4.4,10.6,0.413,1.4,3.9,0.36,3.0,6.7,0.443,0.479,2.1,2.5,0.857,0.2,1.4,1.6,2.6,0.7,0.2,1.6,1.4,12.3,79.0,1039,14,2015-16,14.2,1.8,2.3,0.7,0.2,26.9,79.0,11.9,4.8,1.4,1.5,4.4,3.3,0.34,7.5,0.44,0.904
94,Jordan Crawford,SG,28,NOP,19,0,23.3,5.5,11.5,0.482,1.9,5.0,0.389,3.6,6.5,0.553,0.567,1.1,1.4,0.769,0.2,1.6,1.8,3.0,0.6,0.1,1.3,1.6,14.1,0.0,257,4,2013-14,11.0,2.3,3.5,0.6,0.1,23.0,81.0,9.7,4.0,1.7,1.1,3.5,2.9,0.316,6.2,0.471,0.864
95,Jae Crowder,SF,26,BOS,72,72,32.4,4.6,10.0,0.463,2.2,5.5,0.398,2.4,4.5,0.54,0.572,2.4,3.0,0.811,0.7,5.1,5.8,2.2,1.0,0.3,1.1,2.2,13.9,73.0,311,4,2015-16,14.2,5.1,1.8,1.7,0.5,31.6,73.0,11.1,4.9,1.1,1.7,5.0,3.3,0.336,6.2,0.529,0.82
96,Dante Cunningham,PF,29,NOP,66,35,25.0,2.6,5.4,0.485,1.1,2.7,0.392,1.6,2.7,0.579,0.584,0.2,0.4,0.593,0.8,3.3,4.2,0.6,0.6,0.4,0.4,1.5,6.6,80.0,512,7,2015-16,6.1,3.0,1.0,0.5,0.4,24.6,80.0,5.2,2.3,0.5,0.7,2.2,1.6,0.316,3.0,0.55,0.695
97,Seth Curry,PG,26,DAL,70,42,29.0,4.8,10.0,0.481,2.0,4.6,0.425,2.9,5.4,0.528,0.578,1.2,1.4,0.85,0.4,2.2,2.6,2.7,1.1,0.1,1.3,1.8,12.8,44.0,48,1,2015-16,6.8,1.4,1.5,0.5,0.1,15.7,44.0,5.1,2.3,0.8,1.1,2.5,1.2,0.45,2.6,0.46,0.833
