Rk,Player,Pos,Age,Tm,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,G_prev,G_prev_total,Seasons Played,Previous Season,PS_PTS,PS_TRB,PS_AST,PS_STL,PS_BLK,PS_MP,PS_G,PS_FGA,PS_FG,PS_TOV,PS_3P,PS_3PA,PS_2P,PS_3P%,PS_2PA,PS_2P%,PS_FT%
17,Carmelo Anthony,SF,26,NYK,27,27,36.2,9.1,19.9,0.461,2.0,4.6,0.424,7.2,15.2,0.472,0.51,6.1,7.0,0.872,1.5,5.2,6.7,3.0,0.9,0.6,2.4,3.3,26.3,69.0,514,7,2009-10,28.2,6.6,3.2,1.3,0.4,38.2,69.0,21.8,10.0,3.0,0.9,2.7,9.1,0.316,19.1,0.478,0.83
18,Joel Anthony,C,28,MIA,75,11,19.5,0.7,1.3,0.535,0.0,0.0,,0.7,1.3,0.535,0.535,0.6,1.0,0.644,1.4,2.2,3.5,0.3,0.1,1.2,0.5,2.6,2.0,80.0,169,2,2009-10,2.7,3.1,0.2,0.3,1.4,16.5,80.0,2.0,1.0,0.6,0.0,0.0,1.0,,2.0,0.478,0.717
19,Gilbert Arenas,PG,29,TOT,70,16,25.7,3.8,10.5,0.366,1.4,4.7,0.297,2.5,5.8,0.423,0.433,1.7,2.2,0.784,0.3,2.4,2.7,3.9,1.1,0.3,2.5,2.7,10.8,32.0,465,6,2006-07,28.4,4.6,6.0,1.9,0.2,39.8,74.0,20.9,8.7,3.2,2.8,7.9,6.0,0.351,13.0,0.459,0.844
19,Gilbert Arenas,PG,29,WAS,21,14,34.6,6.2,15.7,0.394,2.2,6.9,0.324,4.0,8.8,0.449,0.465,2.7,3.2,0.836,0.3,3.0,3.3,5.6,1.4,0.6,3.4,3.6,17.3,32.0,465,6,2006-07,28.4,4.6,6.0,1.9,0.2,39.8,74.0,20.9,8.7,3.2,2.8,7.9,6.0,0.351,13.0,0.459,0.844
19,Gilbert Arenas,PG,29,ORL,49,2,21.8,2.8,8.2,0.344,1.0,3.7,0.275,1.8,4.5,0.401,0.406,1.3,1.8,0.744,0.3,2.1,2.4,3.2,0.9,0.2,2.2,2.3,8.0,32.0,465,6,2006-07,28.4,4.6,6.0,1.9,0.2,39.8,74.0,20.9,8.7,3.2,2.8,7.9,6.0,0.351,13.0,0.459,0.844
20,Trevor Ariza,SF,25,NOH,75,75,34.7,4.0,10.2,0.398,1.1,3.6,0.303,2.9,6.5,0.45,0.451,1.8,2.6,0.701,0.8,4.6,5.4,2.2,1.6,0.4,1.6,2.4,11.0,72.0,383,5,2009-10,14.9,5.6,3.8,1.8,0.6,36.5,72.0,13.9,5.5,2.2,1.9,5.7,3.6,0.334,8.2,0.436,0.649
21,Hilton Armstrong,C,26,TOT,53,2,9.2,0.7,1.4,0.487,0.0,0.1,0.5,0.7,1.4,0.486,0.5,0.3,0.6,0.485,0.8,1.7,2.5,0.3,0.3,0.4,0.5,1.6,1.7,33.0,224,3,2008-09,4.8,2.8,0.4,0.4,0.6,15.6,70.0,3.5,2.0,1.1,0.0,0.0,2.0,0.0,3.5,0.566,0.633
21,Hilton Armstrong,C,26,WAS,41,2,10.0,0.8,1.6,0.484,0.0,0.1,0.333,0.7,1.5,0.492,0.492,0.3,0.6,0.609,1.0,1.8,2.8,0.2,0.4,0.4,0.6,1.8,1.9,33.0,224,3,2008-09,4.8,2.8,0.4,0.4,0.6,15.6,70.0,3.5,2.0,1.1,0.0,0.0,2.0,0.0,3.5,0.566,0.633
21,Hilton Armstrong,C,26,ATL,12,0,6.3,0.5,1.0,0.5,0.1,0.1,1.0,0.4,0.9,0.455,0.542,0.2,0.8,0.2,0.3,1.2,1.4,0.3,0.3,0.4,0.3,0.8,1.3,33.0,224,3,2008-09,4.8,2.8,0.4,0.4,0.6,15.6,70.0,3.5,2.0,1.1,0.0,0.0,2.0,0.0,3.5,0.566,0.633
22,Carlos Arroyo,PG,31,TOT,64,43,18.5,1.9,4.3,0.44,0.5,1.1,0.449,1.4,3.2,0.436,0.496,0.6,0.7,0.83,0.3,1.3,1.6,2.0,0.3,0.0,0.9,1.1,4.8,72.0,505,8,2009-10,6.1,1.8,3.1,0.5,0.1,22.0,72.0,5.2,2.5,0.8,0.1,0.3,2.4,0.28,4.9,0.489,0.844
22,Carlos Arroyo,PG,31,MIA,49,42,20.3,2.2,4.9,0.458,0.6,1.3,0.438,1.7,3.6,0.466,0.517,0.6,0.7,0.8,0.3,1.4,1.6,2.0,0.3,0.0,0.9,1.2,5.6,72.0,505,8,2009-10,6.1,1.8,3.1,0.5,0.1,22.0,72.0,5.2,2.5,0.8,0.1,0.3,2.4,0.28,4.9,0.489,0.844
22,Carlos Arroyo,PG,31,BOS,15,1,12.7,0.7,2.3,0.314,0.2,0.3,0.6,0.5,2.0,0.267,0.357,0.7,0.8,0.917,0.5,1.1,1.5,1.7,0.5,0.0,1.1,0.7,2.4,72.0,505,8,2009-10,6.1,1.8,3.1,0.5,0.1,22.0,72.0,5.2,2.5,0.8,0.1,0.3,2.4,0.28,4.9,0.489,0.844
23,Darrell Arthur,PF,22,MEM,80,9,20.1,3.9,7.8,0.497,0.0,0.1,0.0,3.9,7.7,0.502,0.497,1.4,1.7,0.813,1.4,2.8,4.3,0.7,0.7,0.8,1.1,2.9,9.1,32.0,108,1,2008-09,5.6,4.6,0.6,0.7,0.7,19.3,76.0,5.7,2.5,0.6,0.0,0.0,2.5,0.0,5.7,0.44,0.667
24,Ömer Aşık,C,24,CHI,82,0,12.1,1.0,1.7,0.553,0.0,0.0,,1.0,1.7,0.553,0.553,0.9,1.8,0.503,1.4,2.4,3.7,0.4,0.2,0.7,0.8,1.9,2.8,0.0,0,0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
25,D.J. Augustin,PG,23,CHA,82,82,33.6,4.9,11.7,0.416,1.4,4.1,0.333,3.5,7.6,0.461,0.474,3.3,3.6,0.906,0.5,2.3,2.7,6.1,0.7,0.0,1.9,1.9,14.4,80.0,152,2,2009-10,6.4,1.2,2.4,0.6,0.1,18.4,80.0,5.4,2.1,0.9,0.9,2.2,1.2,0.393,3.2,0.381,0.779
26,Luke Babbitt,SF,21,POR,24,0,5.7,0.6,2.3,0.273,0.1,0.7,0.188,0.5,1.6,0.308,0.3,0.1,0.4,0.333,0.3,1.0,1.3,0.3,0.1,0.1,0.3,0.6,1.5,0.0,0,0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
27,Renaldo Balkman,SF,26,TOT,8,0,7.8,0.8,1.6,0.462,0.1,0.3,0.5,0.6,1.4,0.455,0.5,0.4,0.5,0.75,0.3,0.6,0.9,0.3,0.5,0.3,0.1,1.9,2.0,13.0,199,3,2008-09,5.0,3.8,0.6,0.9,0.4,14.7,53.0,3.7,2.1,0.7,0.0,0.1,2.0,0.286,3.6,0.568,0.646
27,Renaldo Balkman,SF,26,DEN,5,0,8.8,1.0,1.8,0.556,0.0,0.0,,1.0,1.8,0.556,0.556,0.6,0.8,0.75,0.2,0.6,0.8,0.4,0.6,0.4,0.0,2.2,2.6,13.0,199,3,2008-09,5.0,3.8,0.6,0.9,0.4,14.7,53.0,3.7,2.1,0.7,0.0,0.1,2.0,0.286,3.6,0.568,0.646
27,Renaldo Balkman,SF,26,NYK,3,0,6.0,0.3,1.3,0.25,0.3,0.7,0.5,0.0,0.7,0.0,0.375,0.0,0.0,,0.3,0.7,1.0,0.0,0.3,0.0,0.3,1.3,1.0,13.0,199,3,2008-09,5.0,3.8,0.6,0.9,0.4,14.7,53.0,3.7,2.1,0.7,0.0,0.1,2.0,0.286,3.6,0.568,0.646
28,Marcus Banks,PG,29,TOR,3,0,7.3,0.0,0.7,0.0,0.0,0.0,,0.0,0.7,0.0,0.0,2.0,2.7,0.75,0.0,0.3,0.3,1.0,0.3,0.0,0.7,1.3,2.0,22.0,345,5,2007-08,6.6,1.3,1.7,0.4,0.4,15.8,36.0,5.3,2.4,1.0,1.1,2.8,1.3,0.392,2.5,0.517,0.771
29,Leandro Barbosa,SG,28,TOR,58,0,24.1,5.1,11.3,0.45,1.2,3.7,0.338,3.8,7.6,0.505,0.505,1.9,2.4,0.796,0.2,1.5,1.7,2.1,0.9,0.1,1.4,1.9,13.3,44.0,466,7,2009-10,9.5,1.6,1.5,0.5,0.3,17.9,44.0,8.3,3.5,1.0,1.0,3.1,2.5,0.324,5.2,0.485,0.877
30,J.J. Barea,PG,26,DAL,81,2,20.6,3.5,8.0,0.439,0.8,2.3,0.349,2.7,5.7,0.476,0.49,1.6,1.9,0.847,0.4,1.6,2.0,3.9,0.4,0.0,1.7,1.7,9.5,78.0,234,3,2009-10,7.6,1.9,3.3,0.4,0.1,19.8,78.0,6.8,3.0,1.3,0.7,2.0,2.3,0.357,4.7,0.476,0.844
31,Andrea Bargnani,C,25,TOR,66,66,35.7,8.0,17.8,0.448,1.2,3.4,0.345,6.8,14.4,0.472,0.48,4.3,5.3,0.82,1.1,4.1,5.2,1.8,0.5,0.7,2.3,2.4,21.4,80.0,301,4,2009-10,17.2,6.2,1.2,0.3,1.4,35.0,80.0,14.3,6.7,1.5,1.5,4.1,5.2,0.372,10.2,0.509,0.774
32,Matt Barnes,SF,30,LAL,53,0,19.2,2.5,5.3,0.47,0.6,2.0,0.318,1.8,3.2,0.564,0.53,1.1,1.5,0.779,1.4,2.9,4.3,1.3,0.7,0.4,1.1,2.4,6.7,81.0,444,7,2009-10,8.8,5.5,1.7,0.7,0.4,25.9,81.0,6.9,3.3,1.4,0.8,2.6,2.5,0.319,4.3,0.586,0.74
33,Earl Barron,C,29,TOT,21,7,14.5,1.5,4.7,0.323,0.0,0.0,,1.5,4.7,0.323,0.323,0.7,1.1,0.625,1.5,2.1,3.6,0.5,0.4,0.3,0.8,2.2,3.8,7.0,89,1,2007-08,7.1,4.3,0.6,0.4,0.2,19.3,46.0,7.1,2.9,1.0,0.0,0.3,2.8,0.077,6.8,0.417,0.701
33,Earl Barron,C,29,PHO,12,6,15.3,1.0,4.3,0.235,0.0,0.0,,1.0,4.3,0.235,0.235,1.0,1.7,0.6,1.3,2.0,3.3,0.3,0.5,0.3,0.9,2.7,3.0,7.0,89,1,2007-08,7.1,4.3,0.6,0.4,0.2,19.3,46.0,7.1,2.9,1.0,0.0,0.3,2.8,0.077,6.8,0.417,0.701
33,Earl Barron,C,29,MIL,7,0,12.1,2.4,5.3,0.459,0.0,0.0,,2.4,5.3,0.459,0.459,0.3,0.3,1.0,1.7,1.4,3.1,0.6,0.3,0.3,0.3,1.4,5.1,7.0,89,1,2007-08,7.1,4.3,0.6,0.4,0.2,19.3,46.0,7.1,2.9,1.0,0.0,0.3,2.8,0.077,6.8,0.417,0.701
33,Earl Barron,C,29,POR,2,1,18.5,1.5,5.5,0.273,0.0,0.0,,1.5,5.5,0.273,0.273,0.5,1.0,0.5,2.0,5.0,7.0,1.5,0.0,0.0,1.5,2.0,3.5,7.0,89,1,2007-08,7.1,4.3,0.6,0.4,0.2,19.3,46.0,7.1,2.9,1.0,0.0,0.3,2.8,0.077,6.8,0.417,0.701
34,Brandon Bass,PF,25,ORL,76,51,26.1,4.4,8.5,0.515,0.0,0.0,0.0,4.4,8.5,0.516,0.515,2.5,3.1,0.815,1.8,3.8,5.6,0.8,0.4,0.7,1.3,2.1,11.2,50.0,260,3,2009-10,5.8,2.5,0.4,0.2,0.5,13.0,50.0,4.7,2.4,0.6,0.0,0.0,2.4,,4.7,0.511,0.825
35,Tony Battie,C,34,PHI,38,0,9.9,1.2,2.5,0.469,0.1,0.1,0.667,1.1,2.4,0.462,0.479,0.2,0.4,0.571,0.4,2.2,2.6,0.3,0.1,0.4,0.3,1.6,2.6,15.0,535,7,2008-09,4.8,3.6,0.4,0.3,0.3,15.6,77.0,4.2,2.1,0.6,0.0,0.1,2.0,0.222,4.1,0.497,0.659
36,Shane Battier,SF,32,TOT,82,59,29.0,2.8,6.2,0.45,1.2,3.3,0.382,1.5,3.0,0.525,0.55,0.8,1.1,0.688,1.1,3.5,4.5,2.3,0.8,1.0,1.0,1.9,7.6,67.0,685,9,2009-10,8.0,4.7,2.4,0.8,1.1,32.4,67.0,6.7,2.7,1.0,1.5,4.2,1.1,0.362,2.5,0.458,0.726
36,Shane Battier,SF,32,HOU,59,59,30.8,3.2,6.9,0.456,1.5,3.8,0.391,1.7,3.1,0.536,0.564,0.8,1.3,0.645,1.0,3.8,4.8,2.6,0.9,1.2,1.1,2.2,8.6,67.0,685,9,2009-10,8.0,4.7,2.4,0.8,1.1,32.4,67.0,6.7,2.7,1.0,1.5,4.2,1.1,0.362,2.5,0.458,0.726
36,Shane Battier,SF,32,MEM,23,0,24.2,1.9,4.4,0.426,0.6,1.8,0.333,1.3,2.6,0.492,0.495,0.7,0.7,0.882,1.4,2.6,4.0,1.4,0.7,0.4,0.7,1.3,5.0,67.0,685,9,2009-10,8.0,4.7,2.4,0.8,1.1,32.4,67.0,6.7,2.7,1.0,1.5,4.2,1.1,0.362,2.5,0.458,0.726
37,Nicolas Batum,SF,22,POR,80,67,31.5,4.6,10.1,0.455,1.5,4.3,0.345,3.1,5.8,0.535,0.528,1.7,2.1,0.841,1.4,3.2,4.5,1.5,0.9,0.6,1.0,2.4,12.4,37.0,116,2,2009-10,10.1,3.8,1.2,0.6,0.7,24.8,37.0,7.2,3.8,0.7,1.5,3.6,2.3,0.409,3.7,0.625,0.843
38,Jerryd Bayless,PG,22,TOT,71,14,21.1,3.1,7.3,0.422,0.7,2.1,0.336,2.4,5.2,0.456,0.469,2.3,2.9,0.806,0.4,2.0,2.3,3.7,0.5,0.1,1.8,2.1,9.2,74.0,127,2,2009-10,8.5,1.6,2.3,0.4,0.1,17.6,74.0,6.5,2.7,1.3,0.4,1.2,2.3,0.315,5.3,0.437,0.831
38,Jerryd Bayless,PG,22,NOH,11,0,13.5,1.5,4.5,0.347,0.3,1.3,0.214,1.3,3.2,0.4,0.378,1.2,1.5,0.765,0.2,1.2,1.4,2.5,0.2,0.1,1.5,1.5,4.5,74.0,127,2,2009-10,8.5,1.6,2.3,0.4,0.1,17.6,74.0,6.5,2.7,1.3,0.4,1.2,2.3,0.315,5.3,0.437,0.831
38,Jerryd Bayless,PG,22,TOR,60,14,22.5,3.4,7.8,0.429,0.8,2.2,0.348,2.6,5.6,0.461,0.479,2.6,3.2,0.81,0.4,2.1,2.5,4.0,0.6,0.1,1.8,2.2,10.0,74.0,127,2,2009-10,8.5,1.6,2.3,0.4,0.1,17.6,74.0,6.5,2.7,1.3,0.4,1.2,2.3,0.315,5.3,0.437,0.831
39,Michael Beasley,SF,22,MIN,73,73,32.3,7.7,17.1,0.45,0.8,2.2,0.366,6.9,14.8,0.463,0.474,3.0,4.0,0.753,1.6,4.0,5.6,2.2,0.7,0.7,2.7,3.0,19.2,78.0,159,2,2009-10,14.8,6.4,1.3,1.0,0.6,29.8,78.0,13.3,6.0,1.7,0.4,1.3,5.6,0.275,12.0,0.469,0.8
40,Rodrigue Beaubois,PG,22,DAL,28,26,17.7,3.4,8.0,0.422,0.9,3.0,0.301,2.5,5.0,0.493,0.478,0.8,1.1,0.767,0.3,1.6,1.9,2.3,0.7,0.3,1.7,2.7,8.4,56.0,56,1,2009-10,7.1,1.4,1.3,0.5,0.2,12.5,56.0,5.3,2.8,1.0,0.8,2.0,2.0,0.409,3.4,0.582,0.808
41,Marco Belinelli,SG,24,NOH,80,69,24.5,3.8,8.6,0.437,1.7,4.1,0.414,2.1,4.6,0.458,0.534,1.2,1.6,0.784,0.2,1.7,1.9,1.2,0.5,0.1,1.0,1.8,10.5,66.0,141,2,2009-10,7.1,1.4,1.3,0.6,0.1,17.0,66.0,5.7,2.3,0.9,0.9,2.4,1.4,0.38,3.3,0.425,0.835
42,Charlie Bell,SG,31,GSW,19,0,9.0,0.6,2.3,0.279,0.3,1.1,0.286,0.3,1.2,0.273,0.349,0.1,0.2,0.5,0.3,0.6,0.9,0.7,0.3,0.1,0.3,0.7,1.7,71.0,357,5,2009-10,6.5,1.9,1.5,0.5,0.2,22.7,71.0,6.2,2.4,0.8,1.0,2.8,1.4,0.365,3.4,0.395,0.716
43,Raja Bell,SG,34,UTA,68,63,30.8,2.8,6.9,0.409,1.0,2.8,0.352,1.8,4.0,0.449,0.482,1.3,1.5,0.892,0.5,2.1,2.6,1.7,0.8,0.2,0.9,2.5,8.0,6.0,599,8,2008-09,11.9,3.6,2.1,0.7,0.1,34.6,67.0,10.2,4.5,1.3,1.7,4.0,2.8,0.421,6.2,0.448,0.853
44,Mike Bibby,PG,32,TOT,80,68,28.6,3.1,7.2,0.431,1.9,4.4,0.44,1.2,2.9,0.417,0.563,0.5,0.8,0.629,0.2,2.2,2.4,3.3,0.6,0.1,1.3,2.2,8.6,80.0,668,9,2009-10,9.1,2.3,3.9,0.8,0.0,27.4,80.0,8.1,3.4,1.1,1.6,4.1,1.8,0.389,4.0,0.444,0.861
44,Mike Bibby,PG,32,ATL,56,56,29.9,3.4,7.9,0.435,2.0,4.6,0.441,1.4,3.3,0.427,0.563,0.5,0.8,0.63,0.3,2.3,2.6,3.6,0.7,0.1,1.2,2.2,9.4,80.0,668,9,2009-10,9.1,2.3,3.9,0.8,0.0,27.4,80.0,8.1,3.4,1.1,1.6,4.1,1.8,0.389,4.0,0.444,0.861
44,Mike Bibby,PG,32,WAS,2,0,14.5,0.5,4.5,0.111,0.0,2.0,0.0,0.5,2.5,0.2,0.111,0.0,0.0,,0.0,1.5,1.5,4.0,0.5,0.0,0.5,1.5,1.0,80.0,668,9,2009-10,9.1,2.3,3.9,0.8,0.0,27.4,80.0,8.1,3.4,1.1,1.6,4.1,1.8,0.389,4.0,0.444,0.861
44,Mike Bibby,PG,32,MIA,22,12,26.5,2.5,5.7,0.437,1.8,4.0,0.455,0.7,1.7,0.395,0.595,0.5,0.7,0.625,0.1,2.1,2.2,2.5,0.5,0.1,1.5,2.1,7.3,80.0,668,9,2009-10,9.1,2.3,3.9,0.8,0.0,27.4,80.0,8.1,3.4,1.1,1.6,4.1,1.8,0.389,4.0,0.444,0.861
45,Andris Biedriņš,C,24,GSW,59,55,23.7,2.4,4.5,0.534,0.0,0.0,,2.4,4.5,0.534,0.534,0.2,0.5,0.323,2.5,4.8,7.2,1.0,0.9,0.9,1.0,3.4,5.0,33.0,351,4,2008-09,11.9,11.2,2.0,1.0,1.5,30.0,62.0,8.6,5.0,1.8,0.0,0.0,5.0,0.0,8.6,0.579,0.551
