Rk,Player,Pos,Age,Tm,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,G_prev,G_prev_total,Seasons Played,Previous Season,PS_PTS,PS_TRB,PS_AST,PS_STL,PS_BLK,PS_MP,PS_G,PS_FGA,PS_FG,PS_TOV,PS_3P,PS_3PA,PS_2P,PS_3P%,PS_2PA,PS_2P%,PS_FT%,Best Season
401,Kenny Thomas,PF,29,SAC,62,53,22.8,2.4,4.9,0.482,0.0,0.0,0.0,2.4,4.9,0.483,0.482,0.6,1.2,0.513,2.2,3.9,6.1,1.2,0.7,0.3,1.5,2.3,5.3,82.0,367,5,2005-06,9.1,7.5,2.0,0.9,0.5,28.0,82.0,7.4,3.7,1.6,0.0,0.0,3.7,0.0,7.4,0.506,0.676,2001-02
402,Kurt Thomas,C,34,PHO,67,13,18.0,1.9,3.9,0.486,0.0,0.0,0.0,1.9,3.9,0.488,0.486,0.8,1.1,0.789,1.3,4.4,5.7,0.4,0.4,0.4,0.5,2.3,4.6,53.0,376,5,2005-06,8.6,7.8,1.1,0.4,1.0,26.6,53.0,7.4,3.6,1.1,0.0,0.0,3.6,,7.4,0.486,0.815,2002-03
403,Tim Thomas,PF,29,LAC,76,24,27.0,3.9,9.5,0.414,1.8,4.7,0.382,2.1,4.8,0.444,0.508,1.3,1.9,0.708,0.8,4.1,5.0,2.3,0.7,0.4,1.4,3.0,11.0,29.0,320,4,2004-05,12.0,3.3,1.5,0.6,0.2,27.3,71.0,10.1,4.4,1.6,1.2,2.9,3.2,0.409,7.2,0.451,0.786,2003-04
404,Tyrus Thomas,PF,20,CHI,72,4,13.4,1.9,3.9,0.475,0.0,0.0,0.0,1.9,3.9,0.479,0.475,1.5,2.4,0.606,1.2,2.5,3.7,0.6,0.6,1.1,1.3,2.3,5.2,0.0,0,0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,None
405,Dijon Thompson,SF,23,ATL,6,0,8.3,1.0,2.5,0.4,0.0,0.3,0.0,1.0,2.2,0.462,0.4,0.8,1.0,0.833,0.5,0.8,1.3,0.3,0.0,0.0,0.2,0.3,2.8,10.0,10,0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,None
406,Jamaal Tinsley,PG,28,IND,72,72,31.2,4.8,12.3,0.389,0.8,2.7,0.316,4.0,9.7,0.409,0.424,2.4,3.3,0.72,0.8,2.5,3.3,6.9,1.6,0.3,2.8,2.6,12.8,42.0,287,5,2005-06,9.3,3.2,5.0,1.2,0.1,26.7,42.0,9.2,3.8,2.6,0.4,1.7,3.4,0.229,7.5,0.449,0.637,2004-05
407,Jake Tsakalidis,C,27,TOT,36,7,10.8,0.8,2.0,0.403,0.0,0.0,,0.8,2.0,0.403,0.403,0.7,1.1,0.667,1.2,1.7,2.9,0.1,0.2,0.3,0.7,1.4,2.3,51.0,222,3,2005-06,5.0,4.2,0.3,0.3,0.6,14.4,51.0,3.2,2.0,0.8,0.0,0.0,2.0,,3.2,0.606,0.655,2001-02
407,Jake Tsakalidis,C,27,MEM,23,7,11.2,0.9,2.2,0.4,0.0,0.0,,0.9,2.2,0.4,0.4,0.6,1.0,0.583,1.0,1.7,2.8,0.1,0.3,0.5,0.9,1.5,2.3,51.0,222,3,2005-06,5.0,4.2,0.3,0.3,0.6,14.4,51.0,3.2,2.0,0.8,0.0,0.0,2.0,,3.2,0.606,0.655,2001-02
407,Jake Tsakalidis,C,27,HOU,13,0,10.2,0.7,1.7,0.409,0.0,0.0,,0.7,1.7,0.409,0.409,0.9,1.2,0.8,1.4,1.7,3.1,0.2,0.1,0.1,0.2,1.3,2.3,51.0,222,3,2005-06,5.0,4.2,0.3,0.3,0.6,14.4,51.0,3.2,2.0,0.8,0.0,0.0,2.0,,3.2,0.606,0.655,2001-02
408,P.J. Tucker,SF,21,TOR,17,0,4.9,0.6,1.3,0.5,0.0,0.0,,0.6,1.3,0.5,0.5,0.5,0.8,0.571,0.6,0.7,1.4,0.2,0.1,0.0,0.4,0.7,1.8,0.0,0,0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,None
409,Ronny Turiaf,C,24,LAL,72,1,15.1,2.0,3.7,0.549,0.0,0.0,0.0,2.0,3.7,0.551,0.549,1.2,1.9,0.664,1.2,2.4,3.6,0.9,0.2,1.1,0.7,2.8,5.3,23.0,23,0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,None
410,Hedo Türkoğlu,SF,27,ORL,73,73,31.1,4.7,11.3,0.419,1.5,3.8,0.388,3.2,7.4,0.435,0.485,2.3,3.0,0.781,0.8,3.2,4.0,3.2,1.0,0.2,2.0,3.0,13.3,78.0,446,6,2005-06,14.9,4.3,2.8,0.9,0.3,33.5,78.0,11.2,5.1,1.7,1.5,3.6,3.6,0.403,7.6,0.478,0.861,2005-06
411,Ime Udoka,SF,29,POR,75,75,28.6,3.2,6.9,0.461,1.2,2.9,0.406,2.0,3.9,0.502,0.548,0.9,1.2,0.742,1.3,2.5,3.7,1.5,0.9,0.2,1.0,2.8,8.4,8.0,12,0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,None
412,Beno Udrih,PG,24,SAS,73,1,13.0,1.7,4.7,0.369,0.5,1.6,0.287,1.3,3.1,0.41,0.417,0.7,0.8,0.883,0.2,1.0,1.1,1.7,0.4,0.0,0.8,1.0,4.7,54.0,134,2,2005-06,5.1,1.0,1.7,0.3,0.0,10.9,54.0,4.3,2.0,1.0,0.4,1.3,1.5,0.343,3.0,0.503,0.78,2004-05
413,Anderson Varejão,C,24,CLE,81,6,23.9,2.4,5.0,0.476,0.0,0.1,0.0,2.4,4.8,0.487,0.476,2.0,3.3,0.616,2.4,4.4,6.7,0.9,0.9,0.6,0.8,3.3,6.8,48.0,102,2,2005-06,4.6,4.9,0.4,0.6,0.4,15.8,48.0,3.1,1.6,0.6,0.0,0.0,1.6,0.0,3.1,0.53,0.513,2004-05
414,Jacque Vaughn,PG,31,SAS,64,4,11.9,1.1,2.6,0.425,0.0,0.0,0.5,1.1,2.6,0.424,0.428,0.8,1.0,0.754,0.1,0.9,1.1,2.0,0.4,0.0,0.6,1.2,3.0,80.0,384,5,2005-06,3.4,1.1,1.5,0.5,0.0,15.4,80.0,3.1,1.3,0.7,0.0,0.1,1.3,0.167,3.0,0.444,0.728,2001-02
415,Charlie Villanueva,PF,22,MIL,39,17,25.2,4.6,9.8,0.47,0.7,2.2,0.337,3.9,7.6,0.508,0.508,1.9,2.3,0.82,1.6,4.3,5.8,0.9,0.6,0.3,1.4,2.8,11.8,81.0,81,1,2005-06,13.0,6.4,1.1,0.7,0.8,29.1,81.0,11.6,5.4,1.2,0.9,2.6,4.5,0.327,9.0,0.503,0.706,2005-06
416,Marcus Vinicius,SF,22,NOK,13,0,7.9,0.5,1.2,0.467,0.2,0.5,0.429,0.3,0.6,0.5,0.567,0.4,0.5,0.714,0.2,0.7,0.8,0.4,0.2,0.1,0.5,0.8,1.7,0.0,0,0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,None
417,Jake Voskuhl,C,29,CHA,73,9,14.3,1.7,3.5,0.475,0.0,0.0,,1.7,3.5,0.475,0.475,1.1,1.5,0.681,1.2,2.4,3.5,0.6,0.4,0.3,0.8,2.7,4.4,51.0,279,5,2005-06,5.3,3.6,0.8,0.5,0.5,16.0,51.0,5.1,2.2,0.6,0.0,0.1,2.2,0.333,5.1,0.438,0.683,2003-04
418,Sasha Vujačić,SG,22,LAL,73,4,12.8,1.4,3.7,0.392,0.8,2.2,0.373,0.6,1.5,0.421,0.504,0.6,0.7,0.878,0.4,1.1,1.5,0.9,0.6,0.0,0.4,1.4,4.3,82.0,117,1,2005-06,3.9,1.9,1.7,0.6,0.0,17.7,82.0,3.8,1.3,0.6,0.7,2.1,0.6,0.343,1.7,0.35,0.885,2005-06
419,Dwyane Wade,SG,25,MIA,51,50,37.9,9.3,18.9,0.491,0.4,1.5,0.266,8.8,17.3,0.511,0.502,8.5,10.5,0.807,1.0,3.7,4.7,7.5,2.1,1.2,4.2,2.3,27.4,75.0,213,3,2005-06,27.2,5.7,6.7,1.9,0.8,38.6,75.0,18.8,9.3,3.6,0.2,1.0,9.1,0.171,17.8,0.513,0.783,2005-06
420,Von Wafer,SF,21,LAC,1,0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.0,16,0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,None
421,Dajuan Wagner,SG,23,GSW,1,0,7.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,,1.5,1.0,2.0,0.5,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,4.0,0.0,102,2,2003-04,6.5,1.3,1.2,0.6,0.2,16.1,44.0,7.0,2.5,0.9,0.7,2.0,1.8,0.36,5.0,0.368,0.681,2004-05
422,Antoine Walker,PF,30,MIA,78,15,23.3,3.4,8.6,0.397,1.1,3.9,0.275,2.3,4.7,0.499,0.46,0.6,1.3,0.438,1.2,3.2,4.3,1.7,0.6,0.2,1.8,2.2,8.5,82.0,400,5,2005-06,12.2,5.1,2.0,0.6,0.4,26.8,82.0,11.0,4.8,1.8,1.7,4.7,3.1,0.358,6.3,0.493,0.628,2001-02
423,Ben Wallace,C,32,CHI,77,77,35.0,2.5,5.5,0.453,0.0,0.1,0.2,2.5,5.4,0.456,0.454,1.4,3.5,0.408,3.9,6.7,10.7,2.4,1.4,2.0,1.3,2.0,6.4,82.0,390,5,2005-06,7.3,11.3,1.9,1.8,2.2,35.2,82.0,5.7,2.9,1.1,0.0,0.0,2.9,0.0,5.6,0.514,0.416,2004-05
424,Gerald Wallace,SF,24,CHA,72,71,36.7,6.6,13.2,0.502,0.5,1.7,0.325,6.1,11.6,0.528,0.523,4.3,6.2,0.691,2.0,5.2,7.2,2.6,2.0,1.0,2.2,2.9,18.1,55.0,263,5,2005-06,15.2,7.5,1.7,2.5,2.1,34.5,55.0,10.7,5.8,1.8,0.3,0.9,5.5,0.28,9.8,0.562,0.614,2005-06
425,Rasheed Wallace,C,32,DET,75,72,32.3,4.8,11.2,0.423,1.4,3.9,0.351,3.4,7.3,0.463,0.485,1.4,1.8,0.788,1.2,6.0,7.2,1.7,1.0,1.6,1.3,3.0,12.3,80.0,380,5,2005-06,15.1,6.8,2.3,1.0,1.6,34.8,80.0,13.3,5.7,1.1,1.9,5.4,3.8,0.357,7.9,0.48,0.743,2001-02
426,Luke Walton,SF,26,LAL,60,60,33.0,4.4,9.3,0.474,0.8,2.1,0.387,3.6,7.2,0.499,0.517,1.8,2.4,0.745,1.5,3.6,5.0,4.3,1.0,0.4,2.0,2.0,11.4,69.0,202,3,2005-06,5.0,3.6,2.3,0.6,0.2,19.3,69.0,4.8,2.0,1.1,0.3,0.8,1.7,0.327,4.0,0.429,0.75,2005-06
427,Hakim Warrick,PF,24,MEM,82,43,26.2,4.5,8.7,0.524,0.0,0.1,0.0,4.5,8.6,0.53,0.524,3.6,4.7,0.771,1.6,3.5,5.1,0.9,0.5,0.4,2.0,2.8,12.7,68.0,68,1,2005-06,4.1,2.1,0.4,0.2,0.3,10.6,68.0,3.4,1.5,0.8,0.0,0.0,1.5,,3.4,0.443,0.661,2005-06
428,Earl Watson,PG,27,SEA,77,25,27.9,3.4,8.9,0.383,1.2,3.6,0.329,2.2,5.3,0.42,0.45,1.4,1.9,0.735,0.4,2.0,2.4,5.7,1.3,0.3,2.2,2.0,9.4,70.0,374,5,2005-06,8.9,2.3,4.1,1.0,0.1,22.5,70.0,7.3,3.1,1.9,1.6,3.9,1.6,0.404,3.4,0.46,0.676,2005-06
429,Chris Webber,PF,33,TOT,61,60,29.9,4.7,10.5,0.452,0.1,0.2,0.364,4.7,10.3,0.454,0.455,1.7,2.6,0.638,2.0,5.1,7.2,3.1,1.0,0.7,1.8,2.3,11.2,75.0,286,4,2005-06,20.2,9.9,3.4,1.4,0.8,38.6,75.0,19.0,8.2,2.4,0.3,1.0,7.9,0.273,17.9,0.443,0.756,2001-02
429,Chris Webber,PF,33,PHI,18,18,30.2,4.9,12.8,0.387,0.1,0.3,0.4,4.8,12.5,0.387,0.391,1.0,1.6,0.643,2.1,6.2,8.3,3.4,1.0,0.8,1.8,2.0,11.0,75.0,286,4,2005-06,20.2,9.9,3.4,1.4,0.8,38.6,75.0,19.0,8.2,2.4,0.3,1.0,7.9,0.273,17.9,0.443,0.756,2001-02
429,Chris Webber,PF,33,DET,43,42,29.7,4.7,9.5,0.489,0.0,0.1,0.333,4.6,9.4,0.491,0.491,2.0,3.1,0.636,2.0,4.7,6.7,3.0,1.0,0.6,1.7,2.5,11.3,75.0,286,4,2005-06,20.2,9.9,3.4,1.4,0.8,38.6,75.0,19.0,8.2,2.4,0.3,1.0,7.9,0.273,17.9,0.443,0.756,2001-02
430,Martell Webster,SF,20,POR,82,27,21.5,2.4,6.0,0.396,1.1,3.0,0.364,1.3,3.0,0.43,0.489,1.1,1.6,0.705,0.5,2.4,2.9,0.6,0.4,0.2,0.9,1.5,7.0,61.0,61,1,2005-06,6.6,2.1,0.6,0.3,0.2,17.5,61.0,5.7,2.3,0.7,1.1,3.0,1.2,0.357,2.7,0.446,0.859,2005-06
431,Bonzi Wells,SF,30,HOU,28,1,21.1,3.0,7.4,0.411,0.0,0.3,0.143,3.0,7.1,0.42,0.413,1.6,2.9,0.561,0.9,3.4,4.3,1.1,0.9,0.5,2.0,2.2,7.8,52.0,342,5,2005-06,13.6,7.7,2.8,1.8,0.5,32.4,52.0,11.8,5.5,2.4,0.2,0.9,5.3,0.222,10.9,0.482,0.679,2001-02
432,David Wesley,SG,36,CLE,35,5,10.1,0.6,2.1,0.293,0.3,1.1,0.237,0.4,1.1,0.351,0.353,0.6,0.8,0.714,0.1,0.9,1.0,1.1,0.3,0.1,0.5,0.9,2.1,71.0,352,5,2005-06,9.9,2.5,2.9,0.8,0.1,33.4,71.0,7.9,3.2,1.7,1.4,3.8,1.8,0.365,4.1,0.438,0.807,2002-03
433,David West,PF,26,NOK,52,52,36.5,7.3,15.2,0.476,0.2,0.5,0.32,7.1,14.8,0.481,0.481,3.6,4.4,0.824,2.4,5.7,8.2,2.2,0.8,0.7,1.9,2.8,18.3,74.0,175,2,2005-06,17.1,7.4,1.2,0.8,0.9,34.1,74.0,14.0,7.2,1.4,0.0,0.1,7.1,0.273,13.9,0.514,0.843,2005-06
434,Delonte West,SG,23,BOS,69,47,32.2,4.4,10.4,0.427,0.9,2.6,0.365,3.5,7.8,0.447,0.472,2.4,2.9,0.853,0.5,2.6,3.0,4.4,1.1,0.5,2.0,2.2,12.2,71.0,110,2,2005-06,11.8,4.1,4.6,1.2,0.6,34.1,71.0,9.6,4.7,1.9,1.2,3.1,3.5,0.385,6.6,0.534,0.851,2005-06
435,James White,SG,24,SAS,6,2,22.8,3.0,6.8,0.439,0.3,1.2,0.286,2.7,5.7,0.471,0.463,2.0,2.5,0.8,0.5,2.8,3.3,0.8,0.5,0.2,0.8,1.2,8.3,0.0,0,0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,None
436,Chris Wilcox,PF,24,SEA,82,81,31.5,5.3,10.0,0.529,0.0,0.1,0.0,5.3,9.9,0.533,0.529,2.9,4.3,0.684,2.2,5.5,7.7,1.0,0.9,0.5,1.5,3.0,13.5,77.0,242,4,2005-06,8.1,5.3,0.7,0.4,0.4,19.9,77.0,5.8,3.3,0.9,0.0,0.0,3.3,0.0,5.8,0.574,0.732,2003-04
437,Damien Wilkins,SF,27,SEA,82,31,24.8,3.2,7.3,0.435,0.6,1.5,0.41,2.6,5.9,0.442,0.477,1.8,2.1,0.882,1.1,1.7,2.8,1.9,1.1,0.2,1.4,1.9,8.8,82.0,111,1,2005-06,6.5,2.3,1.3,0.9,0.1,18.6,82.0,5.3,2.4,1.0,0.2,0.7,2.2,0.25,4.6,0.472,0.84,2005-06
438,Mike Wilks,PG,27,SEA,47,4,11.4,1.4,3.0,0.468,0.1,0.3,0.333,1.3,2.7,0.484,0.486,0.7,0.9,0.786,0.3,0.8,1.1,1.7,0.3,0.1,0.7,1.1,3.6,47.0,167,3,2005-06,1.8,0.8,0.7,0.3,0.0,7.4,47.0,1.9,0.6,0.5,0.1,0.4,0.6,0.158,1.5,0.366,0.61,2002-03
439,Aaron Williams,PF,35,LAC,38,7,9.8,0.8,1.4,0.547,0.0,0.0,0.0,0.8,1.4,0.558,0.547,0.5,0.6,0.818,0.7,1.5,2.2,0.2,0.2,0.4,0.5,1.5,2.0,48.0,325,5,2005-06,4.6,3.8,0.4,0.4,0.4,16.5,48.0,3.7,1.9,0.6,0.0,0.0,1.9,,3.7,0.517,0.69,2001-02
440,Alvin Williams,PG,32,LAC,2,0,5.0,0.0,1.0,0.0,0.0,0.5,0.0,0.0,0.5,0.0,0.0,1.0,2.0,0.5,0.5,0.0,0.5,1.5,1.0,0.0,1.5,0.0,1.0,1.0,217,3,2003-04,8.8,2.7,4.0,1.0,0.2,30.9,56.0,8.9,3.6,1.4,0.5,1.6,3.1,0.292,7.3,0.43,0.776,2002-03
441,Deron Williams,PG,22,UTA,80,80,36.9,6.2,13.5,0.456,1.0,3.2,0.322,5.2,10.4,0.498,0.494,2.8,3.7,0.767,0.5,2.8,3.3,9.3,1.0,0.2,3.1,3.2,16.2,80.0,80,1,2005-06,10.8,2.4,4.5,0.8,0.2,28.8,80.0,10.1,4.2,1.8,1.1,2.7,3.1,0.416,7.3,0.423,0.704,2005-06
442,Eric Williams,SF,34,TOT,21,0,5.8,0.9,2.2,0.404,0.4,0.9,0.421,0.5,1.3,0.393,0.489,0.4,0.7,0.571,0.1,0.7,0.8,0.3,0.1,0.0,0.3,0.6,2.6,28.0,310,4,2004-05,7.7,3.1,1.7,0.7,0.1,24.0,55.0,6.0,2.6,1.1,0.5,1.3,2.1,0.384,4.7,0.444,0.696,2003-04
442,Eric Williams,SF,34,SAS,16,0,5.5,0.9,2.1,0.441,0.5,1.1,0.471,0.4,1.1,0.412,0.559,0.3,0.4,0.571,0.1,0.8,0.9,0.4,0.1,0.0,0.3,0.4,2.6,28.0,310,4,2004-05,7.7,3.1,1.7,0.7,0.1,24.0,55.0,6.0,2.6,1.1,0.5,1.3,2.1,0.384,4.7,0.444,0.696,2003-04
442,Eric Williams,SF,34,CHA,5,0,6.6,0.8,2.6,0.308,0.0,0.4,0.0,0.8,2.2,0.364,0.308,0.8,1.4,0.571,0.4,0.2,0.6,0.2,0.2,0.0,0.4,1.2,2.4,28.0,310,4,2004-05,7.7,3.1,1.7,0.7,0.1,24.0,55.0,6.0,2.6,1.1,0.5,1.3,2.1,0.384,4.7,0.444,0.696,2003-04
443,Jason Williams,PG,31,MIA,61,55,30.6,3.9,9.3,0.413,1.6,4.8,0.339,2.2,4.5,0.493,0.501,1.5,1.7,0.913,0.3,2.0,2.3,5.3,1.0,0.0,1.6,1.1,10.9,59.0,343,5,2005-06,12.3,2.4,4.9,0.9,0.1,31.8,59.0,10.3,4.5,1.7,1.8,4.9,2.7,0.372,5.4,0.506,0.867,2001-02
444,Justin Williams,C,22,SAC,26,1,12.8,2.1,3.4,0.614,0.0,0.0,0.0,2.1,3.3,0.621,0.614,0.9,2.4,0.365,2.0,2.5,4.4,0.1,0.2,0.6,0.6,2.0,5.0,0.0,0,0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,None
445,Lou Williams,PG,20,PHI,61,0,11.3,1.5,3.5,0.441,0.2,0.6,0.324,1.3,2.9,0.466,0.469,1.0,1.5,0.696,0.3,0.9,1.1,1.8,0.4,0.0,0.8,0.7,4.3,30.0,30,0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,None
446,Marcus Williams,PG,21,NJN,79,2,16.6,2.6,6.7,0.395,0.6,2.1,0.282,2.1,4.6,0.446,0.439,0.9,1.1,0.847,0.4,1.7,2.1,3.3,0.4,0.0,1.8,1.2,6.8,0.0,0,0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,None
447,Marvin Williams,PF,20,ATL,64,63,34.0,4.8,11.0,0.433,0.2,0.7,0.244,4.6,10.3,0.446,0.441,3.4,4.1,0.815,1.3,4.0,5.3,1.9,0.8,0.5,2.0,3.0,13.1,79.0,79,1,2005-06,8.5,4.8,0.8,0.6,0.3,24.7,79.0,6.7,3.0,1.1,0.2,0.7,2.8,0.245,6.1,0.464,0.747,2005-06
448,Mo Williams,PG,24,MIL,68,68,36.4,6.9,15.4,0.446,1.2,3.4,0.346,5.7,12.1,0.474,0.484,2.3,2.7,0.855,0.8,4.0,4.8,6.1,1.3,0.1,3.0,3.0,17.3,58.0,195,3,2005-06,12.1,2.5,4.0,0.9,0.1,26.4,58.0,10.8,4.6,1.8,1.3,3.3,3.3,0.382,7.6,0.443,0.85,2005-06
449,Shammond Williams,PG,31,LAL,30,0,11.5,1.2,2.9,0.407,0.7,1.7,0.4,0.5,1.2,0.417,0.523,0.1,0.2,0.667,0.4,1.0,1.3,1.0,0.4,0.0,0.4,0.7,3.1,0.0,181,3,2003-04,4.8,1.1,2.2,0.7,0.0,14.4,53.0,4.4,1.6,0.9,0.6,1.9,1.1,0.3,2.5,0.432,0.879,2002-03
450,Shawne Williams,SG,20,IND,46,3,12.1,1.6,3.5,0.469,0.4,1.1,0.365,1.2,2.3,0.519,0.528,0.2,0.4,0.55,0.7,1.1,1.8,0.5,0.1,0.2,0.5,1.5,3.9,0.0,0,0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,None
451,Shelden Williams,PF,23,ATL,81,31,18.7,2.0,4.5,0.455,0.0,0.0,0.5,2.0,4.5,0.454,0.458,1.4,1.8,0.764,1.6,3.8,5.4,0.5,0.6,0.5,1.2,2.5,5.5,0.0,0,0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,None
452,Corliss Williamson,PF,33,SAC,68,1,19.7,3.5,6.8,0.51,0.0,0.0,0.0,3.5,6.8,0.512,0.51,2.2,3.0,0.715,0.9,2.3,3.3,0.6,0.4,0.2,1.4,2.7,9.1,37.0,348,5,2005-06,3.4,1.8,0.4,0.2,0.1,9.8,37.0,2.8,1.2,0.8,0.1,0.1,1.1,1.0,2.7,0.406,0.776,2001-02
453,Kevin Willis,PF,44,DAL,5,0,8.6,1.0,2.6,0.385,0.0,0.0,,1.0,2.6,0.385,0.385,0.4,0.4,1.0,0.4,1.2,1.6,0.2,0.4,0.2,0.4,2.2,2.4,0.0,200,3,2003-04,3.4,2.0,0.2,0.4,0.2,7.8,48.0,3.1,1.5,0.7,0.0,0.0,1.5,0.0,3.1,0.47,0.615,2004-05
454,Metta World Peace,SF,27,SAC,70,65,37.7,6.5,14.9,0.44,1.3,3.7,0.358,5.2,11.1,0.468,0.485,4.4,5.9,0.74,1.5,5.0,6.5,3.4,2.1,0.6,2.1,2.9,18.8,56.0,260,4,2005-06,17.6,5.1,3.6,2.2,0.7,39.4,56.0,15.5,6.3,2.3,1.4,4.5,4.9,0.308,11.0,0.443,0.675,2003-04
455,Antoine Wright,SG,22,NJN,63,23,18.0,1.7,4.0,0.438,0.3,0.9,0.322,1.4,3.0,0.474,0.476,0.7,1.2,0.603,0.6,2.2,2.8,0.9,0.5,0.2,0.7,1.9,4.5,39.0,39,1,2005-06,1.8,0.8,0.3,0.1,0.1,9.5,39.0,2.1,0.7,0.5,0.0,0.4,0.7,0.067,1.7,0.424,0.5,2005-06
456,Bracey Wright,SG,22,MIN,19,0,10.0,1.3,3.2,0.4,0.3,1.1,0.3,0.9,2.1,0.45,0.45,0.7,0.9,0.722,0.4,0.7,1.1,0.8,0.5,0.1,0.3,0.3,3.5,7.0,7,0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,None
457,Dorell Wright,SF,21,MIA,66,19,19.6,2.5,5.5,0.445,0.1,0.5,0.147,2.4,5.0,0.476,0.452,1.0,1.3,0.744,0.6,3.5,4.1,1.4,0.6,0.7,1.0,1.7,6.0,20.0,23,0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,None
458,Lorenzen Wright,C,31,ATL,67,31,15.4,1.2,2.7,0.448,0.0,0.0,,1.2,2.7,0.448,0.448,0.1,0.5,0.281,1.3,2.0,3.2,0.6,0.4,0.4,0.6,3.0,2.6,78.0,336,5,2005-06,5.8,5.1,0.6,0.7,0.6,21.7,78.0,5.2,2.5,0.9,0.0,0.0,2.5,0.0,5.2,0.48,0.564,2001-02
