Rk,Player,Age,Tm,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,G_prev,G_prev_total,Seasons Played,Previous Season,PS_PTS,PS_TRB,PS_AST,PS_STL,PS_BLK,PS_MP,PS_G,PS_FGA,PS_FG,PS_TOV,PS_3P,PS_3PA,PS_2P,PS_3P%,PS_2PA,PS_2P%,PS_FT%,Best Season
115,Jalen Duren,20,DET,C,61,60,29.1,5.7,9.2,0.619,0.0,0.1,0.0,5.7,9.2,0.623,0.619,2.3,3.0,0.79,3.1,8.5,11.6,2.4,0.5,0.8,2.1,3.1,13.8,67.0,67,1,2022-23,9.1,8.9,1.1,0.7,0.9,24.9,67.0,5.9,3.9,1.4,0.0,0.0,3.9,0.0,5.9,0.652,0.611,2022-23
116,Bobby Portis,28,MIL,PF,82,4,24.5,5.7,11.2,0.508,1.2,3.0,0.407,4.5,8.2,0.545,0.562,1.2,1.5,0.79,1.7,5.7,7.4,1.3,0.8,0.4,1.1,2.3,13.8,70.0,523,8,2022-23,14.1,9.6,1.5,0.4,0.2,26.0,70.0,11.5,5.7,1.2,1.4,3.7,4.3,0.37,7.8,0.555,0.768,2021-22
117,Kenneth Lofton Jr.,21,3TM,PF,21,0,9.5,1.7,3.7,0.462,0.3,1.1,0.292,1.4,2.6,0.537,0.506,0.8,1.2,0.654,0.6,1.2,1.8,1.6,0.3,0.2,0.7,1.1,4.6,24.0,24,0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,None
117,Kenneth Lofton Jr.,21,MEM,PF,15,0,6.6,0.9,2.5,0.378,0.2,0.7,0.3,0.7,1.8,0.407,0.419,0.5,1.0,0.533,0.1,0.9,1.0,0.9,0.2,0.2,0.4,1.0,2.6,24.0,24,0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,None
117,Kenneth Lofton Jr.,21,PHI,PF,2,0,4.5,0.5,3.0,0.167,0.0,1.0,0.0,0.5,2.0,0.25,0.167,0.0,0.0,,0.0,1.5,1.5,0.0,0.0,0.0,1.0,0.0,1.0,24.0,24,0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,None
117,Kenneth Lofton Jr.,21,UTA,PF,4,0,22.8,5.3,8.8,0.6,1.0,3.0,0.333,4.3,5.8,0.739,0.657,2.3,2.8,0.818,2.5,2.5,5.0,4.8,0.8,0.5,1.5,2.3,13.8,24.0,24,0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,None
118,Saddiq Bey,24,ATL,SF,63,51,32.7,4.6,11.1,0.416,1.8,5.7,0.316,2.8,5.4,0.522,0.497,2.7,3.2,0.837,2.7,3.9,6.5,1.5,0.8,0.2,0.9,1.4,13.7,77.0,229,3,2022-23,13.8,4.7,1.5,0.9,0.2,27.6,77.0,10.9,4.6,0.9,2.0,5.4,2.6,0.361,5.4,0.483,0.861,2021-22
119,Jabari Smith Jr.,20,HOU,PF,76,76,31.9,5.0,11.0,0.454,1.8,5.0,0.363,3.2,6.0,0.53,0.537,2.0,2.4,0.811,1.8,6.3,8.1,1.6,0.7,0.8,1.2,2.6,13.7,79.0,79,1,2022-23,12.8,7.2,1.3,0.5,0.9,31.0,79.0,11.3,4.6,1.3,1.5,4.9,3.1,0.307,6.3,0.487,0.786,2022-23
120,Gary Trent Jr.,25,TOR,SG,71,41,28.1,5.1,11.9,0.426,2.5,6.4,0.393,2.6,5.5,0.464,0.531,1.0,1.4,0.771,0.4,2.3,2.6,1.7,1.1,0.1,0.7,1.4,13.7,66.0,270,4,2022-23,17.4,2.6,1.6,1.6,0.2,32.1,66.0,14.2,6.1,0.8,2.5,6.8,3.6,0.369,7.3,0.493,0.839,2021-22
121,P.J. Washington,25,2TM,PF,73,45,30.4,4.8,11.1,0.436,1.8,5.7,0.32,3.0,5.5,0.558,0.518,1.4,2.0,0.683,1.2,4.5,5.6,1.9,1.0,0.8,1.3,2.3,12.9,73.0,260,4,2022-23,15.7,4.9,2.4,0.9,1.1,32.6,73.0,13.4,5.9,1.5,2.0,5.9,3.9,0.348,7.5,0.518,0.73,2022-23
121,P.J. Washington,25,CHO,PF,44,17,29.2,5.2,11.6,0.446,1.8,5.5,0.324,3.4,6.0,0.558,0.524,1.5,2.1,0.713,1.2,4.1,5.3,2.2,0.9,0.7,1.5,2.5,13.6,73.0,260,4,2022-23,15.7,4.9,2.4,0.9,1.1,32.6,73.0,13.4,5.9,1.5,2.0,5.9,3.9,0.348,7.5,0.518,0.73,2022-23
121,P.J. Washington,25,DAL,PF,29,28,32.2,4.4,10.4,0.421,1.8,5.8,0.314,2.6,4.6,0.556,0.508,1.1,1.8,0.627,1.1,5.1,6.2,1.5,1.2,0.9,1.0,2.0,11.7,73.0,260,4,2022-23,15.7,4.9,2.4,0.9,1.1,32.6,73.0,13.4,5.9,1.5,2.0,5.9,3.9,0.348,7.5,0.518,0.73,2022-23
122,Rui Hachimura,25,LAL,PF,68,39,26.9,5.3,9.9,0.537,1.4,3.4,0.422,3.9,6.5,0.597,0.609,1.5,2.0,0.739,0.9,3.5,4.3,1.2,0.6,0.4,0.7,1.5,13.6,63.0,210,4,2022-23,11.2,4.5,0.9,0.3,0.4,23.3,63.0,9.3,4.5,0.8,0.8,2.5,3.7,0.319,6.7,0.55,0.739,2020-21
123,Naz Reid,24,MIN,C,81,14,24.2,5.0,10.5,0.477,2.1,5.0,0.414,2.9,5.5,0.535,0.576,1.3,1.8,0.736,0.9,4.3,5.2,1.3,0.8,0.9,1.4,2.1,13.5,68.0,245,3,2022-23,11.5,4.9,1.1,0.6,0.8,18.4,68.0,8.5,4.6,1.4,1.1,3.2,3.5,0.346,5.3,0.653,0.677,2022-23
124,Grayson Allen,28,PHO,SG,75,74,33.5,4.5,9.1,0.499,2.7,5.9,0.461,1.8,3.2,0.57,0.649,1.7,2.0,0.878,0.6,3.3,3.9,3.0,0.9,0.6,1.3,2.1,13.5,72.0,264,5,2022-23,10.4,3.3,2.3,0.9,0.2,27.4,72.0,7.7,3.4,1.0,2.0,5.1,1.4,0.399,2.7,0.518,0.905,2021-22
125,Cameron Johnson,27,BRK,PF,58,47,27.6,4.8,10.7,0.446,2.4,6.1,0.391,2.4,4.6,0.519,0.557,1.5,1.9,0.789,0.9,3.4,4.3,2.4,0.8,0.3,1.0,1.8,13.4,42.0,225,4,2022-23,15.5,4.4,1.9,1.2,0.3,28.5,42.0,11.3,5.3,0.9,2.5,6.1,2.9,0.404,5.2,0.548,0.842,2022-23
126,Corey Kispert,24,WAS,SF,80,22,25.8,4.8,9.9,0.486,2.3,6.0,0.383,2.5,3.9,0.643,0.602,1.4,2.0,0.726,0.4,2.4,2.8,2.0,0.5,0.2,1.2,1.8,13.4,74.0,151,2,2022-23,11.1,2.8,1.2,0.4,0.1,28.3,74.0,7.9,3.9,0.7,2.2,5.2,1.7,0.424,2.7,0.637,0.852,2022-23
127,Marvin Bagley III,24,2TM,C,50,25,21.1,4.8,8.2,0.586,0.2,0.5,0.391,4.6,7.7,0.597,0.597,1.9,2.5,0.762,2.6,3.6,6.2,1.1,0.4,0.7,1.2,1.6,11.7,42.0,208,4,2022-23,12.0,6.4,0.9,0.5,0.7,23.6,42.0,9.1,4.8,1.1,0.5,1.6,4.4,0.288,7.5,0.579,0.75,2018-19
127,Marvin Bagley III,24,DET,C,26,10,18.4,4.1,7.0,0.591,0.0,0.2,0.167,4.1,6.7,0.606,0.594,1.9,2.3,0.82,1.8,2.8,4.5,1.0,0.2,0.5,1.1,1.5,10.2,42.0,208,4,2022-23,12.0,6.4,0.9,0.5,0.7,23.6,42.0,9.1,4.8,1.1,0.5,1.6,4.4,0.288,7.5,0.579,0.75,2018-19
127,Marvin Bagley III,24,WAS,C,24,15,24.0,5.5,9.5,0.581,0.3,0.7,0.471,5.2,8.8,0.59,0.599,1.9,2.7,0.708,3.5,4.6,8.1,1.2,0.6,0.8,1.3,1.7,13.3,42.0,208,4,2022-23,12.0,6.4,0.9,0.5,0.7,23.6,42.0,9.1,4.8,1.1,0.5,1.6,4.4,0.288,7.5,0.579,0.75,2018-19
128,Andrew Wiggins,28,GSW,SF,71,59,27.0,5.0,11.0,0.453,1.3,3.6,0.358,3.7,7.4,0.498,0.511,2.0,2.7,0.751,1.5,3.0,4.5,1.7,0.6,0.6,1.2,2.1,13.2,37.0,635,9,2022-23,17.1,5.0,2.3,1.2,0.8,32.2,37.0,14.3,6.8,1.3,2.4,6.1,4.4,0.396,8.2,0.53,0.611,2016-17
129,Keyonte George,20,UTA,PG,75,44,27.0,4.3,10.9,0.391,2.0,5.9,0.334,2.3,5.0,0.459,0.482,2.5,3.0,0.848,0.2,2.6,2.8,4.4,0.5,0.1,2.5,1.2,13.0,0.0,0,0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,None
130,Scotty Pippen Jr.,23,MEM,PG,21,16,25.1,4.8,9.7,0.493,1.4,3.4,0.417,3.3,6.2,0.534,0.567,2.0,2.6,0.745,1.0,2.1,3.2,4.7,1.7,0.5,2.7,2.9,12.9,6.0,6,0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,None
131,Duncan Robinson,29,MIA,SF,68,36,28.0,4.5,9.9,0.45,2.8,7.0,0.395,1.7,3.0,0.579,0.589,1.2,1.3,0.889,0.2,2.3,2.5,2.8,0.7,0.2,1.4,2.4,12.9,42.0,281,4,2022-23,6.4,1.6,1.1,0.3,0.0,16.5,42.0,5.6,2.1,0.7,1.5,4.6,0.6,0.328,1.1,0.556,0.906,2019-20
132,Mark Williams,22,CHO,C,19,19,26.7,5.2,7.9,0.649,0.0,0.0,,5.2,7.9,0.649,0.649,2.4,3.4,0.719,4.0,5.7,9.7,1.2,0.8,1.1,0.9,2.6,12.7,43.0,43,1,2022-23,9.0,7.1,0.4,0.7,1.0,19.3,43.0,5.8,3.7,0.9,0.0,0.0,3.7,,5.8,0.637,0.691,2022-23
133,Dillon Brooks,28,HOU,SF,72,72,30.9,4.6,10.7,0.428,1.8,5.1,0.359,2.7,5.5,0.492,0.515,1.7,2.0,0.844,0.7,2.7,3.4,1.7,0.9,0.1,1.2,3.3,12.7,73.0,345,4,2022-23,14.3,3.3,2.6,0.9,0.2,30.3,73.0,13.6,5.4,1.4,2.0,6.0,3.4,0.326,7.6,0.451,0.779,2020-21
134,Kelly Olynyk,32,2TM,C,78,27,22.6,3.5,6.4,0.555,0.8,2.0,0.387,2.8,4.4,0.632,0.616,1.9,2.3,0.833,1.4,3.9,5.3,4.4,0.9,0.4,1.9,2.9,9.8,68.0,678,10,2022-23,12.5,6.2,3.7,0.9,0.5,28.6,68.0,8.2,4.1,2.5,1.4,3.5,2.7,0.394,4.7,0.576,0.853,2020-21
134,Kelly Olynyk,32,UTA,C,50,8,20.4,2.9,5.2,0.562,0.7,1.7,0.429,2.2,3.5,0.626,0.632,1.6,1.9,0.842,1.3,3.8,5.1,4.4,0.7,0.2,1.6,2.6,8.1,68.0,678,10,2022-23,12.5,6.2,3.7,0.9,0.5,28.6,68.0,8.2,4.1,2.5,1.4,3.5,2.7,0.394,4.7,0.576,0.853,2020-21
134,Kelly Olynyk,32,TOR,C,28,19,26.4,4.7,8.5,0.548,0.9,2.5,0.338,3.8,6.0,0.637,0.598,2.5,3.0,0.824,1.6,4.0,5.6,4.6,1.3,0.6,2.5,3.5,12.7,68.0,678,10,2022-23,12.5,6.2,3.7,0.9,0.5,28.6,68.0,8.2,4.1,2.5,1.4,3.5,2.7,0.394,4.7,0.576,0.853,2020-21
135,Alec Burks,32,2TM,SG,66,1,18.4,3.2,8.6,0.369,1.9,5.0,0.376,1.3,3.6,0.36,0.478,2.2,2.5,0.868,0.4,1.9,2.3,1.3,0.4,0.2,0.7,1.1,10.4,51.0,676,10,2022-23,12.8,3.1,2.2,0.7,0.2,22.0,51.0,9.0,3.9,1.1,1.9,4.7,2.0,0.414,4.3,0.459,0.814,2019-20
135,Alec Burks,32,DET,SG,43,0,21.0,3.7,9.4,0.394,2.3,5.7,0.401,1.4,3.7,0.384,0.516,2.8,3.1,0.903,0.4,2.2,2.6,1.6,0.5,0.3,0.7,1.5,12.6,51.0,676,10,2022-23,12.8,3.1,2.2,0.7,0.2,22.0,51.0,9.0,3.9,1.1,1.9,4.7,2.0,0.414,4.3,0.459,0.814,2019-20
135,Alec Burks,32,NYK,SG,23,1,13.5,2.2,7.1,0.307,1.1,3.6,0.301,1.1,3.5,0.313,0.383,1.0,1.4,0.727,0.3,1.4,1.7,0.9,0.3,0.0,0.7,0.5,6.5,51.0,676,10,2022-23,12.8,3.1,2.2,0.7,0.2,22.0,51.0,9.0,3.9,1.1,1.9,4.7,2.0,0.414,4.3,0.459,0.814,2019-20
136,Spencer Dinwiddie,30,2TM,PG,76,52,28.3,3.3,8.4,0.392,1.6,4.8,0.337,1.7,3.6,0.467,0.489,2.2,2.8,0.805,0.4,2.3,2.7,4.7,0.7,0.3,1.2,1.8,10.5,79.0,466,6,2022-23,17.3,3.4,6.5,0.8,0.3,34.5,79.0,13.3,5.8,1.8,2.3,6.2,3.5,0.369,7.1,0.498,0.812,2019-20
136,Spencer Dinwiddie,30,BRK,PG,48,48,30.7,4.1,10.4,0.391,1.9,5.8,0.32,2.2,4.6,0.48,0.48,2.6,3.3,0.781,0.5,2.8,3.3,6.0,0.8,0.2,1.3,1.8,12.6,79.0,466,6,2022-23,17.3,3.4,6.5,0.8,0.3,34.5,79.0,13.3,5.8,1.8,2.3,6.2,3.5,0.369,7.1,0.498,0.812,2019-20
136,Spencer Dinwiddie,30,LAL,PG,28,4,24.2,2.0,5.0,0.397,1.3,3.2,0.389,0.8,1.8,0.412,0.521,1.6,1.8,0.88,0.1,1.5,1.7,2.4,0.5,0.5,1.0,1.9,6.8,79.0,466,6,2022-23,17.3,3.4,6.5,0.8,0.3,34.5,79.0,13.3,5.8,1.8,2.3,6.2,3.5,0.369,7.1,0.498,0.812,2019-20
137,Jalen Suggs,22,ORL,SG,75,75,27.0,4.5,9.5,0.471,2.0,5.1,0.397,2.4,4.4,0.556,0.578,1.6,2.1,0.756,0.6,2.4,3.1,2.7,1.4,0.6,1.8,2.7,12.6,53.0,101,2,2022-23,9.9,3.0,2.9,1.3,0.5,23.5,53.0,8.4,3.5,1.8,1.2,3.8,2.3,0.327,4.6,0.496,0.723,2021-22
138,Jrue Holiday,33,BOS,PG,69,69,32.8,4.8,10.0,0.48,2.0,4.7,0.429,2.8,5.3,0.526,0.581,0.9,1.0,0.833,1.2,4.2,5.4,4.8,0.9,0.8,1.8,1.6,12.5,67.0,906,13,2022-23,19.3,5.1,7.4,1.2,0.4,32.6,67.0,15.3,7.3,2.9,2.4,6.1,5.0,0.384,9.1,0.542,0.859,2018-19
139,Brook Lopez,35,MIL,C,79,79,30.5,4.6,9.6,0.485,1.9,5.1,0.366,2.8,4.4,0.621,0.583,1.4,1.7,0.821,1.5,3.7,5.2,1.6,0.5,2.4,1.0,2.4,12.5,78.0,946,12,2022-23,15.9,6.7,1.3,0.5,2.5,30.4,78.0,11.5,6.1,1.4,1.7,4.7,4.4,0.374,6.9,0.637,0.784,2015-16
140,Cam Whitmore,19,HOU,SF,47,2,18.7,4.5,9.9,0.454,1.7,4.7,0.359,2.8,5.3,0.538,0.539,1.6,2.4,0.679,0.9,2.9,3.8,0.7,0.6,0.4,1.0,1.4,12.3,0.0,0,0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,None
141,Josh Giddey,21,OKC,SG,80,80,25.1,5.0,10.6,0.475,1.0,3.0,0.337,4.0,7.6,0.53,0.523,1.3,1.6,0.806,1.4,5.0,6.4,4.8,0.6,0.6,2.1,1.4,12.3,76.0,130,2,2022-23,16.6,7.9,6.2,0.8,0.4,31.1,76.0,14.7,7.1,2.8,1.0,3.1,6.1,0.325,11.6,0.524,0.731,2022-23
142,Ayo Dosunmu,24,CHI,SG,76,37,29.1,4.7,9.5,0.501,1.6,3.9,0.403,3.2,5.6,0.568,0.583,1.1,1.4,0.81,0.7,2.1,2.8,3.2,0.9,0.5,1.4,2.2,12.2,80.0,157,2,2022-23,8.6,2.8,2.6,0.8,0.3,26.2,80.0,7.1,3.5,1.2,0.7,2.4,2.8,0.312,4.8,0.583,0.805,2021-22
143,Javonte Green,30,CHI,SF,9,5,25.6,5.0,8.3,0.6,1.1,3.0,0.37,3.9,5.3,0.729,0.667,1.1,1.4,0.769,2.2,5.2,7.4,0.6,1.1,0.9,0.8,2.1,12.2,32.0,186,3,2021-22,7.2,4.2,0.9,1.0,0.5,23.4,65.0,5.0,2.7,0.5,0.6,1.6,2.2,0.356,3.4,0.625,0.833,2021-22
144,Max Strus,27,CLE,SF,70,70,32.0,4.3,10.4,0.418,2.4,6.8,0.351,1.9,3.6,0.546,0.533,1.1,1.4,0.794,0.9,3.9,4.8,4.0,0.9,0.4,1.6,2.4,12.2,80.0,189,3,2022-23,11.5,3.2,2.1,0.5,0.2,28.4,80.0,9.9,4.1,0.9,2.5,7.0,1.6,0.35,2.8,0.559,0.876,2022-23
145,Aaron Nesmith,24,IND,SF,72,47,27.7,4.4,8.8,0.496,1.9,4.6,0.419,2.4,4.2,0.581,0.606,1.5,1.9,0.781,0.9,2.9,3.8,1.5,0.9,0.7,0.9,3.3,12.2,73.0,171,3,2022-23,10.1,3.8,1.3,0.8,0.5,24.9,73.0,8.1,3.5,1.0,1.6,4.3,1.9,0.366,3.8,0.496,0.838,2022-23
146,Jonas Valančiūnas,31,NOP,C,82,82,23.5,4.9,8.8,0.559,0.5,1.5,0.308,4.5,7.3,0.609,0.585,2.0,2.5,0.785,2.3,6.5,8.8,2.1,0.4,0.8,1.4,2.7,12.2,79.0,774,11,2022-23,14.1,10.2,1.8,0.3,0.7,24.9,79.0,10.3,5.6,2.0,0.5,1.4,5.2,0.349,8.9,0.577,0.826,2021-22
147,Buddy Hield,31,2TM,SF,84,42,25.7,4.4,10.1,0.436,2.6,6.8,0.386,1.8,3.4,0.539,0.565,0.6,0.7,0.881,0.7,2.5,3.2,2.8,0.8,0.5,1.2,2.0,12.1,80.0,548,7,2022-23,16.8,5.0,2.8,1.2,0.3,31.0,80.0,13.0,5.9,1.7,3.6,8.5,2.3,0.425,4.5,0.518,0.822,2018-19
147,Buddy Hield,31,IND,SF,52,28,25.7,4.4,9.9,0.443,2.6,6.9,0.384,1.8,3.1,0.575,0.575,0.5,0.6,0.848,0.7,2.6,3.2,2.7,0.8,0.6,1.2,2.0,12.0,80.0,548,7,2022-23,16.8,5.0,2.8,1.2,0.3,31.0,80.0,13.0,5.9,1.7,3.6,8.5,2.3,0.425,4.5,0.518,0.822,2018-19
147,Buddy Hield,31,PHI,SG,32,14,25.8,4.4,10.4,0.426,2.6,6.6,0.389,1.9,3.8,0.492,0.55,0.8,0.8,0.923,0.8,2.3,3.2,3.0,0.8,0.3,1.3,2.1,12.2,80.0,548,7,2022-23,16.8,5.0,2.8,1.2,0.3,31.0,80.0,13.0,5.9,1.7,3.6,8.5,2.3,0.425,4.5,0.518,0.822,2018-19
148,Harrison Barnes,31,SAC,PF,82,82,29.0,4.2,8.9,0.474,1.8,4.7,0.387,2.4,4.2,0.571,0.576,1.9,2.4,0.801,0.8,2.2,3.0,1.2,0.7,0.1,0.7,1.2,12.2,82.0,829,11,2022-23,15.0,4.5,1.6,0.7,0.1,32.5,82.0,9.6,4.6,1.0,1.6,4.3,3.0,0.374,5.3,0.553,0.847,2016-17
149,Bruce Brown,27,2TM,SG,67,44,27.9,4.1,8.7,0.478,0.8,2.4,0.323,3.4,6.2,0.538,0.523,1.7,2.1,0.824,0.8,3.4,4.2,2.9,0.9,0.3,1.3,2.2,10.8,80.0,349,5,2022-23,11.5,4.1,3.4,1.1,0.6,28.5,80.0,9.3,4.5,1.5,1.1,3.2,3.3,0.358,6.1,0.548,0.758,2022-23
149,Bruce Brown,27,IND,SG,33,33,29.7,4.5,9.5,0.475,1.0,3.1,0.327,3.5,6.5,0.545,0.527,2.0,2.5,0.817,0.8,3.9,4.7,3.0,1.1,0.2,1.2,2.5,12.1,80.0,349,5,2022-23,11.5,4.1,3.4,1.1,0.6,28.5,80.0,9.3,4.5,1.5,1.1,3.2,3.3,0.358,6.1,0.548,0.758,2022-23
149,Bruce Brown,27,TOR,PG,34,11,26.0,3.8,7.9,0.481,0.6,1.9,0.317,3.2,6.0,0.532,0.519,1.5,1.8,0.833,0.8,3.0,3.8,2.7,0.7,0.3,1.3,2.0,9.6,80.0,349,5,2022-23,11.5,4.1,3.4,1.1,0.6,28.5,80.0,9.3,4.5,1.5,1.1,3.2,3.3,0.358,6.1,0.548,0.758,2022-23
150,Tyus Jones,27,WAS,PG,66,66,29.3,4.9,10.1,0.489,1.6,3.9,0.414,3.3,6.2,0.537,0.569,0.5,0.6,0.8,0.3,2.4,2.7,7.3,1.1,0.3,1.0,0.7,12.0,80.0,535,8,2022-23,10.3,2.5,5.2,1.0,0.1,24.3,80.0,8.9,3.9,0.9,1.5,4.1,2.4,0.371,4.8,0.495,0.8,2022-23
151,Tre Mann,22,2TM,PG,41,28,24.1,3.5,7.7,0.459,1.1,3.1,0.373,2.4,4.6,0.516,0.533,1.1,1.4,0.763,0.5,3.1,3.6,4.0,1.2,0.1,1.6,1.2,9.3,67.0,127,2,2022-23,7.7,2.3,1.8,0.6,0.2,17.7,67.0,7.5,2.9,0.9,1.2,3.8,1.7,0.315,3.6,0.475,0.764,2021-22
151,Tre Mann,22,OKC,PG,13,0,9.2,1.5,3.1,0.5,0.6,1.5,0.421,0.9,1.6,0.571,0.6,0.1,0.1,1.0,0.3,1.5,1.8,1.5,0.2,0.0,0.7,0.2,3.8,67.0,127,2,2022-23,7.7,2.3,1.8,0.6,0.2,17.7,67.0,7.5,2.9,0.9,1.2,3.8,1.7,0.315,3.6,0.475,0.764,2021-22
151,Tre Mann,22,CHO,PG,28,28,31.0,4.5,9.9,0.453,1.4,3.8,0.364,3.1,6.0,0.509,0.524,1.6,2.1,0.759,0.6,3.9,4.5,5.2,1.7,0.1,2.0,1.6,11.9,67.0,127,2,2022-23,7.7,2.3,1.8,0.6,0.2,17.7,67.0,7.5,2.9,0.9,1.2,3.8,1.7,0.315,3.6,0.475,0.764,2021-22
152,Jaime Jaquez Jr.,22,MIA,SF,75,20,28.2,4.5,9.3,0.489,0.9,2.7,0.322,3.7,6.6,0.558,0.536,1.9,2.3,0.811,1.1,2.7,3.8,2.6,1.0,0.3,1.5,2.2,11.9,0.0,0,0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,None
153,Nic Claxton,24,BRK,C,71,71,29.8,5.2,8.2,0.629,0.0,0.1,0.2,5.1,8.1,0.633,0.63,1.5,2.8,0.551,2.7,7.2,9.9,2.1,0.6,2.1,1.3,2.5,11.8,76.0,170,2,2022-23,12.6,9.2,1.9,0.9,2.5,29.9,76.0,7.7,5.4,1.3,0.0,0.0,5.4,0.0,7.7,0.708,0.541,2022-23
154,Ivica Zubac,26,LAC,C,68,68,26.4,5.0,7.6,0.649,0.0,0.0,,5.0,7.6,0.649,0.649,1.8,2.4,0.723,2.9,6.3,9.2,1.4,0.3,1.2,1.2,2.6,11.7,76.0,436,7,2022-23,10.8,9.9,1.0,0.4,1.3,28.6,76.0,6.8,4.3,1.5,0.0,0.0,4.3,0.0,6.7,0.637,0.697,2022-23
155,Cole Anthony,23,ORL,PG,81,0,22.4,4.1,9.4,0.435,1.1,3.4,0.338,3.0,6.0,0.49,0.496,2.2,2.7,0.826,0.8,3.0,3.8,2.9,0.8,0.5,1.6,2.2,11.6,60.0,172,3,2022-23,13.0,4.8,3.9,0.6,0.5,25.9,60.0,10.2,4.6,1.5,1.3,3.4,3.4,0.364,6.7,0.5,0.894,2021-22
156,Jeremy Sochan,20,SAS,PF,74,73,29.6,4.6,10.5,0.438,0.9,3.1,0.308,3.6,7.4,0.492,0.483,1.5,1.9,0.771,1.9,4.6,6.4,3.4,0.8,0.5,1.9,2.3,11.6,56.0,56,1,2022-23,11.0,5.3,2.5,0.8,0.4,26.0,56.0,9.9,4.5,1.7,0.6,2.4,3.9,0.246,7.5,0.519,0.698,2022-23
157,Clint Capela,29,ATL,C,73,73,25.8,4.8,8.5,0.571,0.0,0.0,0.0,4.8,8.5,0.572,0.571,1.8,2.8,0.631,4.6,6.0,10.6,1.2,0.6,1.5,1.0,2.2,11.5,65.0,536,8,2022-23,12.0,11.0,0.9,0.7,1.2,26.6,65.0,8.2,5.4,0.8,0.0,0.0,5.4,0.0,8.2,0.654,0.603,2018-19
158,Lamar Stevens,26,2TM,PF,38,3,14.7,2.8,6.3,0.45,0.4,1.2,0.304,2.5,5.1,0.485,0.479,1.1,1.4,0.778,0.9,2.4,3.3,0.7,0.6,0.6,0.6,1.2,7.2,62.0,165,3,2022-23,5.3,3.3,0.5,0.4,0.3,18.1,62.0,4.6,2.1,0.4,0.5,1.5,1.6,0.316,3.1,0.513,0.702,2021-22
158,Lamar Stevens,26,BOS,PF,19,1,6.4,1.1,2.4,0.467,0.2,0.4,0.375,0.9,1.9,0.486,0.5,0.4,0.6,0.727,0.6,1.0,1.6,0.4,0.3,0.3,0.5,0.7,2.8,62.0,165,3,2022-23,5.3,3.3,0.5,0.4,0.3,18.1,62.0,4.6,2.1,0.4,0.5,1.5,1.6,0.316,3.1,0.513,0.702,2021-22
158,Lamar Stevens,26,MEM,PF,19,2,23.0,4.6,10.3,0.446,0.6,2.0,0.289,4.0,8.3,0.484,0.474,1.8,2.3,0.791,1.3,3.8,5.1,1.1,0.9,0.9,0.8,1.6,11.5,62.0,165,3,2022-23,5.3,3.3,0.5,0.4,0.3,18.1,62.0,4.6,2.1,0.4,0.5,1.5,1.6,0.316,3.1,0.513,0.702,2021-22
159,Mike Conley,36,MIN,PG,76,76,28.9,3.9,8.5,0.457,2.4,5.3,0.442,1.5,3.1,0.481,0.595,1.3,1.5,0.911,0.5,2.4,2.9,5.9,1.2,0.2,1.3,1.7,11.4,67.0,1025,15,2022-23,11.9,2.7,6.7,1.1,0.2,30.3,67.0,9.1,3.9,1.5,2.0,5.2,1.9,0.385,3.9,0.486,0.834,2018-19
160,Brandon Clarke,27,MEM,PF,6,1,22.3,5.5,9.8,0.559,0.2,1.0,0.167,5.3,8.8,0.604,0.568,0.2,1.2,0.143,2.2,3.2,5.3,1.5,0.8,1.0,0.5,1.3,11.3,56.0,237,4,2022-23,10.0,5.5,1.3,0.6,0.7,19.5,56.0,6.2,4.1,1.0,0.0,0.1,4.1,0.167,6.1,0.665,0.723,2019-20
161,Malik Beasley,27,MIL,SG,79,77,29.6,4.1,9.1,0.443,2.8,6.9,0.413,1.2,2.3,0.533,0.598,0.3,0.4,0.714,0.5,3.2,3.7,1.4,0.7,0.1,0.7,2.0,11.3,81.0,417,6,2022-23,12.7,3.5,1.5,0.8,0.1,25.8,81.0,11.6,4.6,1.1,2.9,8.1,1.7,0.357,3.4,0.484,0.769,2020-21
