Rk,Player,Pos,Age,Tm,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,G_prev,G_prev_total,Seasons Played,Previous Season,PS_PTS,PS_TRB,PS_AST,PS_STL,PS_BLK,PS_MP,PS_G,PS_FGA,PS_FG,PS_TOV,PS_3P,PS_3PA,PS_2P,PS_3P%,PS_2PA,PS_2P%,PS_FT%,Best Season
101,Jermareo Davidson,SF,24,GSW,14,0,7.9,1.2,2.5,0.486,0.0,0.0,,1.2,2.5,0.486,0.486,0.6,1.2,0.471,0.7,1.7,2.4,0.1,0.1,0.2,0.4,0.9,3.0,38.0,38,1,2007-08,3.2,1.6,0.3,0.2,0.4,8.5,38.0,3.3,1.3,0.4,0.0,0.0,1.3,,3.3,0.408,0.643,2007-08
102,Baron Davis,PG,29,LAC,65,60,34.6,5.5,14.8,0.37,1.5,5.0,0.302,3.9,9.7,0.406,0.422,2.4,3.2,0.757,0.7,3.0,3.7,7.7,1.7,0.5,3.0,3.0,14.9,82.0,444,7,2007-08,21.8,4.7,7.6,2.3,0.5,39.0,82.0,18.6,7.9,2.8,2.1,6.4,5.8,0.33,12.2,0.477,0.75,2003-04
103,Glen Davis,C,23,BOS,76,16,21.5,2.6,5.9,0.442,0.0,0.1,0.4,2.6,5.9,0.443,0.444,1.7,2.3,0.73,1.6,2.4,4.0,0.9,0.7,0.3,0.9,3.0,7.0,69.0,69,1,2007-08,4.5,3.0,0.4,0.4,0.3,13.6,69.0,3.2,1.6,0.9,0.0,0.0,1.6,,3.2,0.484,0.66,2007-08
104,Paul Davis,PF,24,LAC,27,1,11.9,1.5,3.6,0.408,0.0,0.0,0.0,1.5,3.6,0.412,0.408,1.0,1.3,0.794,1.0,1.4,2.5,0.4,0.4,0.1,0.5,1.6,4.0,22.0,53,0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,None
105,Ricky Davis,SG,29,LAC,36,9,21.8,2.3,6.8,0.339,1.0,3.1,0.315,1.3,3.7,0.358,0.41,0.9,1.0,0.861,0.3,1.4,1.7,2.3,0.5,0.1,1.1,1.8,6.4,82.0,563,7,2007-08,13.8,4.3,3.4,1.1,0.2,36.1,82.0,11.8,5.1,2.3,1.6,4.1,3.5,0.405,7.8,0.447,0.787,2002-03
106,Luol Deng,SF,23,CHI,49,46,34.0,5.4,12.1,0.448,0.2,0.4,0.4,5.2,11.7,0.45,0.455,3.1,3.9,0.796,1.6,4.4,6.0,1.9,1.2,0.5,1.5,1.7,14.1,63.0,284,4,2007-08,17.0,6.3,2.5,0.9,0.5,33.8,63.0,14.2,6.8,1.9,0.1,0.3,6.7,0.364,13.9,0.482,0.77,2006-07
107,Boris Diaw,PF,26,TOT,81,59,34.0,5.5,10.9,0.507,0.9,2.2,0.414,4.6,8.7,0.531,0.549,1.2,1.8,0.687,1.5,3.9,5.3,4.1,0.8,0.7,2.7,2.5,13.2,82.0,378,5,2007-08,8.8,4.6,3.9,0.7,0.5,28.1,82.0,7.9,3.8,1.9,0.2,0.5,3.6,0.317,7.4,0.488,0.744,2005-06
107,Boris Diaw,PF,26,PHO,22,0,24.5,3.6,6.4,0.567,0.2,0.6,0.357,3.4,5.8,0.591,0.585,0.8,1.2,0.692,1.1,2.7,3.8,2.1,0.5,0.4,1.7,1.8,8.3,82.0,378,5,2007-08,8.8,4.6,3.9,0.7,0.5,28.1,82.0,7.9,3.8,1.9,0.2,0.5,3.6,0.317,7.4,0.488,0.744,2005-06
107,Boris Diaw,PF,26,CHA,59,59,37.6,6.2,12.6,0.495,1.2,2.8,0.419,5.1,9.8,0.517,0.542,1.4,2.1,0.686,1.6,4.3,5.9,4.9,0.8,0.7,3.0,2.8,15.1,82.0,378,5,2007-08,8.8,4.6,3.9,0.7,0.5,28.1,82.0,7.9,3.8,1.9,0.2,0.5,3.6,0.317,7.4,0.488,0.744,2005-06
108,Yakhouba Diawara,SF,26,MIA,63,21,13.5,1.2,3.4,0.35,0.8,2.6,0.313,0.4,0.9,0.463,0.468,0.2,0.3,0.526,0.4,0.9,1.3,0.4,0.2,0.1,0.3,1.2,3.4,54.0,118,2,2007-08,2.8,1.1,0.7,0.1,0.1,10.0,54.0,2.5,1.0,0.3,0.4,1.2,0.6,0.318,1.3,0.5,0.71,2006-07
109,Travis Diener,PG,26,IND,55,0,13.1,1.3,3.3,0.413,0.8,2.1,0.39,0.5,1.1,0.459,0.542,0.2,0.3,0.8,0.1,1.5,1.6,2.2,0.5,0.1,0.4,0.8,3.7,66.0,115,1,2007-08,6.9,1.7,3.8,0.5,0.1,20.5,66.0,6.5,2.4,0.8,1.1,3.5,1.3,0.318,3.0,0.431,0.901,2007-08
110,Ike Diogu,PF,25,TOT,29,1,7.4,1.3,2.6,0.527,0.0,0.1,0.5,1.3,2.5,0.528,0.534,1.4,1.8,0.755,0.9,1.0,1.9,0.1,0.1,0.1,0.4,0.8,4.1,30.0,158,2,2006-07,6.2,3.4,0.4,0.1,0.4,12.9,59.0,4.5,2.2,1.1,0.0,0.0,2.2,,4.5,0.477,0.8,2005-06
110,Ike Diogu,PF,25,POR,19,0,3.8,0.3,1.0,0.316,0.0,0.0,,0.3,1.0,0.316,0.316,0.8,1.1,0.75,0.6,0.3,0.9,0.0,0.1,0.1,0.3,0.5,1.4,30.0,158,2,2006-07,6.2,3.4,0.4,0.1,0.4,12.9,59.0,4.5,2.2,1.1,0.0,0.0,2.2,,4.5,0.477,0.8,2005-06
110,Ike Diogu,PF,25,SAC,10,1,14.2,3.3,5.5,0.6,0.1,0.2,0.5,3.2,5.3,0.604,0.609,2.5,3.3,0.758,1.4,2.5,3.9,0.3,0.2,0.1,0.6,1.4,9.2,30.0,158,2,2006-07,6.2,3.4,0.4,0.1,0.4,12.9,59.0,4.5,2.2,1.1,0.0,0.0,2.2,,4.5,0.477,0.8,2005-06
111,DeSagana Diop,C,27,TOT,75,1,13.8,1.0,2.3,0.433,0.0,0.0,,1.0,2.3,0.433,0.433,0.3,0.9,0.333,1.5,2.1,3.6,0.4,0.4,0.7,0.5,1.7,2.3,79.0,434,6,2007-08,2.9,5.0,0.5,0.3,1.1,16.4,79.0,2.3,1.2,0.7,0.0,0.0,1.2,,2.3,0.522,0.543,2007-08
111,DeSagana Diop,C,27,DAL,34,0,13.3,0.6,1.7,0.379,0.0,0.0,,0.6,1.7,0.379,0.379,0.4,0.9,0.414,1.3,2.1,3.5,0.4,0.4,0.7,0.3,1.6,1.6,79.0,434,6,2007-08,2.9,5.0,0.5,0.3,1.1,16.4,79.0,2.3,1.2,0.7,0.0,0.0,1.2,,2.3,0.522,0.543,2007-08
111,DeSagana Diop,C,27,CHA,41,1,14.2,1.3,2.8,0.46,0.0,0.0,,1.3,2.8,0.46,0.46,0.2,0.9,0.27,1.7,2.1,3.8,0.5,0.4,0.8,0.7,1.8,2.8,79.0,434,6,2007-08,2.9,5.0,0.5,0.3,1.1,16.4,79.0,2.3,1.2,0.7,0.0,0.0,1.2,,2.3,0.522,0.543,2007-08
112,Juan Dixon,PG,30,WAS,50,6,16.3,2.0,5.1,0.395,0.5,1.5,0.333,1.5,3.6,0.42,0.443,0.7,0.8,0.872,0.2,1.2,1.3,2.4,0.7,0.1,1.4,1.5,5.2,53.0,386,6,2007-08,5.0,1.4,1.8,0.4,0.0,12.6,53.0,4.9,2.0,1.0,0.6,1.4,1.4,0.417,3.5,0.409,0.808,2005-06
113,Keyon Dooling,PG,28,NJN,77,18,26.9,3.4,7.8,0.436,1.3,3.1,0.421,2.1,4.7,0.446,0.519,1.6,2.0,0.825,0.3,1.7,2.0,3.5,0.9,0.1,1.4,1.8,9.7,72.0,389,6,2007-08,8.1,1.4,1.8,0.5,0.1,18.5,72.0,5.9,2.8,0.8,0.3,0.9,2.4,0.338,5.0,0.492,0.845,2005-06
114,Joey Dorsey,PF,25,HOU,3,0,2.0,0.3,0.7,0.5,0.0,0.0,,0.3,0.7,0.5,0.5,0.0,0.0,,0.0,0.3,0.3,0.3,0.0,0.0,0.0,0.0,0.7,0.0,0,0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,None
115,Quincy Douby,PG,24,TOT,27,0,11.1,1.6,4.1,0.382,0.5,1.7,0.304,1.0,2.4,0.438,0.445,0.6,0.7,0.895,0.2,1.0,1.2,0.9,0.2,0.2,0.5,1.0,4.3,74.0,116,2,2007-08,4.8,1.1,0.7,0.4,0.2,11.8,74.0,4.5,1.8,0.8,0.6,1.6,1.2,0.344,2.9,0.423,0.923,2007-08
115,Quincy Douby,PG,24,SAC,20,0,11.4,1.5,4.4,0.341,0.5,1.9,0.27,1.0,2.6,0.392,0.398,0.7,0.8,0.933,0.2,1.1,1.3,0.7,0.1,0.3,0.3,1.2,4.2,74.0,116,2,2007-08,4.8,1.1,0.7,0.4,0.2,11.8,74.0,4.5,1.8,0.8,0.6,1.6,1.2,0.344,2.9,0.423,0.923,2007-08
115,Quincy Douby,PG,24,TOR,7,0,10.4,1.7,3.1,0.545,0.6,1.3,0.444,1.1,1.9,0.615,0.636,0.4,0.6,0.75,0.4,0.6,1.0,1.7,0.4,0.0,1.0,0.6,4.4,74.0,116,2,2007-08,4.8,1.1,0.7,0.4,0.2,11.8,74.0,4.5,1.8,0.8,0.6,1.6,1.2,0.344,2.9,0.423,0.923,2007-08
116,Chris Douglas-Roberts,SG,22,NJN,44,3,13.3,1.8,4.0,0.46,0.1,0.3,0.25,1.8,3.7,0.476,0.469,1.2,1.4,0.823,0.3,0.8,1.1,1.2,0.3,0.2,0.7,0.8,4.9,0.0,0,0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,None
117,Goran Dragić,PG,22,PHO,55,1,13.2,1.6,4.1,0.393,0.4,1.0,0.37,1.2,3.1,0.4,0.438,0.9,1.2,0.769,0.6,1.3,1.9,2.0,0.5,0.1,1.3,1.6,4.5,0.0,0,0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,None
118,Jared Dudley,SF,23,TOT,68,7,17.0,2.0,4.2,0.477,0.4,1.1,0.392,1.6,3.1,0.507,0.528,1.0,1.5,0.676,1.2,1.8,3.0,0.8,0.8,0.1,0.6,1.5,5.5,73.0,73,1,2007-08,5.8,3.9,1.1,0.8,0.1,19.0,73.0,4.8,2.2,0.7,0.1,0.6,2.1,0.22,4.2,0.502,0.737,2007-08
118,Jared Dudley,SF,23,CHA,20,7,21.4,2.3,4.8,0.469,0.2,0.4,0.375,2.1,4.4,0.477,0.484,0.8,1.2,0.625,1.3,1.7,3.0,1.0,0.9,0.1,0.5,2.0,5.4,73.0,73,1,2007-08,5.8,3.9,1.1,0.8,0.1,19.0,73.0,4.8,2.2,0.7,0.1,0.6,2.1,0.22,4.2,0.502,0.737,2007-08
118,Jared Dudley,SF,23,PHO,48,0,15.2,1.9,3.9,0.481,0.5,1.4,0.394,1.4,2.6,0.528,0.55,1.2,1.7,0.691,1.2,1.9,3.0,0.8,0.8,0.1,0.7,1.4,5.5,73.0,73,1,2007-08,5.8,3.9,1.1,0.8,0.1,19.0,73.0,4.8,2.2,0.7,0.1,0.6,2.1,0.22,4.2,0.502,0.737,2007-08
119,Chris Duhon,PG,26,NYK,79,78,36.8,3.6,8.6,0.421,1.6,4.1,0.391,2.0,4.5,0.449,0.515,2.3,2.6,0.856,0.6,2.5,3.1,7.2,0.9,0.1,2.8,1.6,11.1,66.0,300,4,2007-08,5.8,1.8,4.0,0.7,0.0,22.6,66.0,5.2,2.0,1.1,0.8,2.3,1.2,0.348,2.9,0.418,0.813,2005-06
120,Tim Duncan,C,32,SAS,75,75,33.7,7.4,14.8,0.504,0.0,0.0,0.0,7.4,14.7,0.505,0.504,4.5,6.4,0.692,2.7,8.0,10.7,3.5,0.5,1.7,2.2,2.3,19.3,78.0,536,7,2007-08,19.3,11.3,2.8,0.7,1.9,34.0,78.0,15.1,7.5,2.3,0.0,0.1,7.5,0.0,15.1,0.498,0.73,2001-02
121,Mike Dunleavy,SG,28,IND,18,14,27.5,5.2,12.9,0.401,1.8,5.0,0.356,3.4,7.9,0.43,0.47,2.9,3.6,0.815,0.8,3.0,3.8,2.4,0.7,0.5,2.1,2.0,15.1,82.0,481,6,2007-08,19.1,5.2,3.5,1.0,0.4,36.0,82.0,13.6,6.5,2.3,2.0,4.7,4.5,0.424,8.9,0.504,0.834,2007-08
122,Kevin Durant,SF,20,OKC,74,74,39.0,8.9,18.8,0.476,1.3,3.1,0.422,7.6,15.7,0.486,0.51,6.1,7.1,0.863,1.0,5.5,6.5,2.8,1.3,0.7,3.0,1.8,25.3,80.0,80,1,2007-08,20.3,4.4,2.4,1.0,0.9,34.6,80.0,17.1,7.3,2.9,0.7,2.6,6.6,0.288,14.5,0.455,0.873,2007-08
123,Monta Ellis,SG,23,GSW,25,25,35.7,7.8,17.2,0.451,0.3,1.0,0.308,7.4,16.2,0.46,0.46,3.1,3.8,0.83,0.6,3.8,4.3,3.7,1.6,0.3,2.7,2.7,19.0,81.0,207,3,2007-08,20.2,5.0,3.9,1.5,0.3,37.9,81.0,15.1,8.0,2.1,0.1,0.6,7.9,0.231,14.5,0.545,0.767,2007-08
124,Francisco Elson,C,32,MIL,59,23,16.6,1.4,2.9,0.491,0.0,0.1,0.25,1.4,2.8,0.497,0.494,0.6,0.7,0.846,1.7,2.2,3.9,0.5,0.6,0.6,0.8,2.4,3.4,63.0,334,5,2007-08,3.3,3.2,0.4,0.2,0.3,12.9,63.0,3.7,1.5,0.7,0.0,0.0,1.5,0.0,3.7,0.391,0.703,2006-07
125,Melvin Ely,C,30,NOH,31,4,12.0,1.2,3.1,0.389,0.0,0.0,,1.2,3.1,0.389,0.389,0.7,1.2,0.639,1.0,1.1,2.1,0.6,0.1,0.3,0.7,1.9,3.1,52.0,312,5,2007-08,3.9,2.8,0.4,0.1,0.3,11.9,52.0,3.5,1.6,0.8,0.0,0.0,1.6,,3.5,0.472,0.552,2005-06
126,Maurice Evans,SF,30,ATL,80,25,23.0,2.6,6.0,0.432,1.2,3.1,0.395,1.4,2.9,0.47,0.533,0.8,0.9,0.822,1.1,1.9,3.0,0.7,0.6,0.1,0.5,2.0,7.2,75.0,306,4,2007-08,8.9,2.9,1.1,0.6,0.1,22.9,75.0,7.3,3.5,0.5,1.1,2.8,2.4,0.388,4.5,0.539,0.711,2007-08
127,Reggie Evans,PF,28,PHI,79,7,14.4,1.0,2.3,0.444,0.0,0.0,0.0,1.0,2.2,0.446,0.444,1.3,2.2,0.594,1.7,2.9,4.6,0.3,0.5,0.1,0.9,2.0,3.3,81.0,435,6,2007-08,5.2,7.5,0.8,1.1,0.1,23.2,81.0,4.3,1.9,1.3,0.0,0.0,1.9,1.0,4.3,0.438,0.467,2005-06
128,Jordan Farmar,PG,22,LAL,65,0,18.3,2.5,6.3,0.391,0.8,2.2,0.336,1.7,4.1,0.421,0.45,0.7,1.2,0.584,0.3,1.5,1.8,2.4,0.9,0.2,1.3,1.6,6.4,82.0,154,2,2007-08,9.1,2.2,2.7,0.9,0.1,20.6,82.0,7.7,3.5,1.3,1.4,3.7,2.2,0.371,4.0,0.546,0.679,2007-08
129,Desmon Farmer,SG,27,SAS,3,0,18.0,1.3,4.7,0.286,1.0,4.0,0.25,0.3,0.7,0.5,0.393,0.7,0.7,1.0,0.0,2.0,2.0,0.7,0.0,0.0,1.3,2.0,4.3,0.0,8,0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,None
130,Raymond Felton,PG,24,CHA,82,81,37.6,5.4,13.2,0.408,0.7,2.5,0.285,4.7,10.7,0.437,0.435,2.7,3.3,0.805,0.7,3.1,3.8,6.7,1.5,0.4,2.8,2.3,14.2,79.0,237,3,2007-08,14.4,3.0,7.4,1.2,0.2,37.6,79.0,12.6,5.2,2.7,0.7,2.5,4.5,0.28,10.1,0.447,0.8,2007-08
131,Rudy Fernández,SG,23,POR,78,4,25.6,3.4,8.1,0.425,2.0,5.1,0.399,1.4,3.0,0.47,0.552,1.5,1.8,0.839,0.6,2.1,2.7,2.0,0.9,0.2,1.1,1.4,10.4,0.0,0,0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,None
132,Kyrylo Fesenko,C,22,UTA,21,1,7.4,1.0,1.7,0.583,0.0,0.0,,1.0,1.7,0.583,0.583,0.3,1.0,0.333,0.7,1.1,1.8,0.2,0.3,0.7,0.4,1.7,2.3,9.0,9,0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,None
133,Michael Finley,SF,35,SAS,81,77,28.8,3.7,8.5,0.437,1.6,3.9,0.411,2.1,4.6,0.459,0.532,0.6,0.8,0.823,0.3,3.0,3.3,1.4,0.5,0.2,0.8,1.0,9.7,82.0,515,7,2007-08,10.1,3.1,1.4,0.4,0.1,26.9,82.0,9.3,3.8,0.7,1.6,4.4,2.2,0.37,4.9,0.453,0.8,2001-02
134,Derek Fisher,PG,34,LAL,82,82,29.8,3.6,8.4,0.424,1.5,3.7,0.397,2.1,4.7,0.446,0.512,1.3,1.6,0.846,0.3,2.0,2.3,3.2,1.2,0.1,0.9,2.3,9.9,82.0,554,7,2007-08,11.7,2.1,2.9,1.0,0.0,27.4,82.0,9.5,4.1,1.1,1.4,3.4,2.8,0.406,6.1,0.453,0.883,2005-06
135,T.J. Ford,PG,25,IND,74,49,30.5,5.6,12.3,0.452,0.5,1.4,0.337,5.1,10.9,0.467,0.472,3.3,3.8,0.872,0.8,2.7,3.5,5.3,1.2,0.2,2.4,2.4,14.9,51.0,253,4,2007-08,12.1,2.0,6.1,1.1,0.0,23.5,51.0,10.3,4.8,2.0,0.3,1.0,4.5,0.294,9.3,0.488,0.88,2006-07
136,Jeff Foster,C,32,IND,74,26,24.7,2.4,4.8,0.501,0.0,0.1,0.286,2.4,4.7,0.506,0.504,1.3,2.0,0.658,2.9,4.0,6.9,1.8,0.7,0.7,1.2,3.1,6.1,77.0,517,7,2007-08,6.4,8.7,1.7,0.7,0.4,24.5,77.0,4.8,2.7,0.8,0.0,0.0,2.7,0.0,4.8,0.554,0.593,2004-05
137,Randy Foye,SG,25,MIN,70,61,35.6,5.7,14.0,0.407,1.6,4.4,0.36,4.1,9.6,0.428,0.463,3.3,3.9,0.846,0.5,2.6,3.1,4.3,1.0,0.4,2.1,2.9,16.3,39.0,121,2,2007-08,13.1,3.3,4.2,0.9,0.1,32.3,39.0,11.8,5.1,2.0,1.6,3.8,3.5,0.412,8.1,0.436,0.815,2007-08
138,Adonal Foyle,C,33,TOT,10,0,6.2,0.7,1.1,0.636,0.0,0.0,,0.7,1.1,0.636,0.636,0.3,0.6,0.5,0.9,1.7,2.6,0.1,0.0,0.8,0.3,0.5,1.7,82.0,490,7,2007-08,1.9,2.5,0.2,0.2,0.5,9.4,82.0,1.9,0.9,0.4,0.0,0.0,0.9,,1.9,0.458,0.471,2002-03
138,Adonal Foyle,C,33,ORL,9,0,6.6,0.8,1.2,0.636,0.0,0.0,,0.8,1.2,0.636,0.636,0.3,0.7,0.5,1.0,1.9,2.9,0.1,0.0,0.9,0.3,0.4,1.9,82.0,490,7,2007-08,1.9,2.5,0.2,0.2,0.5,9.4,82.0,1.9,0.9,0.4,0.0,0.0,0.9,,1.9,0.458,0.471,2002-03
138,Adonal Foyle,C,33,MEM,1,0,3.0,0.0,0.0,,0.0,0.0,,0.0,0.0,,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,82.0,490,7,2007-08,1.9,2.5,0.2,0.2,0.5,9.4,82.0,1.9,0.9,0.4,0.0,0.0,0.9,,1.9,0.458,0.471,2002-03
139,Channing Frye,PF,25,POR,63,1,11.8,1.8,4.2,0.423,0.2,0.5,0.333,1.6,3.7,0.436,0.444,0.4,0.6,0.722,0.7,1.6,2.2,0.4,0.3,0.3,0.5,1.7,4.2,78.0,215,3,2007-08,6.8,4.5,0.7,0.4,0.3,17.2,78.0,5.8,2.8,0.7,0.0,0.1,2.8,0.3,5.7,0.492,0.78,2005-06
140,Dan Gadzuric,C,30,MIL,67,26,14.0,1.7,3.6,0.48,0.0,0.0,0.0,1.7,3.6,0.483,0.48,0.6,1.0,0.544,1.4,2.4,3.8,0.6,0.5,0.6,0.6,2.4,4.0,51.0,384,6,2007-08,3.2,2.8,0.2,0.4,0.5,10.5,51.0,3.0,1.3,0.7,0.0,0.0,1.3,0.0,3.0,0.418,0.524,2004-05
141,Danilo Gallinari,SG,20,NYK,28,2,14.7,2.0,4.5,0.448,1.1,2.6,0.444,0.9,1.9,0.453,0.576,0.9,1.0,0.963,0.5,1.5,2.0,0.5,0.5,0.1,0.5,1.7,6.1,0.0,0,0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,None
142,Francisco García,SF,27,SAC,65,36,30.4,4.5,10.2,0.444,1.4,3.4,0.398,3.2,6.8,0.466,0.51,2.2,2.7,0.82,0.9,2.5,3.4,2.3,1.2,1.0,1.7,3.0,12.7,79.0,225,3,2007-08,12.3,3.3,1.6,1.2,0.6,26.5,79.0,9.5,4.4,1.6,1.4,3.7,3.0,0.391,5.9,0.508,0.779,2007-08
143,Thomas Gardner,SG,23,ATL,16,0,6.1,0.6,2.3,0.25,0.3,1.4,0.174,0.3,0.8,0.385,0.306,0.1,0.3,0.5,0.0,0.4,0.4,0.1,0.3,0.1,0.2,0.3,1.5,4.0,4,0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,None
144,Kevin Garnett,PF,32,BOS,57,57,31.1,6.9,13.0,0.531,0.0,0.1,0.25,6.9,12.8,0.534,0.532,1.9,2.3,0.841,1.4,7.1,8.5,2.5,1.1,1.2,1.6,2.2,15.8,71.0,550,7,2007-08,18.8,9.2,3.4,1.4,1.3,32.8,71.0,13.9,7.5,1.9,0.0,0.2,7.5,0.0,13.8,0.545,0.801,2003-04
145,Marc Gasol,C,24,MEM,82,75,30.7,4.3,8.1,0.53,0.0,0.0,0.0,4.3,8.0,0.53,0.53,3.4,4.6,0.733,2.5,4.9,7.4,1.7,0.8,1.1,2.0,3.2,11.9,0.0,0,0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,None
146,Pau Gasol,C,28,LAL,81,81,37.0,7.3,12.9,0.567,0.0,0.0,0.5,7.3,12.9,0.567,0.567,4.2,5.4,0.781,3.2,6.4,9.6,3.5,0.6,1.0,1.9,2.1,18.9,66.0,503,7,2007-08,18.9,8.4,3.2,0.5,1.5,35.6,66.0,13.5,7.2,1.9,0.1,0.2,7.1,0.25,13.2,0.539,0.807,2006-07
147,Rudy Gay,SF,22,MEM,79,78,37.3,7.2,16.0,0.453,1.1,3.1,0.351,6.2,12.9,0.477,0.487,3.3,4.4,0.767,1.4,4.2,5.5,1.7,1.2,0.7,2.6,2.8,18.9,81.0,159,2,2007-08,20.1,6.2,2.0,1.4,1.0,37.0,81.0,16.7,7.7,2.3,1.7,4.8,6.1,0.346,12.0,0.507,0.785,2007-08
148,Devean George,SF,31,DAL,43,17,16.5,1.3,3.3,0.38,0.5,1.8,0.289,0.7,1.5,0.485,0.458,0.4,0.5,0.773,0.6,1.2,1.8,0.3,0.5,0.3,0.4,1.3,3.4,53.0,434,6,2007-08,3.7,2.6,0.7,0.4,0.2,15.5,53.0,3.9,1.4,0.5,0.4,1.3,1.0,0.324,2.6,0.374,0.706,2003-04
149,Daniel Gibson,PG,22,CLE,75,0,23.9,2.7,7.0,0.391,1.4,3.8,0.382,1.3,3.3,0.402,0.493,0.9,1.1,0.767,0.4,1.7,2.1,1.8,0.6,0.2,0.8,2.2,7.8,58.0,118,2,2007-08,10.4,2.3,2.5,0.8,0.2,30.4,58.0,8.0,3.5,1.3,2.0,4.6,1.4,0.44,3.4,0.421,0.81,2007-08
150,J.R. Giddens,SF,23,BOS,6,0,1.3,0.3,0.5,0.667,0.0,0.0,,0.3,0.5,0.667,0.667,0.0,0.0,,0.3,0.2,0.5,0.0,0.2,0.0,0.2,0.2,0.7,0.0,0,0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,None
151,Eddie Gill,PG,30,MIL,6,0,7.2,1.0,1.5,0.667,0.3,0.5,0.667,0.7,1.0,0.667,0.778,0.0,0.0,,0.0,0.7,0.7,1.8,0.5,0.2,0.8,1.7,2.3,14.0,173,2,2005-06,1.1,0.4,0.3,0.3,0.0,3.0,41.0,1.1,0.2,0.2,0.2,0.6,0.1,0.304,0.5,0.136,0.783,2004-05
152,Manu Ginóbili,SG,31,SAS,44,7,26.8,5.1,11.2,0.454,1.6,4.8,0.33,3.5,6.4,0.546,0.524,3.8,4.3,0.884,0.5,4.0,4.5,3.6,1.5,0.4,2.0,2.0,15.5,74.0,434,6,2007-08,19.5,4.8,4.5,1.5,0.4,31.1,74.0,13.3,6.1,2.7,2.1,5.3,4.0,0.401,8.0,0.499,0.86,2007-08
153,Ryan Gomes,SF,26,MIN,82,76,31.9,5.1,11.9,0.431,1.3,3.5,0.372,3.8,8.4,0.456,0.486,1.8,2.2,0.807,1.3,3.5,4.8,1.6,0.8,0.3,1.6,2.2,13.3,82.0,216,3,2007-08,12.6,5.8,1.8,0.8,0.1,29.7,82.0,10.5,4.8,1.2,0.7,2.2,4.1,0.33,8.3,0.491,0.83,2007-08
154,Drew Gooden,PF,27,TOT,51,28,24.8,4.6,9.9,0.468,0.0,0.1,0.0,4.6,9.8,0.472,0.468,2.6,3.1,0.84,2.2,4.9,7.1,0.9,0.6,0.4,1.5,2.8,11.9,69.0,459,6,2007-08,12.0,8.6,1.2,0.7,0.8,30.8,69.0,10.7,4.8,1.8,0.0,0.1,4.8,0.0,10.6,0.452,0.753,2004-05
154,Drew Gooden,PF,27,CHI,31,27,29.6,5.2,11.4,0.457,0.0,0.1,0.0,5.2,11.3,0.461,0.457,2.7,3.1,0.866,2.6,5.9,8.6,1.4,0.8,0.5,1.8,3.3,13.1,69.0,459,6,2007-08,12.0,8.6,1.2,0.7,0.8,30.8,69.0,10.7,4.8,1.8,0.0,0.1,4.8,0.0,10.6,0.452,0.753,2004-05
154,Drew Gooden,PF,27,SAC,1,0,26.0,5.0,9.0,0.556,0.0,0.0,,5.0,9.0,0.556,0.556,2.0,2.0,1.0,3.0,10.0,13.0,2.0,0.0,0.0,3.0,2.0,12.0,69.0,459,6,2007-08,12.0,8.6,1.2,0.7,0.8,30.8,69.0,10.7,4.8,1.8,0.0,0.1,4.8,0.0,10.6,0.452,0.753,2004-05
154,Drew Gooden,PF,27,SAS,19,1,16.8,3.7,7.6,0.49,0.0,0.1,0.0,3.7,7.6,0.493,0.49,2.4,3.0,0.789,1.5,2.9,4.4,0.2,0.2,0.2,0.8,2.1,9.8,69.0,459,6,2007-08,12.0,8.6,1.2,0.7,0.8,30.8,69.0,10.7,4.8,1.8,0.0,0.1,4.8,0.0,10.6,0.452,0.753,2004-05
