Rk,Player,Pos,Age,Tm,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,G_prev,G_prev_total,Seasons Played,Previous Season,PS_PTS,PS_TRB,PS_AST,PS_STL,PS_BLK,PS_MP,PS_G,PS_FGA,PS_FG,PS_TOV,PS_3P,PS_3PA,PS_2P,PS_3P%,PS_2PA,PS_2P%,PS_FT%
59,Ronnie Brewer,SF,27,TOT,60,34,14.2,1.2,3.3,0.354,0.4,1.3,0.303,0.8,2.0,0.385,0.412,0.3,0.7,0.41,0.7,1.6,2.3,0.8,0.7,0.1,0.3,0.6,3.0,66.0,418,6,2011-12,6.9,3.5,2.1,1.1,0.3,24.8,66.0,6.7,2.9,0.9,0.3,1.0,2.6,0.275,5.7,0.455,0.56
59,Ronnie Brewer,SF,27,NYK,46,34,15.5,1.4,3.8,0.366,0.5,1.5,0.31,0.9,2.3,0.404,0.429,0.3,0.8,0.41,0.6,1.5,2.2,0.9,0.7,0.1,0.3,0.6,3.6,66.0,418,6,2011-12,6.9,3.5,2.1,1.1,0.3,24.8,66.0,6.7,2.9,0.9,0.3,1.0,2.6,0.275,5.7,0.455,0.56
59,Ronnie Brewer,SF,27,OKC,14,0,10.1,0.4,1.6,0.261,0.1,0.4,0.2,0.4,1.3,0.278,0.283,0.0,0.0,,0.9,1.9,2.9,0.7,0.6,0.0,0.3,0.4,0.9,66.0,418,6,2011-12,6.9,3.5,2.1,1.1,0.3,24.8,66.0,6.7,2.9,0.9,0.3,1.0,2.6,0.275,5.7,0.455,0.56
60,Aaron Brooks,PG,28,TOT,53,20,18.8,2.7,6.0,0.453,0.9,2.5,0.373,1.8,3.4,0.511,0.532,0.8,1.0,0.769,0.2,1.3,1.5,2.2,0.6,0.2,1.3,1.8,7.1,0.0,272,4,2010-11,10.7,1.3,3.9,0.6,0.1,21.8,59.0,9.9,3.7,1.7,1.2,4.0,2.5,0.297,5.9,0.427,0.886
60,Aaron Brooks,PG,28,SAC,46,20,20.8,3.0,6.6,0.459,1.0,2.8,0.378,2.0,3.8,0.517,0.538,0.9,1.1,0.769,0.3,1.4,1.7,2.3,0.6,0.2,1.4,1.9,8.0,0.0,272,4,2010-11,10.7,1.3,3.9,0.6,0.1,21.8,59.0,9.9,3.7,1.7,1.2,4.0,2.5,0.297,5.9,0.427,0.886
60,Aaron Brooks,PG,28,HOU,7,0,5.4,0.6,1.9,0.308,0.3,1.0,0.286,0.3,0.9,0.333,0.385,0.0,0.0,,0.1,0.1,0.3,0.9,0.1,0.4,0.6,0.7,1.4,0.0,272,4,2010-11,10.7,1.3,3.9,0.6,0.1,21.8,59.0,9.9,3.7,1.7,1.2,4.0,2.5,0.297,5.9,0.427,0.886
61,MarShon Brooks,SG,24,BRK,73,2,12.5,2.1,4.6,0.463,0.2,0.8,0.273,1.9,3.8,0.5,0.485,0.9,1.3,0.734,0.4,1.0,1.4,1.0,0.5,0.2,0.9,1.3,5.4,56.0,56,1,2011-12,12.6,3.6,2.3,0.9,0.3,29.4,56.0,11.4,4.9,2.1,0.8,2.7,4.1,0.313,8.8,0.463,0.764
62,Kwame Brown,C,30,PHI,22,11,12.2,0.8,1.7,0.459,0.0,0.0,,0.8,1.7,0.459,0.459,0.3,0.9,0.368,1.0,2.3,3.4,0.4,0.3,0.5,0.4,1.7,1.9,9.0,585,10,2010-11,7.9,6.8,0.7,0.4,0.6,26.0,66.0,5.7,2.9,1.0,0.0,0.0,2.9,,5.7,0.517,0.589
63,Shannon Brown,SG,27,PHO,59,22,23.8,4.1,9.7,0.42,0.7,2.4,0.277,3.4,7.3,0.467,0.454,1.7,2.1,0.784,0.7,1.8,2.5,1.8,1.0,0.3,1.3,1.6,10.5,59.0,315,4,2011-12,11.0,2.7,1.2,0.7,0.3,23.7,59.0,10.1,4.3,1.1,1.2,3.2,3.1,0.362,6.9,0.446,0.808
64,Kobe Bryant,SG,34,LAL,78,78,38.6,9.5,20.4,0.463,1.7,5.2,0.324,7.8,15.2,0.51,0.504,6.7,8.0,0.839,0.8,4.7,5.6,6.0,1.4,0.3,3.7,2.2,27.3,58.0,827,11,2011-12,27.9,5.4,4.6,1.2,0.3,38.5,58.0,23.0,9.9,3.5,1.5,4.9,8.4,0.303,18.1,0.464,0.845
65,Chase Budinger,SF,24,MIN,23,1,22.1,3.4,8.3,0.414,1.1,3.5,0.321,2.3,4.8,0.482,0.482,1.4,1.8,0.762,0.7,2.4,3.1,1.1,0.6,0.3,1.0,1.3,9.4,58.0,210,3,2011-12,9.6,3.7,1.3,0.5,0.1,22.4,58.0,8.1,3.6,0.9,1.5,3.8,2.1,0.402,4.3,0.476,0.771
66,Alec Burks,SG,21,UTA,64,0,17.8,2.5,6.1,0.42,0.5,1.4,0.359,2.0,4.6,0.439,0.463,1.4,2.0,0.713,0.6,1.7,2.3,1.4,0.5,0.2,1.2,1.8,7.0,59.0,59,1,2011-12,7.2,2.2,0.9,0.5,0.1,15.9,59.0,6.1,2.6,0.9,0.3,0.8,2.3,0.333,5.3,0.442,0.727
67,Caron Butler,SF,32,LAC,78,78,24.1,3.9,9.2,0.424,1.6,4.2,0.388,2.3,5.0,0.454,0.513,1.0,1.2,0.833,0.5,2.3,2.9,1.0,0.7,0.1,0.9,1.8,10.4,63.0,652,9,2011-12,12.0,3.7,1.2,0.8,0.1,29.7,63.0,11.2,4.6,1.2,1.5,4.1,3.1,0.358,7.1,0.435,0.813
68,Jimmy Butler,SF,23,CHI,82,20,26.0,2.9,6.2,0.467,0.5,1.3,0.381,2.4,5.0,0.489,0.506,2.3,2.8,0.803,1.7,2.3,4.0,1.4,1.0,0.4,0.8,1.2,8.6,42.0,42,1,2011-12,2.6,1.3,0.3,0.3,0.1,8.5,42.0,1.9,0.8,0.3,0.0,0.3,0.7,0.182,1.6,0.441,0.768
69,Will Bynum,PG,30,DET,65,0,18.8,3.9,8.3,0.469,0.4,1.2,0.316,3.5,7.1,0.494,0.491,1.6,2.0,0.809,0.4,1.1,1.5,3.6,0.7,0.1,1.9,2.0,9.8,36.0,232,4,2011-12,5.7,1.6,1.8,0.6,0.1,14.3,36.0,5.4,2.1,1.5,0.2,0.8,1.9,0.241,4.6,0.406,0.766
70,José Calderón,PG,31,TOT,73,58,29.6,4.3,8.7,0.491,1.8,3.9,0.461,2.5,4.8,0.516,0.594,1.0,1.1,0.9,0.3,2.1,2.4,7.1,0.8,0.1,1.7,1.4,11.3,53.0,480,7,2011-12,10.5,3.0,8.8,0.9,0.1,33.9,53.0,9.0,4.1,2.0,1.1,3.0,3.0,0.371,6.0,0.5,0.882
70,José Calderón,PG,31,TOR,45,30,28.3,4.2,8.8,0.47,1.8,4.1,0.429,2.4,4.8,0.505,0.569,1.0,1.2,0.904,0.3,2.0,2.4,7.4,0.6,0.1,1.7,1.3,11.1,53.0,480,7,2011-12,10.5,3.0,8.8,0.9,0.1,33.9,53.0,9.0,4.1,2.0,1.1,3.0,3.0,0.371,6.0,0.5,0.882
70,José Calderón,PG,31,DET,28,28,31.7,4.5,8.5,0.527,1.8,3.5,0.52,2.6,5.0,0.532,0.635,0.9,1.0,0.893,0.2,2.3,2.5,6.6,1.1,0.1,1.8,1.5,11.6,53.0,480,7,2011-12,10.5,3.0,8.8,0.9,0.1,33.9,53.0,9.0,4.1,2.0,1.1,3.0,3.0,0.371,6.0,0.5,0.882
71,Marcus Camby,PF,38,NYK,24,4,10.4,0.7,2.2,0.321,0.0,0.0,,0.7,2.2,0.321,0.321,0.3,0.8,0.421,1.0,2.3,3.3,0.6,0.3,0.6,0.6,1.2,1.8,59.0,655,9,2011-12,4.9,9.0,1.8,0.8,1.4,22.9,59.0,4.9,2.2,1.0,0.0,0.1,2.1,0.4,4.8,0.447,0.453
72,DeMarre Carroll,SF,26,UTA,66,12,16.8,2.3,4.9,0.46,0.3,1.1,0.286,2.0,3.8,0.508,0.491,1.1,1.5,0.765,1.3,1.5,2.8,0.9,0.9,0.4,0.5,1.8,6.0,24.0,107,1,2009-10,2.9,2.1,0.5,0.4,0.1,11.2,71.0,3.1,1.2,0.3,0.0,0.1,1.2,0.0,3.0,0.407,0.623
73,Matt Carroll,SG,32,CHA,1,0,6.0,0.0,0.0,,0.0,0.0,,0.0,0.0,,,0.0,0.0,,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,53.0,458,6,2011-12,2.7,1.1,0.7,0.3,0.1,11.2,53.0,3.0,1.0,0.5,0.2,0.8,0.8,0.186,2.2,0.386,0.789
74,Vince Carter,SF,36,DAL,81,3,25.8,4.6,10.6,0.435,2.0,4.9,0.406,2.6,5.6,0.461,0.53,2.2,2.8,0.816,0.7,3.4,4.1,2.4,0.9,0.5,1.3,2.8,13.4,61.0,779,11,2011-12,10.1,3.4,2.3,0.9,0.4,25.3,61.0,8.9,3.7,1.4,1.2,3.4,2.4,0.361,5.5,0.442,0.826
75,Omri Casspi,SF,24,CLE,43,1,11.7,1.5,3.7,0.394,0.6,1.8,0.329,0.9,2.0,0.452,0.472,0.5,1.0,0.537,0.5,2.2,2.7,0.7,0.6,0.3,0.5,1.0,4.0,65.0,213,3,2011-12,7.1,3.5,1.0,0.6,0.3,20.6,65.0,6.3,2.6,1.0,0.8,2.6,1.7,0.315,3.8,0.463,0.685
76,Mario Chalmers,PG,26,MIA,77,77,26.9,2.9,6.9,0.429,1.6,3.9,0.409,1.4,3.0,0.456,0.545,1.2,1.5,0.795,0.2,2.0,2.2,3.5,1.5,0.2,1.5,2.5,8.6,64.0,289,4,2011-12,9.8,2.7,3.5,1.5,0.2,28.5,64.0,7.8,3.5,2.2,1.6,4.1,1.9,0.388,3.7,0.513,0.792
77,Tyson Chandler,C,30,NYK,66,66,32.8,3.9,6.1,0.638,0.0,0.0,,3.9,6.1,0.638,0.638,2.7,3.9,0.694,4.1,6.6,10.7,0.9,0.6,1.1,1.3,2.8,10.4,62.0,724,10,2011-12,11.3,9.9,0.9,0.9,1.4,33.2,62.0,5.7,3.9,1.6,0.0,0.0,3.9,0.0,5.7,0.683,0.689
78,Wilson Chandler,PF,25,DEN,43,8,25.1,4.9,10.6,0.462,1.2,2.9,0.413,3.7,7.7,0.48,0.519,2.0,2.6,0.793,1.0,4.0,5.1,1.3,1.0,0.3,1.4,2.8,13.0,8.0,262,3,2010-11,15.3,5.7,1.7,0.7,1.3,33.3,72.0,13.2,6.0,1.4,1.6,4.4,4.4,0.35,8.8,0.501,0.807
79,Josh Childress,SF,29,BRK,14,0,7.1,0.4,1.5,0.286,0.1,0.2,0.333,0.4,1.3,0.278,0.31,0.1,0.1,0.5,0.4,0.6,1.1,0.4,0.1,0.1,0.0,0.2,1.0,34.0,373,5,2010-11,5.0,2.9,0.8,0.6,0.4,16.6,54.0,4.0,2.2,0.8,0.0,0.3,2.2,0.063,3.7,0.606,0.492
80,Earl Clark,PF,25,LAL,59,36,23.1,2.9,6.5,0.44,0.6,1.8,0.337,2.3,4.8,0.479,0.486,0.9,1.3,0.697,1.4,4.1,5.5,1.1,0.6,0.7,1.1,1.7,7.3,45.0,138,3,2011-12,2.7,2.8,0.4,0.3,0.7,12.4,45.0,3.1,1.1,0.6,0.0,0.0,1.1,,3.1,0.367,0.724
81,Victor Claver,SF,24,POR,49,16,16.6,1.5,3.9,0.392,0.5,1.8,0.287,1.0,2.1,0.48,0.458,0.3,0.6,0.467,0.6,1.8,2.4,0.9,0.5,0.2,0.9,1.5,3.8,0.0,0,0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
82,Norris Cole,PG,24,MIA,80,4,19.9,2.2,5.3,0.421,0.4,1.2,0.357,1.8,4.1,0.44,0.462,0.7,1.0,0.65,0.2,1.4,1.6,2.1,0.7,0.1,1.3,1.9,5.6,65.0,65,1,2011-12,6.8,1.4,2.0,0.7,0.0,19.4,65.0,6.9,2.7,1.6,0.3,1.2,2.4,0.276,5.8,0.417,0.776
83,Jason Collins,C,34,TOT,38,9,10.1,0.2,0.8,0.31,0.0,0.0,,0.2,0.8,0.31,0.31,0.6,0.8,0.719,0.6,1.0,1.6,0.2,0.3,0.3,0.5,2.2,1.1,30.0,675,8,2010-11,2.0,2.1,0.4,0.2,0.2,12.1,49.0,1.4,0.7,0.5,0.0,0.0,0.7,1.0,1.4,0.471,0.659
83,Jason Collins,C,34,BOS,32,7,10.3,0.3,0.7,0.348,0.0,0.0,,0.3,0.7,0.348,0.348,0.7,0.9,0.7,0.7,1.0,1.6,0.2,0.3,0.2,0.5,2.3,1.2,30.0,675,8,2010-11,2.0,2.1,0.4,0.2,0.2,12.1,49.0,1.4,0.7,0.5,0.0,0.0,0.7,1.0,1.4,0.471,0.659
83,Jason Collins,C,34,WAS,6,2,9.0,0.2,1.0,0.167,0.0,0.0,,0.2,1.0,0.167,0.167,0.3,0.3,1.0,0.2,1.2,1.3,0.3,0.3,0.7,0.3,1.8,0.7,30.0,675,8,2010-11,2.0,2.1,0.4,0.2,0.2,12.1,49.0,1.4,0.7,0.5,0.0,0.0,0.7,1.0,1.4,0.471,0.659
84,Darren Collison,PG,25,DAL,81,47,29.3,4.2,8.9,0.471,0.6,1.7,0.353,3.6,7.3,0.498,0.504,3.0,3.4,0.88,0.4,2.3,2.7,5.1,1.2,0.1,2.1,1.7,12.0,60.0,215,3,2011-12,10.4,3.1,4.8,0.8,0.2,31.3,60.0,8.7,3.8,1.9,0.6,1.6,3.3,0.362,7.2,0.457,0.83
85,Nick Collison,C,32,OKC,81,2,19.5,2.2,3.7,0.595,0.0,0.0,0.0,2.2,3.6,0.603,0.595,0.7,1.0,0.769,1.5,2.6,4.1,1.5,0.6,0.4,0.9,2.4,5.1,63.0,588,8,2011-12,4.5,4.3,1.3,0.5,0.4,20.7,63.0,3.2,1.9,1.0,0.0,0.0,1.9,0.0,3.2,0.6,0.71
86,Mike Conley,PG,25,MEM,80,80,34.5,5.2,11.8,0.44,1.3,3.7,0.362,3.9,8.1,0.476,0.497,2.9,3.5,0.83,0.5,2.3,2.8,6.1,2.2,0.3,2.4,2.1,14.6,62.0,358,5,2011-12,12.7,2.5,6.5,2.2,0.2,35.1,62.0,11.0,4.8,2.0,1.0,2.6,3.8,0.377,8.5,0.45,0.861
87,Will Conroy,PG,30,MIN,4,0,5.0,0.0,2.3,0.0,0.0,0.8,0.0,0.0,1.5,0.0,0.0,0.3,0.5,0.5,0.3,0.0,0.3,0.0,0.0,0.0,0.0,0.3,0.3,0.0,12,0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
88,Daequan Cook,SG,25,TOT,49,1,9.0,1.0,3.4,0.305,0.5,1.9,0.286,0.5,1.6,0.329,0.383,0.2,0.2,0.75,0.1,1.1,1.2,0.4,0.2,0.1,0.3,0.5,2.8,57.0,279,5,2011-12,5.5,2.1,0.3,0.4,0.2,17.4,57.0,5.2,1.9,0.3,1.4,4.0,0.5,0.346,1.2,0.441,0.636
88,Daequan Cook,SG,25,HOU,16,1,10.3,1.3,3.7,0.356,0.7,1.9,0.367,0.6,1.8,0.345,0.449,0.1,0.2,0.667,0.3,0.8,1.1,0.6,0.4,0.1,0.4,0.8,3.4,57.0,279,5,2011-12,5.5,2.1,0.3,0.4,0.2,17.4,57.0,5.2,1.9,0.3,1.4,4.0,0.5,0.346,1.2,0.441,0.636
88,Daequan Cook,SG,25,CHI,33,0,8.4,0.9,3.3,0.278,0.5,1.8,0.246,0.5,1.4,0.319,0.347,0.2,0.3,0.778,0.1,1.2,1.3,0.3,0.1,0.2,0.3,0.4,2.5,57.0,279,5,2011-12,5.5,2.1,0.3,0.4,0.2,17.4,57.0,5.2,1.9,0.3,1.4,4.0,0.5,0.346,1.2,0.441,0.636
89,Chris Copeland,PF,28,NYK,56,13,15.4,3.3,6.8,0.479,1.1,2.5,0.421,2.2,4.3,0.513,0.557,1.1,1.5,0.759,0.6,1.5,2.1,0.5,0.3,0.2,0.9,1.9,8.7,0.0,0,0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
90,DeMarcus Cousins,C,22,SAC,75,74,30.5,6.4,13.8,0.465,0.1,0.3,0.182,6.4,13.5,0.471,0.467,4.2,5.6,0.738,3.0,7.0,9.9,2.7,1.4,0.7,3.0,3.6,17.1,64.0,145,2,2011-12,18.1,11.0,1.6,1.5,1.2,30.5,64.0,15.6,7.0,2.7,0.0,0.2,7.0,0.143,15.4,0.453,0.702
91,Jamal Crawford,SG,32,LAC,76,0,29.3,5.9,13.4,0.438,2.0,5.2,0.376,3.9,8.2,0.477,0.511,2.8,3.3,0.871,0.3,1.4,1.7,2.5,1.0,0.2,1.9,0.9,16.5,60.0,751,10,2011-12,14.0,2.0,3.2,0.9,0.2,26.9,60.0,12.3,4.7,1.9,1.3,4.3,3.4,0.308,8.0,0.426,0.927
92,Jordan Crawford,SG,24,TOT,70,14,24.4,4.3,10.4,0.415,1.2,3.5,0.337,3.1,6.8,0.455,0.472,1.8,2.3,0.811,0.6,2.4,3.0,3.2,0.6,0.1,2.0,1.5,11.6,64.0,106,2,2011-12,14.7,2.6,3.0,0.9,0.1,27.4,64.0,13.6,5.5,2.2,1.2,4.3,4.2,0.289,9.4,0.451,0.793
92,Jordan Crawford,SG,24,WAS,43,12,26.2,4.9,11.8,0.415,1.4,4.0,0.345,3.5,7.8,0.451,0.473,2.0,2.5,0.821,0.7,2.4,3.1,3.7,0.6,0.1,2.3,1.4,13.2,64.0,106,2,2011-12,14.7,2.6,3.0,0.9,0.1,27.4,64.0,13.6,5.5,2.2,1.2,4.3,4.2,0.289,9.4,0.451,0.793
92,Jordan Crawford,SG,24,BOS,27,2,21.6,3.3,8.0,0.415,0.9,2.8,0.32,2.4,5.3,0.465,0.47,1.6,2.0,0.792,0.5,2.3,2.7,2.5,0.4,0.1,1.6,1.7,9.1,64.0,106,2,2011-12,14.7,2.6,3.0,0.9,0.1,27.4,64.0,13.6,5.5,2.2,1.2,4.3,4.2,0.289,9.4,0.451,0.793
93,Jae Crowder,SF,22,DAL,78,16,17.3,1.8,4.7,0.384,0.8,2.5,0.328,1.0,2.2,0.446,0.47,0.6,0.9,0.644,0.4,1.9,2.4,1.2,0.8,0.2,0.6,1.6,5.0,0.0,0,0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
94,Dante Cunningham,PF,25,MIN,80,9,25.1,3.9,8.4,0.468,0.0,0.1,0.0,3.9,8.3,0.472,0.468,0.8,1.3,0.65,1.8,3.3,5.1,0.8,1.1,0.5,0.7,1.9,8.7,64.0,205,3,2011-12,5.2,3.8,0.6,0.7,0.5,17.6,64.0,4.4,2.3,0.5,0.0,0.0,2.3,0.0,4.3,0.52,0.652
95,Jared Cunningham,SG,21,DAL,8,0,3.3,0.8,1.8,0.429,0.3,0.4,0.667,0.5,1.4,0.364,0.5,0.3,0.3,1.0,0.1,0.3,0.4,0.1,0.1,0.0,0.3,0.4,2.0,0.0,0,0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
96,Eddy Curry,C,30,DAL,2,0,12.5,2.0,4.0,0.5,0.0,0.0,,2.0,4.0,0.5,0.5,0.5,2.0,0.25,1.0,1.0,2.0,0.0,0.0,0.0,1.5,3.5,4.5,14.0,525,7,2007-08,13.2,4.7,0.5,0.2,0.5,25.9,59.0,9.2,5.0,2.1,0.0,0.0,5.0,,9.2,0.546,0.623
97,Stephen Curry,PG,24,GSW,78,78,38.2,8.0,17.8,0.451,3.5,7.7,0.453,4.5,10.1,0.449,0.549,3.4,3.7,0.9,0.8,3.3,4.0,6.9,1.6,0.2,3.1,2.5,22.9,26.0,180,2,2010-11,18.6,3.9,5.8,1.5,0.3,33.6,74.0,14.2,6.8,3.1,2.0,4.6,4.8,0.442,9.6,0.498,0.934
98,Samuel Dalembert,C,31,MIL,47,23,16.3,2.9,5.4,0.542,0.0,0.0,1.0,2.9,5.4,0.54,0.543,0.8,1.2,0.691,2.2,3.6,5.9,0.4,0.4,1.1,1.1,1.9,6.7,65.0,727,9,2011-12,7.5,7.0,0.5,0.6,1.7,22.2,65.0,6.1,3.1,1.3,0.0,0.0,3.1,0.0,6.1,0.508,0.796
99,Marquis Daniels,SF,32,MIL,59,33,18.4,2.2,5.9,0.376,0.3,1.2,0.278,1.9,4.7,0.401,0.405,0.7,0.9,0.741,0.8,1.7,2.5,1.1,0.9,0.2,0.8,1.3,5.5,38.0,489,9,2011-12,3.2,1.7,1.2,0.6,0.2,12.7,38.0,3.8,1.4,0.7,0.0,0.3,1.4,0.0,3.5,0.391,0.739
100,Anthony Davis,PF,19,NOH,64,60,28.8,5.5,10.6,0.516,0.0,0.1,0.0,5.5,10.5,0.521,0.516,2.6,3.5,0.751,2.6,5.6,8.2,1.0,1.2,1.8,1.4,2.5,13.5,0.0,0,0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
101,Ed Davis,C-PF,23,TOT,81,28,20.1,3.2,6.0,0.539,0.0,0.0,,3.2,6.0,0.539,0.539,1.3,2.1,0.617,1.9,3.8,5.7,0.8,0.5,1.0,0.8,2.4,7.7,66.0,131,2,2011-12,6.3,6.6,0.9,0.6,1.0,23.2,66.0,5.1,2.6,1.0,0.0,0.0,2.6,0.0,5.1,0.515,0.67
101,Ed Davis,C,23,TOR,45,24,24.2,4.1,7.5,0.549,0.0,0.0,,4.1,7.5,0.549,0.549,1.5,2.3,0.647,2.1,4.6,6.7,1.2,0.6,0.8,1.0,2.5,9.7,66.0,131,2,2011-12,6.3,6.6,0.9,0.6,1.0,23.2,66.0,5.1,2.6,1.0,0.0,0.0,2.6,0.0,5.1,0.515,0.67
101,Ed Davis,PF,23,MEM,36,4,15.1,2.1,4.0,0.517,0.0,0.0,,2.1,4.0,0.517,0.517,1.0,1.8,0.569,1.6,2.9,4.4,0.2,0.4,1.3,0.5,2.2,5.1,66.0,131,2,2011-12,6.3,6.6,0.9,0.6,1.0,23.2,66.0,5.1,2.6,1.0,0.0,0.0,2.6,0.0,5.1,0.515,0.67
102,Glen Davis,PF,27,ORL,34,33,31.3,6.3,14.1,0.448,0.0,0.1,0.0,6.3,14.0,0.45,0.448,2.5,3.4,0.718,1.6,5.6,7.2,2.1,0.9,0.6,1.9,2.6,15.1,61.0,338,5,2011-12,9.3,5.4,0.8,0.7,0.3,23.4,61.0,8.8,3.7,1.2,0.0,0.2,3.7,0.143,8.5,0.429,0.683
103,Austin Daye,SF,24,TOT,55,0,12.3,1.6,3.8,0.433,0.7,1.8,0.418,0.9,2.0,0.445,0.531,0.5,0.6,0.765,0.3,1.9,2.2,0.8,0.3,0.4,0.5,1.5,4.5,41.0,182,3,2011-12,4.7,2.2,0.8,0.5,0.5,14.7,41.0,5.5,1.8,1.0,0.3,1.5,1.5,0.21,4.0,0.364,0.814
103,Austin Daye,SF,24,DET,24,0,14.5,1.8,4.0,0.443,0.9,1.7,0.525,0.9,2.4,0.386,0.552,0.6,0.8,0.833,0.4,2.2,2.6,0.9,0.2,0.3,0.5,1.8,5.1,41.0,182,3,2011-12,4.7,2.2,0.8,0.5,0.5,14.7,41.0,5.5,1.8,1.0,0.3,1.5,1.5,0.21,4.0,0.364,0.814
103,Austin Daye,SF,24,MEM,31,0,10.6,1.5,3.6,0.423,0.6,1.9,0.345,0.9,1.7,0.509,0.514,0.4,0.5,0.688,0.2,1.7,1.9,0.7,0.3,0.5,0.5,1.3,4.0,41.0,182,3,2011-12,4.7,2.2,0.8,0.5,0.5,14.7,41.0,5.5,1.8,1.0,0.3,1.5,1.5,0.21,4.0,0.364,0.814
104,Nando De Colo,SG,25,SAS,72,6,12.8,1.5,3.3,0.436,0.4,1.1,0.378,1.0,2.2,0.465,0.5,0.5,0.6,0.795,0.3,1.6,1.9,1.9,0.6,0.1,1.1,1.2,3.8,0.0,0,0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
105,Carlos Delfino,SF,30,HOU,67,5,25.2,3.7,9.3,0.405,2.4,6.3,0.375,1.4,3.0,0.467,0.532,0.7,0.8,0.857,0.3,3.0,3.3,2.0,1.0,0.1,1.1,1.7,10.6,54.0,440,6,2011-12,9.0,3.9,2.3,1.5,0.2,28.5,54.0,8.4,3.4,1.2,1.6,4.4,1.8,0.36,4.0,0.449,0.792
106,Luol Deng,SF,27,CHI,75,75,38.7,6.2,14.6,0.426,1.0,3.1,0.322,5.2,11.5,0.455,0.461,3.1,3.8,0.816,2.2,4.2,6.3,3.0,1.1,0.4,1.9,1.4,16.5,54.0,539,8,2011-12,15.3,6.5,2.9,1.0,0.7,39.4,54.0,14.0,5.8,1.8,1.5,4.0,4.3,0.367,10.0,0.43,0.77
107,Justin Dentmon,PG,27,DAL,2,0,2.0,0.0,1.0,0.0,0.0,0.0,,0.0,1.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,6,0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
108,DeMar DeRozan,SG,23,TOR,82,82,36.7,6.7,15.0,0.445,0.4,1.5,0.283,6.3,13.5,0.463,0.459,4.3,5.2,0.831,0.6,3.3,3.9,2.5,0.9,0.3,1.8,2.1,18.1,63.0,222,3,2011-12,16.7,3.3,2.0,0.8,0.3,35.0,63.0,14.3,6.0,2.0,0.4,1.5,5.7,0.261,12.9,0.44,0.81
109,Boris Diaw,PF,30,SAS,75,20,22.8,2.4,4.4,0.539,0.4,1.0,0.385,2.0,3.4,0.587,0.584,0.6,0.9,0.723,0.9,2.5,3.4,2.4,0.7,0.4,1.1,1.9,5.8,57.0,680,9,2011-12,6.4,4.9,3.6,0.6,0.4,25.0,57.0,6.2,2.7,2.0,0.5,1.7,2.2,0.313,4.4,0.496,0.629
110,DeSagana Diop,C,31,CHA,22,1,10.3,0.4,1.2,0.296,0.0,0.0,0.0,0.4,1.2,0.308,0.296,0.0,0.0,0.0,0.5,1.9,2.3,0.6,0.2,0.7,0.4,0.9,0.7,27.0,579,7,2008-09,2.3,3.6,0.4,0.4,0.7,13.8,75.0,2.3,1.0,0.5,0.0,0.0,1.0,,2.3,0.433,0.333
111,Keyon Dooling,PG,32,MEM,7,0,11.7,1.4,3.0,0.476,0.7,1.7,0.417,0.7,1.3,0.556,0.595,0.9,1.0,0.857,0.0,0.1,0.1,1.1,0.1,0.0,0.7,1.1,4.4,46.0,645,10,2011-12,4.0,0.8,1.1,0.3,0.0,14.4,46.0,3.5,1.4,0.7,0.6,1.8,0.8,0.333,1.8,0.476,0.742
112,Toney Douglas,PG,26,TOT,71,0,18.2,2.6,6.6,0.403,1.2,3.0,0.38,1.5,3.5,0.424,0.491,1.1,1.2,0.905,0.5,1.5,1.9,2.1,1.0,0.0,1.1,2.0,7.5,38.0,175,3,2011-12,6.2,1.9,2.0,0.8,0.0,17.3,38.0,7.6,2.5,1.5,0.7,3.1,1.8,0.231,4.6,0.387,0.846
