Player,Age,G,MP_PERGAME,FG_PERGAME,FGA_PERGAME,FG%_PERGAME,3P_PERGAME,3PA_PERGAME,3P%_PERGAME,2P_PERGAME,2PA_PERGAME,2P%_PERGAME,FT_PERGAME,FT%_PERGAME,ORB_PERGAME,DRB_PERGAME,TRB_PERGAME,AST_PERGAME,BLK_PERGAME,TOV_PERGAME,PTS_PERGAME,G_prev,Seasons Played,Season,PER_ADVANCED,AST%_ADVANCED,USG%_ADVANCED,OWS_ADVANCED,WS_ADVANCED,WS/48_ADVANCED,BPM_ADVANCED,VORP_ADVANCED,G_diff,GS_diff,MP_diff,FG_diff,FGA_diff,3P_diff,3PA_diff,2P_diff,2PA_diff,FT_diff,FTA_diff,DRB_diff,TRB_diff,AST_diff,BLK_diff,TOV_diff,PTS_diff,PTS_diff_BS,PER_diff,AST%_diff,USG%_diff,OWS_diff,STL%_diff,BLK%_diff,3PAr_diff,ORB%_diff,OBPM_diff,DBPM_diff,DWS_diff,WS_diff,WS/48_diff,BPM_diff,VORP_diff,Seed,Previous Seed,Seed Difference,PCT,MIP Rank,MIP Share
Andrea Bargnani,25,66,35.7,8.0,17.8,0.448,1.2,3.4,0.345,6.8,14.4,0.472,4.3,0.82,1.1,4.1,5.2,1.8,0.7,2.3,21.4,80.0,4,2010-11,16.4,8.8,28.2,2.2,2.5,0.052,-1.4,0.4,-14.0,-14.0,0.7000000000000028,1.2999999999999998,3.5,-0.30000000000000004,-0.6999999999999997,1.5999999999999996,4.200000000000001,2.0,2.4,-0.8000000000000007,-1.0,0.6000000000000001,-0.7,0.7999999999999998,4.199999999999999,4.199999999999999,0.8999999999999986,3.4000000000000004,5.899999999999999,-1.0999999999999996,0.19999999999999996,-1.5,-0.09399999999999997,-0.9999999999999996,0.29999999999999993,-0.9000000000000001,-0.6000000000000001,-1.7000000000000002,-0.019999999999999997,-0.5999999999999999,-0.5,28.0,19.0,-9.0,0.2682926829268293,0,0.0
Brandon Bass,25,76,26.1,4.4,8.5,0.515,0.0,0.0,0.0,4.4,8.5,0.516,2.5,0.815,1.8,3.8,5.6,0.8,0.7,1.3,11.2,50.0,3,2010-11,15.9,5.0,19.8,3.2,6.3,0.153,0.2,1.1,26.0,48.0,13.100000000000001,2.0000000000000004,3.8,0.0,0.0,2.0000000000000004,3.8,1.5,1.8,2.3,3.0999999999999996,0.4,0.19999999999999996,0.7000000000000001,5.3999999999999995,2.6999999999999993,-0.5999999999999996,-0.09999999999999964,-1.0999999999999979,2.2,-0.30000000000000004,-1.1,0.003,-1.9000000000000004,0.39999999999999997,0.4,2.1,4.3,0.006000000000000005,0.8,0.9000000000000001,8.0,2.0,-6.0,0.6341463414634146,0,0.0
Michael Beasley,22,73,32.3,7.7,17.1,0.45,0.8,2.2,0.366,6.9,14.8,0.463,3.0,0.753,1.6,4.0,5.6,2.2,0.7,2.7,19.2,78.0,2,2010-11,15.5,12.3,28.3,0.7,1.7,0.035,-1.8,0.1,-5.0,-5.0,2.4999999999999964,1.7000000000000002,3.8000000000000007,0.4,0.9000000000000001,1.3000000000000007,2.8000000000000007,0.5,0.8999999999999999,-0.7999999999999998,-0.8000000000000007,0.9000000000000001,0.09999999999999998,1.0000000000000002,4.399999999999999,4.399999999999999,-0.6000000000000014,4.500000000000001,2.5,-0.10000000000000009,-0.7,0.0,0.034,-0.8999999999999995,0.9,-1.9000000000000001,-2.8,-2.8999999999999995,-0.06,-1.0,-0.6,30.0,29.0,-1.0,0.2073170731707317,24T,0.002
Andray Blatche,24,64,33.9,6.7,15.0,0.445,0.1,0.3,0.222,6.6,14.7,0.449,3.4,0.777,2.9,5.4,8.2,2.3,0.8,2.7,16.8,81.0,4,2010-11,16.9,11.7,25.5,0.3,2.4,0.053,-0.9,0.6,-17.0,27.0,6.0,0.7999999999999998,2.6999999999999993,-0.1,-0.2,0.8999999999999995,2.8999999999999986,1.2999999999999998,1.5000000000000004,1.1000000000000005,1.8999999999999995,0.19999999999999973,-0.09999999999999998,0.5,2.700000000000001,2.700000000000001,-0.7000000000000028,-2.1000000000000014,-0.3000000000000007,-0.5,0.2999999999999998,-0.5999999999999999,-0.024999999999999998,1.4000000000000004,-0.5,-0.9,-0.5,-1.0,-0.019999999999999997,-1.5,-0.9,27.0,27.0,0.0,0.2804878048780488,0,0.0
Mike Conley,23,81,35.5,5.2,11.8,0.444,1.0,2.7,0.369,4.2,9.1,0.466,2.2,0.733,0.4,2.7,3.0,6.5,0.2,2.2,13.7,80.0,3,2010-11,15.9,28.0,19.4,3.4,6.6,0.111,1.2,2.3,1.0,1.0,3.3999999999999986,0.6000000000000005,1.4000000000000004,0.0,0.0,0.6000000000000001,1.3999999999999995,0.5000000000000002,0.7000000000000002,0.7000000000000002,0.6000000000000001,1.2000000000000002,0.0,0.10000000000000009,1.6999999999999993,1.6999999999999993,2.0,3.1999999999999993,1.0,0.7999999999999998,0.3999999999999999,0.09999999999999998,-0.026999999999999996,-0.09999999999999987,0.7,1.1,1.9000000000000001,2.5999999999999996,0.037000000000000005,1.7999999999999998,1.4,11.0,18.0,7.0,0.5609756097560976,10,0.024
DeMar DeRozan,21,82,34.8,6.6,14.1,0.467,0.1,0.6,0.096,6.5,13.4,0.485,4.0,0.813,0.9,2.9,3.8,1.8,0.4,1.8,17.2,77.0,1,2010-11,14.5,8.6,23.2,2.8,3.2,0.055,-2.5,-0.3,5.0,17.0,13.199999999999996,3.3,7.5,0.0,0.39999999999999997,3.2,7.0,2.1,2.4000000000000004,0.8999999999999999,0.8999999999999999,1.1,0.2,1.0,8.6,8.6,2.0,3.6999999999999993,5.099999999999998,0.7999999999999998,0.19999999999999996,0.0,0.013999999999999999,-1.7999999999999998,0.6,-0.19999999999999996,0.2,0.9000000000000004,-0.011000000000000003,0.2999999999999998,0.0,28.0,19.0,-9.0,0.2682926829268293,13,0.01
Toney Douglas,24,81,24.3,3.9,9.3,0.416,1.8,4.7,0.373,2.1,4.6,0.46,1.0,0.794,0.8,2.2,3.0,3.0,0.0,1.1,10.6,56.0,1,2010-11,15.2,19.5,20.1,3.0,4.2,0.101,0.4,1.2,25.0,-3.0,4.900000000000002,0.6999999999999997,2.3000000000000007,0.6000000000000001,1.6,0.10000000000000009,0.6999999999999997,0.0,0.10000000000000009,1.0000000000000002,1.1,1.0,-0.1,0.10000000000000009,2.0,2.0,0.29999999999999893,2.8999999999999986,0.3000000000000007,1.2,0.2999999999999998,-0.1,0.059,-0.39999999999999947,0.4,0.20000000000000007,0.7999999999999999,2.0,0.0040000000000000036,0.8,0.7,15.0,23.0,8.0,0.5121951219512195,0,0.0
Raymond Felton,26,75,36.5,5.7,13.4,0.425,1.5,4.4,0.353,4.1,9.0,0.46,2.6,0.805,0.6,2.9,3.6,8.3,0.1,2.9,15.5,80.0,5,2010-11,16.6,35.8,21.6,3.6,5.4,0.094,0.6,1.8,-5.0,-26.0,3.5,0.7999999999999998,2.8000000000000007,0.7,2.4000000000000004,0.0,0.40000000000000036,0.9000000000000001,1.0,0.0,0.0,2.700000000000001,-0.19999999999999998,0.7999999999999998,3.4000000000000004,1.0999999999999996,1.4000000000000021,6.299999999999997,2.400000000000002,1.1,-0.20000000000000018,-0.39999999999999997,0.14300000000000002,-0.5,1.5,-2.5,-2.2,-1.0999999999999996,-0.023999999999999994,-1.0,-0.4999999999999998,0.0,0.0,0.0,0.0,0,0.0
Eric Gordon,22,56,37.7,7.6,16.9,0.45,1.9,5.2,0.364,5.7,11.8,0.488,5.1,0.825,0.8,2.1,2.9,4.4,0.3,2.7,22.3,62.0,2,2010-11,18.5,20.7,26.5,4.2,5.3,0.12,2.0,2.2,-6.0,-4.0,1.7000000000000028,1.8999999999999995,4.299999999999999,0.0,0.0,1.9000000000000004,4.300000000000001,1.4999999999999996,1.4000000000000004,-0.10000000000000009,0.2999999999999998,1.4000000000000004,0.09999999999999998,0.40000000000000036,5.400000000000002,5.400000000000002,4.4,6.899999999999999,5.0,1.9000000000000004,0.09999999999999987,0.19999999999999996,-0.10199999999999998,1.2,2.9,0.0,0.20000000000000007,2.0999999999999996,0.05099999999999999,2.9,1.6,23.0,22.0,-1.0,0.3902439024390244,14T,0.009
James Harden,21,82,26.7,3.6,8.3,0.436,1.4,4.0,0.349,2.3,4.4,0.514,3.5,0.843,0.5,2.6,3.1,2.1,0.3,1.3,12.2,76.0,1,2010-11,16.4,12.8,19.5,5.0,7.1,0.156,1.9,2.2,6.0,5.0,3.8000000000000007,0.5,0.7000000000000011,0.19999999999999996,0.7000000000000002,0.4999999999999998,0.10000000000000053,0.8999999999999999,1.0,0.0,-0.10000000000000009,0.30000000000000004,0.0,-0.09999999999999987,2.299999999999999,2.299999999999999,2.3999999999999986,0.5,-0.8999999999999986,3.0,-0.19999999999999973,-0.09999999999999998,0.044999999999999984,-0.9000000000000004,2.0,-0.6,-0.3999999999999999,2.5999999999999996,0.032,1.4,1.1,7.0,10.0,3.0,0.6707317073170732,24T,0.002
J.J. Hickson,22,80,28.2,5.4,11.7,0.458,0.0,0.1,0.0,5.4,11.6,0.461,3.1,0.673,2.7,6.0,8.7,1.1,0.7,2.2,13.8,81.0,2,2010-11,15.6,7.5,25.5,-0.2,1.5,0.032,-3.8,-1.1,-1.0,-7.0,7.300000000000001,1.8000000000000003,5.299999999999999,0.0,0.1,1.8000000000000003,5.199999999999999,1.7000000000000002,2.5999999999999996,2.4,3.799999999999999,0.6000000000000001,0.19999999999999996,1.1,5.300000000000001,5.300000000000001,0.40000000000000036,3.6,6.600000000000001,-2.0,0.0,0.0,0.003,2.6000000000000014,-0.8,-1.7000000000000002,-0.8,-2.8,-0.091,-2.4,-1.4000000000000001,29.0,1.0,-28.0,0.23170731707317074,0,0.0
Jrue Holiday,20,82,35.4,5.4,12.2,0.446,1.0,2.7,0.365,4.5,9.5,0.47,2.1,0.823,0.8,3.2,4.0,6.5,0.4,2.7,14.0,73.0,1,2010-11,15.4,29.0,20.8,2.2,5.7,0.094,0.8,2.0,9.0,31.0,11.2,2.2,5.1,0.19999999999999996,0.5,2.2,4.6,1.2000000000000002,1.3,1.4000000000000001,1.4,2.7,0.2,0.6000000000000001,6.0,6.0,3.0999999999999996,4.600000000000001,2.400000000000002,2.0,-0.09999999999999964,0.0,-0.08399999999999999,-1.0,1.5,1.0,2.5,4.5,0.062,2.5,1.9,16.0,25.0,9.0,0.5,9,0.026
Dwight Howard,25,78,37.6,7.9,13.4,0.593,0.0,0.1,0.0,7.9,13.3,0.597,7.0,0.596,4.0,10.1,14.1,1.4,2.4,3.6,22.9,82.0,6,2010-11,26.1,6.8,27.2,6.7,14.4,0.235,5.3,5.4,-4.0,-4.0,2.8999999999999986,1.7000000000000002,3.200000000000001,0.0,0.0,1.7000000000000002,3.200000000000001,1.0999999999999996,1.6999999999999993,0.40000000000000036,0.9000000000000004,-0.40000000000000013,-0.3999999999999999,0.30000000000000027,4.599999999999998,2.1999999999999993,2.1000000000000014,-1.8999999999999995,3.3000000000000007,0.6000000000000005,0.5,-1.0999999999999996,-0.001,0.5999999999999996,1.2999999999999998,-0.3999999999999999,0.6000000000000005,1.200000000000001,0.011999999999999983,0.8999999999999995,0.8000000000000007,8.0,2.0,-6.0,0.6341463414634146,0,0.0
Kris Humphries,25,74,27.9,4.1,7.9,0.527,0.0,0.0,0.0,4.1,7.9,0.527,1.7,0.665,3.0,7.4,10.4,1.1,1.1,1.4,10.0,69.0,5,2010-11,17.8,7.0,17.3,2.7,5.4,0.125,0.4,1.3,5.0,44.0,10.2,1.4999999999999996,2.0,0.0,0.0,1.4999999999999996,2.0,-0.10000000000000009,-0.19999999999999973,3.7,4.9,0.6000000000000001,0.40000000000000013,0.3999999999999999,2.9000000000000004,2.9000000000000004,2.700000000000001,2.5,-3.6999999999999993,2.4000000000000004,-0.6,0.10000000000000009,0.0,1.5,3.1,0.8,1.1,3.5000000000000004,0.051000000000000004,3.9,1.8,25.0,30.0,5.0,0.2926829268292683,5,0.109
Al Jefferson,26,82,35.9,8.0,16.1,0.496,0.0,0.0,0.0,8.0,16.1,0.496,2.7,0.761,2.9,6.8,9.7,1.8,1.9,1.3,18.6,76.0,6,2010-11,20.1,9.2,24.2,5.1,7.8,0.128,0.6,1.9,6.0,6.0,3.5,0.5999999999999996,1.3000000000000007,0.0,-0.1,0.5999999999999996,1.3000000000000007,0.30000000000000027,0.0,-0.10000000000000053,0.3999999999999986,0.0,0.5999999999999999,-0.5,1.5,-4.5,1.1000000000000014,-0.8000000000000007,-0.10000000000000142,2.8,-0.5,1.2000000000000002,-0.004,1.5999999999999996,0.9000000000000001,-0.6,0.40000000000000036,3.2,0.038000000000000006,0.19999999999999996,0.3999999999999999,18.0,8.0,-10.0,0.47560975609756095,0,0.0
Ty Lawson,23,80,26.3,4.3,8.6,0.503,0.9,2.1,0.404,3.5,6.5,0.536,2.2,0.764,0.8,1.8,2.6,4.7,0.1,1.7,11.7,65.0,1,2010-11,17.9,28.3,19.6,5.1,6.7,0.153,2.1,2.2,15.0,23.0,6.0,1.1999999999999997,2.5999999999999996,0.4,0.8,0.8999999999999999,1.7999999999999998,0.6000000000000001,0.5999999999999996,0.5,0.7000000000000002,1.6,0.1,0.3999999999999999,3.3999999999999986,3.3999999999999986,1.5,4.100000000000001,1.6000000000000014,2.1999999999999997,0.09999999999999987,0.0,0.036000000000000004,0.09999999999999964,0.8999999999999999,0.10000000000000003,0.7000000000000001,3.0,0.017999999999999988,1.0,1.2000000000000002,9.0,7.0,-2.0,0.6097560975609756,0,0.0
Kevin Love,22,73,35.8,6.6,14.1,0.47,1.2,2.9,0.417,5.4,11.2,0.483,5.8,0.85,4.5,10.7,15.2,2.5,0.4,2.1,20.2,60.0,2,2010-11,24.3,11.8,22.9,8.9,11.4,0.21,4.4,4.2,13.0,51.0,7.199999999999996,1.6999999999999993,3.299999999999999,0.6,1.0999999999999999,1.1000000000000005,2.1999999999999993,2.0,2.2,3.499999999999999,4.199999999999999,0.20000000000000018,0.0,0.10000000000000009,6.199999999999999,6.199999999999999,3.6000000000000014,-1.0999999999999996,0.5,5.5,-0.4,-0.19999999999999996,0.04199999999999998,-0.8000000000000007,3.0,-0.10000000000000009,1.0,6.5,0.07199999999999998,2.9000000000000004,2.7,30.0,29.0,-1.0,0.2073170731707317,1,0.69
Kyle Lowry,24,75,34.2,4.6,10.8,0.426,1.7,4.6,0.376,2.9,6.2,0.464,2.6,0.765,1.2,2.9,4.1,6.7,0.3,2.1,13.5,68.0,3,2010-11,16.5,29.4,18.6,5.1,7.0,0.13,2.0,2.6,7.0,71.0,9.900000000000002,1.8999999999999995,4.000000000000001,1.2,2.5999999999999996,0.6999999999999997,1.4000000000000004,-0.6000000000000001,-0.5,0.6000000000000001,0.49999999999999956,2.2,0.19999999999999998,0.40000000000000013,4.4,3.9000000000000004,1.0,1.6999999999999993,0.0,2.1999999999999997,0.10000000000000009,0.19999999999999996,0.131,-2.1999999999999997,1.6,-0.4,0.40000000000000013,2.7,0.0040000000000000036,1.2,1.4000000000000001,14.0,16.0,2.0,0.524390243902439,6,0.083
Kevin Martin,27,80,32.5,6.9,15.8,0.436,2.2,5.7,0.383,4.7,10.1,0.467,7.4,0.888,0.4,2.9,3.2,2.5,0.2,2.3,23.5,46.0,6,2010-11,21.4,13.0,29.6,8.0,9.5,0.175,3.4,3.5,34.0,37.0,-3.0,0.6000000000000005,0.7000000000000011,0.7000000000000002,1.1000000000000005,-0.09999999999999964,-0.40000000000000036,0.9000000000000004,1.0,0.0,-0.3999999999999999,0.10000000000000009,0.1,0.2999999999999998,2.8999999999999986,-1.1000000000000014,4.399999999999999,1.8000000000000007,4.300000000000001,4.8,0.20000000000000018,0.10000000000000003,0.059,-0.8,3.3,0.3999999999999999,0.5,5.3,0.05199999999999999,3.8,2.9,14.0,16.0,2.0,0.524390243902439,0,0.0
Wesley Matthews,24,82,33.6,5.4,11.9,0.449,1.9,4.6,0.407,3.5,7.3,0.476,3.2,0.844,0.6,2.6,3.1,2.0,0.1,1.7,15.9,82.0,1,2010-11,15.5,10.2,21.3,5.0,7.2,0.126,0.9,2.0,0.0,21.0,8.900000000000002,2.1000000000000005,5.0,1.0999999999999999,2.5999999999999996,0.8999999999999999,2.3999999999999995,1.2000000000000002,1.4,0.9000000000000001,0.8000000000000003,0.5,-0.1,0.5999999999999999,6.5,6.5,3.1999999999999993,1.1999999999999993,4.800000000000001,2.4,0.3999999999999999,-0.3,0.09400000000000003,-1.0,1.6,-0.1,0.3999999999999999,2.6000000000000005,0.018000000000000002,1.4,1.2,10.0,11.0,1.0,0.5853658536585366,8,0.055
Paul Millsap,25,76,34.3,6.9,13.0,0.531,0.1,0.3,0.391,6.8,12.7,0.535,3.4,0.757,2.2,5.5,7.6,2.5,0.9,1.9,17.3,82.0,4,2010-11,19.8,12.6,22.6,5.2,7.7,0.143,1.9,2.5,-6.0,68.0,6.4999999999999964,2.2,4.300000000000001,0.1,0.19999999999999998,2.0999999999999996,4.1,1.1999999999999997,1.2000000000000002,1.0,0.7999999999999998,0.8999999999999999,-0.29999999999999993,0.5,5.700000000000001,3.8000000000000007,3.1000000000000014,3.6999999999999993,3.900000000000002,1.5,0.7000000000000002,-1.2999999999999998,0.01,-2.4000000000000004,2.0,-0.5,-1.0,0.5,-0.008000000000000007,1.5,1.1,18.0,8.0,-10.0,0.47560975609756095,0,0.0
Tony Parker,28,78,32.4,7.1,13.7,0.519,0.3,0.9,0.357,6.8,12.8,0.531,3.0,0.769,0.4,2.7,3.1,6.6,0.0,2.6,17.5,56.0,9,2010-11,20.4,35.2,25.5,5.8,8.2,0.156,1.8,2.4,22.0,28.0,1.5,0.8999999999999995,0.8999999999999986,0.09999999999999998,0.30000000000000004,0.7000000000000002,0.6000000000000014,-0.2999999999999998,-0.5000000000000004,0.40000000000000036,0.7000000000000002,0.8999999999999995,-0.1,-0.10000000000000009,1.5,-4.5,4.0,4.300000000000004,-0.3000000000000007,3.8,0.9999999999999999,-0.19999999999999998,0.018000000000000002,0.8999999999999999,1.6999999999999997,0.9,0.7999999999999998,4.6,0.05499999999999999,2.5,1.7999999999999998,2.0,12.0,10.0,0.7439024390243902,0,0.0
Luke Ridnour,29,71,30.4,4.5,9.6,0.468,1.1,2.6,0.44,3.4,7.0,0.479,1.7,0.883,0.5,2.3,2.8,5.4,0.1,2.2,11.8,82.0,7,2010-11,15.0,28.1,17.8,3.2,4.0,0.089,0.0,1.1,-11.0,66.0,8.899999999999999,0.5,1.1999999999999993,0.30000000000000004,0.3999999999999999,0.19999999999999973,0.7999999999999998,0.19999999999999996,0.19999999999999996,0.7999999999999998,1.0999999999999999,1.4000000000000004,0.0,0.9000000000000001,1.4000000000000004,0.3000000000000007,-2.6999999999999993,-3.799999999999997,-4.199999999999999,-0.7999999999999998,0.5,0.10000000000000003,0.006000000000000005,0.3999999999999999,-1.0,-1.2,-1.4000000000000001,-2.2,-0.07900000000000001,-2.2,-0.7,30.0,29.0,-1.0,0.2073170731707317,0,0.0
Derrick Rose,22,81,37.4,8.8,19.7,0.445,1.6,4.8,0.332,7.2,15.0,0.481,5.9,0.858,1.0,3.1,4.1,7.7,0.6,3.4,25.0,78.0,2,2010-11,23.5,38.7,32.2,8.3,13.1,0.208,6.8,6.7,3.0,3.0,0.6000000000000014,0.20000000000000107,2.099999999999998,1.4000000000000001,4.0,-1.2000000000000002,-1.8000000000000007,2.6000000000000005,2.6000000000000005,0.20000000000000018,0.2999999999999998,1.7000000000000002,0.3,0.6000000000000001,4.199999999999999,4.199999999999999,4.899999999999999,8.400000000000002,5.0000000000000036,4.800000000000001,0.5,0.6000000000000001,0.197,0.6000000000000001,3.6999999999999997,1.4,2.3,7.1,0.10799999999999998,5.1,4.0,1.0,17.0,16.0,0.7560975609756098,4,0.119
Luis Scola,30,74,32.6,7.7,15.3,0.504,0.0,0.0,0.0,7.7,15.2,0.505,2.9,0.738,2.0,6.2,8.2,2.5,0.6,2.0,18.3,82.0,3,2010-11,18.4,13.7,25.7,3.3,5.5,0.11,-0.4,1.0,-8.0,-8.0,0.0,0.9000000000000004,2.0,0.0,-0.1,0.9000000000000004,2.0,0.3999999999999999,0.6000000000000001,-0.2999999999999998,-0.40000000000000036,0.3999999999999999,0.3,0.0,2.1000000000000014,2.1000000000000014,1.1999999999999993,2.5999999999999996,3.0,-0.10000000000000009,-0.19999999999999996,0.6000000000000001,-0.002,-0.2999999999999998,0.4,-0.5,-0.7999999999999998,-0.7999999999999998,-0.0040000000000000036,-0.10000000000000003,-0.10000000000000009,14.0,16.0,2.0,0.524390243902439,0,0.0
Ramon Sessions,24,81,26.3,4.5,9.6,0.466,0.0,0.2,0.2,4.4,9.4,0.472,4.3,0.823,0.6,2.6,3.1,5.2,0.1,2.2,13.3,82.0,2,2010-11,19.0,35.0,24.2,3.8,4.4,0.099,0.3,1.3,-1.0,37.0,5.199999999999999,1.4,2.8,0.0,0.0,1.3000000000000003,2.8000000000000007,2.3,2.4000000000000004,0.7000000000000002,0.5,2.1,0.0,0.5000000000000002,5.100000000000001,0.9000000000000004,6.1,11.7,4.300000000000001,3.3,-0.10000000000000009,0.09999999999999998,-0.008,-1.3000000000000003,3.6,-0.19999999999999996,0.0,3.3000000000000003,0.068,3.3,1.7000000000000002,29.0,1.0,-28.0,0.23170731707317074,0,0.0
Amar'e Stoudemire,28,78,36.8,9.5,19.0,0.502,0.1,0.3,0.435,9.4,18.7,0.503,6.1,0.792,2.5,5.6,8.2,2.6,1.9,3.2,25.3,82.0,7,2010-11,22.7,13.2,30.9,5.4,8.0,0.134,1.4,2.4,-4.0,-4.0,2.1999999999999957,0.9000000000000004,3.5999999999999996,0.1,0.19999999999999998,0.8000000000000007,3.3999999999999986,0.1999999999999993,0.0,-0.5,-0.7000000000000011,1.6,0.8999999999999999,0.6000000000000001,2.1999999999999993,-0.6999999999999993,0.09999999999999787,8.399999999999999,3.599999999999998,-2.799999999999999,0.29999999999999993,1.6999999999999997,0.011,-1.8999999999999995,-0.10000000000000009,0.5000000000000001,0.10000000000000009,-2.6999999999999993,-0.046999999999999986,0.3999999999999999,0.19999999999999973,15.0,23.0,8.0,0.5121951219512195,21T,0.005
Russell Westbrook,22,82,34.7,7.5,17.0,0.442,0.4,1.3,0.33,7.1,15.7,0.451,6.5,0.842,1.5,3.1,4.6,8.2,0.4,3.9,21.9,82.0,2,2010-11,23.6,42.7,31.6,6.3,9.4,0.159,4.2,4.4,0.0,0.0,0.4000000000000057,1.5999999999999996,2.9000000000000004,0.10000000000000003,0.0,1.5,2.799999999999999,2.5,2.6000000000000005,0.0,-0.3000000000000007,0.1999999999999993,0.0,0.6000000000000001,5.799999999999997,5.799999999999997,5.800000000000001,4.100000000000001,5.900000000000002,3.5999999999999996,0.7999999999999998,-0.09999999999999998,-0.016,-0.7999999999999998,2.5999999999999996,0.4,-0.2999999999999998,3.3000000000000007,0.054000000000000006,3.0,2.1000000000000005,7.0,10.0,3.0,0.6707317073170732,7,0.079
Deron Williams,26,65,37.9,6.6,15.0,0.439,1.6,4.9,0.331,5.0,10.1,0.491,5.4,0.845,0.6,3.4,4.0,10.3,0.2,3.5,20.1,76.0,5,2010-11,21.1,45.9,25.8,6.2,7.3,0.142,3.0,3.1,-11.0,-11.0,1.0,0.09999999999999964,1.0999999999999996,0.30000000000000004,1.5000000000000004,-0.20000000000000018,-0.3000000000000007,1.0,0.7999999999999998,0.10000000000000009,0.0,-0.1999999999999993,0.0,0.20000000000000018,1.4000000000000021,0.7000000000000028,0.5,1.3999999999999986,2.0,-1.2000000000000002,-0.10000000000000009,0.0,0.07900000000000001,-0.30000000000000027,0.09999999999999964,-0.9,-1.9,-3.000000000000001,-0.035,-0.7999999999999998,-0.9999999999999996,0.0,0.0,0.0,0.0,0,0.0
Dorell Wright,25,82,38.4,5.9,14.0,0.423,2.4,6.3,0.376,3.5,7.7,0.462,2.2,0.789,1.1,4.2,5.3,3.0,0.8,1.6,16.4,72.0,3,2010-11,15.0,11.6,19.3,3.9,5.8,0.088,0.8,2.2,10.0,81.0,17.599999999999998,3.2,8.2,1.5999999999999999,4.1,1.7,4.1,1.4000000000000001,1.7999999999999998,1.6,2.0,1.7,0.4,0.9000000000000001,9.299999999999999,8.499999999999998,0.5,1.799999999999999,3.5,1.7999999999999998,0.10000000000000009,-0.19999999999999996,0.07500000000000001,-0.8999999999999999,0.6000000000000001,-1.7,-0.40000000000000013,1.5,-0.049000000000000016,-1.0,0.7000000000000002,20.0,26.0,6.0,0.43902439024390244,3,0.214
Nick Young,25,64,31.8,6.4,14.6,0.441,1.6,4.2,0.387,4.8,10.4,0.462,2.9,0.816,0.4,2.3,2.7,1.2,0.3,1.4,17.4,74.0,3,2010-11,14.5,6.6,24.4,2.3,2.8,0.065,-1.3,0.4,-10.0,17.0,12.600000000000001,3.3000000000000003,7.1,0.7000000000000001,1.9000000000000004,2.5999999999999996,5.2,1.5,1.8,1.1999999999999997,1.3000000000000003,0.6,0.19999999999999998,0.5999999999999999,8.799999999999999,6.499999999999998,3.8000000000000007,0.8999999999999995,3.0,1.4,0.10000000000000009,0.19999999999999996,-0.015000000000000013,-0.20000000000000018,2.6,-0.10000000000000009,-0.09999999999999998,1.4,0.019000000000000003,2.4000000000000004,1.0,27.0,27.0,0.0,0.2804878048780488,14T,0.009
Arron Afflalo,26,62,33.6,5.3,11.3,0.471,1.4,3.6,0.398,3.9,7.7,0.504,3.2,0.798,0.6,2.5,3.2,2.4,0.2,1.4,15.2,69.0,4,2011-12,14.7,11.1,19.1,4.7,5.3,0.121,0.1,1.1,-7.0,-7.0,-0.10000000000000142,0.7999999999999998,2.200000000000001,-0.10000000000000009,0.0,0.8999999999999999,2.2,1.2000000000000002,1.6,-0.5,-0.3999999999999999,0.0,-0.2,0.3999999999999999,2.5999999999999996,2.5999999999999996,1.0999999999999996,0.1999999999999993,4.300000000000001,-0.09999999999999964,0.20000000000000007,-0.5,-0.08000000000000002,0.0,-0.30000000000000004,-0.8999999999999999,-0.7999999999999999,-0.9000000000000004,-0.007000000000000006,-1.2999999999999998,-0.8999999999999999,11.0,9.0,-2.0,0.5757575757575758,24T,0.005
Ryan Anderson,23,61,32.2,5.4,12.4,0.439,2.7,6.9,0.393,2.7,5.5,0.496,2.5,0.877,3.7,4.0,7.7,0.9,0.4,0.9,16.1,64.0,3,2011-12,21.2,5.1,21.2,7.0,8.9,0.219,4.0,3.0,-3.0,47.0,9.900000000000002,1.9000000000000004,4.200000000000001,0.6000000000000001,1.6000000000000005,1.3000000000000003,2.6,1.0,0.9999999999999998,0.5,2.2,0.09999999999999998,-0.19999999999999996,0.09999999999999998,5.500000000000002,5.500000000000002,2.1999999999999993,-1.1000000000000005,0.8000000000000007,3.0,0.2999999999999998,-1.1,-0.09299999999999997,2.1999999999999993,1.0,-1.5,-0.6000000000000001,2.5,0.0030000000000000027,-0.5999999999999996,0.6000000000000001,12.0,8.0,-4.0,0.5606060606060606,1,0.43
Nicolas Batum,23,59,30.4,4.9,10.9,0.451,1.8,4.6,0.391,3.1,6.2,0.496,2.3,0.836,1.4,3.2,4.6,1.4,1.0,1.5,13.9,80.0,3,2011-12,17.3,7.9,20.5,3.3,4.8,0.127,2.5,2.0,-21.0,-33.0,-1.1000000000000014,0.3000000000000007,0.8000000000000007,0.30000000000000004,0.2999999999999998,0.0,0.40000000000000036,0.5999999999999999,0.6000000000000001,0.0,0.09999999999999964,-0.10000000000000009,0.4,0.5,1.5,1.5,2.5,-0.1999999999999993,2.6999999999999993,-1.1000000000000005,0.19999999999999996,1.0,0.0030000000000000027,0.10000000000000053,1.5,0.0,-0.8999999999999999,-1.7999999999999998,0.0010000000000000009,1.4,0.0,20.0,10.0,-10.0,0.42424242424242425,0,0.0
