Rk,Player,Pos,Age,Tm,G,MP,PER,TS%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,Unnamed: 19,OWS,DWS,WS,WS/48,Unnamed: 24,OBPM,DBPM,BPM,VORP,Previous Season,PS_PER,PS_TRB%,PS_AST%,PS_BPM,PS_VORP,PS_USG%,PS_WS,PS_WS/48,Best Season,BS_PER,BS_TRB%,BS_AST%,BS_BPM,BS_VORP,BS_USG%,BS_WS,BS_WS/48
229,Al Jefferson,C,26,UTA,82,2940,20.1,0.528,0.0,0.219,9.6,23.2,16.3,9.2,0.8,4.2,6.8,24.2,,5.1,2.7,7.8,0.128,,1.6,-1.0,0.6,1.9,2009-10,19.0,16.0,10.0,0.4,1.5,24.3,4.6,0.09,2008-09,23.1,17.5,8.8,2.6,2.1,28.9,4.9,0.128
230,Richard Jefferson,SF,30,SAS,81,2459,12.4,0.612,0.478,0.304,2.6,11.8,7.3,6.5,0.8,1.0,11.3,15.4,,3.7,2.1,5.9,0.115,,0.5,-0.2,0.3,1.4,2009-10,13.1,8.3,9.6,-0.2,1.2,18.3,6.0,0.113,2007-08,17.4,6.2,15.0,0.3,1.8,26.1,7.6,0.114
231,Jared Jeffries,PF,29,TOT,42,601,8.0,0.375,0.105,0.337,11.7,10.3,11.0,8.1,2.6,2.0,17.5,8.8,,0.0,0.5,0.6,0.045,,-2.8,0.5,-2.2,0.0,2009-10,9.8,9.1,8.0,-1.9,0.0,11.1,2.2,0.058,2004-05,11.2,10.5,11.6,-1.6,0.2,13.6,2.6,0.063
231,Jared Jeffries,PF,29,HOU,18,138,9.5,0.334,0.167,0.278,16.4,12.3,14.4,11.1,2.6,1.5,9.0,14.2,,0.0,0.1,0.1,0.042,,-3.3,-0.5,-3.8,-0.1,2009-10,9.8,9.1,8.0,-1.9,0.0,11.1,2.2,0.058,2004-05,11.2,10.5,11.6,-1.6,0.2,13.6,2.6,0.063
231,Jared Jeffries,PF,29,NYK,24,463,7.6,0.403,0.06,0.38,10.3,9.7,10.0,7.2,2.6,2.2,22.6,7.2,,0.1,0.4,0.4,0.046,,-2.6,0.9,-1.7,0.0,2009-10,9.8,9.1,8.0,-1.9,0.0,11.1,2.2,0.058,2004-05,11.2,10.5,11.6,-1.6,0.2,13.6,2.6,0.063
232,Brandon Jennings,PG,21,MIL,63,2169,15.6,0.493,0.327,0.266,2.2,10.6,6.3,25.9,2.3,0.8,12.4,25.5,,0.6,3.3,3.9,0.086,,0.8,0.9,1.6,2.0,2009-10,14.5,6.0,29.6,0.7,1.8,26.1,4.2,0.075,2009-10,14.5,6.0,29.6,0.7,1.8,26.1,4.2,0.075
233,Eugene Jeter,PG,27,SAC,62,858,11.1,0.46,0.116,0.158,1.2,8.3,4.6,28.4,1.7,0.2,15.5,16.5,,0.2,0.5,0.7,0.037,,-2.2,-1.1,-3.3,-0.3,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
234,Yi Jianlian,PF,23,WAS,63,1112,10.1,0.459,0.037,0.262,7.8,18.0,12.7,3.5,1.2,2.2,11.6,17.4,,-0.4,0.8,0.4,0.016,,-3.7,-1.6,-5.3,-0.9,2009-10,12.3,13.0,4.9,-4.1,-0.9,20.1,1.3,0.037,2009-10,12.3,13.0,4.9,-4.1,-0.9,20.1,1.3,0.037
235,Amir Johnson,PF,23,TOR,72,1853,17.6,0.608,0.002,0.323,11.8,17.8,14.7,6.8,1.5,3.6,10.9,15.3,,4.4,1.2,5.6,0.146,,0.3,0.0,0.3,1.1,2009-10,16.7,16.1,5.0,-0.6,0.5,14.5,4.5,0.15,2009-10,16.7,16.1,5.0,-0.6,0.5,14.5,4.5,0.15
236,Armon Johnson,PG,21,POR,38,277,9.3,0.497,0.119,0.218,4.7,11.5,7.9,28.1,1.0,0.3,25.6,25.1,,-0.4,0.2,-0.3,-0.044,,-3.3,-1.9,-5.1,-0.2,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
237,Chris Johnson,C,25,TOT,14,138,10.2,0.554,0.0,0.952,10.3,18.2,14.2,3.2,1.2,5.3,25.1,13.5,,0.0,0.2,0.2,0.08,,-5.2,1.1,-4.2,-0.1,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
237,Chris Johnson,C,25,POR,10,106,10.3,0.521,0.0,1.0,12.2,19.3,15.6,2.8,1.5,4.7,23.6,15.0,,0.0,0.2,0.2,0.069,,-5.9,0.6,-5.3,-0.1,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
237,Chris Johnson,C,25,BOS,4,32,9.9,0.773,0.0,0.667,4.1,14.5,9.6,4.5,0.0,7.3,34.0,8.8,,0.0,0.1,0.1,0.118,,-3.0,2.6,-0.4,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
238,James Johnson,SF,23,TOT,38,822,12.6,0.505,0.143,0.3,5.2,15.4,10.2,16.4,2.1,3.4,19.3,18.2,,-0.1,0.8,0.6,0.036,,-1.6,0.9,-0.6,0.3,2009-10,10.4,9.4,9.8,-2.4,-0.1,18.0,0.8,0.054,2009-10,10.4,9.4,9.8,-2.4,-0.1,18.0,0.8,0.054
238,James Johnson,SF,23,CHI,13,123,8.8,0.449,0.22,0.317,5.9,16.7,11.4,18.1,3.5,5.6,27.8,24.2,,-0.4,0.3,0.0,-0.014,,-6.8,3.4,-3.4,-0.1,2009-10,10.4,9.4,9.8,-2.4,-0.1,18.0,0.8,0.054,2009-10,10.4,9.4,9.8,-2.4,-0.1,18.0,0.8,0.054
238,James Johnson,SF,23,TOR,25,699,13.2,0.517,0.128,0.296,5.1,15.1,10.0,16.1,1.8,3.0,17.2,17.1,,0.2,0.4,0.6,0.044,,-0.7,0.5,-0.2,0.3,2009-10,10.4,9.4,9.8,-2.4,-0.1,18.0,0.8,0.054,2009-10,10.4,9.4,9.8,-2.4,-0.1,18.0,0.8,0.054
239,Joe Johnson,SG,29,ATL,72,2554,16.4,0.517,0.258,0.209,2.8,10.9,6.9,24.0,1.0,0.2,10.3,26.3,,2.5,1.8,4.2,0.08,,1.2,-1.5,-0.3,1.1,2009-10,19.3,7.1,22.0,2.7,3.4,26.3,8.4,0.14,2006-07,19.5,6.1,21.8,2.5,2.7,28.3,5.1,0.105
240,Trey Johnson,SG,26,TOT,8,94,8.3,0.455,0.091,0.303,2.5,6.5,4.4,17.4,0.5,0.8,11.8,20.2,,0.0,0.0,0.0,-0.009,,-4.1,-2.3,-6.4,-0.1,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
240,Trey Johnson,SG,26,TOR,7,81,7.0,0.418,0.1,0.267,2.9,7.5,5.1,20.2,0.6,0.9,13.0,21.3,,-0.1,0.0,-0.1,-0.048,,-4.7,-2.3,-7.0,-0.1,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
240,Trey Johnson,SG,26,LAL,1,13,16.2,0.773,0.0,0.667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.6,,0.1,0.0,0.1,0.23,,-0.6,-1.8,-2.4,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
241,Wesley Johnson,SG,23,MIN,79,2069,10.2,0.491,0.424,0.135,2.7,10.4,6.4,11.0,1.4,2.0,11.6,16.8,,0.4,0.9,1.3,0.03,,-1.3,-0.4,-1.7,0.2,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
242,Dahntay Jones,SG,30,IND,45,589,13.7,0.558,0.182,0.421,0.8,11.4,6.1,9.5,1.7,0.9,10.9,21.4,,0.6,0.6,1.2,0.102,,-1.7,0.5,-1.2,0.1,2009-10,10.8,6.6,12.9,-3.6,-0.8,20.1,1.8,0.045,2009-10,10.8,6.6,12.9,-3.6,-0.8,20.1,1.8,0.045
243,Dominique Jones,SG,22,DAL,18,135,10.6,0.4,0.089,0.378,5.4,15.9,10.8,20.8,1.9,1.7,16.0,21.7,,-0.2,0.2,0.0,0.007,,-2.5,1.6,-0.9,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
244,James Jones,SF,30,MIA,81,1549,11.1,0.629,0.829,0.208,1.9,9.9,6.1,4.1,1.0,1.0,5.3,12.0,,3.0,1.7,4.7,0.145,,0.7,0.3,1.0,1.2,2009-10,8.8,5.3,5.1,-1.2,0.1,13.3,1.0,0.099,2005-06,13.2,7.9,4.5,-0.1,0.9,16.9,4.0,0.11
245,Solomon Jones,C,26,IND,39,528,8.5,0.469,0.008,0.512,9.5,14.2,11.9,8.5,1.2,3.0,19.1,15.4,,-0.2,0.6,0.5,0.042,,-5.3,0.8,-4.5,-0.3,2009-10,9.9,11.6,7.3,-4.2,-0.4,16.1,0.8,0.058,2009-10,9.9,11.6,7.3,-4.2,-0.4,16.1,0.8,0.058
246,DeAndre Jordan,C,22,LAC,80,2047,14.8,0.648,0.003,0.636,11.9,20.9,16.5,3.2,1.0,5.4,18.8,11.7,,2.6,2.6,5.2,0.122,,-1.7,1.0,-0.7,0.7,2009-10,12.7,17.9,2.9,-3.8,-0.5,14.7,1.5,0.061,2009-10,12.7,17.9,2.9,-3.8,-0.5,14.7,1.5,0.061
247,Chris Kaman,C,28,LAC,32,838,15.7,0.495,0.0,0.152,7.2,24.1,15.7,10.0,1.0,4.5,12.6,24.4,,-0.2,1.1,0.8,0.047,,-1.7,0.3,-1.4,0.1,2009-10,16.5,15.6,8.6,-2.5,-0.3,27.1,2.4,0.044,2009-10,16.5,15.6,8.6,-2.5,-0.3,27.1,2.4,0.044
248,Jason Kapono,SF,29,PHI,24,112,1.6,0.277,0.286,0.071,3.1,8.2,5.7,5.0,0.9,0.7,6.5,12.7,,-0.3,0.1,-0.2,-0.07,,-5.7,-1.7,-7.4,-0.2,2009-10,8.4,4.0,6.1,-4.0,-0.5,15.9,0.5,0.023,2006-07,13.8,6.0,7.9,-0.5,0.7,17.9,4.2,0.114
249,Jason Kidd,PG,37,DAL,80,2653,14.4,0.5,0.656,0.129,1.6,13.4,7.7,35.4,2.7,0.8,22.1,14.3,,2.5,3.9,6.4,0.116,,0.9,2.0,2.8,3.3,2009-10,17.2,8.9,36.4,4.2,4.5,14.5,8.9,0.148,2002-03,22.2,9.6,42.2,6.6,6.5,25.9,11.3,0.182
250,Andrei Kirilenko,SF,29,UTA,64,1999,16.6,0.567,0.181,0.498,6.0,13.8,9.9,14.9,2.1,3.0,15.0,17.8,,2.9,1.7,4.5,0.109,,1.7,0.5,2.2,2.1,2009-10,18.2,9.3,14.0,5.1,3.0,17.7,6.0,0.171,2003-04,22.6,13.5,15.7,7.9,7.2,21.9,11.6,0.192
251,Linas Kleiza,SF,26,TOR,39,1032,10.1,0.502,0.323,0.16,4.1,16.5,10.2,6.2,1.0,0.5,13.0,21.7,,-0.5,0.2,-0.3,-0.012,,-2.4,-2.3,-4.7,-0.7,2008-09,13.2,10.4,5.7,-1.5,0.2,20.0,3.6,0.095,2007-08,14.4,9.5,7.5,-0.9,0.5,18.9,4.7,0.119
252,Kyle Korver,SG,29,CHI,82,1649,13.0,0.572,0.519,0.156,0.9,9.5,5.3,12.1,1.1,0.9,9.2,18.3,,2.7,2.4,5.1,0.149,,0.4,0.7,1.1,1.3,2009-10,13.9,6.9,13.9,1.4,0.8,16.2,2.6,0.13,2006-07,14.2,6.8,8.0,-0.1,1.1,21.3,4.6,0.097
253,Kosta Koufos,C,21,TOT,50,434,12.6,0.474,0.013,0.287,14.6,19.1,16.8,2.5,1.1,4.4,15.5,19.9,,-0.2,0.4,0.2,0.027,,-3.9,-1.6,-5.5,-0.4,2009-10,7.7,15.5,5.1,-6.5,-0.2,17.9,0.0,0.014,2008-09,15.2,14.6,5.7,-1.4,0.1,18.5,1.3,0.112
253,Kosta Koufos,C,21,MIN,39,336,10.4,0.447,0.019,0.222,13.5,18.7,16.0,3.2,1.2,4.5,17.4,18.2,,-0.3,0.3,0.0,-0.004,,-4.7,-1.2,-5.9,-0.3,2009-10,7.7,15.5,5.1,-6.5,-0.2,17.9,0.0,0.014,2008-09,15.2,14.6,5.7,-1.4,0.1,18.5,1.3,0.112
253,Kosta Koufos,C,21,DEN,11,98,20.3,0.536,0.0,0.452,18.2,20.6,19.4,0.0,1.0,3.9,10.6,25.6,,0.1,0.1,0.3,0.133,,-1.3,-2.8,-4.1,-0.1,2009-10,7.7,15.5,5.1,-6.5,-0.2,17.9,0.0,0.014,2008-09,15.2,14.6,5.7,-1.4,0.1,18.5,1.3,0.112
254,Nenad Krstić,C,27,TOT,71,1571,13.1,0.557,0.0,0.323,9.9,15.4,12.7,2.8,0.9,1.2,9.8,16.9,,2.3,1.7,4.0,0.122,,-1.4,-1.0,-2.5,-0.2,2009-10,13.7,12.6,4.9,-1.8,0.1,17.1,4.2,0.116,2005-06,14.4,12.2,6.8,-2.2,-0.1,21.6,5.4,0.105
254,Nenad Krstić,C,27,OKC,47,1018,12.5,0.534,0.0,0.216,9.2,14.4,11.9,3.0,0.9,1.2,9.0,16.4,,1.2,0.8,2.0,0.096,,-1.5,-1.4,-2.8,-0.2,2009-10,13.7,12.6,4.9,-1.8,0.1,17.1,4.2,0.116,2005-06,14.4,12.2,6.8,-2.2,-0.1,21.6,5.4,0.105
254,Nenad Krstić,C,27,BOS,24,553,14.3,0.598,0.0,0.544,11.1,17.0,14.2,2.3,0.8,1.1,11.2,17.8,,1.0,0.9,2.0,0.17,,-1.4,-0.3,-1.8,0.0,2009-10,13.7,12.6,4.9,-1.8,0.1,17.1,4.2,0.116,2005-06,14.4,12.2,6.8,-2.2,-0.1,21.6,5.4,0.105
255,Carl Landry,PF,27,TOT,76,2008,14.8,0.555,0.006,0.419,9.3,10.8,10.0,5.2,1.0,1.2,11.8,20.5,,2.8,1.3,4.1,0.098,,-0.5,-1.3,-1.9,0.1,2009-10,19.0,10.9,4.6,0.8,1.7,22.5,7.7,0.15,2009-10,19.0,10.9,4.6,0.8,1.7,22.5,7.7,0.15
255,Carl Landry,PF,27,SAC,53,1406,14.7,0.545,0.006,0.444,10.0,10.5,10.2,5.7,1.1,1.0,12.4,20.3,,1.8,0.7,2.5,0.086,,-0.4,-1.4,-1.8,0.1,2009-10,19.0,10.9,4.6,0.8,1.7,22.5,7.7,0.15,2009-10,19.0,10.9,4.6,0.8,1.7,22.5,7.7,0.15
255,Carl Landry,PF,27,NOH,23,602,15.2,0.578,0.005,0.36,7.6,11.4,9.5,3.8,0.9,1.7,10.3,20.8,,1.0,0.6,1.6,0.125,,-0.8,-1.2,-2.1,0.0,2009-10,19.0,10.9,4.6,0.8,1.7,22.5,7.7,0.15,2009-10,19.0,10.9,4.6,0.8,1.7,22.5,7.7,0.15
256,Acie Law,PG,26,TOT,51,726,9.9,0.502,0.194,0.344,1.9,8.2,5.0,16.3,2.2,0.0,16.7,15.7,,0.1,0.3,0.4,0.027,,-3.5,-0.5,-4.0,-0.4,2008-09,10.6,6.1,23.4,-2.9,-0.1,16.3,0.7,0.062,2007-08,7.7,3.8,20.4,-5.2,-0.7,16.5,-0.1,-0.007
256,Acie Law,PG,26,MEM,11,94,0.4,0.256,0.316,0.526,3.8,10.3,7.0,19.3,2.2,0.0,29.9,16.0,,-0.4,0.1,-0.3,-0.138,,-8.3,-0.9,-9.2,-0.2,2008-09,10.6,6.1,23.4,-2.9,-0.1,16.3,0.7,0.062,2007-08,7.7,3.8,20.4,-5.2,-0.7,16.5,-0.1,-0.007
256,Acie Law,PG,26,GSW,40,632,11.3,0.532,0.18,0.323,1.6,7.9,4.7,15.9,2.2,0.0,14.7,15.6,,0.5,0.2,0.7,0.052,,-2.7,-0.5,-3.2,-0.2,2008-09,10.6,6.1,23.4,-2.9,-0.1,16.3,0.7,0.062,2007-08,7.7,3.8,20.4,-5.2,-0.7,16.5,-0.1,-0.007
257,Gani Lawal,PF,22,PHO,1,2,-9.1,,,,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,0.0,0.0,-0.009,,-16.9,1.9,-15.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
258,Ty Lawson,PG,23,DEN,80,2103,17.9,0.593,0.249,0.327,3.8,7.6,5.7,28.3,1.9,0.1,14.8,19.6,,5.1,1.6,6.7,0.153,,2.4,-0.3,2.1,2.2,2009-10,16.4,5.4,24.2,1.1,1.0,18.0,3.7,0.135,2009-10,16.4,5.4,24.2,1.1,1.0,18.0,3.7,0.135
259,Courtney Lee,SG,25,HOU,81,1723,12.6,0.534,0.302,0.208,3.3,10.4,6.9,8.9,1.7,0.7,9.8,17.9,,1.6,1.1,2.7,0.076,,-0.7,-0.5,-1.1,0.4,2009-10,12.8,6.1,9.0,-1.4,0.4,17.7,3.1,0.063,2009-10,12.8,6.1,9.0,-1.4,0.4,17.7,3.1,0.063
260,David Lee,PF,27,GSW,73,2634,17.8,0.549,0.003,0.273,9.1,21.9,15.4,14.0,1.4,0.9,13.4,21.2,,4.1,2.0,6.0,0.11,,0.5,-0.9,-0.4,1.1,2009-10,22.2,17.9,17.5,2.5,3.5,23.8,10.3,0.163,2009-10,22.2,17.9,17.5,2.5,3.5,23.8,10.3,0.163
261,Rashard Lewis,SF-PF,31,TOT,57,1824,12.0,0.535,0.419,0.165,4.4,14.0,9.1,8.1,1.5,1.3,12.2,17.6,,1.2,1.9,3.0,0.079,,-0.7,0.3,-0.4,0.7,2009-10,14.0,7.8,7.4,1.8,2.3,19.4,6.5,0.132,2006-07,20.7,10.1,10.8,4.1,3.6,24.4,7.6,0.155
261,Rashard Lewis,PF,31,ORL,25,810,11.0,0.524,0.444,0.167,3.4,11.7,7.6,5.9,1.4,1.0,10.8,18.6,,0.3,1.2,1.5,0.091,,-1.0,0.6,-0.5,0.3,2009-10,14.0,7.8,7.4,1.8,2.3,19.4,6.5,0.132,2006-07,20.7,10.1,10.8,4.1,3.6,24.4,7.6,0.155
261,Rashard Lewis,SF,31,WAS,32,1014,12.8,0.544,0.397,0.163,5.2,15.9,10.4,9.9,1.5,1.5,13.5,16.8,,0.8,0.7,1.5,0.07,,-0.4,0.0,-0.3,0.4,2009-10,14.0,7.8,7.4,1.8,2.3,19.4,6.5,0.132,2006-07,20.7,10.1,10.8,4.1,3.6,24.4,7.6,0.155
262,Jeremy Lin,PG,22,GSW,29,285,14.8,0.458,0.069,0.347,4.7,8.9,6.8,20.4,5.9,2.4,17.8,15.6,,0.0,0.4,0.5,0.078,,-2.1,4.4,2.2,0.3,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
263,Shaun Livingston,PG,25,CHA,73,1261,14.3,0.53,0.01,0.315,2.8,11.6,7.2,22.5,2.0,1.9,16.3,20.1,,0.7,1.2,1.9,0.073,,-1.0,1.0,0.0,0.7,2009-10,12.8,5.6,26.3,-1.4,0.1,15.9,1.2,0.07,2006-07,13.7,6.8,28.3,0.0,0.8,17.4,2.4,0.072
264,Brook Lopez,C,22,NJN,82,2889,19.3,0.549,0.001,0.374,7.8,12.3,10.0,8.8,0.9,3.2,10.4,27.3,,4.4,1.9,6.3,0.105,,1.4,-0.9,0.6,1.9,2009-10,20.1,13.5,11.8,1.2,2.5,23.6,7.9,0.125,2009-10,20.1,13.5,11.8,1.2,2.5,23.6,7.9,0.125
265,Robin Lopez,C,22,PHO,67,991,13.9,0.539,0.0,0.28,9.5,15.6,12.6,1.3,0.9,3.4,10.7,20.4,,0.8,0.8,1.5,0.074,,-3.1,-1.0,-4.1,-0.5,2009-10,17.6,14.2,1.1,-0.6,0.4,17.3,3.2,0.158,2009-10,17.6,14.2,1.1,-0.6,0.4,17.3,3.2,0.158
266,Kevin Love,PF,22,MIN,73,2611,24.3,0.593,0.206,0.486,13.7,34.2,23.6,11.8,0.9,0.8,11.1,22.9,,8.9,2.5,11.4,0.21,,5.7,-1.3,4.4,4.2,2009-10,20.7,21.5,12.9,1.5,1.5,22.4,4.9,0.138,2009-10,20.7,21.5,12.9,1.5,1.5,22.4,4.9,0.138
267,Kyle Lowry,PG,24,HOU,75,2563,16.5,0.55,0.424,0.31,3.9,9.7,6.8,29.4,2.0,0.6,14.7,18.6,,5.1,1.8,7.0,0.13,,2.0,0.0,2.0,2.6,2009-10,15.5,8.6,27.7,0.8,1.2,18.6,4.3,0.126,2007-08,14.3,6.7,21.8,-0.9,0.6,18.6,3.4,0.078
268,John Lucas III,PG,28,CHI,2,10,-0.1,0.258,0.333,0.667,0.0,0.0,0.0,15.0,0.0,0.0,0.0,17.8,,0.0,0.0,0.0,-0.121,,-6.3,-3.3,-9.6,0.0,2006-07,11.8,5.4,15.1,-1.4,0.1,21.8,0.6,0.081,2006-07,11.8,5.4,15.1,-1.4,0.1,21.8,0.6,0.081
269,Corey Maggette,SF,31,MIL,67,1401,15.8,0.573,0.14,0.581,3.6,16.8,10.0,11.3,0.8,0.3,15.3,27.7,,1.5,1.9,3.4,0.115,,-0.6,-0.2,-0.8,0.5,2009-10,20.3,10.0,13.2,0.3,1.2,26.7,6.3,0.144,2004-05,19.9,9.7,16.6,2.4,2.7,27.9,8.1,0.16
270,Jamaal Magloire,C,32,MIA,18,158,12.7,0.585,0.0,0.818,13.6,31.2,22.9,2.8,1.3,1.0,14.3,10.3,,0.3,0.3,0.6,0.172,,-1.5,0.9,-0.6,0.1,2009-10,9.4,19.8,0.4,-5.5,-0.3,13.0,0.6,0.078,2003-04,16.5,17.4,5.5,-1.6,0.3,20.0,7.6,0.131
271,Ian Mahinmi,C,24,DAL,56,488,13.7,0.645,0.02,0.837,10.7,17.8,14.4,2.5,1.5,2.3,15.7,15.3,,1.0,0.8,1.8,0.177,,-3.3,1.1,-2.1,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
272,Shawn Marion,SF,32,DAL,80,2253,17.0,0.551,0.04,0.197,9.1,19.2,14.3,8.3,1.6,1.7,12.5,21.5,,2.3,3.4,5.6,0.12,,-0.1,0.4,0.3,1.3,2009-10,14.7,11.5,7.2,-0.5,0.9,18.1,5.0,0.1,2005-06,23.6,16.3,6.8,4.8,5.6,22.3,14.6,0.214
273,Sean Marks,C,35,POR,29,208,4.9,0.473,0.045,0.182,9.0,14.8,11.8,2.9,0.8,2.0,18.8,13.1,,-0.1,0.2,0.1,0.019,,-7.3,-0.8,-8.1,-0.3,2008-09,8.8,13.5,2.6,-4.8,-0.6,12.6,1.2,0.067,2008-09,8.8,13.5,2.6,-4.8,-0.6,12.6,1.2,0.067
274,Cartier Martin,SF,26,WAS,52,542,11.7,0.524,0.544,0.22,4.1,11.8,7.8,5.2,1.7,0.8,7.4,17.6,,0.5,0.3,0.8,0.071,,0.2,-0.8,-0.6,0.2,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
275,Kenyon Martin,PF,33,DEN,48,1233,14.1,0.526,0.025,0.199,6.5,20.9,13.9,13.6,1.8,2.2,13.0,16.4,,1.0,1.6,2.7,0.104,,-0.8,1.7,0.9,0.9,2009-10,13.4,15.8,8.5,-0.8,0.6,17.5,3.3,0.079,2003-04,18.7,16.2,13.7,1.9,2.2,25.0,6.7,0.142
276,Kevin Martin,SG,27,HOU,80,2603,21.4,0.601,0.362,0.528,1.2,10.0,5.6,13.0,1.6,0.4,10.5,29.6,,8.0,1.5,9.5,0.175,,4.3,-1.0,3.4,3.5,2009-10,17.0,5.8,11.2,-0.4,0.6,25.3,4.2,0.123,2008-09,19.2,5.5,12.3,0.5,1.3,27.4,4.7,0.117
277,Roger Mason,SG,30,NYK,26,319,7.1,0.461,0.571,0.13,1.8,13.7,7.7,8.8,0.9,0.5,6.9,12.2,,0.1,0.1,0.2,0.029,,-2.4,-1.2,-3.6,-0.1,2009-10,9.7,6.3,13.5,-1.2,0.3,17.2,1.9,0.062,2008-09,11.9,6.0,11.1,-0.9,0.7,18.9,4.7,0.091
278,Wesley Matthews,SG,24,POR,82,2758,15.5,0.582,0.386,0.322,2.0,9.7,5.7,10.2,2.0,0.3,11.0,21.3,,5.0,2.3,7.2,0.126,,1.0,-0.1,0.9,2.0,2009-10,12.3,5.6,9.0,-0.5,0.8,16.5,4.6,0.108,2009-10,12.3,5.6,9.0,-0.5,0.8,16.5,4.6,0.108
279,Jason Maxiell,PF,27,DET,57,930,9.4,0.51,0.0,0.524,8.3,14.7,11.4,2.7,1.4,1.8,15.9,13.9,,0.0,0.4,0.5,0.024,,-3.3,-1.1,-4.4,-0.6,2009-10,14.0,15.7,4.1,-2.7,-0.3,16.4,2.6,0.081,2007-08,16.7,14.6,4.2,-0.1,0.8,17.0,6.3,0.171
280,Eric Maynor,PG,23,OKC,82,1200,11.7,0.485,0.288,0.177,2.5,9.1,5.9,30.3,1.5,0.4,17.7,16.5,,0.7,0.8,1.5,0.061,,-0.8,-1.1,-1.8,0.1,2009-10,11.8,5.9,31.5,-1.8,0.1,17.1,1.9,0.071,2009-10,11.8,5.9,31.5,-1.8,0.1,17.1,1.9,0.071
281,O.J. Mayo,SG,23,MEM,71,1869,12.6,0.499,0.353,0.175,2.2,8.7,5.4,12.1,2.0,1.1,11.0,21.8,,0.5,1.9,2.4,0.062,,-0.4,-0.1,-0.6,0.7,2009-10,14.6,5.8,12.2,0.0,1.6,20.7,5.6,0.087,2008-09,14.2,6.1,15.5,-1.3,0.6,24.5,3.4,0.052
282,Luc Mbah a Moute,PF,24,MIL,79,2093,11.5,0.518,0.016,0.439,9.2,14.3,11.7,5.3,1.8,1.1,13.1,13.1,,1.5,3.3,4.8,0.109,,-2.3,1.1,-1.3,0.4,2009-10,11.8,12.2,6.5,-0.3,0.8,12.1,4.7,0.122,2008-09,12.3,13.6,6.3,-0.8,0.6,14.3,4.0,0.092
283,Antonio McDyess,PF,36,SAS,73,1387,12.8,0.516,0.003,0.224,10.5,22.3,16.5,9.0,1.3,2.0,16.0,14.9,,1.0,2.1,3.0,0.105,,-1.8,1.1,-0.7,0.4,2009-10,12.2,16.5,7.7,-1.0,0.4,15.1,3.2,0.094,2008-09,16.6,19.3,7.3,0.5,1.2,15.7,5.6,0.144
284,JaVale McGee,C,23,WAS,79,2193,17.4,0.566,0.005,0.381,11.2,22.2,16.5,2.8,1.0,6.7,12.6,16.3,,2.7,2.5,5.3,0.115,,-0.7,0.4,-0.4,0.9,2009-10,17.0,14.5,2.4,-0.8,0.3,19.1,2.1,0.105,2008-09,17.0,15.1,3.4,-2.9,-0.3,20.7,2.0,0.084
285,Tracy McGrady,SG,31,DET,72,1686,14.9,0.503,0.171,0.251,3.4,15.4,9.1,23.6,2.1,1.6,15.2,18.6,,1.0,1.1,2.1,0.061,,0.1,0.5,0.6,1.1,2008-09,16.3,7.6,25.2,2.3,1.3,24.5,2.7,0.108,2002-03,30.3,9.5,30.0,10.5,9.3,35.2,16.1,0.262
