Rk,Player,Pos,Age,Tm,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,G_prev,G_prev_total,Seasons Played,Previous Season,PS_PTS,PS_TRB,PS_AST,PS_STL,PS_BLK,PS_MP,PS_G,PS_FGA,PS_FG,PS_TOV,PS_3P,PS_3PA,PS_2P,PS_3P%,PS_2PA,PS_2P%,PS_FT%,Best Season,BS_PTS,BS_TRB,BS_AST,BS_STL,BS_BLK,BS_MP,BS_G,BS_FGA,BS_FG,BS_TOV,BS_3P,BS_3PA,BS_2P,BS_3P%,BS_2PA,BS_2P%,BS_FT%
1,Quincy Acy,PF,24,NYK,68,22,18.9,2.2,4.9,0.459,0.3,0.9,0.3,2.0,4.0,0.494,0.486,1.1,1.4,0.784,1.2,3.3,4.4,1.0,0.4,0.3,0.9,2.2,5.9,63.0,92,1,2013-14,2.7,3.4,0.4,0.4,0.4,13.4,63.0,2.2,1.0,0.5,0.1,0.2,1.0,0.267,2.0,0.492,0.66,2013-14,2.7,3.4,0.4,0.4,0.4,13.4,63.0,2.2,1.0,0.5,0.1,0.2,1.0,0.267,2.0,0.492,0.66
2,Jordan Adams,SG,20,MEM,30,0,8.3,1.2,2.9,0.407,0.3,0.8,0.4,0.8,2.0,0.41,0.465,0.5,0.8,0.609,0.3,0.6,0.9,0.5,0.5,0.2,0.5,0.8,3.1,0.0,0,0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3,Steven Adams,C,21,OKC,70,67,25.3,3.1,5.7,0.544,0.0,0.0,0.0,3.1,5.7,0.547,0.544,1.5,2.9,0.502,2.8,4.6,7.5,0.9,0.5,1.2,1.4,3.2,7.7,81.0,81,1,2013-14,3.3,4.1,0.5,0.5,0.7,14.8,81.0,2.3,1.1,0.9,0.0,0.0,1.1,,2.3,0.503,0.581,2013-14,3.3,4.1,0.5,0.5,0.7,14.8,81.0,2.3,1.1,0.9,0.0,0.0,1.1,,2.3,0.503,0.581
4,Jeff Adrien,PF,28,MIN,17,0,12.6,1.1,2.6,0.432,0.0,0.0,,1.1,2.6,0.432,0.432,1.3,2.2,0.579,1.4,3.2,4.5,0.9,0.2,0.5,0.5,1.8,3.5,53.0,136,2,2013-14,6.8,5.8,0.7,0.5,0.7,18.1,53.0,5.2,2.7,0.7,0.0,0.0,2.7,,5.2,0.52,0.639,2013-14,6.8,5.8,0.7,0.5,0.7,18.1,53.0,5.2,2.7,0.7,0.0,0.0,2.7,,5.2,0.52,0.639
5,Arron Afflalo,SG,29,TOT,78,72,32.1,4.8,11.3,0.424,1.5,4.3,0.354,3.3,7.1,0.466,0.491,2.1,2.5,0.843,0.3,2.8,3.2,1.7,0.5,0.1,1.5,2.1,13.3,73.0,499,7,2013-14,18.2,3.6,3.4,0.5,0.0,35.0,73.0,13.8,6.4,2.0,1.8,4.1,4.6,0.427,9.7,0.473,0.815,2013-14,18.2,3.6,3.4,0.5,0.0,35.0,73.0,13.8,6.4,2.0,1.8,4.1,4.6,0.427,9.7,0.473,0.815
5,Arron Afflalo,SG,29,DEN,53,53,33.0,5.3,12.4,0.428,1.5,4.6,0.337,3.8,7.8,0.481,0.49,2.4,2.8,0.841,0.4,3.0,3.4,1.9,0.6,0.1,1.6,2.0,14.5,73.0,499,7,2013-14,18.2,3.6,3.4,0.5,0.0,35.0,73.0,13.8,6.4,2.0,1.8,4.1,4.6,0.427,9.7,0.473,0.815,2013-14,18.2,3.6,3.4,0.5,0.0,35.0,73.0,13.8,6.4,2.0,1.8,4.1,4.6,0.427,9.7,0.473,0.815
5,Arron Afflalo,SG,29,POR,25,19,30.1,3.8,9.1,0.414,1.4,3.6,0.4,2.3,5.5,0.423,0.493,1.6,1.9,0.851,0.2,2.4,2.7,1.1,0.4,0.1,1.3,2.4,10.6,73.0,499,7,2013-14,18.2,3.6,3.4,0.5,0.0,35.0,73.0,13.8,6.4,2.0,1.8,4.1,4.6,0.427,9.7,0.473,0.815,2013-14,18.2,3.6,3.4,0.5,0.0,35.0,73.0,13.8,6.4,2.0,1.8,4.1,4.6,0.427,9.7,0.473,0.815
6,Alexis Ajinça,C,26,NOP,68,8,14.1,2.7,4.8,0.55,0.0,0.0,,2.7,4.8,0.55,0.55,1.2,1.5,0.818,1.5,3.1,4.6,0.7,0.3,0.8,1.0,2.2,6.5,56.0,127,1,2013-14,5.9,4.9,0.7,0.4,0.8,17.0,56.0,4.4,2.4,1.1,0.0,0.0,2.4,0.0,4.4,0.548,0.836,2013-14,5.9,4.9,0.7,0.4,0.8,17.0,56.0,4.4,2.4,1.1,0.0,0.0,2.4,0.0,4.4,0.548,0.836
7,Furkan Aldemir,PF,23,PHI,41,9,13.2,1.0,1.9,0.513,0.0,0.1,0.0,1.0,1.8,0.548,0.513,0.3,0.7,0.481,1.9,2.4,4.3,0.7,0.4,0.4,0.4,2.3,2.3,0.0,0,0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8,Cole Aldrich,C,26,NYK,61,16,16.0,2.4,4.9,0.478,0.0,0.0,,2.4,4.9,0.478,0.478,0.8,1.0,0.781,1.7,3.9,5.5,1.2,0.6,1.1,1.0,2.0,5.5,46.0,135,2,2013-14,2.0,2.8,0.3,0.2,0.7,7.2,46.0,1.3,0.7,0.4,0.0,0.0,0.7,,1.3,0.541,0.867,2012-13,2.2,2.7,0.2,0.1,0.5,8.6,45.0,1.8,1.0,0.5,0.0,0.0,1.0,,1.8,0.55,0.6
9,LaMarcus Aldridge,PF,29,POR,71,71,35.4,9.3,19.9,0.466,0.5,1.5,0.352,8.8,18.5,0.475,0.479,4.3,5.1,0.845,2.5,7.7,10.2,1.7,0.7,1.0,1.7,1.8,23.4,69.0,577,8,2013-14,23.2,11.1,2.6,0.9,1.0,36.2,69.0,20.6,9.4,1.8,0.0,0.2,9.4,0.2,20.4,0.461,0.822,2013-14,23.2,11.1,2.6,0.9,1.0,36.2,69.0,20.6,9.4,1.8,0.0,0.2,9.4,0.2,20.4,0.461,0.822
10,Lavoy Allen,C,25,IND,63,0,17.0,2.2,4.7,0.472,0.0,0.0,,2.2,4.7,0.472,0.472,0.5,0.7,0.702,2.0,3.2,5.1,1.2,0.2,0.7,0.6,1.6,5.0,65.0,185,3,2013-14,4.7,4.8,1.1,0.4,0.5,16.5,65.0,4.6,2.1,0.7,0.0,0.2,2.0,0.154,4.4,0.46,0.66,2012-13,5.8,5.0,0.9,0.3,0.7,21.1,79.0,5.7,2.6,0.7,0.0,0.0,2.6,0.0,5.7,0.455,0.717
11,Tony Allen,SG,33,MEM,63,41,26.2,3.6,7.2,0.495,0.2,0.5,0.345,3.4,6.8,0.505,0.505,1.3,2.0,0.627,1.6,2.8,4.4,1.4,2.0,0.5,1.4,2.6,8.6,55.0,600,9,2013-14,9.0,3.8,1.7,1.6,0.3,23.2,55.0,7.5,3.7,1.6,0.2,0.9,3.5,0.234,6.7,0.527,0.628,2011-12,9.8,4.0,1.4,1.8,0.6,26.3,58.0,7.7,3.6,1.6,0.1,0.4,3.5,0.308,7.3,0.479,0.8
12,Al-Farouq Aminu,SF,24,DAL,74,3,18.5,2.0,4.8,0.412,0.5,1.7,0.274,1.5,3.1,0.485,0.459,1.1,1.6,0.712,1.5,3.1,4.6,0.8,0.9,0.8,0.7,1.9,5.6,80.0,303,4,2013-14,7.2,6.2,1.4,1.0,0.5,25.6,80.0,6.2,2.9,1.1,0.2,0.6,2.8,0.271,5.6,0.496,0.664,2012-13,7.3,7.7,1.4,1.2,0.7,27.2,76.0,6.2,3.0,1.5,0.1,0.3,2.9,0.211,6.0,0.486,0.737
13,Lou Amundson,PF,32,TOT,53,35,17.7,2.1,4.8,0.427,0.0,0.0,0.0,2.1,4.8,0.429,0.427,0.8,1.6,0.471,1.8,3.3,5.1,1.3,0.4,1.0,1.2,2.4,4.9,19.0,346,5,2012-13,1.9,2.7,0.3,0.4,0.3,9.5,39.0,2.1,0.8,0.5,0.0,0.0,0.8,,2.1,0.395,0.333,2009-10,4.7,4.4,0.4,0.3,0.9,14.8,79.0,3.5,1.9,0.7,0.0,0.0,1.9,0.0,3.5,0.553,0.545
13,Lou Amundson,PF,32,CLE,12,0,6.6,0.3,1.0,0.333,0.0,0.0,,0.3,1.0,0.333,0.333,0.3,0.4,0.6,0.4,1.3,1.7,0.4,0.1,0.0,0.4,0.9,0.9,19.0,346,5,2012-13,1.9,2.7,0.3,0.4,0.3,9.5,39.0,2.1,0.8,0.5,0.0,0.0,0.8,,2.1,0.395,0.333,2009-10,4.7,4.4,0.4,0.3,0.9,14.8,79.0,3.5,1.9,0.7,0.0,0.0,1.9,0.0,3.5,0.553,0.545
13,Lou Amundson,PF,32,NYK,41,35,20.9,2.6,5.9,0.432,0.0,0.0,0.0,2.6,5.9,0.434,0.432,0.9,2.0,0.463,2.2,3.9,6.0,1.6,0.5,1.3,1.4,2.8,6.0,19.0,346,5,2012-13,1.9,2.7,0.3,0.4,0.3,9.5,39.0,2.1,0.8,0.5,0.0,0.0,0.8,,2.1,0.395,0.333,2009-10,4.7,4.4,0.4,0.3,0.9,14.8,79.0,3.5,1.9,0.7,0.0,0.0,1.9,0.0,3.5,0.553,0.545
14,Chris Andersen,C,36,MIA,60,20,18.9,2.0,3.5,0.58,0.1,0.2,0.308,1.9,3.2,0.598,0.589,1.3,1.9,0.667,1.3,3.7,5.0,0.7,0.4,1.0,0.7,1.5,5.3,72.0,596,8,2013-14,6.6,5.3,0.3,0.4,1.3,19.4,72.0,3.8,2.5,0.7,0.0,0.2,2.4,0.25,3.7,0.662,0.71,2013-14,6.6,5.3,0.3,0.4,1.3,19.4,72.0,3.8,2.5,0.7,0.0,0.2,2.4,0.25,3.7,0.662,0.71
15,Alan Anderson,SG,32,BRK,74,19,23.6,2.6,5.9,0.443,1.0,2.8,0.348,1.6,3.1,0.53,0.526,1.1,1.4,0.812,0.4,2.3,2.8,1.1,0.8,0.1,0.8,2.0,7.4,78.0,213,3,2013-14,7.2,2.2,1.0,0.6,0.1,22.7,78.0,6.2,2.5,0.8,1.1,3.2,1.4,0.339,3.0,0.464,0.78,2012-13,10.7,2.3,1.6,0.7,0.1,23.0,65.0,9.5,3.6,1.2,1.5,4.4,2.2,0.333,5.1,0.426,0.857
16,Kyle Anderson,SF,21,SAS,33,8,10.8,0.9,2.7,0.348,0.1,0.3,0.273,0.8,2.4,0.359,0.365,0.3,0.4,0.643,0.2,2.0,2.2,0.8,0.5,0.2,0.3,0.8,2.2,0.0,0,0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
17,Ryan Anderson,PF,26,NOP,61,5,27.5,4.8,12.0,0.399,2.0,5.9,0.34,2.8,6.1,0.457,0.483,2.1,2.5,0.854,1.8,3.1,4.8,0.9,0.5,0.3,1.0,1.9,13.7,22.0,357,5,2012-13,16.2,6.4,1.2,0.5,0.4,30.9,81.0,13.8,5.8,1.2,2.6,6.9,3.2,0.382,6.9,0.464,0.844,2012-13,16.2,6.4,1.2,0.5,0.4,30.9,81.0,13.8,5.8,1.2,2.6,6.9,3.2,0.382,6.9,0.464,0.844
18,Giannis Antetokounmpo,SG,20,MIL,81,71,31.4,4.7,9.6,0.491,0.1,0.5,0.159,4.6,9.1,0.511,0.496,3.2,4.3,0.741,1.2,5.5,6.7,2.6,0.9,1.0,2.1,3.1,12.7,77.0,77,1,2013-14,6.8,4.4,1.9,0.8,0.8,24.6,77.0,5.4,2.2,1.6,0.5,1.5,1.7,0.347,3.9,0.44,0.683,2013-14,6.8,4.4,1.9,0.8,0.8,24.6,77.0,5.4,2.2,1.6,0.5,1.5,1.7,0.347,3.9,0.44,0.683
19,Carmelo Anthony,SF,30,NYK,40,40,35.7,9.0,20.2,0.444,1.5,4.5,0.341,7.4,15.7,0.474,0.482,4.7,5.9,0.797,1.8,4.8,6.6,3.1,1.0,0.4,2.2,2.2,24.2,77.0,790,11,2013-14,27.4,8.1,3.1,1.2,0.7,38.7,77.0,21.3,9.6,2.6,2.2,5.4,7.5,0.402,15.9,0.469,0.848,2006-07,28.9,6.0,3.8,1.2,0.4,38.2,65.0,22.4,10.6,3.6,0.6,2.3,10.0,0.268,20.1,0.499,0.808
20,Joel Anthony,C,32,DET,49,0,8.3,0.7,1.3,0.581,0.0,0.0,,0.7,1.3,0.581,0.581,0.3,0.4,0.682,0.7,1.2,1.9,0.1,0.2,1.0,0.2,1.1,1.8,33.0,403,5,2012-13,1.4,1.9,0.2,0.2,0.7,9.1,62.0,1.1,0.6,0.4,0.0,0.0,0.6,,1.1,0.515,0.607,2011-12,3.4,3.9,0.1,0.6,1.3,21.1,64.0,2.4,1.3,0.7,0.0,0.0,1.3,,2.4,0.559,0.69
21,Pero Antić,C,32,ATL,63,3,16.5,1.7,4.7,0.365,0.8,2.7,0.301,0.9,2.0,0.455,0.453,1.4,2.0,0.715,0.9,2.1,3.0,0.8,0.3,0.2,0.8,2.1,5.7,50.0,50,1,2013-14,7.0,4.2,1.2,0.4,0.2,18.5,50.0,5.9,2.5,1.1,1.1,3.4,1.3,0.327,2.5,0.545,0.758,2013-14,7.0,4.2,1.2,0.4,0.2,18.5,50.0,5.9,2.5,1.1,1.1,3.4,1.3,0.327,2.5,0.545,0.758
22,Trevor Ariza,SF,29,HOU,82,82,35.7,4.5,11.1,0.402,2.4,6.8,0.35,2.1,4.3,0.485,0.509,1.5,1.7,0.853,0.9,4.7,5.6,2.5,1.9,0.2,1.7,2.3,12.8,77.0,632,9,2013-14,14.4,6.2,2.5,1.6,0.3,35.4,77.0,11.1,5.1,1.7,2.3,5.7,2.7,0.407,5.3,0.509,0.772,2009-10,14.9,5.6,3.8,1.8,0.6,36.5,72.0,13.9,5.5,2.2,1.9,5.7,3.6,0.334,8.2,0.436,0.649
23,Darrell Arthur,PF,26,DEN,58,4,17.0,2.7,6.6,0.404,0.4,1.9,0.236,2.2,4.7,0.471,0.438,0.8,1.0,0.78,0.9,2.0,2.9,1.0,0.8,0.4,0.8,2.5,6.6,68.0,315,4,2013-14,5.9,3.1,0.9,0.6,0.7,17.1,68.0,6.0,2.4,0.9,0.4,0.9,2.0,0.375,5.1,0.399,0.855,2010-11,9.1,4.3,0.7,0.7,0.8,20.1,80.0,7.8,3.9,1.1,0.0,0.1,3.9,0.0,7.7,0.502,0.813
24,Ömer Aşık,C,28,NOP,76,76,26.1,2.8,5.4,0.517,0.0,0.0,,2.8,5.4,0.517,0.517,1.7,3.0,0.582,3.2,6.6,9.8,0.9,0.4,0.7,1.3,1.9,7.3,48.0,278,4,2013-14,5.8,7.9,0.5,0.3,0.8,20.2,48.0,4.0,2.1,1.2,0.0,0.0,2.1,,4.0,0.532,0.619,2012-13,10.1,11.7,0.9,0.6,1.1,30.0,82.0,7.5,4.0,2.1,0.0,0.0,4.0,0.0,7.5,0.542,0.562
25,D.J. Augustin,PG,27,TOT,82,14,24.0,3.1,7.9,0.399,1.0,3.0,0.337,2.1,4.9,0.436,0.463,2.2,2.5,0.868,0.2,1.7,2.0,4.3,0.6,0.0,1.8,1.1,9.5,71.0,429,6,2013-14,13.1,1.8,4.4,0.7,0.0,27.3,71.0,10.1,4.2,1.8,1.9,4.7,2.3,0.401,5.4,0.427,0.885,2010-11,14.4,2.7,6.1,0.7,0.0,33.6,82.0,11.7,4.9,1.9,1.4,4.1,3.5,0.333,7.6,0.461,0.906
25,D.J. Augustin,PG,27,DET,54,13,23.8,3.5,8.5,0.41,0.9,2.8,0.327,2.6,5.8,0.45,0.463,2.7,3.1,0.87,0.2,1.6,1.9,4.9,0.6,0.0,2.0,1.1,10.6,71.0,429,6,2013-14,13.1,1.8,4.4,0.7,0.0,27.3,71.0,10.1,4.2,1.8,1.9,4.7,2.3,0.401,5.4,0.427,0.885,2010-11,14.4,2.7,6.1,0.7,0.0,33.6,82.0,11.7,4.9,1.9,1.4,4.1,3.5,0.333,7.6,0.461,0.906
25,D.J. Augustin,PG,27,OKC,28,1,24.2,2.5,6.6,0.371,1.2,3.4,0.354,1.3,3.2,0.389,0.462,1.1,1.3,0.861,0.3,1.9,2.2,3.1,0.6,0.0,1.3,1.1,7.3,71.0,429,6,2013-14,13.1,1.8,4.4,0.7,0.0,27.3,71.0,10.1,4.2,1.8,1.9,4.7,2.3,0.401,5.4,0.427,0.885,2010-11,14.4,2.7,6.1,0.7,0.0,33.6,82.0,11.7,4.9,1.9,1.4,4.1,3.5,0.333,7.6,0.461,0.906
26,Jeff Ayres,PF,27,SAS,51,0,7.5,1.1,1.9,0.579,0.0,0.0,,1.1,1.9,0.579,0.579,0.5,0.7,0.75,0.7,1.6,2.3,0.3,0.2,0.2,0.5,1.2,2.7,73.0,169,3,2013-14,3.3,3.5,0.8,0.2,0.3,13.0,73.0,2.4,1.4,0.9,0.0,0.0,1.4,,2.4,0.58,0.691,2012-13,3.9,2.8,0.4,0.2,0.3,10.0,37.0,3.4,1.6,0.6,0.1,0.1,1.6,0.5,3.3,0.484,0.913
27,Luke Babbitt,SF,25,NOP,63,19,13.2,1.5,3.0,0.479,0.9,1.8,0.513,0.5,1.2,0.429,0.633,0.2,0.3,0.684,0.2,1.6,1.8,0.4,0.3,0.2,0.4,1.0,4.1,27.0,153,2,2012-13,3.9,2.2,0.5,0.2,0.1,11.8,62.0,3.8,1.4,0.4,1.0,2.9,0.4,0.348,0.9,0.429,0.769,2011-12,5.1,2.4,0.4,0.3,0.1,13.4,40.0,4.3,1.8,0.7,1.1,2.5,0.7,0.43,1.8,0.384,0.85
28,Cameron Bairstow,PF,24,CHI,18,1,3.6,0.2,0.8,0.214,0.0,0.0,,0.2,0.8,0.214,0.214,0.2,0.3,0.8,0.3,0.1,0.4,0.1,0.1,0.1,0.2,0.4,0.6,0.0,0,0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
29,Leandro Barbosa,SG,32,GSW,66,1,14.9,2.8,5.8,0.474,0.7,1.7,0.384,2.1,4.2,0.511,0.53,0.9,1.1,0.784,0.3,1.0,1.4,1.5,0.6,0.1,0.7,1.3,7.1,20.0,649,10,2012-13,5.2,1.1,1.4,0.4,0.1,12.5,41.0,4.7,2.0,0.5,0.4,1.1,1.6,0.383,3.6,0.445,0.756,2006-07,18.1,2.7,4.0,1.2,0.2,32.7,80.0,13.9,6.6,1.8,2.4,5.5,4.2,0.434,8.4,0.504,0.845
30,J.J. Barea,PG,30,DAL,77,10,17.7,2.9,7.0,0.42,0.7,2.2,0.323,2.2,4.8,0.463,0.47,1.0,1.2,0.809,0.3,1.4,1.7,3.4,0.4,0.0,0.9,1.4,7.5,79.0,509,7,2013-14,8.4,1.9,3.8,0.3,0.0,18.6,79.0,8.3,3.2,1.6,0.9,2.9,2.3,0.316,5.4,0.426,0.79,2012-13,11.3,2.8,4.0,0.4,0.0,23.1,74.0,10.2,4.3,2.0,1.3,3.8,3.0,0.346,6.5,0.458,0.784
31,Andrea Bargnani,C,29,NYK,29,22,27.1,5.7,12.4,0.454,0.5,1.4,0.366,5.1,11.0,0.466,0.475,3.0,3.7,0.813,1.1,3.3,4.4,1.6,0.1,0.9,1.4,1.8,14.8,42.0,475,6,2013-14,13.3,5.3,1.1,0.3,1.2,29.9,42.0,12.0,5.3,1.4,0.7,2.6,4.6,0.278,9.4,0.487,0.824,2010-11,21.4,5.2,1.8,0.5,0.7,35.7,66.0,17.8,8.0,2.3,1.2,3.4,6.8,0.345,14.4,0.472,0.82
32,Harrison Barnes,SF,22,GSW,82,82,28.3,3.9,8.0,0.482,1.1,2.6,0.405,2.8,5.4,0.519,0.548,1.3,1.8,0.72,1.4,4.1,5.5,1.4,0.7,0.2,0.9,1.8,10.1,78.0,159,2,2013-14,9.5,4.0,1.5,0.8,0.3,28.3,78.0,8.7,3.5,1.1,0.8,2.4,2.6,0.347,6.3,0.419,0.718,2013-14,9.5,4.0,1.5,0.8,0.3,28.3,78.0,8.7,3.5,1.1,0.8,2.4,2.6,0.347,6.3,0.419,0.718
33,Matt Barnes,SF,34,LAC,76,74,29.9,3.6,8.2,0.444,1.8,4.9,0.362,1.9,3.3,0.569,0.553,1.0,1.3,0.779,0.7,3.3,4.0,1.5,0.9,0.7,1.1,3.2,10.1,63.0,703,11,2013-14,9.9,4.6,2.0,0.9,0.4,27.5,63.0,8.4,3.7,1.3,1.5,4.5,2.1,0.343,3.9,0.549,0.733,2012-13,10.3,4.6,1.5,1.0,0.8,25.7,80.0,8.4,3.9,1.1,1.4,4.1,2.5,0.342,4.4,0.574,0.744
34,Earl Barron,C,33,PHO,16,1,8.9,0.8,2.4,0.308,0.1,0.3,0.5,0.6,2.2,0.286,0.333,0.4,0.8,0.5,0.9,0.9,1.8,0.3,0.3,0.1,0.3,1.6,2.0,0.0,124,1,2007-08,7.1,4.3,0.6,0.4,0.2,19.3,46.0,7.1,2.9,1.0,0.0,0.3,2.8,0.077,6.8,0.417,0.701,2007-08,7.1,4.3,0.6,0.4,0.2,19.3,46.0,7.1,2.9,1.0,0.0,0.3,2.8,0.077,6.8,0.417,0.701
35,Will Barton,SG,24,TOT,58,0,16.9,2.6,6.1,0.425,0.4,1.5,0.271,2.2,4.6,0.474,0.458,1.3,1.6,0.787,0.4,2.3,2.8,1.4,0.8,0.3,1.1,1.2,6.8,41.0,114,2,2013-14,4.0,1.8,0.8,0.2,0.2,9.4,41.0,3.8,1.6,0.4,0.2,0.8,1.3,0.303,3.0,0.447,0.813,2013-14,4.0,1.8,0.8,0.2,0.2,9.4,41.0,3.8,1.6,0.4,0.2,0.8,1.3,0.303,3.0,0.447,0.813
35,Will Barton,SG,24,POR,30,0,10.0,1.3,3.3,0.38,0.1,0.6,0.222,1.1,2.7,0.415,0.4,0.3,0.5,0.667,0.1,1.0,1.1,0.9,0.5,0.1,0.6,0.7,3.0,41.0,114,2,2013-14,4.0,1.8,0.8,0.2,0.2,9.4,41.0,3.8,1.6,0.4,0.2,0.8,1.3,0.303,3.0,0.447,0.813,2013-14,4.0,1.8,0.8,0.2,0.2,9.4,41.0,3.8,1.6,0.4,0.2,0.8,1.3,0.303,3.0,0.447,0.813
35,Will Barton,SG,24,DEN,28,0,24.4,4.0,9.0,0.443,0.7,2.4,0.284,3.3,6.6,0.5,0.48,2.3,2.8,0.81,0.8,3.8,4.6,1.9,1.2,0.5,1.6,1.8,11.0,41.0,114,2,2013-14,4.0,1.8,0.8,0.2,0.2,9.4,41.0,3.8,1.6,0.4,0.2,0.8,1.3,0.303,3.0,0.447,0.813,2013-14,4.0,1.8,0.8,0.2,0.2,9.4,41.0,3.8,1.6,0.4,0.2,0.8,1.3,0.303,3.0,0.447,0.813
36,Brandon Bass,PF,29,BOS,82,43,23.5,4.2,8.3,0.504,0.1,0.4,0.281,4.1,7.9,0.515,0.51,2.1,2.6,0.79,1.7,3.2,4.9,1.3,0.5,0.4,1.0,1.7,10.6,82.0,558,7,2013-14,11.1,5.7,1.1,0.4,0.9,27.6,82.0,8.8,4.3,1.2,0.0,0.1,4.3,0.333,8.8,0.487,0.858,2011-12,12.5,6.2,0.9,0.6,0.9,31.7,59.0,10.7,5.1,1.1,0.0,0.0,5.1,,10.7,0.479,0.81
37,Nicolas Batum,SF,26,POR,71,71,33.5,3.4,8.5,0.4,1.4,4.4,0.324,2.0,4.1,0.481,0.483,1.2,1.4,0.857,0.9,5.0,5.9,4.8,1.1,0.6,1.9,1.5,9.4,82.0,410,6,2013-14,13.0,7.5,5.1,0.9,0.7,36.0,82.0,10.0,4.6,2.5,1.8,4.9,2.9,0.361,5.1,0.566,0.803,2012-13,14.3,5.6,4.9,1.2,1.1,38.5,73.0,11.4,4.8,2.6,2.3,6.1,2.6,0.372,5.3,0.481,0.848
38,Jerryd Bayless,PG,26,MIL,77,4,22.3,2.9,6.7,0.426,0.5,1.6,0.308,2.4,5.1,0.462,0.462,1.6,1.8,0.883,0.3,2.5,2.7,3.0,0.8,0.2,1.7,2.1,7.8,72.0,381,5,2013-14,9.3,2.0,2.7,0.8,0.1,23.4,72.0,8.6,3.4,1.1,1.1,2.9,2.4,0.358,5.6,0.425,0.797,2013-14,9.3,2.0,2.7,0.8,0.1,23.4,72.0,8.6,3.4,1.1,1.1,2.9,2.4,0.358,5.6,0.425,0.797
39,Aron Baynes,C,28,SAS,70,17,16.0,2.6,4.7,0.566,0.0,0.1,0.25,2.6,4.6,0.57,0.567,1.3,1.5,0.865,1.6,3.0,4.5,0.5,0.2,0.3,0.9,2.3,6.6,53.0,69,1,2013-14,3.0,2.7,0.6,0.0,0.1,9.3,53.0,3.1,1.3,0.7,0.0,0.0,1.3,,3.1,0.436,0.905,2013-14,3.0,2.7,0.6,0.0,0.1,9.3,53.0,3.1,1.3,0.7,0.0,0.0,1.3,,3.1,0.436,0.905
40,Kent Bazemore,SG,25,ATL,75,10,17.7,1.9,4.4,0.426,0.6,1.8,0.364,1.2,2.7,0.467,0.498,0.8,1.3,0.6,0.3,2.7,3.0,1.0,0.7,0.4,1.0,1.7,5.2,67.0,128,2,2013-14,6.0,1.7,1.4,0.6,0.2,13.6,67.0,5.1,2.2,1.2,0.6,1.9,1.6,0.336,3.2,0.484,0.606,2013-14,6.0,1.7,1.4,0.6,0.2,13.6,67.0,5.1,2.2,1.2,0.6,1.9,1.6,0.336,3.2,0.484,0.606
41,Bradley Beal,SG,21,WAS,63,59,33.4,5.8,13.5,0.427,1.7,4.1,0.409,4.1,9.4,0.434,0.489,2.1,2.6,0.783,0.9,2.9,3.8,3.1,1.2,0.3,2.0,2.2,15.3,73.0,129,2,2013-14,17.1,3.7,3.3,1.0,0.2,34.7,73.0,15.7,6.6,1.8,1.9,4.7,4.7,0.402,11.0,0.426,0.788,2013-14,17.1,3.7,3.3,1.0,0.2,34.7,73.0,15.7,6.6,1.8,1.9,4.7,4.7,0.402,11.0,0.426,0.788
42,Michael Beasley,PF,26,MIA,24,1,21.0,3.8,8.8,0.434,0.3,1.4,0.235,3.5,7.4,0.472,0.453,0.8,1.1,0.769,0.5,3.2,3.7,1.3,0.6,0.5,1.5,2.8,8.8,55.0,409,6,2013-14,7.9,3.1,0.8,0.4,0.4,15.1,55.0,6.5,3.2,1.0,0.4,1.0,2.8,0.389,5.5,0.518,0.772,2010-11,19.2,5.6,2.2,0.7,0.7,32.3,73.0,17.1,7.7,2.7,0.8,2.2,6.9,0.366,14.8,0.463,0.753
43,Marco Belinelli,SG,28,SAS,62,9,22.4,3.2,7.6,0.423,1.4,3.7,0.374,1.8,3.9,0.471,0.515,1.4,1.6,0.848,0.4,2.1,2.5,1.5,0.5,0.0,1.0,1.4,9.2,80.0,440,6,2013-14,11.4,2.8,2.2,0.6,0.1,25.2,80.0,8.7,4.2,1.2,1.6,3.7,2.6,0.43,5.0,0.525,0.847,2011-12,11.8,2.6,1.5,0.7,0.1,29.8,66.0,10.4,4.3,1.0,1.6,4.3,2.7,0.377,6.1,0.445,0.783
