Rk,Player,Pos,Age,Tm,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,G_prev,G_prev_total,Seasons Played,Previous Season,PS_PTS,PS_TRB,PS_AST,PS_STL,PS_BLK,PS_MP,PS_G,PS_FGA,PS_FG,PS_TOV,PS_3P,PS_3PA,PS_2P,PS_3P%,PS_2PA,PS_2P%,PS_FT%,Best Season,BS_PTS,BS_TRB,BS_AST,BS_STL,BS_BLK,BS_MP,BS_G,BS_FGA,BS_FG,BS_TOV,BS_3P,BS_3PA,BS_2P,BS_3P%,BS_2PA,BS_2P%,BS_FT%
391,Rajon Rondo,PG,28,TOT,68,68,29.7,4.0,9.5,0.426,0.4,1.3,0.314,3.6,8.2,0.444,0.447,0.5,1.1,0.397,1.1,4.4,5.5,7.9,1.3,0.1,3.1,2.3,8.9,30.0,505,7,2012-13,13.7,5.6,11.1,1.8,0.2,37.4,38.0,12.2,5.9,3.9,0.3,1.3,5.6,0.24,10.9,0.513,0.645,2012-13,13.7,5.6,11.1,1.8,0.2,37.4,38.0,12.2,5.9,3.9,0.3,1.3,5.6,0.24,10.9,0.513,0.645
391,Rajon Rondo,PG,28,BOS,22,22,31.8,3.7,9.1,0.405,0.4,1.5,0.25,3.3,7.6,0.435,0.425,0.5,1.6,0.333,1.1,6.4,7.5,10.8,1.7,0.1,3.4,1.9,8.3,30.0,505,7,2012-13,13.7,5.6,11.1,1.8,0.2,37.4,38.0,12.2,5.9,3.9,0.3,1.3,5.6,0.24,10.9,0.513,0.645,2012-13,13.7,5.6,11.1,1.8,0.2,37.4,38.0,12.2,5.9,3.9,0.3,1.3,5.6,0.24,10.9,0.513,0.645
391,Rajon Rondo,PG,28,DAL,46,46,28.7,4.2,9.7,0.436,0.4,1.2,0.352,3.8,8.5,0.448,0.457,0.4,0.9,0.452,1.0,3.5,4.5,6.5,1.2,0.1,2.9,2.4,9.3,30.0,505,7,2012-13,13.7,5.6,11.1,1.8,0.2,37.4,38.0,12.2,5.9,3.9,0.3,1.3,5.6,0.24,10.9,0.513,0.645,2012-13,13.7,5.6,11.1,1.8,0.2,37.4,38.0,12.2,5.9,3.9,0.3,1.3,5.6,0.24,10.9,0.513,0.645
392,Derrick Rose,PG,26,CHI,51,51,30.0,6.6,16.4,0.405,1.5,5.3,0.28,5.1,11.1,0.465,0.45,3.0,3.7,0.813,0.7,2.5,3.2,4.9,0.7,0.3,3.2,1.2,17.7,10.0,289,4,2011-12,21.8,3.4,7.9,0.9,0.7,35.3,39.0,17.8,7.7,3.1,1.4,4.4,6.4,0.312,13.4,0.475,0.812,2010-11,25.0,4.1,7.7,1.0,0.6,37.4,81.0,19.7,8.8,3.4,1.6,4.8,7.2,0.332,15.0,0.481,0.858
393,Terrence Ross,SF,23,TOR,82,61,25.5,3.8,9.2,0.41,1.8,4.8,0.372,2.0,4.4,0.452,0.507,0.5,0.7,0.786,0.4,2.4,2.8,1.0,0.6,0.3,0.8,1.7,9.8,81.0,154,2,2013-14,10.9,3.1,1.0,0.8,0.3,26.7,81.0,9.3,3.9,1.1,2.0,5.0,1.9,0.395,4.2,0.458,0.837,2013-14,10.9,3.1,1.0,0.8,0.3,26.7,81.0,9.3,3.9,1.1,2.0,5.0,1.9,0.395,4.2,0.458,0.837
394,Ricky Rubio,PG,24,MIN,22,22,31.5,3.5,10.0,0.356,0.6,2.3,0.255,3.0,7.6,0.387,0.386,2.6,3.2,0.803,0.9,4.8,5.7,8.8,1.7,0.0,2.9,2.7,10.3,82.0,180,3,2013-14,9.5,4.2,8.6,2.3,0.1,32.2,82.0,8.2,3.1,2.7,0.5,1.6,2.6,0.331,6.5,0.393,0.802,2012-13,10.7,4.0,7.3,2.4,0.1,29.7,57.0,9.0,3.2,3.0,0.5,1.6,2.8,0.293,7.4,0.374,0.799
395,Damjan Rudež,SF,28,IND,68,2,15.4,1.8,3.9,0.452,1.0,2.5,0.406,0.7,1.4,0.538,0.584,0.2,0.3,0.696,0.1,0.6,0.7,0.8,0.2,0.1,0.7,1.2,4.8,0.0,0,0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
396,Brandon Rush,SG,29,GSW,33,0,8.2,0.3,1.6,0.204,0.1,0.8,0.111,0.2,0.8,0.296,0.231,0.2,0.3,0.455,0.1,1.1,1.2,0.4,0.2,0.4,0.3,0.8,0.9,38.0,329,5,2013-14,2.1,1.2,0.6,0.1,0.2,11.0,38.0,2.4,0.8,0.5,0.4,1.2,0.4,0.34,1.1,0.326,0.6,2011-12,9.8,3.9,1.4,0.5,0.9,26.4,65.0,7.2,3.6,1.0,1.5,3.4,2.1,0.452,3.8,0.544,0.793
397,Robert Sacre,C,25,LAL,67,18,16.9,1.9,4.6,0.412,0.0,0.0,0.0,1.9,4.6,0.413,0.412,0.8,1.2,0.671,1.3,2.1,3.5,0.8,0.4,0.6,0.5,1.8,4.6,65.0,97,1,2013-14,5.4,3.9,0.8,0.4,0.7,16.8,65.0,4.6,2.2,0.7,0.0,0.0,2.2,,4.6,0.477,0.681,2013-14,5.4,3.9,0.8,0.4,0.7,16.8,65.0,4.6,2.2,0.7,0.0,0.0,2.2,,4.6,0.477,0.681
398,John Salmons,SF,35,NOP,21,0,12.9,0.8,2.3,0.333,0.4,1.2,0.308,0.4,1.0,0.364,0.417,0.1,0.2,0.5,0.2,0.8,1.0,0.6,0.4,0.2,0.2,1.2,2.0,78.0,874,12,2013-14,5.2,2.1,1.9,0.6,0.2,22.1,78.0,5.3,1.9,0.7,0.8,2.1,1.1,0.387,3.2,0.348,0.769,2008-09,18.3,4.2,3.2,1.1,0.3,37.5,79.0,13.8,6.5,2.1,1.6,3.8,4.9,0.417,10.0,0.493,0.83
399,JaKarr Sampson,SF,21,PHI,74,32,15.3,2.0,4.7,0.422,0.4,1.7,0.244,1.6,3.0,0.525,0.467,0.9,1.3,0.67,0.5,1.7,2.2,1.0,0.5,0.4,1.0,1.8,5.2,0.0,0,0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
400,Larry Sanders,C,26,MIL,27,26,21.7,3.2,6.4,0.5,0.0,0.0,,3.2,6.4,0.5,0.5,0.9,1.8,0.5,2.5,3.7,6.1,0.9,1.0,1.4,1.0,3.9,7.3,23.0,206,3,2012-13,9.8,9.5,1.2,0.7,2.8,27.3,71.0,8.5,4.3,1.2,0.0,0.0,4.3,0.0,8.5,0.507,0.618,2012-13,9.8,9.5,1.2,0.7,2.8,27.3,71.0,8.5,4.3,1.2,0.0,0.0,4.3,0.0,8.5,0.507,0.618
401,Dennis Schröder,PG,21,ATL,77,10,19.7,3.7,8.6,0.427,0.7,1.9,0.351,3.0,6.7,0.449,0.466,1.9,2.3,0.827,0.4,1.8,2.1,4.1,0.6,0.1,1.9,1.6,10.0,49.0,49,1,2013-14,3.7,1.2,1.9,0.3,0.0,13.1,49.0,3.8,1.5,1.2,0.2,0.9,1.3,0.238,3.0,0.425,0.674,2013-14,3.7,1.2,1.9,0.3,0.0,13.1,49.0,3.8,1.5,1.2,0.2,0.9,1.3,0.238,3.0,0.425,0.674
402,Luis Scola,PF,34,IND,81,16,20.5,3.7,7.9,0.467,0.1,0.2,0.25,3.6,7.7,0.474,0.471,2.0,2.8,0.699,1.7,4.8,6.5,1.3,0.6,0.2,1.2,2.4,9.4,82.0,550,7,2013-14,7.6,4.8,1.0,0.3,0.2,17.1,82.0,6.8,3.2,1.3,0.0,0.1,3.2,0.143,6.7,0.474,0.728,2010-11,18.3,8.2,2.5,0.6,0.6,32.6,74.0,15.3,7.7,2.0,0.0,0.0,7.7,0.0,15.2,0.505,0.738
403,Mike Scott,PF,26,ATL,68,0,16.5,3.0,6.7,0.444,1.0,2.8,0.344,2.0,3.8,0.517,0.517,0.9,1.1,0.792,0.7,2.3,2.9,1.1,0.4,0.0,0.6,1.2,7.8,80.0,120,2,2013-14,9.6,3.6,0.9,0.4,0.1,18.5,80.0,7.9,3.8,1.0,0.8,2.5,3.0,0.31,5.4,0.558,0.78,2013-14,9.6,3.6,0.9,0.4,0.1,18.5,80.0,7.9,3.8,1.0,0.8,2.5,3.0,0.31,5.4,0.558,0.78
404,Thabo Sefolosha,SF,30,ATL,52,7,18.8,2.0,4.8,0.418,0.5,1.5,0.321,1.5,3.3,0.462,0.468,0.9,1.1,0.776,1.0,3.3,4.3,1.4,1.0,0.4,0.7,1.3,5.3,61.0,551,8,2013-14,6.3,3.6,1.5,1.3,0.3,26.0,61.0,5.6,2.3,0.9,0.8,2.5,1.5,0.316,3.1,0.495,0.768,2012-13,7.6,3.9,1.5,1.3,0.5,27.5,81.0,5.8,2.8,0.8,1.3,3.2,1.4,0.419,2.6,0.558,0.826
405,Kevin Séraphin,C,25,WAS,79,0,15.6,2.9,5.7,0.513,0.0,0.0,0.0,2.9,5.7,0.516,0.513,0.7,1.0,0.707,1.1,2.5,3.6,0.7,0.1,0.7,1.2,2.5,6.6,53.0,247,4,2013-14,4.7,2.4,0.3,0.1,0.5,10.9,53.0,4.2,2.1,0.8,0.0,0.0,2.1,,4.2,0.505,0.871,2012-13,9.1,4.4,0.7,0.3,0.7,21.8,79.0,9.1,4.2,1.6,0.0,0.0,4.2,,9.1,0.461,0.693
406,Ramon Sessions,PG,28,TOT,64,10,18.6,2.0,5.2,0.374,0.3,0.9,0.317,1.7,4.3,0.387,0.403,2.1,2.7,0.769,0.4,1.9,2.3,2.8,0.5,0.0,1.3,1.1,6.3,83.0,467,6,2013-14,12.3,2.4,4.1,0.6,0.1,26.7,83.0,9.3,4.0,1.8,0.4,1.5,3.6,0.282,7.8,0.457,0.807,2012-13,14.4,2.8,3.8,0.8,0.1,27.1,61.0,11.1,4.5,1.7,0.5,1.8,4.0,0.308,9.3,0.427,0.839
406,Ramon Sessions,PG,28,SAC,36,7,17.8,1.8,5.1,0.344,0.2,0.8,0.214,1.6,4.3,0.368,0.361,1.8,2.4,0.727,0.4,1.6,1.9,2.7,0.4,0.0,1.4,1.3,5.4,83.0,467,6,2013-14,12.3,2.4,4.1,0.6,0.1,26.7,83.0,9.3,4.0,1.8,0.4,1.5,3.6,0.282,7.8,0.457,0.807,2012-13,14.4,2.8,3.8,0.8,0.1,27.1,61.0,11.1,4.5,1.7,0.5,1.8,4.0,0.308,9.3,0.427,0.839
406,Ramon Sessions,PG,28,WAS,28,3,19.5,2.2,5.4,0.411,0.5,1.1,0.406,1.8,4.3,0.412,0.454,2.5,3.0,0.812,0.4,2.3,2.7,3.1,0.6,0.0,1.3,1.0,7.4,83.0,467,6,2013-14,12.3,2.4,4.1,0.6,0.1,26.7,83.0,9.3,4.0,1.8,0.4,1.5,3.6,0.282,7.8,0.457,0.807,2012-13,14.4,2.8,3.8,0.8,0.1,27.1,61.0,11.1,4.5,1.7,0.5,1.8,4.0,0.308,9.3,0.427,0.839
407,Iman Shumpert,SG,24,TOT,62,25,24.9,3.1,7.6,0.41,1.1,3.2,0.342,2.0,4.4,0.458,0.481,0.7,1.0,0.672,0.9,2.7,3.6,2.2,1.3,0.3,1.5,2.2,8.0,74.0,178,3,2013-14,6.7,4.2,1.7,1.2,0.2,26.5,74.0,6.5,2.5,1.1,1.0,3.1,1.4,0.333,3.5,0.418,0.746,2011-12,9.5,3.2,2.8,1.7,0.1,28.9,59.0,9.1,3.6,1.9,0.8,2.7,2.8,0.306,6.4,0.44,0.798
407,Iman Shumpert,SG,24,NYK,24,24,26.0,3.7,9.0,0.409,1.0,2.8,0.348,2.7,6.2,0.436,0.463,1.0,1.5,0.676,0.9,2.5,3.4,3.3,1.3,0.1,1.8,2.8,9.3,74.0,178,3,2013-14,6.7,4.2,1.7,1.2,0.2,26.5,74.0,6.5,2.5,1.1,1.0,3.1,1.4,0.333,3.5,0.418,0.746,2011-12,9.5,3.2,2.8,1.7,0.1,28.9,59.0,9.1,3.6,1.9,0.8,2.7,2.8,0.306,6.4,0.44,0.798
407,Iman Shumpert,SG,24,CLE,38,1,24.2,2.8,6.7,0.41,1.2,3.4,0.338,1.6,3.3,0.484,0.496,0.5,0.7,0.667,0.9,2.9,3.8,1.5,1.3,0.3,1.3,1.9,7.2,74.0,178,3,2013-14,6.7,4.2,1.7,1.2,0.2,26.5,74.0,6.5,2.5,1.1,1.0,3.1,1.4,0.333,3.5,0.418,0.746,2011-12,9.5,3.2,2.8,1.7,0.1,28.9,59.0,9.1,3.6,1.9,0.8,2.7,2.8,0.306,6.4,0.44,0.798
408,Alexey Shved,SG,26,TOT,42,9,18.3,3.2,8.0,0.397,1.1,3.3,0.338,2.0,4.7,0.439,0.467,2.9,3.6,0.807,0.5,1.8,2.4,2.5,0.7,0.1,1.1,1.1,10.3,63.0,140,2,2013-14,4.0,1.3,1.1,0.4,0.3,10.5,63.0,3.8,1.2,0.8,0.5,1.6,0.7,0.294,2.1,0.341,0.756,2012-13,8.6,2.3,3.7,0.7,0.4,23.9,77.0,8.2,3.1,1.9,1.1,3.7,2.0,0.295,4.5,0.435,0.72
408,Alexey Shved,SG,26,PHI,17,0,16.8,3.1,7.6,0.4,1.0,3.4,0.298,2.1,4.3,0.479,0.465,2.8,3.4,0.842,0.5,0.8,1.3,2.7,0.8,0.1,1.1,1.2,9.9,63.0,140,2,2013-14,4.0,1.3,1.1,0.4,0.3,10.5,63.0,3.8,1.2,0.8,0.5,1.6,0.7,0.294,2.1,0.341,0.756,2012-13,8.6,2.3,3.7,0.7,0.4,23.9,77.0,8.2,3.1,1.9,1.1,3.7,2.0,0.295,4.5,0.435,0.72
408,Alexey Shved,SG,26,HOU,9,0,6.6,0.9,2.7,0.333,0.4,1.3,0.333,0.4,1.3,0.333,0.417,1.0,1.2,0.818,0.1,0.3,0.4,0.3,0.1,0.0,0.6,0.2,3.2,63.0,140,2,2013-14,4.0,1.3,1.1,0.4,0.3,10.5,63.0,3.8,1.2,0.8,0.5,1.6,0.7,0.294,2.1,0.341,0.756,2012-13,8.6,2.3,3.7,0.7,0.4,23.9,77.0,8.2,3.1,1.9,1.1,3.7,2.0,0.295,4.5,0.435,0.72
408,Alexey Shved,SG,26,NYK,16,9,26.4,4.6,11.3,0.403,1.6,4.4,0.371,2.9,6.9,0.423,0.475,4.0,5.1,0.78,0.9,3.7,4.6,3.6,0.9,0.3,1.6,1.6,14.8,63.0,140,2,2013-14,4.0,1.3,1.1,0.4,0.3,10.5,63.0,3.8,1.2,0.8,0.5,1.6,0.7,0.294,2.1,0.341,0.756,2012-13,8.6,2.3,3.7,0.7,0.4,23.9,77.0,8.2,3.1,1.9,1.1,3.7,2.0,0.295,4.5,0.435,0.72
409,Henry Sims,C,24,PHI,73,32,19.2,3.3,6.9,0.474,0.1,0.3,0.182,3.2,6.6,0.488,0.478,1.5,1.9,0.774,1.7,3.3,4.9,1.1,0.5,0.4,1.4,1.8,8.0,46.0,48,1,2013-14,7.6,5.2,1.1,0.6,0.4,19.0,46.0,6.0,2.8,0.9,0.0,0.0,2.8,0.0,5.9,0.476,0.744,2013-14,7.6,5.2,1.1,0.6,0.4,19.0,46.0,6.0,2.8,0.9,0.0,0.0,2.8,0.0,5.9,0.476,0.744
410,Kyle Singler,SF,26,TOT,80,58,21.8,2.2,5.6,0.386,1.2,3.0,0.398,1.0,2.6,0.371,0.493,0.5,0.7,0.769,0.4,2.0,2.4,1.1,0.6,0.3,0.7,1.9,6.0,82.0,164,2,2013-14,9.6,3.7,0.9,0.7,0.5,28.5,82.0,7.3,3.3,1.0,1.1,3.0,2.1,0.382,4.3,0.492,0.826,2013-14,9.6,3.7,0.9,0.7,0.5,28.5,82.0,7.3,3.3,1.0,1.1,3.0,2.1,0.382,4.3,0.492,0.826
410,Kyle Singler,SF,26,DET,54,40,23.8,2.6,6.5,0.4,1.4,3.5,0.406,1.2,3.0,0.393,0.509,0.5,0.7,0.806,0.4,2.1,2.6,1.2,0.6,0.3,0.8,1.8,7.1,82.0,164,2,2013-14,9.6,3.7,0.9,0.7,0.5,28.5,82.0,7.3,3.3,1.0,1.1,3.0,2.1,0.382,4.3,0.492,0.826,2013-14,9.6,3.7,0.9,0.7,0.5,28.5,82.0,7.3,3.3,1.0,1.1,3.0,2.1,0.382,4.3,0.492,0.826
410,Kyle Singler,SF,26,OKC,26,18,17.5,1.2,3.7,0.333,0.8,2.1,0.37,0.5,1.6,0.286,0.438,0.4,0.6,0.688,0.4,1.7,2.1,0.7,0.5,0.3,0.5,2.1,3.7,82.0,164,2,2013-14,9.6,3.7,0.9,0.7,0.5,28.5,82.0,7.3,3.3,1.0,1.1,3.0,2.1,0.382,4.3,0.492,0.826,2013-14,9.6,3.7,0.9,0.7,0.5,28.5,82.0,7.3,3.3,1.0,1.1,3.0,2.1,0.382,4.3,0.492,0.826
411,Donald Sloan,PG,27,IND,53,21,20.9,2.7,6.7,0.408,0.8,2.5,0.313,2.0,4.2,0.464,0.466,1.1,1.5,0.779,0.2,2.5,2.7,3.6,0.4,0.0,1.2,0.9,7.4,48.0,104,1,2013-14,2.3,0.9,1.0,0.2,0.0,8.2,48.0,2.4,0.9,0.5,0.2,0.9,0.7,0.238,1.6,0.453,0.6,2013-14,2.3,0.9,1.0,0.2,0.0,8.2,48.0,2.4,0.9,0.5,0.2,0.9,0.7,0.238,1.6,0.453,0.6
412,Marcus Smart,PG,20,BOS,67,38,27.0,2.6,7.1,0.367,1.4,4.1,0.335,1.3,3.1,0.41,0.462,1.2,1.9,0.646,0.9,2.4,3.3,3.1,1.5,0.3,1.3,2.6,7.8,0.0,0,0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
413,Greg Smith,PF,24,DAL,42,2,8.6,0.7,1.2,0.612,0.0,0.0,,0.7,1.2,0.612,0.612,0.5,0.9,0.513,0.6,1.3,1.9,0.2,0.2,0.3,0.3,1.3,1.9,11.0,89,1,2012-13,6.0,4.6,0.4,0.3,0.6,15.9,70.0,3.9,2.4,0.6,0.0,0.0,2.4,0.0,3.9,0.623,0.623,2012-13,6.0,4.6,0.4,0.3,0.6,15.9,70.0,3.9,2.4,0.6,0.0,0.0,2.4,0.0,3.9,0.623,0.623
414,Ish Smith,PG,26,TOT,55,14,15.1,2.6,6.7,0.39,0.3,1.1,0.3,2.3,5.6,0.407,0.414,0.6,1.0,0.596,0.3,1.5,1.8,3.3,0.7,0.1,1.4,0.9,6.1,70.0,191,3,2013-14,3.7,1.8,2.6,0.7,0.2,14.4,70.0,4.0,1.7,0.9,0.0,0.3,1.7,0.043,3.7,0.457,0.564,2013-14,3.7,1.8,2.6,0.7,0.2,14.4,70.0,4.0,1.7,0.9,0.0,0.3,1.7,0.043,3.7,0.457,0.564
414,Ish Smith,PG,26,OKC,30,0,5.2,0.5,1.5,0.333,0.0,0.2,0.2,0.5,1.3,0.35,0.344,0.2,0.3,0.667,0.2,0.7,0.9,0.9,0.1,0.0,0.3,0.4,1.2,70.0,191,3,2013-14,3.7,1.8,2.6,0.7,0.2,14.4,70.0,4.0,1.7,0.9,0.0,0.3,1.7,0.043,3.7,0.457,0.564,2013-14,3.7,1.8,2.6,0.7,0.2,14.4,70.0,4.0,1.7,0.9,0.0,0.3,1.7,0.043,3.7,0.457,0.564
414,Ish Smith,PG,26,PHI,25,14,27.1,5.1,12.9,0.398,0.7,2.2,0.309,4.4,10.7,0.416,0.424,1.1,1.9,0.583,0.4,2.5,2.9,6.1,1.3,0.2,2.8,1.5,12.0,70.0,191,3,2013-14,3.7,1.8,2.6,0.7,0.2,14.4,70.0,4.0,1.7,0.9,0.0,0.3,1.7,0.043,3.7,0.457,0.564,2013-14,3.7,1.8,2.6,0.7,0.2,14.4,70.0,4.0,1.7,0.9,0.0,0.3,1.7,0.043,3.7,0.457,0.564
415,J.R. Smith,SG,29,TOT,70,51,29.7,4.5,10.8,0.417,2.3,6.1,0.383,2.2,4.7,0.462,0.525,0.8,1.0,0.75,0.4,2.7,3.1,2.8,1.2,0.3,1.4,2.3,12.1,74.0,692,9,2013-14,14.5,4.0,3.0,0.9,0.3,32.7,74.0,12.9,5.4,1.5,2.6,6.5,2.8,0.394,6.4,0.436,0.652,2012-13,18.1,5.3,2.7,1.3,0.3,33.5,80.0,15.6,6.6,1.7,1.9,5.5,4.7,0.356,10.2,0.458,0.762
415,J.R. Smith,SG,29,NYK,24,6,25.8,4.2,10.5,0.402,1.3,3.8,0.356,2.9,6.7,0.429,0.466,1.1,1.6,0.692,0.2,2.3,2.4,3.4,0.8,0.2,1.9,1.8,10.9,74.0,692,9,2013-14,14.5,4.0,3.0,0.9,0.3,32.7,74.0,12.9,5.4,1.5,2.6,6.5,2.8,0.394,6.4,0.436,0.652,2012-13,18.1,5.3,2.7,1.3,0.3,33.5,80.0,15.6,6.6,1.7,1.9,5.5,4.7,0.356,10.2,0.458,0.762
415,J.R. Smith,SG,29,CLE,46,45,31.8,4.7,11.0,0.425,2.8,7.3,0.39,1.8,3.7,0.494,0.555,0.6,0.7,0.818,0.6,2.9,3.5,2.5,1.4,0.4,1.1,2.6,12.7,74.0,692,9,2013-14,14.5,4.0,3.0,0.9,0.3,32.7,74.0,12.9,5.4,1.5,2.6,6.5,2.8,0.394,6.4,0.436,0.652,2012-13,18.1,5.3,2.7,1.3,0.3,33.5,80.0,15.6,6.6,1.7,1.9,5.5,4.7,0.356,10.2,0.458,0.762
416,Jason Smith,C,28,NYK,82,31,21.8,3.1,7.2,0.434,0.2,0.5,0.357,3.0,6.7,0.44,0.447,1.5,1.9,0.83,1.2,2.8,4.0,1.7,0.4,0.5,1.3,2.5,8.0,31.0,331,5,2012-13,8.2,3.6,0.7,0.3,0.9,17.2,51.0,6.7,3.3,1.1,0.0,0.1,3.3,0.0,6.6,0.496,0.843,2011-12,9.9,4.9,0.9,0.5,1.0,23.7,40.0,8.7,4.5,1.0,0.0,0.2,4.5,0.111,8.5,0.531,0.702
417,Josh Smith,PF,29,TOT,83,35,27.7,5.0,11.9,0.419,0.9,2.7,0.316,4.1,9.1,0.451,0.456,1.5,3.1,0.498,1.8,4.6,6.4,3.3,1.0,1.4,2.5,2.7,12.4,77.0,753,10,2013-14,16.4,6.8,3.3,1.4,1.4,35.5,77.0,16.0,6.7,2.6,0.9,3.4,5.8,0.264,12.6,0.462,0.532,2011-12,18.8,9.6,3.9,1.4,1.7,35.3,66.0,16.7,7.6,2.5,0.4,1.7,7.2,0.257,15.0,0.48,0.63
417,Josh Smith,PF,29,DET,28,28,32.0,5.5,14.0,0.391,0.3,1.3,0.243,5.1,12.6,0.407,0.403,1.9,4.0,0.468,1.9,5.4,7.2,4.7,1.3,1.7,2.6,2.9,13.1,77.0,753,10,2013-14,16.4,6.8,3.3,1.4,1.4,35.5,77.0,16.0,6.7,2.6,0.9,3.4,5.8,0.264,12.6,0.462,0.532,2011-12,18.8,9.6,3.9,1.4,1.7,35.3,66.0,16.7,7.6,2.5,0.4,1.7,7.2,0.257,15.0,0.48,0.63
417,Josh Smith,PF,29,HOU,55,7,25.5,4.7,10.8,0.438,1.1,3.5,0.33,3.6,7.4,0.489,0.491,1.4,2.6,0.521,1.8,4.1,6.0,2.6,0.9,1.2,2.4,2.7,12.0,77.0,753,10,2013-14,16.4,6.8,3.3,1.4,1.4,35.5,77.0,16.0,6.7,2.6,0.9,3.4,5.8,0.264,12.6,0.462,0.532,2011-12,18.8,9.6,3.9,1.4,1.7,35.3,66.0,16.7,7.6,2.5,0.4,1.7,7.2,0.257,15.0,0.48,0.63
418,Russ Smith,PG,23,TOT,12,0,5.4,0.7,2.1,0.32,0.2,0.9,0.182,0.5,1.2,0.429,0.36,1.0,1.1,0.923,0.1,0.4,0.5,0.7,0.3,0.0,1.0,1.1,2.5,0.0,0,0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
418,Russ Smith,PG,23,NOP,6,0,4.8,0.3,1.7,0.2,0.2,1.0,0.167,0.2,0.7,0.25,0.25,0.0,0.0,,0.0,0.5,0.5,0.3,0.0,0.0,1.2,1.0,0.8,0.0,0,0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
418,Russ Smith,PG,23,MEM,6,0,6.0,1.0,2.5,0.4,0.2,0.8,0.2,0.8,1.7,0.5,0.433,2.0,2.2,0.923,0.2,0.3,0.5,1.0,0.5,0.0,0.8,1.2,4.2,0.0,0,0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
419,Tony Snell,SF,23,CHI,72,22,19.6,2.2,5.2,0.429,1.0,2.7,0.371,1.2,2.4,0.494,0.527,0.6,0.8,0.8,0.4,2.0,2.4,0.9,0.4,0.2,0.7,1.2,6.0,77.0,77,1,2013-14,4.5,1.6,0.9,0.4,0.2,16.0,77.0,4.4,1.7,0.6,0.7,2.3,0.9,0.32,2.1,0.456,0.756,2013-14,4.5,1.6,0.9,0.4,0.2,16.0,77.0,4.4,1.7,0.6,0.7,2.3,0.9,0.32,2.1,0.456,0.756
420,Marreese Speights,C,27,GSW,76,9,15.9,4.2,8.5,0.492,0.1,0.2,0.278,4.1,8.3,0.498,0.496,2.0,2.3,0.843,1.4,2.8,4.3,0.9,0.3,0.4,1.1,2.5,10.4,79.0,423,6,2013-14,6.4,3.7,0.4,0.1,0.4,12.4,79.0,5.6,2.5,0.8,0.1,0.4,2.4,0.258,5.2,0.455,0.821,2011-12,8.8,6.2,0.8,0.4,0.5,22.4,60.0,8.1,3.7,1.2,0.0,0.1,3.7,0.0,8.1,0.456,0.771
421,Tiago Splitter,C,30,SAS,52,35,19.8,3.3,5.8,0.558,0.0,0.0,,3.3,5.8,0.558,0.558,1.7,2.3,0.75,1.8,3.1,4.8,1.5,0.7,0.7,1.2,2.0,8.2,59.0,259,4,2013-14,8.2,6.2,1.5,0.5,0.5,21.5,59.0,5.9,3.1,1.3,0.0,0.1,3.1,0.0,5.8,0.528,0.699,2012-13,10.3,6.4,1.6,0.8,0.8,24.7,81.0,7.0,3.9,1.2,0.0,0.0,3.9,0.0,6.9,0.561,0.73
422,Nik Stauskas,SG,21,SAC,73,1,15.4,1.5,4.1,0.365,0.7,2.0,0.322,0.8,2.0,0.408,0.446,0.8,0.9,0.859,0.2,1.1,1.2,0.9,0.3,0.2,0.5,1.3,4.4,0.0,0,0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
